,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
20,Sleepy Hollow,"$101,071,502",Paramount,Period Horror,R,"November 19, 1999",1 hrs. 45 min.,$100 million,Tim Burton,Scott Rudin,"Johnny Depp,Christina Ricci"
21,Inspector Gadget,"$97,403,112",Buena Vista,Family Adventure,PG,"July 23, 1999",1 hrs. 18 min.,$90 million,N/A,"Roger Birnbaum,Jonathan Glickman,Jordan Kerner,Ralph Winter","Matthew Broderick,Michelle Trachtenberg"
22,The Haunting,"$91,411,151",DreamWorks,Horror,PG-13,"July 23, 1999",1 hrs. 53 min.,$80 million,Jan DeBont,Colin Wilson,"Liam Neeson,Catherine Zeta-Jones,Owen Wilson"
23,Entrapment,"$87,704,396",Fox,Romantic Thriller,PG-13,"April 30, 1999",1 hrs. 53 min.,$66 million,N/A,Arnon Milchan,"Sean Connery,Catherine Zeta-Jones"
24,Pokemon: The First Movie,"$85,744,662",Warner Bros.,Animation,G,"November 10, 1999",1 hrs. 36 min.,$30 million,N/A,N/A,N/A
25,Payback,"$81,526,121",Paramount,Crime,R,"February 5, 1999",1 hrs. 41 min.,$90 million,Brian Helgeland,N/A,"Mel Gibson,Maria Bello,Lucy Liu"
26,The Talented Mr. Ripley,"$81,298,265",Paramount,Thriller,R,"December 25, 1999",2 hrs. 19 min.,$40 million,Anthony Minghella,Sydney Pollack,"Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett,Philip Seymour Hoffman,Jack Davenport"
27,Any Given Sunday,"$75,530,832",Warner Bros.,Sports Drama,R,"December 22, 1999",2 hrs. 37 min.,$55 million,Oliver Stone,"Lauren Schuler Donner,Dan Halsted,Clayton Townsend","Aaron Eckhart,Jamie Foxx,Al Pacino,Cameron Diaz,Dennis Quaid"
28,Deep Blue Sea,"$73,648,142",Warner Bros.,Horror,R,"July 30, 1999",1 hrs. 45 min.,$60 million,Renny Harlin,Akiva Goldsman,"Samuel L. Jackson,Thomas Jane,Stellan Skarsgard"
29,Galaxy Quest,"$71,583,916",DreamWorks,Comedy,PG,"December 25, 1999",1 hrs. 42 min.,$45 million,Dean Parisot,Mark Johnson,"Tim Allen,Sigourney Weaver,Alan Rickman,Sam Rockwell,Justin Long"
30,The Thomas Crown Affair,"$69,305,181",MGM,Romantic Thriller,R,"August 6, 1999",1 hrs. 53 min.,$48 million,John McTiernan,Michael Tadross,"Pierce Brosnan,Rene Russo"
31,Blue Streak,"$68,518,533",Sony / Columbia,Action Comedy,PG-13,"September 17, 1999",1 hrs. 34 min.,$65 million,N/A,"Toby Jaffe,Neal H. Moritz","Martin Lawrence,Luke Wilson"
32,End of Days,"$66,889,043",Universal,Action Horror,R,"November 24, 1999",2 hrs. 1 min.,$100 million,Peter Hyams,Marc Abraham,Arnold Schwarzenegger
33,The Bone Collector,"$66,518,655",Universal,Thriller,R,"November 5, 1999",1 hrs. 58 min.,$73 million,Phillip Noyce,N/A,"Angelina Jolie,Queen Latifah,Michael Rooker,Denzel Washington"
34,Bowfinger,"$66,384,775",Universal,Comedy,PG-13,"August 13, 1999",1 hrs. 37 min.,$55 million,Frank Oz,Brian Grazer,"Steve Martin,Eddie Murphy"
35,Deuce Bigalow: Male Gigolo,"$65,538,755",Buena Vista,Comedy,R,"December 10, 1999",1 hrs. 28 min.,$17 million,Mike Mitchell,"Jack Giarraputo,Adam Sandler",Rob Schneider
36,Life,"$63,886,029",Universal,Comedy,R,"April 16, 1999",1 hrs. 49 min.,$80 million,N/A,Brian Grazer,"Eddie Murphy,Martin Lawrence"
37,She's All That,"$63,366,989",Miramax,Romantic Comedy,PG-13,"January 29, 1999",1 hrs. 35 min.,$10 million,N/A,N/A,"Freddie Prinze, Jr.,Matthew Lillard,Paul Walker,Anna Paquin"
38,Three Kings,"$60,652,036",Warner Bros.,War Drama,R,"October 1, 1999",1 hrs. 54 min.,$75 million,David O. Russell,Charles Roven,"George Clooney,Mark Wahlberg,Ice Cube"
39,Bicentennial Man,"$58,223,861",Buena Vista,Sci-Fi,PG,"December 17, 1999",2 hrs. 11 min.,$100 million,Chris Columbus,Laurence Mark,Robin Williams
40,The Cider House Rules,"$57,545,092",Miramax,Period Drama,PG-13,"December 10, 1999",2 hrs. 5 min.,$24 million,Lasse Hallstrom,Bobby Cohen,"Tobey Maguire,Charlize Theron,Paul Rudd,Michael Caine"
41,Eyes Wide Shut,"$55,691,208",Warner Bros.,Drama / Thriller,R,"July 16, 1999",2 hrs. 39 min.,$65 million,Stanley Kubrick,N/A,"Tom Cruise,Nicole Kidman,Sydney Pollack"
42,Never Been Kissed,"$55,474,756",Fox,Romantic Comedy,PG-13,"April 9, 1999",1 hrs. 47 min.,$25 million,Raja Gosnell,N/A,Drew Barrymore
43,Varsity Blues,"$52,894,169",Paramount,Sports Drama,R,"January 15, 1999",1 hrs. 44 min.,$16 million,Brian Robbins,"Brian Robbins,Michael Tollin","Jesse Plemons,Jon Voight,Paul Walker,Ali Larter"
44,Forces of Nature,"$52,888,180",DreamWorks,Romantic Comedy,PG-13,"March 19, 1999",1 hrs. 45 min.,$75 million,N/A,Ian Bryce,"Ben Affleck,Sandra Bullock"
45,Message in a Bottle,"$52,880,016",Warner Bros.,Romance,PG-13,"February 12, 1999",2 hrs. 11 min.,$80 million,N/A,"Kevin Costner,Denise Di Novi,Jim Wilson","Kevin Costner,Paul Newman"
46,"South Park - Bigger, Longer and Uncut","$52,037,603",Paramount,Animation,R,"June 30, 1999",1 hrs. 20 min.,$21 million,Trey Parker,Scott Rudin,N/A
47,The Hurricane,"$50,699,241",Universal,Sports Drama,R,"December 29, 1999",2 hrs. 26 min.,$50 million,N/A,"Marc Abraham,Tom Rosenberg","Denzel Washington,Liev Schreiber"
48,Stigmata,"$50,046,268",MGM,Horror,R,"September 10, 1999",1 hrs. 42 min.,$29 million,N/A,N/A,"Jonathan Pryce,Nia Long"
49,House on Haunted Hill,"$40,846,082",Warner Bros.,Horror,R,"October 29, 1999",1 hrs. 35 min.,$37 million,N/A,"Gilbert Adler,Joel Silver","Geoffrey Rush,Famke Janssen,Ali Larter"
50,Anna and the King,"$39,263,420",Fox,Period Drama,PG-13,"December 17, 1999",2 hrs. 28 min.,$92 million,Andy Tennant,Lawrence Bender,Jodie Foster
51,Cruel Intentions,"$38,328,567",Sony / Columbia,Romantic Thriller,R,"March 5, 1999",1 hrs. 37 min.,$10.5 million,Roger Kumble,Neal H. Moritz,"Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon"
52,10 Things I Hate About You,"$38,178,166",Buena Vista,Romantic Comedy,PG-13,"March 31, 1999",1 hrs. 37 min.,$30 million,N/A,"Jeffrey Chernov,Andrew Lazar","Julia Stiles,Heath Ledger,Joseph Gordon-Levitt"
53,Fight Club,"$37,030,102",Fox,Crime,R,"October 15, 1999",2 hrs. 19 min.,$63 million,David Fincher,"Cean Chaffin,Arnon Milchan","Brad Pitt,Edward Norton,Helena Bonham Carter,Jared Leto"
54,My Favorite Martian,"$36,850,101",Buena Vista,Sci-Fi Comedy,PG,"February 12, 1999",1 hrs. 20 min.,$65 million,N/A,N/A,N/A
55,8MM,"$36,663,315",Sony / Columbia,Thriller,R,"February 26, 1999",2 hrs. 4 min.,$40 million,Joel Schumacher,Gavin Polone,"Nicolas Cage,Joaquin Phoenix,James Gandolfini"
56,For Love of the Game,"$35,188,640",Universal,Sports Drama,PG-13,"September 17, 1999",2 hrs. 17 min.,$80 million,Sam Raimi,Marc Abraham,"Kevin Costner,John C. Reilly,Jena Malone,Brian Cox"
57,Man on the Moon,"$34,607,430",Universal,Comedy / Drama,R,"December 22, 1999",1 hrs. 59 min.,$82 million,N/A,"Michael Shamberg,Stacey Sher","Jim Carrey,Paul Giamatti,Danny DeVito"
58,Instinct,"$34,105,207",Buena Vista,Drama / Thriller,R,"June 4, 1999",2 hrs. 6 min.,$80 million,Jon Turteltaub,N/A,"Anthony Hopkins,Cuba Gooding, Jr."
59,The Best Man,"$34,102,780",Universal,Comedy / Drama,R,"October 22, 1999",2 hrs. 1 min.,$9 million,Malcolm D. Lee,N/A,"Morris Chestnut,Nia Long,Terrence Howard,Sanaa Lathan"
60,Mickey Blue Eyes,"$33,864,342",Warner Bros.,Romantic Comedy,PG-13,"August 20, 1999",1 hrs. 42 min.,$75 million,N/A,N/A,Hugh Grant
61,The 13th Warrior,"$32,698,899",Buena Vista,Period Adventure,R,"August 27, 1999",1 hrs. 42 min.,$160 million,John McTiernan,N/A,Antonio Banderas
62,October Sky,"$32,547,800",Universal,Period Drama,PG,"February 19, 1999",1 hrs. 55 min.,$25 million,Joe Johnston,Larry J. Franco,"Chris Cooper,Jake Gyllenhaal"
63,Lake Placid,"$31,770,414",Fox,Horror Comedy,R,"July 16, 1999",1 hrs. 22 min.,$35 million,N/A,N/A,Brendan Gleeson
64,Random Hearts,"$31,502,583",Sony / Columbia,Romance,R,"October 8, 1999",2 hrs. 13 min.,$64 million,Sydney Pollack,Sydney Pollack,"Harrison Ford,Bonnie Hunt,Sydney Pollack"
65,Dogma,"$30,652,890",Lions Gate,Fantasy Comedy,R,"November 12, 1999",2 hrs. 10 min.,$10 million,Kevin Smith,N/A,"Matt Damon,Ben Affleck,Alan Rickman,Chris Rock"
66,Superstar,"$30,636,478",Paramount,Comedy,PG-13,"October 8, 1999",1 hrs. 22 min.,$34 million,N/A,"Lorne Michaels,Robert K. Weiss",Will Ferrell
67,Mystery Men,"$29,762,011",Universal,Fantasy Comedy,PG,"August 6, 1999",2 hrs. 2 min.,$68 million,N/A,"Lawrence Gordon,Lloyd Levin","Ben Stiller,Geoffrey Rush,William H. Macy,Greg Kinnear"
68,The Insider,"$29,089,912",Buena Vista,Drama / Thriller,R,"November 5, 1999",2 hrs. 35 min.,$90 million,Michael Mann,"Pieter Jan Brugge,Michael Mann","Al Pacino,Russell Crowe,Christopher Plummer"
69,"Girl, Interrupted","$28,912,646",Sony / Columbia,Drama,R,"December 21, 1999",2 hrs. 7 min.,$40 million,James Mangold,"Cathy Konrad,Douglas Wick","Winona Ryder,Angelina Jolie,Brittany Murphy,Elisabeth Moss"
70,The Out-of-Towners,"$28,544,120",Paramount,Comedy,PG-13,"April 2, 1999",1 hrs. 30 min.,$75 million,N/A,N/A,Steve Martin
71,The Other Sister,"$27,807,627",Buena Vista,Comedy / Drama,PG-13,"February 26, 1999",2 hrs. 10 min.,$35 million,Garry Marshall,"David Hoberman,Mario Iscovich","Diane Keaton,Giovanni Ribisi"
72,Baby Geniuses,"$27,250,736",Sony / Columbia,Family Comedy,PG,"March 12, 1999",1 hrs. 35 min.,$12 million,N/A,Steven Paul,N/A
73,The Story of Us,"$27,100,031",Universal,Comedy / Drama,R,"October 15, 1999",1 hrs. 35 min.,$50 million,Rob Reiner,N/A,"Bruce Willis,Michelle Pfeiffer"
74,Blast from the Past,"$26,511,114",New Line,Romantic Comedy,PG-13,"February 12, 1999",1 hrs. 51 min.,$35 million,N/A,N/A,"Brendan Fraser,Alicia Silverstone,Christopher Walken"
75,The Wood,"$25,059,640",Paramount,Comedy / Drama,R,"July 16, 1999",1 hrs. 46 min.,$6 million,Rick Famuyiwa,"Albert Berger,Ron Yerxa","Omar Epps,Sanaa Lathan"
76,Arlington Road,"$24,756,177",Sony / Columbia,Thriller,R,"July 9, 1999",1 hrs. 59 min.,$31 million,Mark Pellington,Tom Rosenberg,"Jeff Bridges,Tim Robbins"
77,The Iron Giant,"$23,159,305",Warner Bros.,Animation,PG,"August 3, 1999",1 hrs. 26 min.,$70 million,Brad Bird,N/A,N/A
78,Being John Malkovich,"$22,863,596",USA Films,Fantasy Comedy,R,"October 29, 1999",1 hrs. 53 min.,$13 million,Spike Jonze,Steve Golin,"John Cusack,Cameron Diaz,John Malkovich"
79,Magnolia,"$22,455,976",New Line,Drama,R,"December 17, 1999",3 hrs. 8 min.,$37 million,Paul Thomas Anderson,"Paul Thomas Anderson,Michael De Luca,JoAnne Sellar","Julianne Moore,William H. Macy,John C. Reilly,Tom Cruise,Philip Seymour Hoffman"
80,EDtv,"$22,431,897",Universal,Comedy,PG-13,"March 26, 1999",2 hrs. 4 min.,$80 million,Ron Howard,"Brian Grazer,Ron Howard","Matthew McConaughey,Woody Harrelson,Ellen DeGeneres"
81,At First Sight,"$22,365,133",MGM,Romance,PG-13,"January 15, 1999",2 hrs. 4 min.,$60 million,Irwin Winkler,"Rob Cowan,Irwin Winkler",Val Kilmer
82,The Bachelor,"$21,760,240",New Line,Romantic Comedy,PG-13,"November 5, 1999",1 hrs. 42 min.,$51 million,N/A,Michael De Luca,"Chris O'Donnell,Renee Zellweger"
83,Stir of Echoes,"$21,142,914",Artisan,Horror,R,"September 10, 1999",1 hrs. 39 min.,$12 million,David Koepp,Gavin Polone,Kevin Bacon
84,Doug's First Movie,"$19,440,089",Buena Vista,Animation,G,"March 26, 1999",1 hrs. 17 min.,N/A,N/A,N/A,N/A
85,Summer of Sam,"$19,288,130",Buena Vista,Drama / Thriller,R,"July 2, 1999",2 hrs. 22 min.,$22 million,Spike Lee,Jon Kilik,"John Leguizamo,Mira Sorvino,Adrien Brody"
86,Anywhere But Here,"$18,670,401",Fox,Drama,PG-13,"November 12, 1999",1 hrs. 54 min.,$23 million,N/A,Laurence Mark,"Susan Sarandon,Natalie Portman"
87,Galapagos (IMAX),,IMAX,IMAX,Unrated,"October 29, 1999",0 hrs. 40 min.,N/A,N/A,N/A,N/A
88,An Ideal Husband,"$18,542,974",Miramax,Period Comedy,PG-13,"June 18, 1999",1 hrs. 36 min.,N/A,Oliver Parker,N/A,"Cate Blanchett,Julianne Moore"
89,Drive Me Crazy,"$17,845,337",Fox,Romantic Comedy,PG-13,"October 1, 1999",1 hrs. 31 min.,$8.5 million,John Schultz,N/A,Ali Larter
90,The Rage: Carrie 2,"$17,762,705",MGM,Horror,R,"March 12, 1999",1 hrs. 50 min.,$21 million,N/A,N/A,N/A
91,Go,"$16,943,454",Sony / Columbia,Comedy,R,"April 9, 1999",1 hrs. 38 min.,$20 million,Doug Liman,N/A,"Katie Holmes,Sarah Polley,Timothy Olyphant"
92,Bringing Out the Dead,"$16,797,191",Paramount,Drama,R,"October 22, 1999",2 hrs. 1 min.,$55 million,Martin Scorsese,Scott Rudin,"Nicolas Cage,Michael K. Williams"
93,True Crime,"$16,649,768",Warner Bros.,Thriller,R,"March 19, 1999",2 hrs. 7 min.,$55 million,Clint Eastwood,Clint Eastwood,Clint Eastwood
94,Muppets from Space,"$16,625,807",Sony / Columbia,Family Comedy,G,"July 14, 1999",1 hrs. 28 min.,$24 million,Tim Hill,"Stephanie Allain,Kristine Belson",N/A
95,A Midsummer Night's Dream,"$16,071,990",Fox Searchlight,Period Comedy,PG-13,"May 14, 1999",1 hrs. 56 min.,$11 million,Michael Hoffman,Arnon Milchan,"Kevin Kline,Michelle Pfeiffer,Stanley Tucci,Anna Friel,Christian Bale,Sam Rockwell"
96,The Corruptor,"$15,164,492",New Line,Action / Crime,R,"March 12, 1999",1 hrs. 40 min.,$25 million,James Foley,"Dan Halsted,Jay Stern",Mark Wahlberg
97,Election,"$14,902,041",Paramount,Comedy,R,"April 23, 1999",1 hrs. 45 min.,$25 million,Alexander Payne,"Albert Berger,Ron Yerxa","Matthew Broderick,Reese Witherspoon,Chris Klein"
98,Music of the Heart,"$14,859,394",Miramax,Music Drama,PG,"October 29, 1999",2 hrs. 3 min.,$27 million,Wes Craven,N/A,"Meryl Streep,Angela Bassett"
99,Snow Falling on Cedars,"$14,417,593",Universal,Period Drama,PG-13,"December 22, 1999",2 hrs. 7 min.,$35 million,Scott Hicks,"Kerry Heysen,Kathleen Kennedy,Frank Marshall,Richard Vane",Ethan Hawke
100,Tea with Mussolini,"$14,401,563",MGM,Period Drama,PG,"May 14, 1999",1 hrs. 57 min.,$12 million,N/A,N/A,"Cher,Judi Dench,Maggie Smith,Lily Tomlin"
101,The Messenger: The Story of Joan of Arc,"$14,276,317",Sony / Columbia,War,R,"November 12, 1999",2 hrs. 38 min.,$85 million,Luc Besson,Luc Besson,"Milla Jovovich,Dustin Hoffman,John Malkovich"
102,Virus,"$14,036,005",Universal,Sci-Fi Horror,R,"January 15, 1999",1 hrs. 40 min.,$75 million,N/A,"Mark Gordon,Gale Anne Hurd",Jamie Lee Curtis
103,In Too Deep,"$14,011,454",Miramax,Crime Thriller,R,"August 27, 1999",1 hrs. 37 min.,N/A,N/A,Don Carmody,"Omar Epps,Nia Long,Stanley Tucci"
104,The Deep End of the Ocean,"$13,898,649",Sony / Columbia,Drama,PG-13,"March 12, 1999",1 hrs. 49 min.,$38 million,N/A,N/A,Michelle Pfeiffer
105,The Mod Squad,"$13,263,993",MGM,Action,R,"March 26, 1999",1 hrs. 40 min.,$50 million,N/A,N/A,"Claire Danes,Giovanni Ribisi,Omar Epps"
106,Angela's Ashes,"$13,042,112",Paramount,Period Drama,R,"December 25, 1999",2 hrs. 25 min.,$50 million,N/A,Scott Rudin,N/A
107,The Omega Code,"$12,614,346",Providence,Action / Adventure,PG-13,"October 15, 1999",1 hrs. 40 min.,$8 million,N/A,N/A,N/A
108,Black Mask,"$12,504,289",Artisan,Action,R,"May 14, 1999",1 hrs. 42 min.,N/A,N/A,N/A,Jet Li
109,Extreme (IMAX),"$12,475,172",IMAX,IMAX,Unrated,"April 2, 1999",0 hrs. 40 min.,N/A,N/A,N/A,N/A
110,In Dreams,"$12,017,369",DreamWorks,Thriller,R,"January 15, 1999",1 hrs. 38 min.,$30 million,Neil Jordan,N/A,"Annette Bening,Robert Downey, Jr."
111,The King and I (1999),"$11,993,021",Warner Bros.,Animation,G,"March 19, 1999",1 hrs. 30 min.,$25 million,N/A,James G. Robinson,N/A
112,The Thirteenth Floor,"$11,916,661",Sony / Columbia,Sci-Fi Thriller,R,"May 28, 1999",1 hrs. 40 min.,$16 million,N/A,N/A,N/A
113,The Adventures of Elmo in Grouchland,"$11,683,047",Sony / Columbia,Family,G,"October 1, 1999",1 hrs. 17 min.,$26 million,N/A,Stephanie Allain,N/A
114,The Muse,"$11,614,954",USA Films,Comedy,PG-13,"August 27, 1999",1 hrs. 37 min.,$15 million,Albert Brooks,N/A,"Albert Brooks,Sharon Stone,Jeff Bridges"
115,Wing Commander,"$11,578,059",Fox,Sci-Fi Action,PG-13,"March 12, 1999",1 hrs. 40 min.,$30 million,N/A,N/A,"Freddie Prinze, Jr.,Matthew Lillard"
116,Boys Don't Cry,"$11,540,607",Fox Searchlight,Drama,R,"October 8, 1999",1 hrs. 58 min.,$2 million,Kimberly Peirce,John Sloss,"Hilary Swank,Chloe Sevigny,Peter Sarsgaard"
117,Chill Factor,"$11,263,966",Warner Bros.,Action Comedy,R,"September 3, 1999",1 hrs. 42 min.,$70 million,N/A,James G. Robinson,"Cuba Gooding, Jr."
118,Cookie's Fortune,"$10,920,544",October,Comedy,PG-13,"April 2, 1999",1 hrs. 58 min.,$10 million,Robert Altman,N/A,"Glenn Close,Julianne Moore,Liv Tyler,Chris O'Donnell"
119,The End of the Affair,"$10,827,816",Sony / Columbia,Romance,R,"December 3, 1999",1 hrs. 42 min.,$23 million,Neil Jordan,N/A,"Ralph Fiennes,Julianne Moore"
120,Office Space,"$10,827,810",Fox,Comedy,R,"February 19, 1999",1 hrs. 29 min.,$10 million,Mike Judge,N/A,"Ron Livingston,Jennifer Aniston"
121,The Astronaut's Wife,"$10,672,566",New Line,Horror Thriller,R,"August 27, 1999",1 hrs. 50 min.,$75 million,N/A,Andrew Lazar,"Johnny Depp,Charlize Theron"
122,Universal Soldier: The Return,"$10,667,893",Sony / Columbia,Sci-Fi Action,R,"August 20, 1999",1 hrs. 23 min.,$45 million,N/A,N/A,N/A
123,Island of the Sharks (IMAX),"$10,658,505",IMAX,IMAX,Unrated,"April 23, 1999",0 hrs. 41 min.,N/A,N/A,N/A,N/A
124,Drop Dead Gorgeous,"$10,571,408",New Line,Comedy,PG-13,"July 23, 1999",1 hrs. 38 min.,$15 million,N/A,Gavin Polone,"Amy Adams,Kirsten Dunst,Allison Janney,Denise Richards,Brittany Murphy"
125,Three to Tango,"$10,570,375",Warner Bros.,Romantic Comedy,PG-13,"October 22, 1999",1 hrs. 38 min.,$20 million,N/A,Jeffrey Silver,"Matthew Perry,Neve Campbell"
126,Bats,"$10,155,690",Destination,Horror,PG-13,"October 22, 1999",1 hrs. 31 min.,$5.25 million,N/A,N/A,N/A
127,Brokedown Palace,"$10,115,013",Fox,Drama / Thriller,PG-13,"August 13, 1999",1 hrs. 40 min.,$25 million,N/A,N/A,"Claire Danes,Kate Beckinsale"
128,Dudley Do-Right,"$9,974,410",Universal,Family Comedy,PG,"August 27, 1999",1 hrs. 23 min.,$70 million,N/A,John Davis,"Brendan Fraser,Sarah Jessica Parker,Alfred Molina"
129,Trippin',"$9,017,070",October,Comedy,R,"May 14, 1999",1 hrs. 34 min.,N/A,N/A,Marc Abraham,N/A
130,Alien Adventure (IMAX),"$8,959,784",N Wave,IMAX,Unrated,"August 20, 1999",0 hrs. 35 min.,N/A,N/A,N/A,N/A
131,Teaching Mrs. Tingle,"$8,951,935",Miramax,Comedy Thriller,PG-13,"August 20, 1999",1 hrs. 35 min.,$13 million,N/A,"Ted Field,Cathy Konrad,Scott Kroopf","Katie Holmes,Helen Mirren"
132,"Mystery, Alaska","$8,891,623",Buena Vista,Sports Comedy,R,"October 1, 1999",1 hrs. 59 min.,$28 million,Jay Roach,N/A,Russell Crowe
133,Play It to the Bone,"$8,434,146",Buena Vista,Sports Comedy,R,"December 25, 1999",2 hrs. 5 min.,$24 million,N/A,N/A,"Antonio Banderas,Woody Harrelson,Lucy Liu"
134,Pushing Tin,"$8,408,835",Fox,Comedy,R,"April 23, 1999",2 hrs. 4 min.,$33 million,Mike Newell,N/A,"John Cusack,Billy Bob Thornton,Cate Blanchett,Angelina Jolie"
135,Twin Dragons,"$8,359,717",Miramax,Action,PG-13,"April 9, 1999",1 hrs. 30 min.,$10 million,N/A,N/A,Jackie Chan
136,The Love Letter,"$8,302,478",DreamWorks,Romantic Comedy,PG-13,"May 21, 1999",1 hrs. 39 min.,$20 million,N/A,Beau Flynn,Ellen DeGeneres
137,All About My Mother,"$8,272,296",Sony Classics,Foreign,R,"November 5, 1999",1 hrs. 41 min.,N/A,Pedro Almodovar,N/A,Penelope Cruz
138,Outside Providence,"$7,302,522",Miramax,Comedy,R,"September 1, 1999",1 hrs. 36 min.,$7 million,N/A,N/A,Alec Baldwin
139,Run Lola Run,"$7,267,585",Sony Classics,Foreign,R,"June 18, 1999",1 hrs. 21 min.,N/A,Tom Tykwer,N/A,Franka Potente
140,Encounter in the 3rd Dimension (IMAX),"$7,195,792",N Wave,IMAX,Unrated,"February 26, 1999",0 hrs. 40 min.,N/A,N/A,N/A,N/A
141,Buena Vista Social Club,"$7,002,182",Artisan,Concert,G,"June 4, 1999",1 hrs. 41 min.,N/A,N/A,N/A,N/A
142,200 Cigarettes,"$6,852,450",Paramount,Comedy,R,"February 26, 1999",1 hrs. 41 min.,$6 million,N/A,"Tom Rosenberg,Richard Wright","Paul Rudd,Ben Affleck,Kate Hudson,Casey Affleck,Christina Ricci"
143,Lost and Found (1999),"$6,552,255",Warner Bros.,Comedy,PG-13,"April 23, 1999",1 hrs. 35 min.,$30 million,N/A,"Broderick Johnson,Andrew A. Kosove",David Spade
