,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
36,Lean on Me,"$31,906,454",Warner Bros.,Drama,PG-13,"March 3, 1989",1 hrs. 49 min.,N/A,N/A,N/A,Morgan Freeman
37,The Bear,"$31,753,898",TriStar,Family Adventure,PG,"October 27, 1989",1 hrs. 32 min.,N/A,Jean-Jacques Annaud,N/A,N/A
38,Weekend at Bernie's,"$30,218,387",Fox,Comedy,PG-13,"July 7, 1989",1 hrs. 37 min.,N/A,N/A,N/A,N/A
39,Road House,"$30,050,028",United Artists,Action,R,"May 19, 1989",1 hrs. 54 min.,N/A,N/A,"Tim Moore,Joel Silver","Patrick Swayze,Sam Elliott"
40,Peter Pan (Re-issue) (1989),"$29,445,131Domestic Lifetime Gross $87,404,651",Buena Vista,Animation,G,"July 14, 1989",1 hrs. 17 min.,N/A,N/A,N/A,N/A
41,The Dream Team,"$28,890,240",Universal,Comedy,PG-13,"April 7, 1989",1 hrs. 53 min.,N/A,N/A,N/A,Michael Keaton
42,Do the Right Thing,"$27,545,445",Universal,Drama,R,"June 30, 1989",2 hrs. 0 min.,N/A,Spike Lee,N/A,N/A
43,All Dogs Go to Heaven,"$27,100,027",United Artists,Animation,G,"November 17, 1989",1 hrs. 29 min.,N/A,Don Bluth,N/A,N/A
44,Glory,"$26,828,365",TriStar,War,R,"December 14, 1989",1 hrs. 58 min.,N/A,Edward Zwick,Pieter Jan Brugge,"Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman"
45,"sex, lies and videotape","$24,741,667",Miramax,Drama,R,"August 4, 1989",1 hrs. 40 min.,N/A,Steven Soderbergh,Nick Wechsler,N/A
46,A Nightmare on Elm Street 5: The Dream Child,"$22,168,359",New Line,Horror,R,"August 11, 1989",1 hrs. 30 min.,N/A,Stephen Hopkins,N/A,N/A
47,Dad,"$22,103,037",Universal,Comedy / Drama,PG,"October 27, 1989",1 hrs. 58 min.,N/A,N/A,"Kathleen Kennedy,Frank Marshall,Steven Spielberg","Ethan Hawke,Kevin Spacey"
48,Lock Up,"$22,099,847",TriStar,Action,R,"August 4, 1989",1 hrs. 55 min.,N/A,N/A,"Lawrence Gordon,Lloyd Levin",Sylvester Stallone
49,Cousins,"$22,026,369",Paramount,Romantic Comedy,PG-13,"February 10, 1989",1 hrs. 50 min.,N/A,Joel Schumacher,N/A,N/A
50,The Rescuers (Re-issue) (1989),"$21,215,869Domestic Lifetime Gross $71,215,869",Buena Vista,Animation,G,"March 17, 1989",1 hrs. 16 min.,N/A,N/A,N/A,N/A
51,Say Anything,"$20,781,385",Fox,Romantic Comedy,PG-13,"April 14, 1989",1 hrs. 40 min.,N/A,Cameron Crowe,N/A,John Cusack
52,An Innocent Man,"$20,047,604",Buena Vista,Crime Drama,R,"October 6, 1989",1 hrs. 53 min.,N/A,N/A,Ted Field,N/A
53,The Fly II,"$20,021,322",Fox,Sci-Fi Horror,R,"February 10, 1989",1 hrs. 45 min.,N/A,N/A,N/A,N/A
54,Skin Deep,"$19,674,852",Fox,Comedy,R,"March 3, 1989",1 hrs. 37 min.,N/A,N/A,Joe Roth,N/A
55,Blaze,"$19,131,246",Buena Vista,Period Comedy,R,"December 15, 1989",1 hrs. 58 min.,N/A,N/A,N/A,Paul Newman
56,Her Alibi,"$18,699,037",Warner Bros.,Romantic Comedy,PG,"February 3, 1989",1 hrs. 34 min.,N/A,N/A,N/A,N/A
57,Casualties of War,"$18,671,317",Columbia,War Drama,R,"August 18, 1989",1 hrs. 54 min.,N/A,Brian De Palma,N/A,"Sean Penn,John C. Reilly,John Leguizamo"
58,Prancer,"$18,587,135",Orion Pictures,Family,G,"November 17, 1989",1 hrs. 43 min.,N/A,N/A,N/A,Sam Elliott
59,The Fabulous Baker Boys,"$18,428,904",Fox,Music Drama,R,"October 13, 1989",1 hrs. 54 min.,N/A,N/A,Sydney Pollack,"Jeff Bridges,Michelle Pfeiffer"
60,Crimes and Misdemeanors,"$18,254,702",Orion Pictures,Comedy Thriller,PG-13,"October 13, 1989",1 hrs. 44 min.,N/A,Woody Allen,N/A,"Alan Alda,Woody Allen"
61,Shocker,"$16,554,699",Universal,Horror,R,"October 27, 1989",1 hrs. 50 min.,N/A,Wes Craven,N/A,Peter Berg
62,Chances Are,"$16,278,590",TriStar,Romantic Comedy,PG,"March 10, 1989",1 hrs. 48 min.,N/A,N/A,N/A,"Robert Downey, Jr."
63,No Holds Barred,"$16,093,651",New Line,Action,PG-13,"June 2, 1989",1 hrs. 31 min.,N/A,N/A,N/A,N/A
64,Next of Kin,"$15,942,628",Warner Bros.,Action,R,"October 20, 1989",1 hrs. 49 min.,N/A,N/A,N/A,"Patrick Swayze,Liam Neeson,Helen Hunt"
65,Leviathan,"$15,704,614",MGM,Sci-Fi Horror,R,"March 17, 1989",1 hrs. 38 min.,N/A,N/A,Lawrence Gordon,N/A
66,She-Devil,"$15,351,421",Orion Pictures,Comedy,PG-13,"December 8, 1989",1 hrs. 35 min.,N/A,N/A,N/A,Meryl Streep
67,My Left Foot,"$14,743,391",Miramax,Drama,R,"November 10, 1989",1 hrs. 38 min.,N/A,Jim Sheridan,N/A,Daniel Day-Lewis
68,Kickboxer,"$14,697,005",Cannon Films,Sports Action,R,"September 8, 1989",1 hrs. 37 min.,N/A,N/A,N/A,N/A
69,Friday the 13th Part VIII,"$14,343,976",Paramount,Horror,R,"July 28, 1989",1 hrs. 30 min.,N/A,N/A,N/A,N/A
70,The Wizard,"$14,278,900",Universal,Family Adventure,PG,"December 15, 1989",1 hrs. 40 min.,N/A,N/A,N/A,N/A
71,Great Balls of Fire!,"$13,741,060",Orion Pictures,Music Drama,PG-13,"June 30, 1989",1 hrs. 48 min.,N/A,N/A,N/A,"Dennis Quaid,Winona Ryder,Alec Baldwin"
72,Family Business,"$12,195,695",TriStar,Crime Comedy,R,"December 15, 1989",1 hrs. 53 min.,N/A,N/A,Lawrence Gordon,"Matthew Broderick,Sean Connery,Dustin Hoffman"
73,Pink Cadillac,"$12,143,484",Warner Bros.,Unknown,PG-13,"May 26, 1989",2 hrs. 2 min.,N/A,N/A,David Valdes,Clint Eastwood
74,She's Out of Control,"$12,065,892",Columbia,Unknown,PG,"April 14, 1989",1 hrs. 39 min.,N/A,N/A,N/A,N/A
75,Halloween 5,"$11,642,254",Galaxy International,Unknown,R,"October 13, 1989",1 hrs. 36 min.,$5 million,N/A,N/A,N/A
76,Gross Anatomy,"$11,604,598",Buena Vista,Unknown,PG-13,"October 20, 1989",1 hrs. 49 min.,N/A,N/A,N/A,N/A
77,Police Academy 6: City Under Siege,"$11,567,217",Warner Bros.,Comedy,PG,"March 10, 1989",1 hrs. 24 min.,N/A,N/A,N/A,N/A
78,Young Einstein,"$11,536,599",Warner Bros.,Unknown,PG,"August 4, 1989",1 hrs. 31 min.,N/A,N/A,N/A,N/A
79,Who's Harry Crumb?,"$10,982,364",TriStar,Unknown,PG-13,"February 3, 1989",1 hrs. 29 min.,N/A,N/A,Arnon Milchan,N/A
80,New York Stories,"$10,763,469",Buena Vista,Unknown,PG,"March 3, 1989",2 hrs. 4 min.,N/A,N/A,N/A,Woody Allen
81,The Package,"$10,647,219",Orion Pictures,Thriller,R,"August 25, 1989",1 hrs. 48 min.,N/A,Andrew Davis,N/A,Tommy Lee Jones
82,We're No Angels,"$10,555,348",Paramount,Unknown,PG-13,"December 15, 1989",1 hrs. 41 min.,$20 million,Neil Jordan,N/A,"Robert DeNiro,Sean Penn,Demi Moore"
83,Cyborg,"$10,166,459",Cannon Films,Sci-Fi Action,R,"April 7, 1989",1 hrs. 26 min.,N/A,N/A,N/A,N/A
84,Henry V,"$10,161,099",Samuel Goldwyn,Unknown,PG-13,"November 8, 1989",2 hrs. 17 min.,$9 million,Kenneth Branagh,N/A,"Kenneth Branagh,Emma Thompson,Christian Bale"
85,Criminal Law,"$9,974,446",Hemdale,Unknown,R,"April 28, 1989",1 hrs. 57 min.,N/A,Martin Campbell,N/A,"Kevin Bacon,Gary Oldman"
86,Tap,"$9,114,702",TriStar,Unknown,PG-13,"February 10, 1989",1 hrs. 51 min.,N/A,N/A,Richard Vane,N/A
87,Renegades,"$9,015,164",Universal,Action Comedy,R,"June 2, 1989",1 hrs. 46 min.,N/A,N/A,"Ted Field,Joe Roth",Kiefer Sutherland
88,Scandal,"$8,800,000",Miramax,Unknown,R,"April 28, 1989",1 hrs. 54 min.,N/A,Michael Caton-Jones,N/A,Ian McKellen
89,True Believer,"$8,742,750",Columbia,Unknown,R,"February 17, 1989",1 hrs. 44 min.,N/A,Joseph Ruben,N/A,"Robert Downey, Jr."
90,Troop Beverly Hills,"$8,508,843",Columbia,Unknown,PG,"March 24, 1989",1 hrs. 40 min.,N/A,N/A,N/A,Craig T. Nelson
91,Cheetah,"$8,153,677",Buena Vista,Unknown,G,"August 18, 1989",1 hrs. 23 min.,N/A,N/A,N/A,N/A
92,Deepstar Six,"$8,143,225",TriStar,Sci-Fi Horror,R,"January 13, 1989",1 hrs. 43 min.,N/A,N/A,N/A,N/A
93,Dead Bang,"$8,125,592",Warner Bros.,Unknown,R,"March 24, 1989",1 hrs. 43 min.,N/A,N/A,N/A,N/A
94,The Adventures of Baron Munchausen,"$8,083,123",Columbia,Unknown,PG,"March 10, 1989",2 hrs. 5 min.,$46.63 million,Terry Gilliam,N/A,"Sarah Polley,Jonathan Pryce"
95,Dead Calm,"$7,825,009",Warner Bros.,Unknown,R,"April 7, 1989",1 hrs. 36 min.,N/A,Phillip Noyce,George Miller,Nicole Kidman
96,"Enemies, A Love Story","$7,754,571",Fox,Unknown,R,"December 15, 1989",1 hrs. 59 min.,N/A,N/A,Joe Roth,N/A
97,Disorganized Crime,"$7,723,506",Buena Vista,Unknown,R,"April 14, 1989",1 hrs. 41 min.,N/A,N/A,N/A,N/A
98,Johnny Handsome,"$7,237,794",TriStar,Unknown,R,"September 29, 1989",1 hrs. 36 min.,N/A,Walter Hill,Charles Roven,"Morgan Freeman,Lance Henriksen,Mickey Rourke,Forest Whitaker"
99,Lawrence of Arabia (re-issue) (1989),"$6,986,278Domestic Lifetime Gross $44,824,144",Columbia,Unknown,PG,"February 8, 1989",3 hrs. 36 min.,N/A,N/A,N/A,N/A
100,Relentless,"$6,985,999",New Line,Unknown,R,"September 1, 1989",1 hrs. 32 min.,N/A,N/A,N/A,N/A
101,Shag: The Movie,"$6,957,975",Hemdale,Unknown,PG,"July 21, 1989",1 hrs. 39 min.,N/A,N/A,N/A,N/A
102,Roger and Me,"$6,706,368",Warner Bros.,Documentary,R,"December 22, 1989",1 hrs. 31 min.,"$160,000",Michael Moore,N/A,N/A
103,Music Box,"$6,263,883",TriStar,Unknown,PG-13,"December 22, 1989",2 hrs. 6 min.,N/A,N/A,Irwin Winkler,"Lukas Haas,Michael Rooker"
104,UHF,"$6,157,157",Orion Pictures,Unknown,PG-13,"July 21, 1989",1 hrs. 37 min.,N/A,N/A,N/A,N/A
105,Shirley Valentine,"$6,056,912",Paramount,Unknown,R,"September 1, 1989",1 hrs. 48 min.,N/A,N/A,N/A,N/A
106,Immediate Family,"$5,932,613",Columbia,Unknown,PG-13,"October 27, 1989",1 hrs. 39 min.,N/A,N/A,Lawrence Kasdan,Glenn Close
107,Millennium,"$5,777,099",Fox,Unknown,PG-13,"August 25, 1989",1 hrs. 48 min.,N/A,N/A,N/A,N/A
108,Dream a Little Dream,"$5,552,441",Vestron,Comedy,PG-13,"March 3, 1989",1 hrs. 54 min.,N/A,N/A,N/A,Corey Haim
109,Second Sight,"$5,368,865",Warner Bros.,Unknown,PG,"November 3, 1989",1 hrs. 23 min.,N/A,N/A,N/A,N/A
110,Let It Ride,"$4,973,285",Paramount,Unknown,PG-13,"August 18, 1989",1 hrs. 30 min.,N/A,N/A,David Giler,N/A
111,See You in the Morning,"$4,795,009",Warner Bros.,Unknown,PG-13,"April 21, 1989",1 hrs. 59 min.,N/A,Alan J. Pakula,N/A,"Jeff Bridges,Drew Barrymore,Lukas Haas"
112,Drugstore Cowboy,"$4,729,352",Avenue Pict.,Unknown,R,"October 6, 1989",1 hrs. 40 min.,$2.5 million,Gus Van Sant,Nick Wechsler,Matt Dillon
113,The January Man,"$4,611,062",MGM,Unknown,R,"January 13, 1989",1 hrs. 37 min.,N/A,N/A,N/A,"Kevin Kline,Susan Sarandon"
114,The Mighty Quinn,"$4,557,214",MGM,Unknown,R,"February 17, 1989",1 hrs. 39 min.,N/A,N/A,N/A,Denzel Washington
115,Staying Together,"$4,348,025",Hemdale,Unknown,R,"November 10, 1989",1 hrs. 32 min.,N/A,N/A,N/A,N/A
116,Listen to Me,"$4,299,023",Columbia,Unknown,PG-13,"May 5, 1989",1 hrs. 47 min.,N/A,N/A,N/A,N/A
117,Red Scorpion,"$4,192,440",Shapiro-Glickenhaus,Unknown,R,"April 21, 1989",1 hrs. 42 min.,N/A,N/A,N/A,N/A
118,Loverboy,"$3,960,327",TriStar,Romantic Comedy,PG-13,"April 28, 1989",1 hrs. 39 min.,N/A,N/A,"Pieter Jan Brugge,Leslie Dixon",N/A
119,Phantom of the Opera (1989),"$3,953,745",21st Century Film,Unknown,R,"November 3, 1989",1 hrs. 39 min.,N/A,N/A,N/A,N/A
120,Earth Girls Are Easy,"$3,916,303",Vestron,Unknown,PG,"May 12, 1989",1 hrs. 39 min.,N/A,N/A,N/A,"Jim Carrey,Damon Wayans"
121,A Dry White Season,"$3,766,879",MGM,Unknown,R,"September 20, 1989",1 hrs. 37 min.,N/A,N/A,N/A,"Marlon Brando,Susan Sarandon"
122,Worth Winning,"$3,690,328",Fox,Unknown,PG-13,"October 27, 1989",1 hrs. 43 min.,N/A,N/A,N/A,N/A
123,Old Gringo,"$3,574,256",Columbia,Unknown,R,"October 6, 1989",1 hrs. 59 min.,N/A,N/A,N/A,N/A
124,Fat Man and Little Boy,"$3,563,162",Paramount,Unknown,PG-13,"October 20, 1989",2 hrs. 6 min.,N/A,N/A,N/A,"Paul Newman,John Cusack"
125,Physical Evidence,"$3,560,932",Columbia,Unknown,R,"January 27, 1989",1 hrs. 39 min.,N/A,N/A,Don Carmody,N/A
126,In Country,"$3,531,971",Warner Bros.,Unknown,R,"September 15, 1989",2 hrs. 0 min.,N/A,N/A,N/A,"Bruce Willis,Joan Allen"
127,Kinjite,"$3,416,846",Cannon Films,Unknown,R,"February 3, 1989",1 hrs. 38 min.,N/A,N/A,N/A,N/A
128,Camille Claudel,"$3,331,297",Orion Classics,Foreign,R,"December 21, 1989",2 hrs. 38 min.,N/A,N/A,N/A,N/A
129,Rude Awakening,"$3,169,719",Orion Pictures,Unknown,R,"August 18, 1989",1 hrs. 40 min.,N/A,N/A,N/A,N/A
130,Speed Zone,"$3,077,361",Orion Pictures,Unknown,PG,"April 21, 1989",1 hrs. 35 min.,N/A,N/A,Don Carmody,N/A
131,Fright Night II,"$2,983,784",New Century,Unknown,R,"May 19, 1989",1 hrs. 48 min.,N/A,N/A,N/A,N/A
132,976-Evil,"$2,955,917",New Line,Unknown,R,"March 24, 1989",1 hrs. 32 min.,N/A,N/A,N/A,N/A
133,The Adventures of Milo and Otis,"$2,948,215Domestic Lifetime Gross $13,299,749",Columbia,Unknown,G,"August 25, 1989",1 hrs. 16 min.,N/A,N/A,N/A,N/A
134,Gleaming the Cube,"$2,777,280",Fox,Unknown,PG-13,"January 13, 1989",1 hrs. 40 min.,N/A,N/A,N/A,N/A
135,Farewell to the King,"$2,420,917",Orion Pictures,Unknown,PG-13,"March 3, 1989",1 hrs. 54 min.,N/A,N/A,N/A,N/A
136,Gone with the Wind (Re-issue) (1989),"$2,403,316Domestic Lifetime Gross $198,676,459",MGM,Historical Epic,G,"February 3, 1989",3 hrs. 58 min.,N/A,N/A,N/A,N/A
137,Chocolat (1989),"$2,317,091",Orion Classics,Drama,PG-13,"March 10, 1989",1 hrs. 45 min.,N/A,Claire Denis,N/A,N/A
138,Sing,"$2,260,616",TriStar,Unknown,PG-13,"March 31, 1989",1 hrs. 39 min.,N/A,N/A,Craig Zadan,N/A
139,Scenes From the Class Struggle in Beverly Hills,"$2,156,471",Cinecom,Unknown,R,"June 2, 1989",1 hrs. 35 min.,N/A,N/A,N/A,N/A
140,Jacknife,"$2,049,769",Cineplex Odeon,Unknown,R,"March 10, 1989",1 hrs. 42 min.,N/A,N/A,N/A,"Robert DeNiro,Ed Harris"
141,Rooftops,"$2,043,889",New Century,Unknown,R,"March 17, 1989",1 hrs. 35 min.,N/A,N/A,Taylor Hackford,N/A
142,Winter People,"$2,023,282",Columbia,Unknown,PG-13,"April 14, 1989",1 hrs. 51 min.,N/A,N/A,N/A,Kurt Russell
143,Erik the Viking,"$1,932,642",Orion Pictures,Unknown,PG-13,"September 22, 1989",1 hrs. 44 min.,N/A,N/A,N/A,Tim Robbins
144,Communion,"$1,919,653",New Line,Unknown,R,"November 10, 1989",1 hrs. 41 min.,N/A,N/A,Gary Barber,Christopher Walken
145,Breaking In,"$1,877,618",Samuel Goldwyn,Unknown,R,"October 13, 1989",1 hrs. 34 min.,N/A,N/A,N/A,N/A
146,Cookie,"$1,869,417",Warner Bros.,Unknown,R,"August 25, 1989",1 hrs. 33 min.,N/A,N/A,"Nora Ephron,Laurence Mark",N/A
147,Miss Firecracker,"$1,852,655",Corsair,Unknown,PG,"April 28, 1989",1 hrs. 42 min.,N/A,N/A,N/A,"Holly Hunter,Tim Robbins"
148,Bloodfist,"$1,770,082",Concorde,Action,R,"September 22, 1989",1 hrs. 26 min.,N/A,N/A,N/A,N/A
149,The Horror Show,"$1,738,897",MGM,Unknown,R,"April 28, 1989",1 hrs. 34 min.,N/A,N/A,N/A,Lance Henriksen
150,Best of the Best,"$1,700,000",Taurus Ent.,Action,PG-13,"November 10, 1989",1 hrs. 37 min.,N/A,N/A,N/A,N/A
151,How I Got Into College,"$1,642,239",Fox,Comedy,PG-13,"May 19, 1989",1 hrs. 26 min.,N/A,N/A,Michael Shamberg,N/A
152,Mystery Train,"$1,541,218",Orion Classics,Unknown,R,1989,1 hrs. 50 min.,N/A,Jim Jarmusch,N/A,N/A
153,Stepfather 2,"$1,519,796",Miramax,Horror Thriller,R,"November 3, 1989",1 hrs. 28 min.,N/A,N/A,N/A,N/A
154,The 2nd Animation Celebration,"$1,487,606",EXP Ent.,Animation,Unrated,"July 27, 1989",N/A,N/A,N/A,N/A,N/A
155,True Love,"$1,354,268",MGM,Unknown,R,"September 15, 1989",1 hrs. 41 min.,N/A,N/A,N/A,N/A
156,The Navigator (Re-issue),"$1,333,379",Circle,Comedy,Unrated,"March 3, 1989",1 hrs. 0 min.,N/A,N/A,N/A,N/A
157,Romero,"$1,316,495",Four Seasons,Unknown,PG-13,"August 25, 1989",1 hrs. 42 min.,N/A,N/A,N/A,N/A
158,Babar: The Movie,"$1,305,187",New Line,Unknown,G,"July 28, 1989",1 hrs. 19 min.,N/A,N/A,N/A,N/A
159,Apartment Zero,"$1,267,578",Skouras,Unknown,R,"September 15, 1989",2 hrs. 4 min.,N/A,N/A,N/A,Colin Firth
160,Little Vera,"$1,262,598",IFEX,Unknown,Unrated,"April 14, 1989",1 hrs. 50 min.,N/A,N/A,N/A,N/A
161,Queen of Hearts,"$1,236,844",Cinecom,Unknown,PG,"September 20, 1989",1 hrs. 43 min.,N/A,N/A,N/A,N/A
162,High Hopes,"$1,192,322",Skouras,Unknown,PG,"February 24, 1989",1 hrs. 50 min.,N/A,Mike Leigh,N/A,N/A
163,Murmur of the Heart (Re-issue),"$1,160,784",Orion Classics,Unknown,R,"February 3, 1989",1 hrs. 58 min.,N/A,N/A,N/A,N/A
164,Miracle Mile,"$1,145,404",Hemdale,Unknown,R,"May 19, 1989",1 hrs. 27 min.,N/A,N/A,N/A,N/A
165,Valmont,"$1,132,112",Orion Pictures,Unknown,R,"November 17, 1989",2 hrs. 17 min.,N/A,N/A,N/A,"Colin Firth,Annette Bening"
166,Heathers,"$1,108,462",New World,Comedy,R,"March 31, 1989",1 hrs. 42 min.,N/A,Michael Lehman,Denise Di Novi,Winona Ryder
167,Heart of Dixie,"$1,097,333",Orion Pictures,Unknown,PG,"August 25, 1989",1 hrs. 35 min.,N/A,N/A,Steve Tisch,Virginia Madsen
168,Wired,"$1,089,000",Taurus Ent.,Comedy / Drama,R,"August 25, 1989",1 hrs. 49 min.,N/A,N/A,N/A,N/A
169,The Music Teacher,"$1,086,894",Orion Classics,Foreign,PG,"July 7, 1989",1 hrs. 40 min.,N/A,N/A,N/A,N/A
170,The Little Thief,"$1,055,416",Miramax,Unknown,R,1989,1 hrs. 49 min.,N/A,N/A,N/A,N/A
171,Welcome Home,"$1,029,822",Columbia,Drama,R,"September 29, 1989",1 hrs. 36 min.,N/A,N/A,Don Carmody,N/A
172,Pumpkinhead (Re-issue),"$1,000,000Domestic Lifetime Gross $4,385,516",United Artists,Unknown,R,"January 13, 1989",1 hrs. 26 min.,N/A,N/A,N/A,N/A
173,Getting It Right,"$960,385",MCEG,Unknown,R,"May 5, 1989",1 hrs. 42 min.,N/A,N/A,N/A,Helena Bonham Carter
174,American Ninja 3: Blood Hunt,"$902,152",Cannon Films,Action,R,"February 24, 1989",1 hrs. 30 min.,N/A,N/A,N/A,N/A
