,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
16,Conan the Barbarian,"$39,565,475",Universal,Action Fantasy,R,"May 14, 1982",2 hrs. 9 min.,N/A,N/A,N/A,Arnold Schwarzenegger
17,The Sword and the Sorcerer,"$39,103,425",Group 1,Fantasy,R,"April 23, 1982",1 hrs. 39 min.,N/A,N/A,N/A,N/A
18,Best Friends,"$36,821,203",Warner Bros.,Romantic Comedy,PG,"December 17, 1982",1 hrs. 49 min.,N/A,N/A,N/A,Goldie Hawn
19,Richard Pryor: Live on the Sunset Strip,"$36,299,720",Columbia,Concert,R,"March 12, 1982",1 hrs. 36 min.,N/A,N/A,N/A,N/A
20,Friday the 13th Part III,"$34,581,519Domestic Lifetime Gross $36,690,067",Paramount,Horror,R,"August 13, 1982",1 hrs. 28 min.,N/A,N/A,N/A,N/A
21,Tron,"$33,000,000",Buena Vista,Sci-Fi Adventure,PG,"July 9, 1982",1 hrs. 36 min.,$17 million,Steven Lisberger,N/A,Jeff Bridges
22,Young Doctors in Love,"$30,688,860",Fox,Comedy,R,"July 16, 1982",1 hrs. 32 min.,N/A,Garry Marshall,Jerry Bruckheimer,N/A
23,Sophie's Choice,"$30,036,000",Universal,Romance,R,"December 10, 1982",2 hrs. 30 min.,N/A,Alan J. Pakula,N/A,"Meryl Streep,Kevin Kline"
24,The World According to Garp,"$29,712,172",Warner Bros.,Comedy / Drama,R,"July 23, 1982",2 hrs. 17 min.,N/A,N/A,N/A,"Glenn Close,Robin Williams"
25,Victor/Victoria,"$28,215,453",MGM,Musical,PG,"March 19, 1982",2 hrs. 12 min.,N/A,N/A,N/A,"Julie Andrews,James Garner"
26,Blade Runner,"$27,580,111Domestic Lifetime Gross $32,868,943",Warner Bros.,Sci-Fi Thriller,R,"June 25, 1982",1 hrs. 57 min.,N/A,Ridley Scott,N/A,"Harrison Ford,Rutger Hauer"
27,Airplane II: The Sequel,"$27,150,534",Paramount,Sci-Fi Comedy,PG,"December 10, 1982",1 hrs. 24 min.,N/A,N/A,N/A,N/A
28,Fast Times at Ridgemont High,"$27,092,880",Universal,Comedy,R,"August 13, 1982",1 hrs. 32 min.,N/A,Amy Heckerling,N/A,"Sean Penn,Forest Whitaker"
29,Some Kind of Hero,"$23,671,186",Paramount,Comedy / Drama,R,"April 2, 1982",1 hrs. 37 min.,N/A,N/A,N/A,N/A
30,The Road Warrior,"$23,667,907",Warner Bros.,Sci-Fi Action,R,"May 21, 1982",1 hrs. 36 min.,N/A,George Miller,N/A,Mel Gibson
31,Bambi (Re-issue) (1982),"$23,000,000Domestic Lifetime Gross $102,247,150",Buena Vista,Animation,G,"June 4, 1982",1 hrs. 9 min.,N/A,N/A,N/A,N/A
32,Pink Floyd: The Wall,"$22,244,207",MGM,Music Drama,R,"August 13, 1982",1 hrs. 35 min.,N/A,N/A,N/A,N/A
33,Raiders of the Lost Ark (Re-issue) (1982),"$21,437,879Domestic Lifetime Gross $248,159,971",Paramount,Period Adventure,PG,"July 16, 1982",1 hrs. 55 min.,N/A,N/A,N/A,N/A
34,Things Are Tough All Over,"$21,134,374",Columbia,Comedy,R,"August 6, 1982",1 hrs. 30 min.,N/A,N/A,N/A,N/A
35,Night Shift,"$21,095,638",Warner Bros.,Comedy,R,"July 30, 1982",1 hrs. 46 min.,N/A,Ron Howard,Brian Grazer,Michael Keaton
36,Creepshow,"$21,028,755",Warner Bros.,Horror,R,"November 12, 1982",2 hrs. 0 min.,N/A,N/A,Richard P. Rubinstein,N/A
37,Quest for Fire,"$20,959,585",Fox,Period Adventure,R,"February 12, 1982",1 hrs. 40 min.,$12.5 million,Jean-Jacques Annaud,N/A,N/A
38,The Man From Snowy River,"$20,659,423",Fox,Western,PG,"November 5, 1982",1 hrs. 42 min.,N/A,N/A,N/A,N/A
39,Six Pack,"$20,225,989",Fox,Family Comedy,PG,"July 16, 1982",1 hrs. 48 min.,N/A,N/A,N/A,Diane Lane
40,My Favorite Year,"$20,123,620",MGM,Period Comedy,PG,"October 8, 1982",1 hrs. 32 min.,N/A,N/A,N/A,N/A
41,The Thing (1982),"$19,629,760",Universal,Sci-Fi Horror,R,"June 25, 1982",1 hrs. 49 min.,N/A,John Carpenter,N/A,Kurt Russell
42,Deathtrap,"$19,282,134",Warner Bros.,Comedy Thriller,PG,"March 19, 1982",1 hrs. 56 min.,N/A,N/A,N/A,"Michael Caine,Christopher Reeve"
43,Dead Men Don't Wear Plaid,"$18,196,170",Universal,Crime Comedy,PG,"May 21, 1982",1 hrs. 29 min.,N/A,N/A,N/A,Steve Martin
44,Peter Pan (Re-issue) (1982),"$17,200,000Domestic Lifetime Gross $87,404,651",Buena Vista,Animation,G,"December 17, 1982",1 hrs. 17 min.,N/A,N/A,N/A,N/A
45,Zapped!,"$16,897,768",Embassy,Sci-Fi Comedy,R,"July 23, 1982",1 hrs. 38 min.,N/A,N/A,N/A,N/A
46,They Call Me Bruce,"$16,894,678",Film Ventures Intl,Action Comedy,PG,"November 12, 1982",1 hrs. 25 min.,N/A,N/A,N/A,N/A
47,Death Wish II,"$16,100,000",Filmways,Action,R,"February 19, 1982",1 hrs. 29 min.,N/A,N/A,N/A,N/A
48,Kiss Me Goodbye,"$15,782,759",Fox,Fantasy Comedy,PG,"December 24, 1982",1 hrs. 41 min.,N/A,N/A,N/A,"Sally Field,Jeff Bridges"
49,Star Wars (Re-issue),"$15,476,285Domestic Lifetime Gross $460,998,007",Fox,Sci-Fi Fantasy,PG,"August 13, 1982",2 hrs. 1 min.,N/A,N/A,N/A,N/A
50,Grease 2,"$15,171,476",Paramount,Musical,PG,"June 11, 1982",1 hrs. 55 min.,N/A,N/A,N/A,Michelle Pfeiffer
51,The Secret of NIMH,"$14,665,733",MGM,Animation,G,"July 2, 1982",1 hrs. 22 min.,N/A,N/A,N/A,N/A
52,Halloween III: Season of the Witch,"$14,400,000",Universal,Horror,R,"October 22, 1982",1 hrs. 39 min.,N/A,N/A,N/A,N/A
53,Diner,"$14,099,953",MGM,Comedy / Drama,R,"March 5, 1982",1 hrs. 50 min.,N/A,Barry Levinson,N/A,"Mickey Rourke,Kevin Bacon"
54,The Beastmaster,"$14,056,528",MGM,Fantasy,PG,"August 20, 1982",1 hrs. 58 min.,N/A,N/A,N/A,N/A
55,Missing,"$14,000,000",Universal,Drama,PG,"February 12, 1982",2 hrs. 2 min.,N/A,N/A,Jon Peters,N/A
56,The Empire Strikes Back (Re-issue),"$13,276,241Domestic Lifetime Gross $290,475,067",Fox,Sci-Fi Fantasy,PG,"November 19, 1982",2 hrs. 4 min.,N/A,N/A,N/A,N/A
57,Visiting Hours,"$13,258,670",Fox,Horror Thriller,R,"May 28, 1982",1 hrs. 43 min.,N/A,N/A,N/A,N/A
58,Vice Squad,"$13,253,583",Embassy,Action / Crime,R,"January 22, 1982",1 hrs. 37 min.,N/A,N/A,N/A,N/A
59,Author! Author!,"$13,111,101",Fox,Comedy,PG,"June 18, 1982",1 hrs. 50 min.,N/A,N/A,Irwin Winkler,Al Pacino
60,Amityville II: The Possession,"$12,534,817",Orion Pictures,Horror,R,"September 24, 1982",1 hrs. 44 min.,N/A,N/A,N/A,N/A
61,Monsignor,"$12,408,066",Fox,Drama,R,"October 22, 1982",2 hrs. 1 min.,N/A,N/A,N/A,Christopher Reeve
62,Making Love,"$11,897,978",Fox,Drama,R,"February 12, 1982",1 hrs. 53 min.,N/A,N/A,N/A,N/A
63,The Seduction,"$11,378,339",Embassy,Thriller,R,"January 22, 1982",1 hrs. 44 min.,N/A,N/A,N/A,N/A
64,Das Boot,"$10,915,250Domestic Lifetime Gross $11,487,676",Columbia,Foreign,R,"February 10, 1982",3 hrs. 30 min.,N/A,Wolfgang Petersen,N/A,N/A
65,Silent Rage,"$10,490,791",Columbia,Action,R,"April 2, 1982",1 hrs. 31 min.,N/A,N/A,N/A,Chuck Norris
66,Savannah Smiles,"$10,413,170",Embassy,Family Comedy,PG,"December 10, 1982",1 hrs. 45 min.,N/A,N/A,N/A,N/A
67,National Lampoon's Class Reunion,"$10,054,150",Fox,Horror Comedy,R,"October 29, 1982",1 hrs. 24 min.,N/A,N/A,N/A,N/A
68,Hanky Panky,"$9,823,934",Columbia,Unknown,PG,"June 4, 1982",1 hrs. 47 min.,N/A,N/A,N/A,Gene Wilder
69,Shoot the Moon,"$9,217,530",MGM,Unknown,R,"January 22, 1982",2 hrs. 4 min.,N/A,N/A,N/A,Diane Keaton
70,A Midsummer Night's Sex Comedy,"$9,077,269",Warner Bros.,Comedy,PG,"July 16, 1982",1 hrs. 28 min.,N/A,Woody Allen,N/A,Woody Allen
71,Trail of the Pink Panther,"$9,056,073",MGM,Comedy,PG,"December 17, 1982",1 hrs. 37 min.,N/A,N/A,N/A,N/A
72,If You Could See What I Hear,"$8,693,512",Jensen Farley,Music Drama,PG,"April 23, 1982",1 hrs. 43 min.,N/A,N/A,N/A,N/A
73,Night Crossing,"$8,000,000",Buena Vista,Unknown,PG,"February 5, 1982",1 hrs. 47 min.,N/A,N/A,N/A,N/A
74,The Pirate Movie,"$7,983,086",Fox,Musical,PG,"August 6, 1982",1 hrs. 45 min.,N/A,N/A,N/A,N/A
75,The Beast Within,"$7,742,572",MGM,Unknown,R,"February 12, 1982",1 hrs. 38 min.,N/A,N/A,N/A,N/A
76,Tex,"$7,400,000",Buena Vista,Unknown,PG,"July 30, 1982",1 hrs. 43 min.,N/A,N/A,N/A,Matt Dillon
77,The Missionary,"$7,241,180",Columbia,Unknown,R,"November 5, 1982",1 hrs. 27 min.,N/A,Richard Loncraine,N/A,Maggie Smith
78,Cat People,"$7,000,000",Universal,Unknown,R,"April 2, 1982",1 hrs. 59 min.,N/A,Paul Schrader,Jerry Bruckheimer,N/A
79,I Ought to Be in Pictures,"$6,968,359",Fox,Unknown,PG,"March 26, 1982",1 hrs. 48 min.,N/A,N/A,N/A,N/A
80,The Amateur,"$6,892,098",Fox,Unknown,R,"February 12, 1982",1 hrs. 52 min.,N/A,N/A,N/A,N/A
81,Six Weeks,"$6,668,025",Universal,Drama,PG,"December 17, 1982",1 hrs. 47 min.,N/A,N/A,Jon Peters,N/A
82,Forced Vengeance,"$6,660,333",MGM,Action,R,"July 30, 1982",1 hrs. 30 min.,N/A,N/A,N/A,Chuck Norris
83,The Last Unicorn,"$6,455,330",Jensen Farley,Animation,G,"November 19, 1982",1 hrs. 33 min.,N/A,N/A,N/A,N/A
84,The Soldier,"$6,328,816",Embassy,Unknown,R,"August 13, 1982",1 hrs. 36 min.,N/A,N/A,N/A,N/A
85,The Border,"$6,118,683",Universal,Unknown,R,"January 29, 1982",1 hrs. 49 min.,N/A,N/A,N/A,Jack Nicholson
86,Evil Under the Sun,"$6,110,000",Universal,Thriller,PG,"March 5, 1982",1 hrs. 56 min.,N/A,N/A,N/A,Maggie Smith
87,Partners,"$6,062,898",Paramount,Unknown,R,"April 30, 1982",1 hrs. 32 min.,N/A,N/A,N/A,N/A
88,Still of the Night,"$5,979,947",MGM,Unknown,PG,"November 19, 1982",1 hrs. 31 min.,N/A,Robert Benton,N/A,Meryl Streep
89,The Last American Virgin,"$5,829,781",Cannon Films,Comedy,R,"August 6, 1982",1 hrs. 33 min.,N/A,N/A,N/A,N/A
90,Megaforce,"$5,675,599",Fox,Unknown,PG,"June 25, 1982",1 hrs. 39 min.,N/A,N/A,N/A,N/A
91,Personal Best,"$5,672,311",Warner Bros.,Sports Drama,R,"February 5, 1982",2 hrs. 2 min.,N/A,N/A,N/A,N/A
92,Paradise,,Embassy,Romance,R,"May 7, 1982",1 hrs. 40 min.,N/A,N/A,N/A,N/A
93,Cannery Row,"$5,301,539",MGM,Unknown,PG,"February 12, 1982",1 hrs. 55 min.,N/A,N/A,N/A,N/A
94,Venom,"$5,229,643",Paramount,Unknown,R,"January 29, 1982",1 hrs. 32 min.,N/A,N/A,N/A,N/A
95,Inchon,"$5,200,986",MGM,Unknown,PG,"September 17, 1982",2 hrs. 20 min.,$46 million,N/A,N/A,N/A
96,Heidi's Song,"$5,124,391",Paramount,Unknown,G,"November 19, 1982",1 hrs. 34 min.,N/A,N/A,N/A,N/A
97,Tempest,"$5,005,245",Columbia,Unknown,PG-13,"September 3, 1982",2 hrs. 16 min.,N/A,N/A,N/A,"Gena Rowlands,Susan Sarandon"
98,Summer Lovers,"$4,968,000",Filmways,Romantic Comedy,R,"July 16, 1982",1 hrs. 39 min.,N/A,N/A,N/A,N/A
99,Honky Tonk Man,"$4,484,991",Warner Bros.,Unknown,PG,"December 17, 1982",2 hrs. 3 min.,N/A,Clint Eastwood,Clint Eastwood,Clint Eastwood
100,Jekyll and Hyde Together Again,"$3,792,188",Paramount,Unknown,R,"October 1, 1982",1 hrs. 27 min.,N/A,N/A,"Lawrence Gordon,Joel Silver",N/A
101,Wrong Is Right,"$3,583,513",Columbia,Comedy Thriller,R,"May 14, 1982",1 hrs. 57 min.,N/A,N/A,N/A,Sean Connery
102,Fighting Back,"$3,355,948",Paramount,Action,R,"May 21, 1982",1 hrs. 36 min.,N/A,N/A,N/A,N/A
103,Penitentiary II,"$3,178,542",MGM,Unknown,R,"April 2, 1982",1 hrs. 39 min.,N/A,N/A,N/A,N/A
104,The Challenge,"$2,977,706",Embassy,Action,R,"July 23, 1982",1 hrs. 52 min.,N/A,N/A,N/A,N/A
105,Homework,"$2,914,328",Jensen Farley,Comedy,R,"August 27, 1982",1 hrs. 30 min.,N/A,N/A,N/A,N/A
106,Jinxed,"$2,869,638",MGM,Unknown,R,"October 22, 1982",1 hrs. 43 min.,N/A,N/A,N/A,Bette Midler
107,It Came From Hollywood,"$2,573,342",Paramount,Unknown,PG,"October 29, 1982",1 hrs. 19 min.,N/A,N/A,N/A,N/A
108,A Stranger is Watching,"$2,519,559",MGM,Unknown,R,"January 22, 1982",1 hrs. 32 min.,N/A,N/A,N/A,N/A
109,A Little Sex,"$2,370,376",Universal,Romantic Comedy,R,"April 2, 1982",1 hrs. 35 min.,N/A,N/A,N/A,N/A
110,"Yes, Giorgio","$2,279,543",MGM,Unknown,PG,"September 24, 1982",1 hrs. 50 min.,N/A,N/A,N/A,N/A
111,Exposed,"$1,818,910",MGM,Unknown,R,1982,1 hrs. 39 min.,N/A,N/A,N/A,N/A
112,Barbarosa,"$1,736,123",Universal,Western,PG,"February 19, 1982",1 hrs. 30 min.,N/A,N/A,N/A,N/A
113,"I, the Jury","$1,515,578",Fox,Unknown,R,"January 9, 1982",1 hrs. 51 min.,N/A,N/A,N/A,N/A
114,Endangered Species,"$1,474,249",MGM,Unknown,R,"September 10, 1982",1 hrs. 37 min.,N/A,N/A,N/A,N/A
115,The Sender,"$1,054,328",Paramount,Unknown,R,"October 22, 1982",1 hrs. 31 min.,N/A,N/A,N/A,N/A
116,Lookin' to Get Out,"$946,461",Paramount,Unknown,R,"October 8, 1982",1 hrs. 45 min.,$17 million,N/A,N/A,"Jon Voight,9/8/07 Interview: Actor Jon Voight"
117,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean","$840,958",Cinecom,Drama,PG,"November 12, 1982",1 hrs. 49 min.,N/A,Robert Altman,N/A,"Cher,Kathy Bates"
118,The House Where Evil Dwells,"$667,863",MGM,Unknown,R,"May 14, 1982",1 hrs. 28 min.,N/A,N/A,N/A,N/A
119,One from the Heart,"$636,796",Columbia,Unknown,R,"February 12, 1982",1 hrs. 40 min.,N/A,N/A,N/A,N/A
120,Weavers: Wasn't That a Time,"$524,203",MGM,Unknown,PG,"March 3, 1982",1 hrs. 18 min.,N/A,N/A,N/A,N/A
121,Monty Python Live at the Hollywood Bowl,"$327,958",Columbia,Unknown,R,"June 25, 1982",1 hrs. 17 min.,N/A,N/A,N/A,N/A
122,I'm Dancing as Fast as I Can,"$291,390",Paramount,Unknown,R,"March 5, 1982",1 hrs. 47 min.,N/A,N/A,Scott Rudin,N/A
123,Split Image,"$263,635",Orion Pictures,Drama,R,"October 1, 1982",1 hrs. 50 min.,N/A,N/A,Don Carmody,N/A
124,Five Days One Summer,"$199,078",Warner Bros.,Unknown,PG,"November 12, 1982",1 hrs. 36 min.,N/A,N/A,N/A,Sean Connery
125,The Escape Artist,"$143,369",Warner Bros.,Unknown,PG,"May 28, 1982",1 hrs. 33 min.,N/A,N/A,N/A,N/A
126,Bugs Bunny's 1001 Rabbit Tales,"$78,350",Warner Bros.,Animation,G,"November 19, 1982",1 hrs. 30 min.,N/A,N/A,N/A,N/A
127,National Lampoon's Movie Madness,"$63,405",United Artists,Unknown,R,"April 23, 1982",1 hrs. 29 min.,N/A,N/A,N/A,N/A
128,White Dog,"$46,509",Paramount,Unknown,PG,"November 12, 1982",1 hrs. 24 min.,N/A,N/A,N/A,N/A
129,Hammett,"$42,914",Warner Bros.,Unknown,PG,"September 17, 1982",1 hrs. 37 min.,N/A,N/A,N/A,N/A
130,"Ladies and Gentlemen, The Fabulous Stains","$25,728",Paramount,Music Drama,R,"October 15, 1982",1 hrs. 27 min.,N/A,N/A,Joe Roth,Diane Lane
131,Love and Money,"$14,009",Paramount,Unknown,R,"February 12, 1982",1 hrs. 30 min.,N/A,N/A,N/A,N/A
