,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
41,All the Right Moves,"$17,233,166",Fox,Sports Drama,R,"October 21, 1983",1 hrs. 31 min.,N/A,N/A,N/A,"Tom Cruise,Craig T. Nelson"
42,Krull,"$16,519,460",Columbia,Fantasy,PG,"July 29, 1983",2 hrs. 0 min.,N/A,N/A,N/A,Liam Neeson
43,Spacehunter: Adventures in the Forbidden Zone,"$16,478,265",Columbia,Sci-Fi Adventure,PG,"May 20, 1983",1 hrs. 30 min.,$14.4 million,N/A,"Don Carmody,Ivan Reitman",N/A
44,Richard Pryor: Here and Now,"$16,156,776",Columbia,Concert,R,"October 28, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
45,D.C. Cab,"$16,134,627",Universal,Comedy,R,"December 16, 1983",1 hrs. 40 min.,N/A,Joel Schumacher,Jon Peters,N/A
46,Gorky Park,"$15,856,028",Orion Pictures,Drama / Thriller,R,"December 16, 1983",2 hrs. 7 min.,N/A,Michael Apted,N/A,N/A
47,Cheech & Chong Still Smokin',"$15,543,710",Paramount,Comedy,R,"May 6, 1983",1 hrs. 30 min.,N/A,N/A,N/A,N/A
48,Monty Python's The Meaning of Life,"$14,929,552",Universal,Comedy,R,"April 1, 1983",1 hrs. 48 min.,N/A,N/A,N/A,N/A
49,Educating Rita,"$14,648,076",Columbia,Comedy,PG,"September 23, 1983",1 hrs. 50 min.,N/A,N/A,N/A,Michael Caine
50,Private School,"$14,049,540",Universal,Comedy,R,"July 29, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
51,The Survivors,"$14,000,000",Columbia,Comedy,R,"June 24, 1983",1 hrs. 42 min.,N/A,N/A,N/A,Robin Williams
52,The Entity,"$13,277,558",Fox,Horror,R,"February 4, 1983",1 hrs. 55 min.,N/A,N/A,N/A,N/A
53,Revenge of the Ninja,"$13,168,027",MGM,Action,R,"September 9, 1983",1 hrs. 30 min.,N/A,N/A,N/A,N/A
54,To Be or Not to Be (1983),"$13,030,214",Fox,Comedy,PG,"December 16, 1983",1 hrs. 47 min.,N/A,N/A,N/A,Anne Bancroft
55,Stroker Ace,"$13,000,000",Universal,Comedy,PG,"July 1, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
56,Lone Wolf McQuade,"$12,232,628",Orion Pictures,Action,PG,"April 15, 1983",1 hrs. 45 min.,N/A,N/A,N/A,Chuck Norris
57,The Black Stallion Returns,"$12,049,108",MGM,Family Adventure,PG,"March 25, 1983",1 hrs. 43 min.,N/A,N/A,N/A,N/A
58,The Sword in the Stone (Re-issue),"$12,000,000",Buena Vista,Animation,G,"March 25, 1983",1 hrs. 19 min.,N/A,N/A,N/A,N/A
59,Deathstalker,"$11,919,250",New World,Fantasy,R,"September 2, 1983",1 hrs. 21 min.,N/A,N/A,N/A,N/A
60,Zelig,"$11,798,616",Warner Bros.,Comedy,PG,"July 15, 1983",1 hrs. 19 min.,N/A,Woody Allen,N/A,Woody Allen
61,The Lords of Discipline,"$11,787,127",Paramount,Drama / Thriller,R,"February 18, 1983",1 hrs. 42 min.,N/A,N/A,N/A,N/A
62,Raiders of the Lost Ark (Re-issue) (1983),"$11,374,454Domestic Lifetime Gross $248,159,971",Paramount,Period Adventure,PG,"March 25, 1983",1 hrs. 55 min.,N/A,N/A,N/A,N/A
63,The Smurfs and the Magic Flute,"$11,234,220",Atlantic,Animation,G,"October 7, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
64,The Man Who Loved Women,"$10,964,231",Columbia,Unknown,R,"December 16, 1983",1 hrs. 50 min.,N/A,N/A,N/A,"Julie Andrews,Kim Basinger"
65,Hercules (1983),"$10,676,194",MGM,Fantasy,PG,"August 26, 1983",1 hrs. 38 min.,N/A,N/A,N/A,N/A
66,The House on Sorority Row,"$10,604,986",Film Ventures Intl,Horror,R,"January 21, 1983",1 hrs. 32 min.,N/A,N/A,N/A,N/A
67,Doctor Detroit,"$10,375,893",Universal,Comedy,R,"May 6, 1983",1 hrs. 31 min.,N/A,N/A,Robert K. Weiss,N/A
68,Deal of the Century,"$10,369,581",Warner Bros.,Comedy,PG,"November 4, 1983",1 hrs. 39 min.,N/A,William Friedkin,Steve Tisch,Sigourney Weaver
69,The Man with Two Brains,"$10,353,438",Warner Bros.,Sci-Fi Comedy,R,"June 3, 1983",1 hrs. 30 min.,N/A,N/A,N/A,Steve Martin
70,The Year of Living Dangerously,"$10,278,575",Warner Bros.,Drama / Thriller,PG,"January 21, 1983",1 hrs. 55 min.,N/A,Peter Weir,N/A,"Mel Gibson,Sigourney Weaver"
71,Brainstorm,"$10,219,460",MGM,Unknown,PG,"September 30, 1983",1 hrs. 46 min.,N/A,N/A,N/A,Christopher Walken
72,Lovesick,"$10,171,304",Warner Bros.,Unknown,PG,"February 18, 1983",1 hrs. 36 min.,N/A,N/A,N/A,N/A
73,Without a Trace,"$9,632,062",Fox,Unknown,PG,"February 4, 1983",2 hrs. 0 min.,N/A,N/A,N/A,N/A
74,Bad Boys (1983),"$9,190,819",Universal,Unknown,R,"March 25, 1983",1 hrs. 43 min.,N/A,N/A,N/A,Sean Penn
75,Rear Window (Re-issue) (1983),"$9,084,420Domestic Lifetime Gross $36,764,313",Universal,Thriller,PG,"September 30, 1983",1 hrs. 55 min.,N/A,N/A,N/A,N/A
76,Strange Brew,"$8,571,374",MGM,Unknown,PG,"August 26, 1983",1 hrs. 30 min.,N/A,N/A,N/A,N/A
77,Tender Mercies,"$8,443,124",Universal,Unknown,PG,"March 4, 1983",1 hrs. 32 min.,N/A,N/A,Robert Duvall,Robert Duvall
78,Something Wicked This Way Comes,"$8,400,000",Buena Vista,Unknown,PG,"April 29, 1983",1 hrs. 36 min.,N/A,N/A,N/A,Jonathan Pryce
79,10 to Midnight,"$7,175,592",MGM,Unknown,R,"March 11, 1983",1 hrs. 43 min.,N/A,N/A,N/A,N/A
80,Romantic Comedy,"$6,857,733",MGM,Unknown,PG,"October 7, 1983",1 hrs. 42 min.,N/A,N/A,N/A,N/A
81,Fanny and Alexander,"$6,783,304",Embassy,Foreign,R,"June 17, 1983",3 hrs. 8 min.,N/A,N/A,N/A,N/A
82,Nightmares,"$6,670,680",Universal,Unknown,R,"September 2, 1983",1 hrs. 39 min.,N/A,N/A,N/A,Lance Henriksen
83,The Golden Seal,"$6,666,725",Samuel Goldwyn,Unknown,PG,"August 19, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
84,The Osterman Weekend,"$6,486,797",Fox,Unknown,R,"October 21, 1983",1 hrs. 43 min.,N/A,N/A,N/A,"Rutger Hauer,Craig T. Nelson"
85,Star 80,"$6,472,990",Warner Bros.,Unknown,R,"November 11, 1983",1 hrs. 43 min.,N/A,N/A,N/A,N/A
86,The Sting II,"$6,347,072",Universal,Unknown,PG,"February 18, 1983",1 hrs. 42 min.,N/A,N/A,N/A,N/A
87,Amityville 3-D,"$6,333,135",Orion Pictures,Horror,PG,"November 18, 1983",1 hrs. 33 min.,N/A,N/A,N/A,N/A
88,Chained Heat,"$6,149,983",Jensen Farley,Unknown,R,"May 27, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
89,Beyond the Limit,"$5,997,566",Paramount,Unknown,R,"September 30, 1983",1 hrs. 43 min.,N/A,N/A,N/A,"Michael Caine,Richard Gere"
90,The Hunger,"$5,979,292",MGM,Unknown,R,"April 29, 1983",1 hrs. 36 min.,N/A,Tony Scott,N/A,Susan Sarandon
91,Local Hero,"$5,895,761",Warner Bros.,Unknown,PG,"February 18, 1983",1 hrs. 51 min.,N/A,N/A,N/A,N/A
92,Porky's (Re-issue),"$5,797,190Domestic Lifetime Gross $111,289,673",Fox,Unknown,R,"May 6, 1983",1 hrs. 34 min.,N/A,N/A,N/A,N/A
93,Under Fire,"$5,696,391",Orion Pictures,Unknown,R,"October 21, 1983",2 hrs. 8 min.,N/A,N/A,N/A,Ed Harris
94,Smokey & the Bandit Part III,"$5,678,950",Universal,Unknown,PG,"August 12, 1983",1 hrs. 26 min.,N/A,N/A,N/A,N/A
95,A Night in Heaven,"$5,563,663",Fox,Unknown,R,"November 18, 1983",1 hrs. 23 min.,N/A,N/A,N/A,N/A
96,The Star Chamber,"$5,555,305",Fox,Unknown,R,"August 5, 1983",1 hrs. 49 min.,N/A,Peter Hyams,N/A,Michael Douglas
97,The Grey Fox,"$5,516,140",MGM,Western,PG,"March 13, 1983",1 hrs. 50 min.,N/A,N/A,N/A,N/A
98,Vertigo (1983 re-issue),"$5,343,461Domestic Lifetime Gross $7,311,013",Universal,Romantic Thriller,PG,"October 28, 1983",2 hrs. 8 min.,N/A,N/A,N/A,N/A
99,The Dresser,"$5,310,748",Columbia,Unknown,PG,"December 9, 1983",1 hrs. 58 min.,N/A,N/A,N/A,N/A
100,Metalstorm,"$5,301,085",Universal,Unknown,PG,"August 19, 1983",1 hrs. 24 min.,N/A,N/A,N/A,N/A
101,Vigilante,"$5,091,888",Film Ventures Intl,Unknown,R,"March 4, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
102,Eddie and the Cruisers,"$4,786,789",Embassy,Unknown,PG,"September 23, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
103,Curse of the Pink Panther,"$4,491,986",MGM,Comedy,PG,"August 12, 1983",1 hrs. 50 min.,N/A,N/A,N/A,Roger Moore
104,Mortuary,"$4,319,001",Film Ventures Intl,Unknown,R,"September 2, 1983",1 hrs. 31 min.,N/A,N/A,N/A,N/A
105,Trenchcoat,"$4,304,286",Buena Vista,Unknown,PG,"March 11, 1983",1 hrs. 31 min.,N/A,N/A,N/A,N/A
106,Yellowbeard,"$4,300,000",Orion Pictures,Adventure Comedy,PG,"June 24, 1983",1 hrs. 36 min.,N/A,N/A,N/A,N/A
107,The Keep,"$4,218,594",Paramount,Unknown,R,"December 16, 1983",1 hrs. 36 min.,N/A,Michael Mann,N/A,Ian McKellen
108,Joysticks,"$3,952,448",Jensen Farley,Comedy,R,"March 4, 1983",1 hrs. 28 min.,N/A,N/A,N/A,N/A
109,Let's Spend the Night Together,"$3,821,199",Embassy,Unknown,PG,"February 11, 1983",1 hrs. 31 min.,N/A,N/A,N/A,N/A
110,La Traviata,"$3,783,329",Universal,Unknown,G,"April 22, 1983",1 hrs. 45 min.,N/A,N/A,N/A,N/A
111,The Return of Martin Guerre,"$3,704,433",European Int'l,Foreign,Unrated,"June 3, 1983",2 hrs. 3 min.,N/A,N/A,N/A,N/A
112,Running Brave,"$3,000,000",Buena Vista,Sports Drama,PG,"November 4, 1983",1 hrs. 46 min.,$8 million,N/A,N/A,N/A
113,Yor: Hunter from the Future,"$2,810,199",Columbia,Unknown,PG,"August 19, 1983",1 hrs. 28 min.,N/A,N/A,N/A,N/A
114,The Final Option,"$2,666,873",MGM,Unknown,R,"September 16, 1983",2 hrs. 5 min.,N/A,N/A,N/A,N/A
115,The King of Comedy,"$2,536,242",Fox,Unknown,PG,"February 18, 1983",1 hrs. 49 min.,N/A,Martin Scorsese,Arnon Milchan,Robert DeNiro
116,Rumble Fish,"$2,494,480",Universal,Unknown,R,"October 8, 1983",1 hrs. 34 min.,$10 million,N/A,N/A,"Matt Dillon,Mickey Rourke,Diane Lane"
117,The Man Who Wasn't There (1983),"$2,443,487",Paramount,Comedy,R,"August 12, 1983",1 hrs. 51 min.,N/A,N/A,N/A,N/A
118,Table for Five,"$2,439,705",Warner Bros.,Unknown,PG,"February 18, 1983",2 hrs. 2 min.,N/A,N/A,N/A,"Jon Voight,9/8/07 Interview: Actor Jon Voight"
119,Tough Enough,"$2,433,722",Fox,Unknown,PG,"March 25, 1983",1 hrs. 46 min.,N/A,N/A,N/A,Dennis Quaid
120,The Evil Dead,"$2,400,000",New Line,Horror Comedy,Unrated,"January 1, 1983",1 hrs. 25 min.,N/A,Sam Raimi,Sam Raimi,N/A
121,"Man, Woman and Child","$2,314,561",Paramount,Unknown,PG,"April 1, 1983",1 hrs. 39 min.,N/A,N/A,N/A,Craig T. Nelson
122,Merry Christmas Mr. Lawrence,"$2,306,560",Universal,Unknown,R,"August 26, 1983",2 hrs. 4 min.,N/A,N/A,N/A,N/A
123,The Draughtsman's Contract,"$2,256,246",MGM,Unknown,R,"April 29, 1983",1 hrs. 44 min.,N/A,N/A,N/A,N/A
124,The Night of the Shooting Stars,"$2,251,121Domestic Lifetime Gross $2,257,307",MGM,Foreign,R,"January 21, 1983",1 hrs. 47 min.,N/A,N/A,N/A,N/A
125,Videodrome,"$2,120,439",Universal,Sci-Fi Horror,R,"February 4, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
126,Friday the 13th Part III (Re-issue),"$2,108,548Domestic Lifetime Gross $36,690,067",Paramount,Unknown,R,"May 13, 1983",1 hrs. 35 min.,N/A,N/A,N/A,N/A
127,Screwballs,"$2,082,215",New World,Comedy,R,"April 1, 1983",1 hrs. 20 min.,"$800,000",N/A,N/A,N/A
128,Testament,"$2,044,892",Paramount,Drama,PG,"November 4, 1983",1 hrs. 29 min.,N/A,N/A,N/A,Lukas Haas
129,Pieces,"$2,032,311",Film Ventures Intl,Unknown,Unrated,"September 23, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
130,Nate and Hayes,"$1,963,756",Paramount,Period Adventure,PG,"November 18, 1983",1 hrs. 30 min.,N/A,N/A,N/A,Tommy Lee Jones
131,"Baby, It's You","$1,867,792",Paramount,Unknown,R,"March 4, 1983",1 hrs. 45 min.,$3 million,N/A,N/A,Rosanna Arquette
132,Heat and Dust,"$1,741,435Domestic Lifetime Gross $1,761,291",Universal,Unknown,R,"September 15, 1983",3 hrs. 9 min.,N/A,James Ivory,N/A,N/A
133,Koyaanisqatsi,"$1,723,872",Island Alive,Documentary,Unrated,"April 27, 1983",1 hrs. 27 min.,N/A,N/A,N/A,N/A
134,Stryker,"$1,723,487",New World,Sci-Fi Action,R,"September 2, 1983",1 hrs. 26 min.,N/A,N/A,N/A,N/A
135,Get Crazy,"$1,645,711",Embassy,Unknown,R,"August 5, 1983",1 hrs. 32 min.,N/A,N/A,Hunt Lowry,N/A
136,Lianna,"$1,530,839",MGM,Unknown,R,"January 18, 1983",1 hrs. 53 min.,N/A,N/A,N/A,N/A
137,Strange Invaders,"$1,362,303",Orion Pictures,Unknown,PG,"September 16, 1983",1 hrs. 33 min.,N/A,N/A,N/A,N/A
138,Eddie Macon's Run,"$1,262,691",Universal,Unknown,PG,1983,1 hrs. 35 min.,N/A,N/A,N/A,N/A
139,Losin' It,"$1,246,141",Embassy,Comedy,R,"April 8, 1983",1 hrs. 40 min.,N/A,Curtis Hanson,N/A,"Tom Cruise,Jackie Earle Haley"
140,The Lonely Lady,"$1,223,220",Universal,Unknown,R,"September 30, 1983",1 hrs. 32 min.,N/A,N/A,N/A,N/A
141,Possession (1983),"$1,113,538",Limelight Intl,Horror,R,"October 28, 1983",N/A,N/A,N/A,N/A,N/A
142,"Say Amen, Somebody","$1,108,299",MGM,Documentary,G,"March 11, 1983",1 hrs. 40 min.,N/A,N/A,N/A,N/A
143,Of Unknown Origin,"$1,080,470",Warner Bros.,Unknown,R,"November 23, 1983",1 hrs. 29 min.,N/A,N/A,N/A,N/A
144,Getting It On,"$975,414",Comworld,Comedy,R,"August 19, 1983",1 hrs. 26 min.,N/A,N/A,N/A,N/A
145,Rocky III (Re-issue),"$902,228Domestic Lifetime Gross $125,049,125",MGM,Unknown,PG,"May 6, 1983",1 hrs. 40 min.,N/A,N/A,N/A,N/A
146,Enigma (1983),"$893,967",Embassy,Unknown,PG,1983,1 hrs. 42 min.,N/A,N/A,N/A,N/A
147,Over the Brooklyn Bridge,"$837,914",MGM,Unknown,R,1983,1 hrs. 48 min.,N/A,N/A,N/A,N/A
148,The Ballad of Gregorio Cortez,"$804,963",Embassy,Unknown,PG,"August 19, 1983",1 hrs. 44 min.,N/A,N/A,N/A,N/A
149,L'Etoile du Nord,"$781,151",MGM,Unknown,PG,1983,2 hrs. 4 min.,N/A,N/A,N/A,N/A
150,Lonely Hearts (1983),"$777,087",Samuel Goldwyn,Romance,R,"September 4, 1983",1 hrs. 46 min.,N/A,N/A,N/A,N/A
151,Fire and Ice,"$760,883",Fox,Animation,PG,"August 26, 1983",1 hrs. 21 min.,N/A,N/A,N/A,N/A
152,The Wicked Lady,"$724,912",MGM,Unknown,R,1983,1 hrs. 38 min.,N/A,N/A,N/A,N/A
153,The Pirates of Penzance,"$694,497",Universal,Musical,PG,"February 18, 1983",1 hrs. 52 min.,N/A,N/A,N/A,Kevin Kline
154,Daniel,"$687,475",Paramount,Documentary,R,"August 26, 1983",2 hrs. 10 min.,N/A,N/A,N/A,N/A
155,Poltergeist (re-issue),,MGM,Unknown,PG,"May 20, 1983",1 hrs. 54 min.,N/A,N/A,N/A,N/A
156,Streamers,"$378,452",United Artists,War Drama,R,"October 14, 1983",1 hrs. 58 min.,N/A,Robert Altman,N/A,N/A
157,Britannia Hospital,"$375,713",United Artists,Unknown,R,"March 4, 1983",1 hrs. 56 min.,N/A,N/A,N/A,Mark Hamill
158,Boarding School,"$306,061",Atlantic,Unknown,R,"September 9, 1983",1 hrs. 38 min.,N/A,N/A,N/A,N/A
159,Heart Like a Wheel,"$272,278",Fox,Unknown,PG,"April 1, 1983",1 hrs. 53 min.,N/A,N/A,Charles Roven,N/A
160,Puberty Blues,"$237,000",Universal Classics,Unknown,R,"July 15, 1983",1 hrs. 27 min.,N/A,N/A,N/A,N/A
161,The Girl with Red Hair,"$39,001",United Artists,Unknown,PG,"February 25, 1983",2 hrs. 36 min.,N/A,N/A,N/A,N/A
162,Rock and Rule,"$30,379",MGM,Unknown,PG,"April 15, 1983",1 hrs. 17 min.,N/A,N/A,N/A,N/A
