,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
19,Chicken Run,"$106,834,564",DreamWorks,Animation,G,"June 23, 2000",1 hrs. 24 min.,$45 million,Peter Lord,"Jeffrey Katzenberg,Peter Lord",Mel Gibson
20,Miss Congeniality,"$106,807,667",Warner Bros.,Action Comedy,PG-13,"December 22, 2000",1 hrs. 49 min.,$45 million,N/A,N/A,"Sandra Bullock,Michael Caine,Benjamin Bratt"
21,Gone in 60 Seconds,"$101,648,571",Buena Vista,Action,PG-13,"June 9, 2000",1 hrs. 57 min.,$90 million,Dominic Sena,Jerry Bruckheimer,"Nicolas Cage,Giovanni Ribisi,Angelina Jolie,Timothy Olyphant,Robert Duvall"
22,Unbreakable,"$95,011,339",Buena Vista,Thriller,PG-13,"November 22, 2000",1 hrs. 46 min.,$75 million,M. Night Shyamalan,"Gary Barber,Roger Birnbaum,Barry Mendel,Sam Mercer,M. Night Shyamalan","Bruce Willis,Samuel L. Jackson"
23,"Me, Myself and Irene","$90,570,999",Fox,Comedy,R,"June 23, 2000",1 hrs. 56 min.,$51 million,The Farrelly Bros.,"Bradley Thomas,Charles B. Wessler","Jim Carrey,Chris Cooper,Tony Cox,Renee Zellweger"
24,Space Cowboys,"$90,464,773",Warner Bros.,Action Thriller,PG-13,"August 4, 2000",2 hrs. 10 min.,$65 million,Clint Eastwood,"Clint Eastwood,Andrew Lazar","Clint Eastwood,Tommy Lee Jones,James Garner"
25,The Emperor's New Groove,"$89,302,687",Buena Vista,Animation,G,"December 15, 2000",1 hrs. 18 min.,$100 million,N/A,Don Hahn,N/A
26,Scream 3,"$89,143,175",Dimension Films,Horror,R,"February 4, 2000",1 hrs. 57 min.,$40 million,Wes Craven,Cathy Konrad,"Neve Campbell,Courteney Cox,Parker Posey,Lance Henriksen,Liev Schreiber"
27,U-571,"$77,122,415",Universal,War,PG-13,"April 21, 2000",1 hrs. 57 min.,$62 million,N/A,N/A,Matthew McConaughey
28,Rugrats in Paris: The Movie,"$76,507,756",Paramount,Animation,G,"November 17, 2000",1 hrs. 18 min.,$30 million,N/A,N/A,N/A
29,The Family Man,"$75,793,305",Universal,Fantasy Comedy,PG-13,"December 22, 2000",2 hrs. 6 min.,$60 million,Brett Ratner,N/A,"Nicolas Cage,Tea Leoni,Don Cheadle"
30,Hollow Man,"$73,209,340",Sony / Columbia,Sci-Fi Horror,R,"August 4, 2000",1 hrs. 53 min.,$95 million,Paul Verhoeven,Douglas Wick,"Kevin Bacon,Josh Brolin"
31,Chocolat,"$71,509,363",Miramax,Romance,PG-13,"December 15, 2000",1 hrs. 45 min.,$25 million,Lasse Hallstrom,N/A,"Johnny Depp,Judi Dench,Alfred Molina,Carrie-Anne Moss"
32,Shaft,"$70,334,258",Paramount,Action,R,"June 16, 2000",2 hrs. 7 min.,$46 million,John Singleton,"Paul Hall,Mark Roybal,Scott Rudin","Samuel L. Jackson,Jeffrey Wright,Christian Bale,Toni Collette,Elizabeth Banks"
33,Disney's The Kid,"$69,691,949",Buena Vista,Fantasy Comedy,PG,"July 7, 2000",1 hrs. 44 min.,$65 million,Jon Turteltaub,Hunt Lowry,"Bruce Willis,Lily Tomlin"
34,Vertical Limit,"$69,243,859",Sony / Columbia,Action,PG-13,"December 8, 2000",2 hrs. 4 min.,$75 million,Martin Campbell,N/A,Chris O'Donnell
35,Road Trip,"$68,540,777",DreamWorks,Comedy,R,"May 19, 2000",1 hrs. 34 min.,$16 million,Todd Phillips,"Joe Medjuck,Tom Pollock,Ivan Reitman",Breckin Meyer
36,Bring It On,"$68,379,000",Universal,Sports Comedy,PG-13,"August 25, 2000",1 hrs. 38 min.,$11 million,Peyton Reed,"Marc Abraham,Jessica Bendinger",Kirsten Dunst
37,102 Dalmatians,"$66,957,026",Buena Vista,Family Comedy,G,"November 22, 2000",1 hrs. 44 min.,$85 million,N/A,N/A,"Glenn Close,Ioan Gruffudd"
38,Rules of Engagement,"$61,335,230",Paramount,Drama / Thriller,R,"April 7, 2000",2 hrs. 7 min.,$60 million,William Friedkin,Scott Rudin,"Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley"
39,The Cell,"$61,334,059",New Line,Sci-Fi Thriller,R,"August 18, 2000",1 hrs. 47 min.,$33 million,Tarsem,N/A,"Jennifer Lopez,Vince Vaughn"
40,Mission to Mars,"$60,883,407",Buena Vista,Sci-Fi Adventure,PG,"March 10, 2000",1 hrs. 53 min.,$100 million,Brian De Palma,Sam Mercer,"Don Cheadle,Tim Robbins"
41,Coyote Ugly,"$60,786,269",Buena Vista,Music Drama,PG-13,"August 4, 2000",1 hrs. 41 min.,$45 million,N/A,Jerry Bruckheimer,"Piper Perabo,John Goodman,Maria Bello,Bridget Moynahan"
42,Fantasia 2000 (35mm & IMAX),"$60,655,420Domestic Lifetime Gross $60,655,420",Buena Vista,IMAX,G,"January 1, 2000",1 hrs. 15 min.,$80 million,N/A,N/A,N/A
43,Snow Day,"$60,020,107",Paramount,Family Comedy,PG,"February 11, 2000",1 hrs. 29 min.,$13 million,N/A,N/A,N/A
44,Next Friday,"$57,328,603",New Line,Comedy,R,"January 12, 2000",1 hrs. 38 min.,$11 million,Steve Carr,Ice Cube,Ice Cube
45,The Whole Nine Yards,"$57,262,492",Warner Bros.,Crime Comedy,R,"February 18, 2000",1 hrs. 38 min.,$41.3 million,N/A,Don Carmody,"Rosanna Arquette,Michael Clarke Duncan,Matthew Perry,Bruce Willis,Amanda Peet"
46,Shanghai Noon,"$56,937,502",Buena Vista,Western Comedy,PG-13,"May 26, 2000",1 hrs. 50 min.,$55 million,Tom Dey,"Gary Barber,Roger Birnbaum,Jonathan Glickman","Jackie Chan,Owen Wilson,Lucy Liu"
47,Romeo Must Die,"$55,973,336",Warner Bros.,Action,R,"March 22, 2000",1 hrs. 55 min.,$25 million,Andrzej Bartkowiak,"Joel Silver,Jim Van Wyck",Jet Li
48,Final Destination,"$53,331,147",New Line,Horror,R,"March 17, 2000",1 hrs. 38 min.,$23 million,James Wong,N/A,Ali Larter
49,Fantasia 2000 (IMAX),"$52,260,454Domestic Lifetime Gross $60,655,420",Buena Vista,IMAX,G,"January 1, 2000",1 hrs. 15 min.,N/A,N/A,N/A,N/A
50,Finding Forrester,"$51,804,714",Sony / Columbia,Drama,PG-13,"December 22, 2000",2 hrs. 16 min.,N/A,Gus Van Sant,Laurence Mark,"Sean Connery,Anna Paquin"
51,The Road to El Dorado,"$50,863,742",DreamWorks,Animation,PG,"March 31, 2000",1 hrs. 39 min.,$95 million,"Will Finn,David Silverman",Jeffrey Katzenberg,N/A
52,Men of Honor,"$48,818,921",Fox,Period Drama,R,"November 10, 2000",2 hrs. 9 min.,$32 million,"George Tillman, Jr.",Bill Badalato,"Robert DeNiro,Cuba Gooding, Jr.,Charlize Theron"
53,"Dude, Where's My Car?","$46,729,800",Fox,Comedy,PG-13,"December 15, 2000",1 hrs. 23 min.,$13 million,N/A,"Broderick Johnson,Andrew A. Kosove","Ashton Kutcher,Jennifer Garner"
54,The Tigger Movie,"$45,554,533",Buena Vista,Animation,G,"February 11, 2000",1 hrs. 17 min.,$30 million,N/A,N/A,N/A
55,"O Brother, Where Art Thou?","$45,512,588",Buena Vista,Adventure Comedy,PG-13,"December 22, 2000",1 hrs. 42 min.,N/A,Joel Coen,"Tim Bevan,Ethan Coen,Eric Fellner","George Clooney,Holly Hunter"
56,Frequency,"$45,010,278",New Line,Sci-Fi Thriller,PG-13,"April 28, 2000",1 hrs. 59 min.,$31 million,Gregory Hoblit,N/A,"James Caviezel,Dennis Quaid"
57,The Replacements,"$44,737,059",Warner Bros.,Sports Comedy,PG-13,"August 11, 2000",1 hrs. 58 min.,$50 million,N/A,"Jeffrey Chernov,Dylan Sellers,Erwin Stoff","Jon Favreau,Keanu Reeves,Rhys Ifans"
58,Pokemon: The Movie 2000,"$43,758,684",Warner Bros.,Animation,G,"July 21, 2000",1 hrs. 42 min.,$30 million,N/A,N/A,N/A
59,The Beach,"$39,785,027",Fox,Drama / Thriller,R,"February 11, 2000",1 hrs. 59 min.,$50 million,Danny Boyle,N/A,"Leonardo DiCaprio,Tilda Swinton"
60,The Exorcist Director's Cut,"$39,671,011Domestic Lifetime Gross $232,906,145",Warner Bros.,Horror,R,"September 22, 2000",2 hrs. 12 min.,$11 million,N/A,N/A,N/A
61,Little Nicky,"$39,464,775",New Line,Comedy,PG-13,"November 10, 2000",1 hrs. 24 min.,$85 million,Steven Brill,"Michael De Luca,Jack Giarraputo,Adam Sandler,Robert Simonds","Adam Sandler,Rhys Ifans"
62,Pitch Black,"$39,240,659",USA Films,Sci-Fi Horror,R,"February 18, 2000",1 hrs. 49 min.,$23 million,David Twohy,"Ted Field,Scott Kroopf","Vin Diesel,Radha Mitchell"
63,The Original Kings of Comedy,"$38,182,790",Paramount,Concert,R,"August 18, 2000",1 hrs. 55 min.,$13 million,Spike Lee,N/A,Cedric the Entertainer
64,Bedazzled (2000),"$37,886,980",Fox,Fantasy Comedy,PG-13,"October 20, 2000",1 hrs. 33 min.,$48 million,Harold Ramis,N/A,Brendan Fraser
65,Autumn in New York,"$37,761,915",MGM,Romance,PG-13,"August 11, 2000",1 hrs. 44 min.,$65 million,N/A,"Gary Lucchesi,Tom Rosenberg","Richard Gere,Winona Ryder"
66,28 Days,"$37,170,488",Sony / Columbia,Comedy / Drama,PG-13,"April 14, 2000",1 hrs. 43 min.,$43 million,Betty Thomas,N/A,"Sandra Bullock,Viggo Mortensen"
67,Keeping the Faith,"$37,047,880",Buena Vista,Romantic Comedy,PG-13,"April 14, 2000",2 hrs. 9 min.,$29 million,N/A,"Gary Barber,Roger Birnbaum,Stuart Blumberg,Jonathan Glickman","Ben Stiller,Edward Norton,Anne Bancroft"
68,Bounce,"$36,805,288",Miramax,Romance,PG-13,"November 17, 2000",1 hrs. 46 min.,$35 million,Don Roos,Steve Golin,"Ben Affleck,Gwyneth Paltrow"
69,Hanging Up,"$36,050,230",Sony / Columbia,Comedy / Drama,PG-13,"February 18, 2000",1 hrs. 35 min.,$60 million,Diane Keaton,"Nora Ephron,Laurence Mark","Meg Ryan,Diane Keaton,Lisa Kudrow"
70,The Flintstones in Viva Rock Vegas,"$35,268,275",Universal,Family Comedy,PG,"April 28, 2000",1 hrs. 31 min.,$83 million,N/A,N/A,N/A
71,The Skulls,"$35,046,120",Universal,Thriller,PG-13,"March 31, 2000",1 hrs. 47 min.,$35 million,Rob Cohen,"Neal H. Moritz,John Pogue","Paul Walker,Craig T. Nelson"
72,The 6th Day,"$34,604,280",Sony / Columbia,Sci-Fi Action,PG-13,"November 17, 2000",2 hrs. 4 min.,$82 million,N/A,N/A,"Michael Rooker,Arnold Schwarzenegger,Robert Duvall"
73,Thirteen Days,"$34,592,089",New Line,Action Drama,PG-13,"December 22, 2000",2 hrs. 27 min.,$80 million,Roger Donaldson,"Marc Abraham,Kevin Costner,Michael De Luca",Kevin Costner
74,My Dog Skip,"$34,134,641",Warner Bros.,Family,PG,"January 14, 2000",1 hrs. 35 min.,$6 million,Jay Russell,"Broderick Johnson,Mark Johnson,Andrew A. Kosove","Frankie Muniz,Diane Lane,Luke Wilson,Kevin Bacon"
75,Where the Heart Is,"$33,772,838",Fox,Comedy / Drama,PG-13,"April 28, 2000",2 hrs. 0 min.,$15 million,N/A,"Susan Cartsonis,Patricia Whitcher","Natalie Portman,Ashley Judd"
76,Pay It Forward,"$33,519,628",Warner Bros.,Drama,PG-13,"October 20, 2000",2 hrs. 3 min.,$40 million,Mimi Leder,N/A,"Kevin Spacey,Helen Hunt,James Caviezel"
77,Dracula 2000,"$33,022,767",Miramax,Horror,R,"December 22, 2000",1 hrs. 39 min.,$54 million,Patrick Lussier,N/A,"Gerard Butler,Christopher Plummer,Omar Epps"
78,Return to Me,"$32,722,798",MGM,Romantic Comedy,PG,"April 7, 2000",1 hrs. 56 min.,$24 million,N/A,N/A,"David Duchovny,Bonnie Hunt"
79,Proof of Life,"$32,598,931",Warner Bros.,Romantic Thriller,R,"December 8, 2000",2 hrs. 15 min.,$65 million,Taylor Hackford,Taylor Hackford,"Russell Crowe,Meg Ryan"
80,Almost Famous,"$32,534,850",DreamWorks,Music Drama,R,"September 15, 2000",2 hrs. 2 min.,$60 million,Cameron Crowe,Ian Bryce,"Billy Crudup,Frances McDormand,Kate Hudson,Zooey Deschanel,Philip Seymour Hoffman,Anna Paquin"
81,The Legend of Bagger Vance,"$30,919,168",DreamWorks,Sports Drama,PG-13,"November 3, 2000",2 hrs. 7 min.,$80 million,Robert Redford,N/A,"Will Smith,Matt Damon,Charlize Theron"
82,Snatch,"$30,328,156",Sony / Screen Gems,Crime Comedy,R,"December 8, 2000",1 hrs. 43 min.,N/A,Guy Ritchie,"Steve Tisch,Matthew Vaughn","Benicio Del Toro,Brad Pitt,Jason Statham,Ewen Bremner"
83,The Art of War,"$30,208,599",Warner Bros.,Action Thriller,R,"August 25, 2000",1 hrs. 57 min.,$60 million,N/A,Don Carmody,Wesley Snipes
84,Bless the Child,"$29,381,494",Paramount,Horror Thriller,R,"August 11, 2000",1 hrs. 47 min.,$65 million,N/A,N/A,"Kim Basinger,Rufus Sewell,Christina Ricci,Ian Holm"
85,The Watcher,"$28,946,615",Universal,Thriller,R,"September 8, 2000",1 hrs. 37 min.,$30 million,N/A,N/A,"Keanu Reeves,Marisa Tomei"
86,Love & Basketball,"$27,459,615",New Line,Sports Drama,PG-13,"April 21, 2000",2 hrs. 7 min.,$20 million,Gina Prince-Bythewood,Jay Stern,"Omar Epps,Sanaa Lathan"
87,High Fidelity,"$27,287,137",Buena Vista,Romantic Comedy,R,"March 31, 2000",1 hrs. 54 min.,$30 million,Stephen Frears,"Tim Bevan,John Cusack","Jack Black,John Cusack,Tim Robbins,Catherine Zeta-Jones"
88,Book of Shadows: Blair Witch 2,"$26,437,094",Artisan,Horror,R,"October 27, 2000",1 hrs. 30 min.,$15 million,N/A,N/A,N/A
89,The Adventures of Rocky & Bullwinkle,"$26,005,820",Universal,Family Comedy,PG,"June 30, 2000",1 hrs. 32 min.,$76 million,N/A,Tiffany Ward,"Rene Russo,Piper Perabo,Randy Quaid,Robert DeNiro"
90,Nurse Betty,"$25,170,054",USA Films,Comedy,R,"September 8, 2000",1 hrs. 50 min.,$35 million,Neil LaBute,Steve Golin,"Morgan Freeman,Renee Zellweger,Chris Rock,Greg Kinnear,Aaron Eckhart"
91,Reindeer Games,"$23,368,995",Miramax,Action,R,"February 25, 2000",1 hrs. 44 min.,$42 million,N/A,Chris Moore,"Ben Affleck,Charlize Theron"
92,Titan A.E.,"$22,753,426",Fox,Animation,PG,"June 16, 2000",1 hrs. 34 min.,$75 million,Don Bluth,N/A,N/A
93,Billy Elliot,"$21,995,263",Focus Features,Music Drama,R,"October 13, 2000",1 hrs. 30 min.,$5 million,Stephen Daldry,N/A,Jamie Bell
94,Boys and Girls,"$21,799,652",Dimension Films,Romantic Comedy,PG-13,"June 16, 2000",1 hrs. 42 min.,$35 million,N/A,N/A,"Freddie Prinze, Jr."
95,Battlefield Earth,"$21,471,685",Warner Bros.,Sci-Fi Adventure,PG-13,"May 12, 2000",1 hrs. 57 min.,$73 million,N/A,Don Carmody,"John Travolta,Forest Whitaker"
96,Urban Legends: Final Cut,"$21,468,807",Sony / Columbia,Horror,R,"September 22, 2000",1 hrs. 38 min.,$14 million,N/A,Neal H. Moritz,Eva Mendes
97,Down to You,"$20,069,008",Miramax,Romantic Comedy,PG-13,"January 21, 2000",1 hrs. 29 min.,$35 million,N/A,Bobby Cohen,"Freddie Prinze, Jr.,Julia Stiles,Ashton Kutcher,Rosario Dawson"
98,Wonder Boys,"$19,393,557",Paramount,Comedy / Drama,R,"February 23, 2000",1 hrs. 51 min.,$55 million,Curtis Hanson,Scott Rudin,"Michael Douglas,Tobey Maguire,Frances McDormand,Robert Downey, Jr.,Katie Holmes"
99,Best in Show,"$18,715,392",Warner Bros.,Comedy,PG-13,"September 29, 2000",1 hrs. 30 min.,$10 million,Christopher Guest,N/A,"Jennifer Coolidge,Parker Posey"
100,The Ninth Gate,"$18,661,336",Artisan,Horror,R,"March 10, 2000",2 hrs. 13 min.,$38 million,Roman Polanski,Roman Polanski,"Johnny Depp,Frank Langella"
101,Michael Jordan to the Max (IMAX),"$18,650,521",IMAX,IMAX,Unrated,"May 5, 2000",0 hrs. 46 min.,N/A,James D. Stern,James D. Stern,N/A
102,The Contender,"$17,872,723",DreamWorks,Drama / Thriller,R,"October 13, 2000",2 hrs. 7 min.,$20 million,Rod Lurie,N/A,"Gary Oldman,Joan Allen,Jeff Bridges,Sam Elliott"
103,Red Planet,"$17,480,890",Warner Bros.,Sci-Fi Adventure,PG-13,"November 10, 2000",1 hrs. 46 min.,$80 million,N/A,Mark Canton,"Val Kilmer,Carrie-Anne Moss,Benjamin Bratt"
104,Small Time Crooks,"$17,266,359",DreamWorks,Crime Comedy,PG,"May 19, 2000",1 hrs. 35 min.,$25 million,Woody Allen,N/A,"Woody Allen,Hugh Grant"
105,Center Stage,"$17,200,925",Sony / Columbia,Music Drama,PG-13,"May 12, 2000",1 hrs. 55 min.,$29 million,N/A,Laurence Mark,Zoe Saldana
106,Boiler Room,"$16,970,581",New Line,Drama,R,"February 18, 2000",2 hrs. 0 min.,$7 million,N/A,N/A,"Giovanni Ribisi,Vin Diesel,Nia Long,Ben Affleck"
107,Lost Souls,"$16,815,253",New Line,Horror,R,"October 13, 2000",1 hrs. 37 min.,$50 million,N/A,Michael De Luca,Winona Ryder
108,Eye of the Beholder,"$16,500,786",Destination,Thriller,R,"January 28, 2000",1 hrs. 49 min.,$35 million,Stephan Elliot,N/A,"Ewan McGregor,Ashley Judd"
109,Thomas and the Magic Railroad,"$15,933,506",Destination,Family,G,"July 26, 2000",1 hrs. 25 min.,N/A,N/A,N/A,Alec Baldwin
110,Cirque du Soleil: Journey of Man (IMAX),"$15,627,434",Sony Classics,IMAX,G,"May 5, 2000",0 hrs. 38 min.,N/A,N/A,N/A,N/A
111,Loser,"$15,618,626",Sony / Columbia,Romantic Comedy,PG-13,"July 21, 2000",1 hrs. 35 min.,$20 million,Amy Heckerling,N/A,Greg Kinnear
112,All the Pretty Horses,"$15,540,353",Miramax,Western,PG-13,"December 25, 2000",1 hrs. 57 min.,$57 million,N/A,N/A,"Jesse Plemons,Matt Damon,Lucas Black,Penelope Cruz"
113,Drowning Mona,"$15,506,764",Destination,Comedy,PG-13,"March 3, 2000",1 hrs. 35 min.,$37 million,N/A,"Michael Shamberg,Stacey Sher","Danny DeVito,Bette Midler,Neve Campbell,Jamie Lee Curtis,Casey Affleck"
114,Bait,"$15,325,127",Warner Bros.,Action Comedy,R,"September 15, 2000",1 hrs. 59 min.,$51 million,Antoine Fuqua,N/A,Jamie Foxx
115,Dungeons & Dragons,"$15,220,685",New Line,Fantasy,PG-13,"December 8, 2000",1 hrs. 47 min.,$45 million,Courtney Solomon,"Thomas M. Hammel,Joel Silver",Marlon Wayans
116,American Psycho,"$15,070,285",Lions Gate,Thriller,R,"April 14, 2000",1 hrs. 44 min.,$7 million,N/A,N/A,"Christian Bale,Willem Dafoe,Josh Lucas,Chloe Sevigny,Reese Witherspoon,Jared Leto"
117,The Next Best Thing,"$14,990,582",Paramount,Drama,PG-13,"March 3, 2000",1 hrs. 48 min.,$25 million,N/A,"Leslie Dixon,Gary Lucchesi,Tom Rosenberg","Madonna,Benjamin Bratt"
118,Get Carter,"$14,967,182",Warner Bros.,Action,R,"October 6, 2000",1 hrs. 42 min.,$63.6 million,N/A,"Mark Canton,Don Carmody,Bill Gerber","Sylvester Stallone,Michael Caine,Mickey Rourke"
119,Supernova,"$14,230,455",MGM,Sci-Fi Thriller,PG-13,"January 14, 2000",1 hrs. 31 min.,$90 million,Walter Hill,N/A,Angela Bassett
120,The Ladies Man,"$13,616,610",Paramount,Comedy,R,"October 13, 2000",1 hrs. 24 min.,$24 million,N/A,"Lorne Michaels,Robert K. Weiss",Will Ferrell
121,The Little Vampire,"$13,572,400",New Line,Family Adventure,PG,"October 27, 2000",1 hrs. 45 min.,$35 million,N/A,N/A,N/A
122,Solarmax,"$13,400,161",Heliograph,IMAX,Unrated,"September 15, 2000",0 hrs. 38 min.,N/A,N/A,N/A,N/A
123,Dr. T and the Women,"$13,113,041",Artisan,Romantic Comedy,R,"October 13, 2000",2 hrs. 1 min.,$23 million,Robert Altman,Graham King,"Richard Gere,Helen Hunt,Kate Hudson,Liv Tyler"
124,The Crew,"$13,023,075",Buena Vista,Crime Comedy,PG-13,"August 25, 2000",1 hrs. 28 min.,$38 million,N/A,Barry Sonnenfeld,Carrie-Anne Moss
125,Highlander: Endgame,"$12,811,858",Miramax,Action Fantasy,R,"September 1, 2000",1 hrs. 28 min.,$25 million,N/A,N/A,Donnie Yen
126,Ready to Rumble,"$12,394,327",Warner Bros.,Sports Comedy,PG-13,"April 7, 2000",1 hrs. 46 min.,$24 million,Brian Robbins,"Jeffrey Silver,Michael Tollin",N/A
127,Saving Grace,"$12,178,602",Fine Line,Crime Comedy,R,"August 4, 2000",1 hrs. 33 min.,$10 million,N/A,N/A,N/A
128,The Gift,"$12,008,642",Paramount Classics,Horror Thriller,R,"December 22, 2000",1 hrs. 51 min.,N/A,Sam Raimi,"Gary Lucchesi,Tom Rosenberg","Cate Blanchett,Giovanni Ribisi,Keanu Reeves,Katie Holmes,Greg Kinnear,Hilary Swank"
129,The Legend of Drunken Master,"$11,555,430",Miramax,Action,R,"October 20, 2000",1 hrs. 42 min.,$10 million,N/A,N/A,Jackie Chan
130,Cyberworld 3-D (IMAX),"$11,253,900",IMAX,IMAX,Unrated,"October 6, 2000",0 hrs. 44 min.,N/A,N/A,N/A,N/A
131,Here on Earth,"$10,522,168",Fox,Romance,PG-13,"March 24, 2000",1 hrs. 36 min.,$15 million,N/A,N/A,"Michael Rooker,Chris Klein,Josh Hartnett"
132,Lucky Numbers,"$10,042,516",Paramount,Crime Comedy,R,"October 27, 2000",1 hrs. 45 min.,$63 million,Nora Ephron,"Nora Ephron,Andrew Lazar","John Travolta,Lisa Kudrow"
133,Godzilla 2000,"$10,037,390",Sony / Columbia,Sci-Fi Horror,PG,"August 18, 2000",1 hrs. 39 min.,$13 million,N/A,N/A,N/A
134,3 Strikes,"$9,832,166",MGM,Crime Comedy,R,"March 1, 2000",1 hrs. 22 min.,$3.4 million,N/A,N/A,Mo'Nique
135,Digimon: The Movie,"$9,631,153",Fox,Animation,PG,"October 6, 2000",1 hrs. 22 min.,$5 million,N/A,N/A,N/A
136,You Can Count on Me,"$9,183,362",Paramount Classics,Drama,R,"November 10, 2000",1 hrs. 51 min.,N/A,Kenneth Lonergan,Martin Scorsese,"Laura Linney,Mark Ruffalo,Matthew Broderick,Rory Culkin,Amy Ryan"
137,Whatever It Takes,"$8,745,680",Sony / Columbia,Romantic Comedy,PG-13,"March 24, 2000",1 hrs. 34 min.,$32 million,N/A,N/A,James Franco
138,Pollock,"$8,598,593",Sony Classics,Drama,R,"December 15, 2000",1 hrs. 57 min.,N/A,Ed Harris,"Ed Harris,Jon Kilik","Ed Harris,Jennifer Connelly"
139,Fantasia 2000 (35mm),"$8,394,966Domestic Lifetime Gross $60,655,420",Buena Vista,Animation,G,"January 1, 2000",1 hrs. 14 min.,N/A,N/A,N/A,N/A
