,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
19,I Know What You Did Last Summer,"$72,586,134",Sony / Columbia,Horror,R,"October 17, 1997",1 hrs. 41 min.,N/A,N/A,Neal H. Moritz,"Jennifer Love Hewitt,Sarah Michelle Gellar,Ryan Phillippe,Freddie Prinze, Jr."
20,The Empire Strikes Back (Special Edition),"$67,597,694Domestic Lifetime Gross $290,475,067",Fox,Sci-Fi Fantasy,PG,"February 21, 1997",2 hrs. 9 min.,N/A,N/A,N/A,N/A
21,Dante's Peak,"$67,127,760",Universal,Action Drama,PG-13,"February 7, 1997",1 hrs. 49 min.,$116 million,Roger Donaldson,Gale Anne Hurd,"Pierce Brosnan,Linda Hamilton,Grant Heslov"
22,Anaconda,"$65,885,767",Sony / Columbia,Horror,PG-13,"April 11, 1997",1 hrs. 29 min.,N/A,N/A,N/A,"Ice Cube,Jennifer Lopez,Jon Voight,Owen Wilson"
23,L.A. Confidential,"$64,616,940",Warner Bros.,Crime Drama,R,"September 19, 1997",2 hrs. 18 min.,N/A,Curtis Hanson,Arnon Milchan,"Kevin Spacey,Russell Crowe,Guy Pearce,Kim Basinger,Danny DeVito"
24,In & Out,"$63,856,929",Paramount,Comedy,PG-13,"September 19, 1997",1 hrs. 32 min.,$35 million,Frank Oz,Scott Rudin,"Matt Dillon,Kevin Kline"
25,The Fifth Element,"$63,820,180Domestic Lifetime Gross $63,820,180",Sony / Columbia,Sci-Fi Action,PG-13,"May 9, 1997",2 hrs. 6 min.,N/A,Luc Besson,N/A,"Bruce Willis,Gary Oldman,Milla Jovovich,Ian Holm,Chris Tucker"
26,Mouse Hunt,"$61,917,389",DreamWorks,Comedy,PG,"December 19, 1997",1 hrs. 37 min.,$38 million,Gore Verbinski,N/A,Christopher Walken
27,The Saint,"$61,363,304",Paramount,Action Thriller,PG-13,"April 4, 1997",1 hrs. 58 min.,N/A,Phillip Noyce,N/A,"Val Kilmer,Roger Moore"
28,The Devil's Advocate,"$60,944,660",Warner Bros.,Horror Thriller,R,"October 17, 1997",2 hrs. 24 min.,N/A,Taylor Hackford,"Taylor Hackford,Anne Kopelson,Arnold Kopelson,Arnon Milchan,Erwin Stoff,Michael Tadross","Keanu Reeves,Al Pacino,Charlize Theron,Craig T. Nelson"
29,Kiss the Girls,"$60,527,873",Paramount,Thriller,R,"October 3, 1997",1 hrs. 57 min.,$27 million,N/A,N/A,"Morgan Freeman,Ashley Judd,Cary Elwes,Brian Cox"
30,Jungle 2 Jungle,"$59,927,618",Buena Vista,Family Comedy,PG,"March 7, 1997",1 hrs. 45 min.,N/A,N/A,N/A,Tim Allen
31,Anastasia,"$58,406,347",Fox,Animation,G,"November 14, 1997",1 hrs. 34 min.,N/A,Don Bluth,N/A,N/A
32,The Jackal,"$54,930,280",Universal,Action Thriller,R,"November 14, 1997",2 hrs. 5 min.,$60 million,Michael Caton-Jones,Mark Gordon,"Richard Gere,Bruce Willis"
33,Spawn,"$54,870,175",New Line,Action Horror,PG-13,"August 1, 1997",1 hrs. 33 min.,$40 million,N/A,N/A,John Leguizamo
34,Starship Troopers,"$54,814,377",Sony / Columbia,Sci-Fi Action,R,"November 7, 1997",2 hrs. 10 min.,$105 million,Paul Verhoeven,N/A,"Denise Richards,Neil Patrick Harris"
35,Austin Powers: International Man of Mystery,"$53,883,989",New Line,Comedy,PG-13,"May 2, 1997",1 hrs. 40 min.,$16.5 million,Jay Roach,N/A,"Mike Myers,Seth Green"
36,Breakdown,"$50,159,144",Paramount,Thriller,R,"May 2, 1997",1 hrs. 33 min.,$36 million,N/A,N/A,Kurt Russell
37,Absolute Power,"$50,068,310",Sony / Columbia,Crime Thriller,R,"February 14, 1997",2 hrs. 1 min.,N/A,Clint Eastwood,Clint Eastwood,"Clint Eastwood,Ed Harris,Laura Linney"
38,Volcano,"$49,323,468",Fox,Action Drama,PG-13,"April 25, 1997",1 hrs. 44 min.,$90 million,N/A,"Lauren Schuler Donner,Neal H. Moritz","Tommy Lee Jones,Don Cheadle"
39,Speed 2: Cruise Control,"$48,608,066",Fox,Action Thriller,PG-13,"June 13, 1997",2 hrs. 1 min.,$160 million,Jan DeBont,Mark Gordon,"Sandra Bullock,Willem Dafoe"
40,The Game,"$48,323,648",PolyGram,Thriller,R,"September 12, 1997",2 hrs. 8 min.,N/A,David Fincher,"Cean Chaffin,Steve Golin","Michael Douglas,Sean Penn"
41,G.I. Jane,"$48,169,156",Buena Vista,Action Drama,R,"August 22, 1997",2 hrs. 5 min.,N/A,Ridley Scott,"Roger Birnbaum,Ridley Scott","Demi Moore,Viggo Mortensen,Anne Bancroft"
42,Alien Resurrection,"$47,795,658",Fox,Sci-Fi Horror,R,"November 26, 1997",1 hrs. 49 min.,$75 million,Jean-Pierre Jeunet,"Bill Badalato,Gordon Carroll,David Giler,Walter Hill","Sigourney Weaver,Winona Ryder,Ron Perlman"
43,The Full Monty,"$45,950,122",Fox Searchlight,Comedy,R,"August 15, 1997",1 hrs. 31 min.,$3.5 million,N/A,N/A,Tom Wilkinson
44,The Rainmaker (1997),"$45,916,769",Paramount,Drama / Thriller,PG-13,"November 21, 1997",1 hrs. 50 min.,N/A,N/A,Michael Douglas,"Matt Damon,Danny DeVito,Claire Danes,Jon Voight"
45,Return of the Jedi (Special Edition),"$45,470,437Domestic Lifetime Gross $309,306,177",Fox,Sci-Fi Fantasy,PG,"March 14, 1997",2 hrs. 15 min.,N/A,N/A,N/A,N/A
46,Bean,"$45,319,423",Gramercy,Comedy,PG-13,"October 17, 1997",1 hrs. 30 min.,$18 million,N/A,"Tim Bevan,Eric Fellner",N/A
47,Cop Land,"$44,862,187",Miramax,Crime Drama,R,"August 15, 1997",1 hrs. 45 min.,$15 million,James Mangold,Cathy Konrad,"Robert DeNiro,Sylvester Stallone"
48,Nothing to Lose,"$44,480,039",Buena Vista,Action Comedy,R,"July 18, 1997",1 hrs. 37 min.,$25 million,Steve Oedekerk,N/A,"Martin Lawrence,Tim Robbins"
49,Amistad,"$44,229,441",DreamWorks,Period Drama,R,"December 10, 1997",2 hrs. 32 min.,$36 million,Steven Spielberg,"Steven Spielberg,Colin Wilson","Morgan Freeman,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey"
50,Soul Food,"$43,700,855",Fox,Comedy / Drama,R,"September 26, 1997",1 hrs. 54 min.,$7.5 million,"George Tillman, Jr.",N/A,Nia Long
51,Wag the Dog,"$43,061,945",New Line,Comedy,R,"December 25, 1997",1 hrs. 50 min.,N/A,Barry Levinson,"Michael De Luca,Barry Levinson","Dustin Hoffman,Robert DeNiro,Kirsten Dunst,Woody Harrelson"
52,The Devil's Own,"$42,868,348",Sony / Columbia,Drama / Thriller,R,"March 28, 1997",1 hrs. 51 min.,$90 million,Alan J. Pakula,"Lawrence Gordon,Lloyd Levin","Harrison Ford,Brad Pitt"
53,Donnie Brasco,"$41,909,762",Sony / Columbia,Crime Drama,R,"February 28, 1997",1 hrs. 55 min.,N/A,Mike Newell,"Mark Johnson,Barry Levinson","Al Pacino,Johnny Depp"
54,The Peacemaker,"$41,263,140",DreamWorks,Action Thriller,R,"September 26, 1997",2 hrs. 4 min.,$50 million,Mimi Leder,Michael Grillo,"George Clooney,Nicole Kidman"
55,Private Parts,"$41,230,799",Paramount,Comedy,R,"March 7, 1997",1 hrs. 48 min.,$28 million,Betty Thomas,"Joe Medjuck,Ivan Reitman",Paul Giamatti
56,Money Talks,"$40,922,619",New Line,Action Comedy,R,"August 22, 1997",1 hrs. 35 min.,N/A,Brett Ratner,Jay Stern,"Chris Tucker,Charlie Sheen"
57,Jackie Brown,"$39,673,162",Miramax,Crime,R,"December 25, 1997",2 hrs. 31 min.,$12 million,Quentin Tarantino,Lawrence Bender,"Samuel L. Jackson,Michael Keaton,Robert DeNiro"
58,Seven Years in Tibet,"$37,957,682",Sony / Columbia,Period Adventure,PG-13,"October 10, 1997",2 hrs. 11 min.,N/A,Jean-Jacques Annaud,N/A,Brad Pitt
59,Vegas Vacation,"$36,400,360",Warner Bros.,Comedy,PG,"February 14, 1997",1 hrs. 35 min.,N/A,N/A,N/A,Randy Quaid
60,Mortal Kombat: Annihilation,"$35,927,406",New Line,Action,PG-13,"November 21, 1997",1 hrs. 31 min.,N/A,John R. Leonetti,N/A,N/A
61,Selena,"$35,281,794",Warner Bros.,Music Drama,PG,"March 21, 1997",2 hrs. 8 min.,N/A,Gregory Nava,N/A,Jennifer Lopez
62,Addicted to Love,"$34,673,095",Warner Bros.,Romantic Comedy,R,"May 23, 1997",1 hrs. 39 min.,N/A,N/A,Jeffrey Silver,"Matthew Broderick,Meg Ryan"
63,The Relic,"$33,956,608",Paramount,Horror,R,"January 10, 1997",1 hrs. 49 min.,N/A,Peter Hyams,"Mark Gordon,Gale Anne Hurd,Sam Mercer",N/A
64,Metro,"$32,000,301",Buena Vista,Action Comedy,R,"January 17, 1997",1 hrs. 57 min.,N/A,Thomas Carter,Roger Birnbaum,Eddie Murphy
65,For Richer or Poorer,"$31,642,995",Universal,Comedy,PG-13,"December 12, 1997",1 hrs. 56 min.,$35 million,N/A,N/A,Tim Allen
66,Beverly Hills Ninja,"$31,480,418",Sony / Columbia,Action Comedy,PG-13,"January 17, 1997",1 hrs. 29 min.,N/A,Dennis Dugan,N/A,"Chris Farley,Chris Rock"
67,Picture Perfect,"$31,407,873",Fox,Romantic Comedy,PG-13,"August 1, 1997",1 hrs. 45 min.,N/A,N/A,Erwin Stoff,"Jennifer Aniston,Kevin Bacon"
68,Home Alone 3,"$30,882,515",Fox,Family Comedy,PG,"December 12, 1997",1 hrs. 42 min.,$32 million,Raja Gosnell,John Hughes,N/A
69,Fools Rush In,"$29,481,428",Sony / Columbia,Romantic Comedy,PG-13,"February 14, 1997",1 hrs. 49 min.,N/A,Andy Tennant,N/A,"Matthew Perry,Salma Hayek"
70,Romy & Michele's High School Reunion,"$29,235,353",Buena Vista,Comedy,R,"April 25, 1997",1 hrs. 32 min.,N/A,N/A,Laurence Mark,"Mira Sorvino,Lisa Kudrow"
71,Out to Sea,"$29,022,252",Fox,Comedy,PG-13,"July 4, 1997",1 hrs. 49 min.,N/A,Martha Coolidge,John Davis,N/A
72,Father's Day,"$28,598,376",Warner Bros.,Comedy,PG-13,"May 9, 1997",1 hrs. 39 min.,N/A,Ivan Reitman,"Joe Medjuck,Ivan Reitman,Joel Silver","Robin Williams,Billy Crystal"
73,Grosse Pointe Blank,"$28,084,357",Buena Vista,Crime Comedy,R,"April 11, 1997",1 hrs. 47 min.,N/A,N/A,"Roger Birnbaum,John Cusack,Jonathan Glickman",John Cusack
74,The Edge,"$27,873,386",Fox,Drama / Thriller,R,"September 26, 1997",1 hrs. 57 min.,N/A,Lee Tamahori,N/A,"Anthony Hopkins,Alec Baldwin"
75,The Little Mermaid (Re-issue),"$27,187,616Domestic Lifetime Gross $111,543,479",Buena Vista,Animation,G,"November 14, 1997",1 hrs. 23 min.,N/A,N/A,N/A,N/A
76,Event Horizon,"$26,673,242",Paramount,Sci-Fi Horror,R,"August 15, 1997",1 hrs. 35 min.,N/A,Paul W.S. Anderson,"Jeremy Bolt,Lawrence Gordon,Lloyd Levin",Laurence Fishburne
77,An American Werewolf in Paris,"$26,570,463",Buena Vista,Horror Comedy,R,"December 25, 1997",1 hrs. 38 min.,$25 million,N/A,N/A,Julie Delpy
78,Boogie Nights,"$26,400,640",New Line,Drama,R,"October 10, 1997",2 hrs. 32 min.,$15 million,Paul Thomas Anderson,"Paul Thomas Anderson,Michael De Luca,Lawrence Gordon,Lloyd Levin,JoAnne Sellar","Mark Wahlberg,Julianne Moore,John C. Reilly,Don Cheadle,Philip Seymour Hoffman,William H. Macy"
79,Murder at 1600,"$25,804,707",Warner Bros.,Action Thriller,R,"April 18, 1997",1 hrs. 48 min.,N/A,N/A,"Anne Kopelson,Arnold Kopelson,Arnon Milchan","Wesley Snipes,Diane Lane,Alan Alda"
80,Mimic,"$25,480,490",Miramax,Sci-Fi Horror,R,"August 22, 1997",1 hrs. 45 min.,$30 million,Guillermo del Toro,N/A,Josh Brolin
81,Midnight in the Garden of Good & Evil,"$25,105,255",Warner Bros.,Crime Drama,R,"November 21, 1997",2 hrs. 35 min.,$35 million,Clint Eastwood,Clint Eastwood,"John Cusack,Kevin Spacey,Jude Law"
82,Good Burger,"$23,712,993",Paramount,Family Comedy,PG,"July 25, 1997",1 hrs. 35 min.,N/A,Brian Robbins,"Brian Robbins,Michael Tollin",N/A
83,Hoodlum,"$23,499,102",MGM,Crime Drama,R,"August 29, 1997",2 hrs. 10 min.,N/A,Bill Duke,Bill Duke,"Laurence Fishburne,Queen Latifah"
84,Air Bud,"$23,144,499",Buena Vista,Family,PG,"August 1, 1997",1 hrs. 38 min.,N/A,N/A,N/A,N/A
85,Red Corner,"$22,459,274",MGM,Drama / Thriller,R,"October 31, 1997",2 hrs. 2 min.,N/A,N/A,Jordan Kerner,Richard Gere
86,Mr. Magoo,"$21,437,192",Buena Vista,Comedy,PG,"December 25, 1997",1 hrs. 28 min.,$30 million,N/A,N/A,Leslie Nielsen
87,Booty Call,"$20,050,376",Sony / Columbia,Comedy,R,"February 28, 1997",1 hrs. 19 min.,N/A,N/A,N/A,Jamie Foxx
88,The Apostle,"$19,868,354",October,Drama,PG-13,"December 19, 1997",2 hrs. 13 min.,N/A,Robert Duvall,Robert Duvall,Robert Duvall
89,Gone Fishin',"$19,745,922",Buena Vista,Comedy,PG,"May 30, 1997",1 hrs. 35 min.,N/A,N/A,Roger Birnbaum,"Rosanna Arquette,Danny Glover"
90,Thrill Ride (IMAX),"$18,798,590",Sony Classics,IMAX,G,"July 11, 1997",0 hrs. 38 min.,N/A,N/A,N/A,N/A
91,That Darn Cat,"$18,301,610",Buena Vista,Family Comedy,PG,"February 14, 1997",1 hrs. 29 min.,N/A,N/A,Robert Simonds,Christina Ricci
92,The Postman,"$17,626,234",Warner Bros.,Sci-Fi Adventure,R,"December 25, 1997",2 hrs. 57 min.,$80 million,Kevin Costner,"Kevin Costner,Steve Tisch,Jim Wilson",Kevin Costner
93,That Old Feeling,"$16,574,176",Universal,Romantic Comedy,PG-13,"April 4, 1997",3 hrs. 26 min.,N/A,N/A,Leslie Dixon,Bette Midler
94,Fire Down Below,"$16,228,448",Warner Bros.,Action,R,"September 5, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
95,Wishmaster,"$15,738,769",Live,Horror,R,"September 19, 1997",1 hrs. 30 min.,N/A,N/A,N/A,N/A
96,Rocket Man,"$15,448,043",Buena Vista,Sci-Fi Comedy,PG,"October 10, 1997",1 hrs. 34 min.,N/A,N/A,"Roger Birnbaum,Jonathan Glickman",N/A
97,Jackie Chan's First Strike,"$15,318,863",New Line,Action,PG-13,"January 10, 1997",1 hrs. 25 min.,N/A,N/A,N/A,Jackie Chan
98,Eve's Bayou,"$14,842,388",Trimark,Drama,R,"November 7, 1997",1 hrs. 49 min.,N/A,N/A,"Jay Polstein,Nick Wechsler,Julie Yorn",Samuel L. Jackson
99,The 6th Man,"$14,772,788",Buena Vista,Sports Comedy,PG-13,"March 28, 1997",1 hrs. 49 min.,N/A,N/A,N/A,Marlon Wayans
100,Excess Baggage,"$14,515,490",Sony / Columbia,Comedy,PG-13,"August 29, 1997",1 hrs. 41 min.,N/A,N/A,N/A,"Benicio Del Toro,Alicia Silverstone,Christopher Walken"
101,Fairy Tale: A True Story,"$14,059,077",Paramount,Family,PG,"October 24, 1997",1 hrs. 35 min.,N/A,N/A,N/A,N/A
102,Def Jam's How to Be a Player,"$14,009,368",Gramercy,Comedy,R,"August 8, 1997",1 hrs. 33 min.,N/A,N/A,Jeffrey Silver,N/A
103,The Man Who Knew Too Little,"$13,717,039",Warner Bros.,Comedy Thriller,PG,"November 14, 1997",1 hrs. 30 min.,$20 million,N/A,Arnon Milchan,"Bill Murray,Alfred Molina"
104,The Wings of the Dove,"$13,692,848",Miramax,Period Drama,R,"November 7, 1997",1 hrs. 41 min.,N/A,Iain Softley,N/A,Helena Bonham Carter
105,Trial and Error,"$13,602,831",New Line,Comedy,PG-13,"May 30, 1997",1 hrs. 38 min.,N/A,N/A,Mary Parent,Charlize Theron
106,Rosewood,"$13,130,349",Warner Bros.,Period Drama,R,"February 21, 1997",2 hrs. 2 min.,N/A,John Singleton,Jon Peters,"Michael Rooker,Jon Voight,Don Cheadle"
107,Gattaca,"$12,532,777",Sony / Columbia,Sci-Fi,PG-13,"October 24, 1997",1 hrs. 46 min.,N/A,Andrew Niccol,"Gail Lyon,Michael Shamberg,Stacey Sher","Ethan Hawke,Jude Law,Uma Thurman"
108,Love Jones,"$12,479,335",New Line,Romance,R,"March 14, 1997",1 hrs. 49 min.,N/A,N/A,"Jay Stern,Nick Wechsler",Nia Long
109,Chasing Amy,"$12,021,272",Miramax,Romantic Comedy,R,"April 4, 1997",1 hrs. 45 min.,N/A,Kevin Smith,N/A,Ben Affleck
110,Turbulence,"$11,538,235",MGM,Thriller,R,"January 10, 1997",1 hrs. 41 min.,$55 million,N/A,David Valdes,Brendan Gleeson
111,The Beautician and the Beast,"$11,486,880",Paramount,Romantic Comedy,PG,"February 7, 1997",1 hrs. 47 min.,$16 million,Ken Kwapis,"Roger Birnbaum,Todd Graff",N/A
112,Double Team,"$11,438,337",Sony / Columbia,Action Comedy,R,"April 4, 1997",1 hrs. 49 min.,N/A,N/A,N/A,Mickey Rourke
113,Leave It to Beaver,"$10,925,060",Universal,Family Comedy,PG,"August 22, 1997",1 hrs. 28 min.,$15 million,N/A,Robert Simonds,Erika Christensen
114,Deconstructing Harry,"$10,686,841",Fine Line,Fantasy Comedy,R,"December 12, 1997",1 hrs. 33 min.,$20 million,Woody Allen,N/A,"Woody Allen,Billy Crystal"
115,Mad City,"$10,541,523",Warner Bros.,Drama / Thriller,PG-13,"November 7, 1997",1 hrs. 55 min.,$50 million,N/A,"Anne Kopelson,Arnold Kopelson","Dustin Hoffman,John Travolta,Alan Alda"
116,Operation Condor,"$10,405,394",Miramax,Action,PG-13,"July 18, 1997",1 hrs. 30 min.,N/A,N/A,N/A,Jackie Chan
117,Buddy,"$10,113,400",Sony / Columbia,Family Comedy,PG,"June 6, 1997",1 hrs. 24 min.,N/A,N/A,Stephanie Allain,Rene Russo
118,Night Falls on Manhattan,"$9,889,670",Paramount,Crime Drama,R,"May 16, 1997",1 hrs. 53 min.,N/A,N/A,N/A,"Ian Holm,James Gandolfini"
119,Shall We Dance?,"$9,499,091",Miramax,Foreign,PG,"July 11, 1997",2 hrs. 15 min.,N/A,N/A,N/A,N/A
120,Fierce Creatures,"$9,381,260",Universal,Comedy,PG-13,"January 24, 1997",1 hrs. 34 min.,N/A,N/A,Michael Shamberg,"Jamie Lee Curtis,Kevin Kline"
121,Mrs. Brown,"$9,229,808",Miramax,Period Drama,PG,"July 18, 1997",1 hrs. 43 min.,N/A,John Madden,N/A,"Judi Dench,Gerard Butler"
122,Ulee's Gold,"$9,161,691",MGM,Drama,R,"June 13, 1997",1 hrs. 53 min.,N/A,N/A,John Sloss,Jessica Biel
123,Turbo: A Power Rangers Movie,"$8,363,899",Fox,Family Adventure,PG,"March 28, 1997",1 hrs. 39 min.,N/A,N/A,N/A,N/A
124,A Simple Wish,"$8,345,056",Universal,Family Comedy,PG,"July 11, 1997",1 hrs. 30 min.,N/A,N/A,N/A,N/A
125,The Ice Storm,"$8,038,061",Fox Searchlight,Drama,R,"September 27, 1997",1 hrs. 52 min.,N/A,Ang Lee,Ted Hope,"Kevin Kline,Joan Allen,Sigourney Weaver,Tobey Maguire,Christina Ricci,Elijah Wood"
126,A Thousand Acres,"$7,936,780",Buena Vista,Drama,R,"September 19, 1997",1 hrs. 45 min.,N/A,N/A,"Marc Abraham,Steve Golin","Michelle Pfeiffer,Colin Firth,Michelle Williams,Elisabeth Moss"
127,Sprung,"$7,575,028",Trimark,Romantic Comedy,R,"May 16, 1997",1 hrs. 49 min.,N/A,N/A,N/A,N/A
128,Wild America,"$7,342,923",Warner Bros.,Family Adventure,PG,"July 4, 1997",1 hrs. 42 min.,N/A,N/A,"Gary Barber,James G. Robinson,Steve Tisch",N/A
129,She's So Lovely,"$7,281,450",Miramax,Romantic Comedy,R,"August 27, 1997",1 hrs. 36 min.,N/A,Nick Cassavetes,N/A,"Sean Penn,John Travolta"
130,B.A.P.S.,"$7,246,735",New Line,Comedy,PG-13,"March 28, 1997",1 hrs. 30 min.,N/A,N/A,N/A,Halle Berry
131,Zeus and Roxanne,"$7,233,324",MGM,Family,PG,"January 24, 1997",1 hrs. 38 min.,N/A,N/A,N/A,N/A
132,U-Turn,"$6,682,098",Sony / Columbia,Crime Thriller,R,"October 3, 1997",2 hrs. 1 min.,N/A,Oliver Stone,"Dan Halsted,John Ridley,Clayton Townsend","Sean Penn,Jennifer Lopez,Joaquin Phoenix,Claire Danes,Jon Voight,Billy Bob Thornton"
133,Warriors of Virtue,"$6,524,620",MGM,Family Adventure,PG,"May 2, 1997",1 hrs. 43 min.,N/A,Ronny Yu,N/A,N/A
134,Switchback,"$6,492,660",Paramount,Thriller,R,"October 31, 1997",1 hrs. 58 min.,N/A,N/A,Gale Anne Hurd,"Dennis Quaid,Danny Glover"
135,Most Wanted,"$6,391,946",New Line,Action Comedy,R,"October 10, 1997",1 hrs. 39 min.,N/A,N/A,N/A,"Keenen Ivory Wayans,Jon Voight"
136,Kull the Conqueror,"$6,112,613",Universal,Action Fantasy,PG-13,"August 29, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
137,The Boxer,"$5,980,578",Universal,Sports Drama,R,"December 31, 1997",1 hrs. 50 min.,N/A,Jim Sheridan,N/A,"Daniel Day-Lewis,Brian Cox"
138,Inventing the Abbotts,"$5,936,344",Fox,Period Drama,R,"April 4, 1997",1 hrs. 50 min.,N/A,N/A,"Brian Grazer,Ron Howard","Joaquin Phoenix,Billy Crudup,Jennifer Connelly,Liv Tyler"
139,Gang Related,"$5,906,773",MGM,Crime Drama,R,"October 10, 1997",1 hrs. 49 min.,N/A,N/A,N/A,"Tupac Shakur,Dennis Quaid"
140,Kolya,"$5,770,254",Miramax,Foreign,PG-13,"January 17, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
141,187,"$5,727,130",Warner Bros.,Drama,R,"July 30, 1997",1 hrs. 59 min.,N/A,Kevin Reynolds,N/A,Samuel L. Jackson
142,Kundun,"$5,684,789",Buena Vista,Period Drama,PG-13,"December 25, 1997",2 hrs. 8 min.,$28 million,Martin Scorsese,N/A,N/A
143,Gridlock'd,"$5,571,205",Gramercy,Crime Comedy,R,"January 31, 1997",1 hrs. 30 min.,N/A,N/A,"Ted Field,Scott Kroopf","Tupac Shakur,Thandie Newton"
144,Dangerous Ground,"$5,303,931",New Line,Action,R,"February 14, 1997",1 hrs. 25 min.,N/A,N/A,Ice Cube,Ice Cube
145,Les Boys,"$4,602,341",Lions Gate,Sports Comedy,Unrated,"December 12, 1997",1 hrs. 50 min.,N/A,N/A,N/A,N/A
146,McHale's Navy,"$4,529,843",Universal,Comedy,PG,"April 18, 1997",1 hrs. 49 min.,N/A,N/A,N/A,Tom Arnold
147,A Life Less Ordinary,"$4,366,722",Fox,Romantic Comedy,R,"October 24, 1997",1 hrs. 43 min.,N/A,Danny Boyle,N/A,"Ewan McGregor,Cameron Diaz,Stanley Tucci,Holly Hunter,Ian Holm"
