,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
148,Playing God,"$4,166,918",Buena Vista,Crime Thriller,R,"October 17, 1997",1 hrs. 34 min.,N/A,N/A,Marc Abraham,"David Duchovny,Angelina Jolie"
149,Kama Sutra: A Tale of Love,"$4,109,095",Trimark,Romance,R,"February 28, 1997",1 hrs. 54 min.,$3 million,Mira Nair,N/A,N/A
150,Meet Wally Sparks,"$4,073,582",Trimark,Comedy,R,"January 31, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
151,Lost Highway,"$3,675,201",October,Crime Thriller,R,"February 21, 1997",2 hrs. 15 min.,N/A,David Lynch,N/A,Giovanni Ribisi
152,8 Heads in a Duffel Bag,"$3,602,884",Orion Pictures,Crime Comedy,R,"April 18, 1997",1 hrs. 35 min.,N/A,N/A,N/A,David Spade
153,The Pest,"$3,600,616",Sony / Columbia,Comedy,PG-13,"February 7, 1997",1 hrs. 24 min.,N/A,N/A,N/A,John Leguizamo
154,Cats Don't Dance,"$3,566,637",Warner Bros.,Animation,G,"March 28, 1997",2 hrs. 0 min.,N/A,N/A,N/A,N/A
155,Til There Was You,"$3,525,125",Paramount,Romantic Comedy,PG-13,"May 30, 1997",1 hrs. 54 min.,N/A,N/A,Tom Rosenberg,"Sarah Jessica Parker,Jennifer Aniston"
156,Free Willy 3: The Rescue,"$3,446,539",Warner Bros.,Family Adventure,PG,"August 8, 1997",1 hrs. 26 min.,N/A,N/A,"Lauren Schuler Donner,Arnon Milchan",N/A
157,The Matchmaker,"$3,392,080",Gramercy,Romantic Comedy,R,"October 3, 1997",1 hrs. 40 min.,N/A,N/A,"Tim Bevan,Eric Fellner",N/A
158,A Smile Like Yours,"$3,330,352",Paramount,Drama,R,"August 22, 1997",1 hrs. 37 min.,N/A,N/A,N/A,Greg Kinnear
159,The Sweet Hereafter,"$3,263,585",Fine Line,Drama,R,"October 10, 1997",1 hrs. 50 min.,N/A,N/A,N/A,"Ian Holm,Sarah Polley"
160,Love! Valour! Compassion!,"$2,977,807",Fine Line,Comedy / Drama,R,"May 16, 1997",2 hrs. 0 min.,N/A,N/A,N/A,N/A
161,Waiting for Guffman,"$2,923,982",Sony Classics,Comedy,R,"January 31, 1997",1 hrs. 24 min.,$4 million,Christopher Guest,N/A,Parker Posey
162,In the Company of Men,"$2,804,473",Sony Classics,Drama,R,"August 1, 1997",1 hrs. 37 min.,N/A,Neil LaBute,N/A,Aaron Eckhart
163,One Night Stand,"$2,642,983",New Line,Romance,R,"November 14, 1997",1 hrs. 43 min.,N/A,N/A,Michael De Luca,"Wesley Snipes,Robert Downey, Jr."
164,Brassed Off,"$2,576,331",Miramax,Music Drama,R,"May 23, 1997",1 hrs. 49 min.,N/A,N/A,N/A,Ewan McGregor
165,Afterglow,"$2,465,960",Sony Classics,Romance,R,"December 26, 1997",1 hrs. 53 min.,N/A,N/A,N/A,N/A
166,Career Girls,"$2,416,734",October,Drama,R,"August 8, 1997",1 hrs. 27 min.,N/A,Mike Leigh,N/A,Andy Serkis
167,Smilla's Sense of Snow,"$2,372,903",Fox Searchlight,Drama / Thriller,R,"February 28, 1997",2 hrs. 1 min.,N/A,N/A,Bernd Eichinger,N/A
168,The Pillow Book,"$2,372,744",Lions Gate,Drama,Unrated,"June 6, 1997",2 hrs. 6 min.,N/A,N/A,N/A,Ewan McGregor
169,Shadow Conspiracy,"$2,312,463",Buena Vista,Thriller,R,"January 31, 1997",1 hrs. 43 min.,N/A,N/A,N/A,"Charlie Sheen,Linda Hamilton"
170,Snowriders 2,"$2,287,639",Warren Miller,Documentary,Unrated,"October 15, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
171,Ma Vie En Rose,"$2,162,043",Sony Classics,Foreign,R,"December 26, 1997",1 hrs. 28 min.,N/A,N/A,N/A,N/A
172,The Daytrippers,"$2,099,677",Sony / Columbia,Comedy / Drama,R,"March 5, 1997",1 hrs. 27 min.,N/A,Greg Mottola,"David Heyman,Steven Soderbergh","Stanley Tucci,Parker Posey,Liev Schreiber"
173,Paradise Road,"$2,007,100",Fox Searchlight,War Drama,R,"April 11, 1997",2 hrs. 2 min.,N/A,N/A,N/A,"Glenn Close,Frances McDormand,Cate Blanchett"
174,Masterminds,"$1,935,539",Sony / Columbia,Family Adventure,PG-13,"August 22, 1997",1 hrs. 46 min.,N/A,N/A,N/A,Patrick Stewart
175,Kiss Me Guido,"$1,918,497",Paramount,Comedy,R,"July 18, 1997",1 hrs. 28 min.,N/A,N/A,N/A,N/A
176,Washington Square,"$1,851,761",Buena Vista,Romance,PG,"October 5, 1997",1 hrs. 55 min.,N/A,N/A,Roger Birnbaum,Maggie Smith
177,Steel,"$1,710,972",Warner Bros.,Action / Adventure,PG-13,"August 15, 1997",1 hrs. 37 min.,$16 million,N/A,N/A,N/A
178,Rhyme & Reason,"$1,608,277",Miramax,Documentary,R,"March 7, 1997",1 hrs. 31 min.,N/A,N/A,N/A,N/A
179,City of Industry,"$1,568,258",Orion Pictures,Crime,R,"March 14, 1997",1 hrs. 37 min.,N/A,N/A,N/A,Famke Janssen
180,When the Cat's Away,"$1,474,628",Sony Classics,Foreign,R,"June 20, 1997",1 hrs. 35 min.,N/A,N/A,N/A,N/A
181,Ponette,"$1,300,377",Arrow Releasing,Foreign,Unrated,"March 14, 1997",1 hrs. 32 min.,N/A,N/A,N/A,N/A
182,The Godfather (Re-issue),"$1,267,490Domestic Lifetime Gross $134,966,411",Paramount,Crime Drama,R,"March 21, 1997",2 hrs. 55 min.,N/A,N/A,N/A,N/A
183,Temptress Moon,"$1,100,788",Miramax,Foreign,R,"June 13, 1997",2 hrs. 10 min.,N/A,N/A,N/A,N/A
184,Blood and Wine,"$1,094,668",Fox Searchlight,Crime Drama,R,"February 21, 1997",1 hrs. 41 min.,N/A,N/A,N/A,"Jack Nicholson,Jennifer Lopez,Michael Caine"
185,The Tango Lesson,"$1,080,192",Sony Classics,Romance,PG,"November 14, 1997",1 hrs. 40 min.,N/A,N/A,N/A,N/A
186,Shiloh,"$1,007,822",Legacy,Family,PG,"April 25, 1997",1 hrs. 33 min.,N/A,N/A,N/A,N/A
187,Female Perversions,"$926,954",October,Drama,R,"April 25, 1997",1 hrs. 54 min.,N/A,N/A,N/A,Tilda Swinton
188,When Night Is Falling,"$919,671",October,Unknown,R,"November 17, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
189,Guantanamera,"$903,840",Lions Gate,Foreign,Unrated,"July 4, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
190,"Fast, Cheap and Out of Control","$878,960",Sony Classics,Documentary,PG,"October 3, 1997",1 hrs. 20 min.,N/A,Errol Morris,N/A,N/A
191,The Winter Guest,"$870,290",Fine Line,Drama,R,"December 25, 1997",1 hrs. 48 min.,N/A,N/A,N/A,Emma Thompson
192,Anna Karenina (1997),"$858,553",Warner Bros.,Romance,PG-13,"April 4, 1997",1 hrs. 48 min.,N/A,N/A,N/A,"Sean Bean,Alfred Molina"
193,Children of the Revolution,"$838,368",Miramax,Comedy,R,"May 1, 1997",1 hrs. 39 min.,N/A,N/A,N/A,Geoffrey Rush
194,Kiss or Kill,"$796,681",October,Crime Thriller,R,"November 14, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
195,Prisoner of the Mountains,"$790,078",Orion Classics,Foreign,R,"January 31, 1997",1 hrs. 38 min.,N/A,N/A,N/A,N/A
196,Box of Moonlight,"$782,641",Trimark,Comedy,R,"July 25, 1997",1 hrs. 51 min.,N/A,Tom DiCillo,N/A,Sam Rockwell
197,The Van,"$712,095",Fox Searchlight,Comedy,R,"May 16, 1997",1 hrs. 40 min.,N/A,Stephen Frears,N/A,N/A
198,Contempt (1997 re-issue),"$706,604Domestic Lifetime Gross $860,223",Strand,Foreign,Unrated,"June 27, 1997",1 hrs. 43 min.,N/A,N/A,N/A,N/A
199,A Chef in Love,"$686,704",Sony Classics,Foreign,PG-13,"April 23, 1997",1 hrs. 40 min.,N/A,N/A,N/A,N/A
200,Star Maps,"$661,465",Fox Searchlight,Drama,R,"July 23, 1997",1 hrs. 26 min.,N/A,N/A,N/A,N/A
201,SubUrbia,"$656,747",Sony Classics,Comedy / Drama,R,"February 7, 1997",2 hrs. 1 min.,N/A,Richard Linklater,John Sloss,"Giovanni Ribisi,Parker Posey"
202,The House of Yes,"$626,057",Miramax,Comedy / Drama,R,"October 10, 1997",1 hrs. 25 min.,$1.5 million,Mark S. Waters,Beau Flynn,"Parker Posey,Freddie Prinze, Jr."
203,Love Serenade,"$604,523",Miramax,Romance,R,"August 1, 1997",1 hrs. 41 min.,N/A,N/A,N/A,N/A
204,La Promesse,"$592,543",New Yorker,Foreign,Unrated,"June 16, 1997",1 hrs. 33 min.,N/A,N/A,N/A,N/A
205,Prefontaine,"$589,304",Buena Vista,Sports Drama,PG-13,"January 24, 1997",1 hrs. 46 min.,$8 million,N/A,N/A,Breckin Meyer
206,Das Boot: The Director's Cut,"$572,426Domestic Lifetime Gross $11,487,676",Sony / Columbia,Foreign,R,"April 4, 1997",3 hrs. 29 min.,N/A,N/A,N/A,N/A
207,Commandments,"$548,561",Gramercy,Unknown,R,"May 2, 1997",1 hrs. 28 min.,$6 million,N/A,"Joe Medjuck,Ivan Reitman",Courteney Cox
208,Dream with the Fishes,"$543,708",Sony Classics,Unknown,R,"June 20, 1997",1 hrs. 37 min.,"$1,000,000",N/A,N/A,N/A
209,Broken English (1997),"$541,377",Sony Classics,Drama,R,"May 2, 1997",1 hrs. 32 min.,N/A,N/A,N/A,N/A
210,Traveller,"$534,010",October,Unknown,R,"April 18, 1997",1 hrs. 41 min.,N/A,N/A,N/A,Mark Wahlberg
211,Boys Life 2,"$532,654",Strand,Unknown,Unrated,"March 7, 1997",1 hrs. 19 min.,N/A,N/A,N/A,N/A
212,Gabbeh,"$532,629",New Yorker,Foreign,Unrated,"June 25, 1997",1 hrs. 15 min.,N/A,N/A,N/A,N/A
213,The Myth of Fingerprints,"$523,025",Sony Classics,Unknown,R,"September 17, 1997",1 hrs. 33 min.,N/A,N/A,Ted Hope,Julianne Moore
214,Dirty Dancing (Re-issue),"$507,892Domestic Lifetime Gross $63,954,274",Live,Unknown,PG-13,"August 22, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
215,Pippi Longstocking,"$505,335",Legacy,Unknown,G,"August 22, 1997",1 hrs. 15 min.,N/A,N/A,N/A,N/A
216,Bent,"$496,059",Samuel Goldwyn,Unknown,NC-17,"November 26, 1997",1 hrs. 48 min.,N/A,N/A,N/A,"Clive Owen,Ian McKellen"
217,Flamenco,"$480,941",New Yorker,Unknown,Unrated,"April 25, 1997",1 hrs. 40 min.,N/A,N/A,N/A,N/A
218,The Eighth Day,"$416,401",Gramercy,Unknown,Unrated,"March 7, 1997",1 hrs. 58 min.,N/A,N/A,N/A,N/A
219,Touch,"$387,069",MGM,Unknown,R,"February 14, 1997",1 hrs. 36 min.,N/A,Paul Schrader,N/A,"Tom Arnold,Christopher Walken"
220,The End of Violence,"$386,673",MGM,Unknown,R,"September 12, 1997",2 hrs. 2 min.,$5 million,N/A,N/A,N/A
221,The Second Jungle Book: Mowgli and Baloo,"$346,056",TriStar,Family Adventure,PG,"May 16, 1997",1 hrs. 28 min.,N/A,N/A,N/A,N/A
222,Albino Alligator,"$339,379",Miramax,Unknown,R,"January 17, 1997",1 hrs. 34 min.,$6 million,N/A,N/A,"Matt Dillon,Viggo Mortensen"
223,Welcome to Sarajevo,"$334,319",Miramax,Unknown,R,"November 26, 1997",1 hrs. 43 min.,$9 million,Michael Winterbottom,N/A,"Woody Harrelson,Marisa Tomei,Goran Visnjic"
224,The Assignment,"$332,597",Sony / Columbia,Action Thriller,R,"September 26, 1997",1 hrs. 59 min.,N/A,N/A,N/A,Ben Kingsley
225,Kissed,"$329,211",Samuel Goldwyn,Drama,R,"April 18, 1997",1 hrs. 18 min.,N/A,N/A,N/A,N/A
226,The Education of Little Tree,"$323,411",Paramount,Unknown,PG,"December 25, 1997",1 hrs. 52 min.,N/A,N/A,N/A,N/A
227,Happy Together,"$320,319",Kino,Unknown,PG-13,"October 10, 1997",1 hrs. 36 min.,N/A,Wong Kar Wai,Wong Kar Wai,N/A
228,Telling Lies in America,"$318,809",Banner Entertainment,Unknown,PG-13,"October 17, 1997",1 hrs. 41 min.,$4 million,N/A,N/A,"Kevin Bacon,Jonathan Rhys Meyers,Luke Wilson"
229,Lilies,"$301,548",Turbulent Arts,Unknown,R,"October 10, 1997",1 hrs. 35 min.,N/A,N/A,N/A,N/A
230,Different for Girls,"$300,645",First Look,Unknown,R,"September 12, 1997",1 hrs. 37 min.,N/A,N/A,N/A,N/A
231,Love and Other Catastrophes,"$294,212",Fox Searchlight,Romantic Comedy,R,"March 28, 1997",1 hrs. 18 min.,N/A,N/A,N/A,Radha Mitchell
232,Bliss (1997),"$294,064",Triumph,Unknown,R,"June 6, 1997",1 hrs. 43 min.,N/A,N/A,N/A,N/A
233,All Over Me,"$292,577",Fine Line,Drama,R,"April 25, 1997",1 hrs. 30 min.,N/A,N/A,N/A,N/A
234,Irma Vep,"$282,310",Zeitgeist,Foreign,Unrated,"April 30, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
235,The Swan Princess II,"$273,644",Legacy,Animation,G,"July 18, 1997",1 hrs. 15 min.,N/A,N/A,N/A,N/A
236,Hollow Reed,"$265,732",Lions Gate,Drama,R,"April 18, 1997",1 hrs. 43 min.,N/A,N/A,N/A,Martin Donovan
237,The Graduate (re-issue),"$259,279Domestic Lifetime Gross $104,945,305",Strand,Comedy / Drama,PG,"February 14, 1997",1 hrs. 46 min.,N/A,N/A,N/A,N/A
238,Rough Magic,"$247,202",Samuel Goldwyn,Unknown,PG-13,"May 30, 1997",1 hrs. 44 min.,N/A,N/A,N/A,"Jim Broadbent,Russell Crowe"
239,Hard Eight,"$222,559",Samuel Goldwyn,Unknown,R,"February 28, 1997",1 hrs. 42 min.,N/A,Paul Thomas Anderson,N/A,"John C. Reilly,Gwyneth Paltrow,Samuel L. Jackson"
240,Critical Care,"$221,193",Artisan,Unknown,R,"October 31, 1997",1 hrs. 47 min.,$12 million,N/A,Don Carmody,"Helen Mirren,Anne Bancroft,Albert Brooks,Jeffrey Wright"
241,The Designated Mourner,"$215,292",First Look,Drama,R,"May 2, 1997",1 hrs. 34 min.,N/A,David Hare,Mike Nichols,Mike Nichols
242,Latin Boys Go to Hell,"$199,033",Strand,Unknown,Unrated,"September 5, 1997",1 hrs. 11 min.,N/A,N/A,N/A,N/A
243,Nowhere,"$194,201",Fine Line,Unknown,R,"May 9, 1997",1 hrs. 22 min.,N/A,Gregg Araki,Gregg Araki,N/A
244,Underground,"$171,082",New Yorker,Foreign,Unrated,"June 20, 1997",2 hrs. 47 min.,N/A,N/A,N/A,N/A
245,Hotel de Love,"$165,845",Live,Romantic Comedy,R,"February 7, 1997",1 hrs. 36 min.,N/A,N/A,N/A,N/A
246,Paperback Romance,"$151,068",MGM,Romantic Comedy,R,"August 15, 1997",1 hrs. 29 min.,N/A,N/A,N/A,N/A
247,Waco: The Rules of Engagement,"$142,193",Somford Entertainment,Documentary,Unrated,"February 28, 1997",2 hrs. 45 min.,N/A,N/A,N/A,N/A
248,Texas Chainsaw Massacre: The Next Generation,"$141,626Domestic Lifetime Gross $185,898",Lions Gate,Horror,R,"August 29, 1997",1 hrs. 35 min.,N/A,N/A,N/A,N/A
249,Troublesome Creek: A Midwestern,"$140,000",Artistic License,Documentary,Unrated,"January 3, 1997",1 hrs. 28 min.,N/A,N/A,N/A,N/A
250,4 Little Girls,"$130,146",Green Valley,Documentary,Unrated,"July 9, 1997",1 hrs. 42 min.,N/A,N/A,N/A,N/A
251,Twin Town,"$127,923",Gramercy,Unknown,Unrated,"May 9, 1997",1 hrs. 39 min.,$3.3 million,N/A,N/A,Rhys Ifans
252,For Roseanna,"$123,330",Fine Line,Unknown,PG-13,"June 18, 1997",1 hrs. 35 min.,N/A,N/A,N/A,N/A
253,Gummo,"$116,799",Fine Line,Unknown,R,"October 17, 1997",1 hrs. 45 min.,N/A,N/A,N/A,Chloe Sevigny
254,Going All the Way,"$113,069",Gramercy,Comedy,R,"September 19, 1997",1 hrs. 43 min.,N/A,Mark Pellington,Tom Rosenberg,"Ben Affleck,Rachel Weisz"
255,"Truth or Consequences, N.M.","$109,261",Sony / Columbia,Action / Crime,R,"May 2, 1997",1 hrs. 46 min.,N/A,Kiefer Sutherland,N/A,"Vincent Gallo,Kiefer Sutherland"
256,The Ride,"$86,307",RS,Unknown,PG,"December 5, 1997",1 hrs. 41 min.,N/A,N/A,N/A,N/A
257,Ripe,"$79,727",Trimark,Unknown,R,"May 2, 1997",1 hrs. 33 min.,N/A,N/A,N/A,N/A
258,Office Killer,"$76,054",Strand,Unknown,R,"December 3, 1997",1 hrs. 23 min.,N/A,N/A,Ted Hope,N/A
259,The Long Way Home,"$60,509",7th Art,Documentary,Unrated,"September 17, 1997",2 hrs. 0 min.,N/A,N/A,N/A,N/A
260,Keys to Tulsa,"$57,252",Gramercy,Unknown,R,"April 11, 1997",1 hrs. 53 min.,N/A,N/A,N/A,Michael Rooker
261,Intimate Relations,"$53,662",Fox Searchlight,Unknown,R,"June 6, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
262,Reggie's Prayer,"$52,665",Arrow Releasing,Unknown,Unrated,"January 24, 1997",1 hrs. 34 min.,N/A,N/A,N/A,N/A
263,A Brother's Kiss,"$52,632",First Look,Unknown,R,"April 25, 1997",1 hrs. 32 min.,N/A,N/A,N/A,"John Leguizamo,Marisa Tomei"
264,Follow Me Home,"$52,155",New Millennia,Unknown,R,"February 28, 1997",1 hrs. 40 min.,N/A,N/A,N/A,Benjamin Bratt
265,Will It Snow for Christmas?,"$51,950",Zeitgeist,Unknown,Unrated,"December 17, 1997",1 hrs. 30 min.,N/A,N/A,N/A,N/A
266,Julian Po,"$51,942",Fine Line,Unknown,PG-13,"September 5, 1997",1 hrs. 30 min.,N/A,N/A,N/A,N/A
267,"This World, Then the Fireworks","$51,618",MGM,Crime Drama,R,"July 11, 1997",1 hrs. 40 min.,N/A,N/A,N/A,N/A
268,Fall,"$51,266",Five Minutes,Unknown,Unrated,"June 20, 1997",1 hrs. 32 min.,N/A,N/A,N/A,N/A
269,johns,,First Look,Unknown,R,"January 31, 1997",1 hrs. 36 min.,N/A,N/A,Beau Flynn,Lukas Haas
270,Hamsun,"$50,000",First Run,Unknown,Unrated,"August 6, 1997",2 hrs. 34 min.,N/A,N/A,N/A,N/A
271,The Last Time I Committed Suicide,"$46,362",Roxie,Drama,R,"June 20, 1997",1 hrs. 32 min.,$4 million,N/A,N/A,"Thomas Jane,Keanu Reeves,Adrien Brody"
272,Red Cherry,"$44,846",Moonstone,Unknown,Unrated,"June 6, 1997",2 hrs. 0 min.,N/A,N/A,N/A,N/A
273,Bandwagon,"$44,544",Lions Gate,Music Drama,Unrated,"September 12, 1997",1 hrs. 43 min.,N/A,John Schultz,John Schultz,N/A
274,Wedding Bell Blues,"$44,052",Legacy,Romantic Comedy,R,"June 13, 1997",1 hrs. 41 min.,N/A,N/A,Ram Bergman,John Corbett
275,Mandela,"$42,056",Palm,Documentary,Unrated,"March 21, 1997",1 hrs. 58 min.,N/A,N/A,N/A,N/A
276,Nothing Personal,"$40,374",Trimark,Unknown,PG,"April 25, 1997",1 hrs. 37 min.,N/A,N/A,N/A,N/A
277,The Locusts,"$40,158",Orion Pictures,Unknown,R,"October 3, 1997",2 hrs. 4 min.,N/A,N/A,"Bradley Thomas,Charles B. Wessler","Vince Vaughn,Ashley Judd"
278,Good Luck,"$39,962",Moki,Unknown,R,"March 7, 1997",1 hrs. 32 min.,N/A,N/A,N/A,N/A
279,Drunks,"$38,268",Northern Arts,Unknown,R,"March 14, 1997",1 hrs. 30 min.,N/A,N/A,N/A,"Sam Rockwell,Parker Posey"
280,Koyla,,Miramax,Unknown,Unrated,"January 24, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
281,Gentlemen Don't Eat Poets,"$35,855",Artisan,Drama / Thriller,R,"March 7, 1997",1 hrs. 39 min.,N/A,N/A,N/A,Lena Headey
282,Cosi,"$35,489",Miramax,Comedy,R,"April 11, 1997",1 hrs. 42 min.,N/A,N/A,N/A,Toni Collette
283,Head Above Water,"$32,212",Fine Line,Unknown,PG-13,"June 25, 1997",1 hrs. 32 min.,N/A,Jim Wilson,Jim Wilson,Cameron Diaz
284,The Substance of Fire,,Miramax,Unknown,R,"March 14, 1997",1 hrs. 41 min.,N/A,N/A,N/A,Sarah Jessica Parker
285,Soul in the Hole,"$30,697",Unknown,Unknown,Unrated,"August 8, 1997",1 hrs. 45 min.,N/A,N/A,N/A,N/A
286,Gray's Anatomy,"$29,090",Northern Arts,Unknown,Unrated,"March 19, 1997",1 hrs. 20 min.,N/A,Steven Soderbergh,N/A,N/A
287,Forgotten Silver,"$26,459",First Run,Unknown,Unrated,"October 3, 1997",0 hrs. 55 min.,N/A,Peter Jackson,Peter Jackson,N/A
288,The Winner,"$26,004",Artisan,Unknown,R,"July 25, 1997",1 hrs. 32 min.,N/A,N/A,N/A,Billy Bob Thornton
289,For Ever Mozart,"$25,000",New Yorker,Foreign,Unrated,"July 4, 1997",1 hrs. 24 min.,N/A,N/A,N/A,N/A
290,Trojan Eddie,"$21,264",Castle Hill,Unknown,Unrated,"August 29, 1997",1 hrs. 45 min.,N/A,N/A,N/A,Brendan Gleeson
291,"I Love You, I Love You Not","$20,677",Lions Gate,Unknown,PG-13,"October 31, 1997",1 hrs. 20 min.,N/A,N/A,N/A,"Claire Danes,Jude Law"
292,Hugo Pool,"$13,330",Northern Arts,Unknown,R,"December 12, 1997",1 hrs. 34 min.,N/A,N/A,N/A,"Robert Downey, Jr.,Sean Penn"
293,Breaking Up,"$11,690",Warner Bros.,Unknown,R,"October 17, 1997",1 hrs. 29 min.,N/A,N/A,Arnon Milchan,Russell Crowe
294,Schizopolis,"$10,580",Northern Arts,Unknown,Unrated,"April 9, 1997",1 hrs. 36 min.,N/A,Steven Soderbergh,N/A,N/A
295,I Was a Jewish Sex Worker,"$8,526",Greycat,Unknown,Unrated,"April 25, 1997",1 hrs. 15 min.,N/A,N/A,N/A,N/A
296,The Innocent Sleep,"$8,225",Castle Hill,Crime Drama,R,"June 27, 1997",1 hrs. 50 min.,N/A,N/A,Matthew Vaughn,N/A
297,Brothers in Trouble,"$8,000",First Run,Unknown,Unrated,"May 14, 1997",1 hrs. 42 min.,N/A,N/A,N/A,N/A
298,Cold Around the Heart,"$5,171",Fox,Unknown,R,"November 7, 1997",1 hrs. 36 min.,N/A,John Ridley,Dan Halsted,N/A
299,Guy,"$4,134",Gramercy,Unknown,R,"December 17, 1997",1 hrs. 29 min.,N/A,N/A,N/A,N/A
300,Childhood's End,"$3,804",Plainview Pictures,Comedy / Drama,Unrated,"April 4, 1997",1 hrs. 55 min.,N/A,N/A,N/A,N/A
301,Beyond Barbed Wire,"$3,109",Mac and Ava Motion Pictures,Documentary,Unrated,"July 18, 1997",1 hrs. 28 min.,N/A,N/A,N/A,N/A
302,Trojan War,$309,Warner Bros.,Comedy,PG-13,"September 26, 1997",1 hrs. 24 min.,N/A,N/A,N/A,Jennifer Love Hewitt
