,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
35,Coach Carter,"$67,264,877",Paramount,Sports Drama,PG-13,"January 14, 2005",2 hrs. 14 min.,$30 million,Thomas Carter,"Thomas Carter,Brian Robbins,Michael Tollin","Samuel L. Jackson,Channing Tatum"
36,Herbie: Fully Loaded,"$66,023,816",Buena Vista,Family Comedy,G,"June 22, 2005",1 hrs. 32 min.,$50 million,N/A,Robert Simonds,"Lindsay Lohan,Michael Keaton,Matt Dillon,Breckin Meyer,Justin Long"
37,The Amityville Horror (2005),"$65,233,369",MGM,Horror,R,"April 15, 2005",1 hrs. 29 min.,$19 million,N/A,"Michael Bay,Randall Emmett,Ted Field,Andrew Form,Brad Fuller,George Furla","Ryan Reynolds,Chloe Moretz"
38,Sky High,"$63,946,815",Buena Vista,Family Adventure,PG,"July 29, 2005",1 hrs. 42 min.,$35 million,Mike Mitchell,N/A,"Kurt Russell,Mary Elizabeth Winstead"
39,Bewitched,"$63,313,159",Sony / Columbia,Romantic Comedy,PG-13,"June 24, 2005",1 hrs. 30 min.,$85 million,Nora Ephron,"Bobby Cohen,Nora Ephron,Lucy Fisher,Penny Marshall,Douglas Wick","Nicole Kidman,Will Ferrell,Michael Caine,Jason Schwartzman"
40,Jarhead,"$62,658,220",Universal,War Drama,R,"November 4, 2005",1 hrs. 55 min.,$72 million,Sam Mendes,"Bobby Cohen,Lucy Fisher,Sam Mercer,Douglas Wick","Jake Gyllenhaal,Peter Sarsgaard,Jamie Foxx,Lucas Black,Chris Cooper"
41,Cinderella Man,"$61,649,911",Universal,Sports Drama,PG-13,"June 3, 2005",2 hrs. 24 min.,$88 million,Ron Howard,"Brian Grazer,Ron Howard,Penny Marshall","Russell Crowe,Renee Zellweger,Paul Giamatti"
42,The Family Stone,"$60,062,868",Fox,Romantic Comedy,PG-13,"December 16, 2005",1 hrs. 42 min.,$18 million,Thomas Bezucha,Michael London,"Claire Danes,Diane Keaton,Rachel McAdams,Craig T. Nelson,Sarah Jessica Parker,Luke Wilson"
43,Red Eye,"$57,891,803",DreamWorks,Thriller,PG-13,"August 19, 2005",1 hrs. 25 min.,$26 million,Wes Craven,"Chris Bender,Mason Novick,J.C. Spink","Kyle Gallner,Rachel McAdams,Cillian Murphy,Brian Cox"
44,Memoirs of a Geisha,"$57,490,508",Sony / Columbia,Period Drama,PG-13,"December 9, 2005",2 hrs. 24 min.,$85 million,Rob Marshall,"Gary Barber,Roger Birnbaum,Bobby Cohen,Lucy Fisher,Steven Spielberg,Patricia Whitcher,Douglas Wick","Zhang Ziyi,Michelle Yeoh"
45,White Noise,"$56,386,759",Universal,Horror,PG-13,"January 7, 2005",1 hrs. 41 min.,N/A,Geoffrey Sax,"Paul Brooks,Scott Niemeyer",Michael Keaton
46,Wallace and Gromit: The Curse of the Were-Rabbit,"$56,110,897",DreamWorks,Animation,G,"October 5, 2005",1 hrs. 25 min.,$30 million,N/A,Peter Lord,Helena Bonham Carter
47,Be Cool,"$56,046,979",MGM,Crime Comedy,PG-13,"March 4, 2005",1 hrs. 44 min.,$53 million,F. Gary Gray,"Michael Shamberg,Stacey Sher","John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Dwayne Johnson,Danny DeVito"
48,Crash,"$54,580,300",Lions Gate,Drama,R,"May 6, 2005",1 hrs. 40 min.,$6.5 million,Paul Haggis,"Paul Haggis,Cathy Schulman,Bob Yari","Sandra Bullock,Don Cheadle,Matt Dillon,Brendan Fraser,Terrence Howard,Thandie Newton,Ryan Phillippe,Chris 'Ludacris' Bridges"
49,"Yours, Mine and Ours","$53,412,862",Paramount,Family Comedy,PG,"November 23, 2005",1 hrs. 30 min.,$45 million,Raja Gosnell,Robert Simonds,"Dennis Quaid,Rene Russo"
50,Tim Burton's Corpse Bride,"$53,359,111",Warner Bros.,Animation,PG,"September 16, 2005",1 hrs. 14 min.,N/A,Tim Burton,Tim Burton,"Johnny Depp,Helena Bonham Carter"
51,Kicking and Screaming,"$52,842,724",Universal,Sports Comedy,PG,"May 13, 2005",1 hrs. 36 min.,$45 million,N/A,"Judd Apatow,Daniel Lupi,Charles Roven","Will Ferrell,Robert Duvall,Josh Hutcherson"
52,Hoodwinked,"$51,386,611",Weinstein Company,Animation,PG,"December 16, 2005",1 hrs. 35 min.,N/A,N/A,N/A,"Anne Hathaway,Glenn Close"
53,Hide and Seek,"$51,100,486",Fox,Thriller,R,"January 28, 2005",1 hrs. 45 min.,N/A,N/A,N/A,"Melissa Leo,Robert DeNiro,Dakota Fanning,Famke Janssen"
54,The Hitchhiker's Guide to the Galaxy,"$51,085,416",Buena Vista,Sci-Fi Comedy,PG,"April 29, 2005",1 hrs. 43 min.,$50 million,Garth Jennings,"Gary Barber,Roger Birnbaum,Jonathan Glickman","Sam Rockwell,Zooey Deschanel,Martin Freeman,John Malkovich"
55,Syriana,"$50,824,620",Warner Bros.,Drama / Thriller,R,"November 23, 2005",2 hrs. 6 min.,$50 million,Stephen Gaghan,"Jennifer Fox,Jeff Skoll,Steven Soderbergh","George Clooney,Matt Damon,Chris Cooper,Mark Strong,Jeffrey Wright,Christopher Plummer,Amanda Peet"
56,Tyler Perry's Diary of a Mad Black Woman,"$50,633,099",Lions Gate,Comedy / Drama,PG-13,"February 25, 2005",1 hrs. 56 min.,$5.5 million,N/A,Tyler Perry,Tyler Perry
57,Racing Stripes,"$49,772,522",Warner Bros.,Family Adventure,PG,"January 14, 2005",1 hrs. 24 min.,N/A,"Frederik Du Chau,Frederik Du Chou","Broderick Johnson,Andrew A. Kosove","Frankie Muniz,Mandy Moore,Hayden Panettiere,Snoop Dogg,David Spade,Dustin Hoffman"
58,Miss Congeniality 2: Armed and Fabulous,"$48,478,006",Warner Bros.,Action Comedy,PG-13,"March 24, 2005",1 hrs. 47 min.,N/A,N/A,N/A,Sandra Bullock
59,Just Like Heaven,"$48,318,130",DreamWorks,Romantic Comedy,PG-13,"September 16, 2005",1 hrs. 35 min.,$58 million,Mark S. Waters,N/A,"Reese Witherspoon,Mark Ruffalo,Jon Heder"
60,The Skeleton Key,"$47,907,715",Universal,Horror,PG-13,"August 12, 2005",1 hrs. 44 min.,$43 million,Iain Softley,"Michael Shamberg,Stacey Sher,Clayton Townsend","Kate Hudson,Peter Sarsgaard,Gena Rowlands"
61,Munich,"$47,403,685",Universal,Drama / Thriller,R,"December 23, 2005",2 hrs. 44 min.,$70 million,Steven Spielberg,"Kathleen Kennedy,Barry Mendel,Steven Spielberg,Colin Wilson","Mathieu Amalric,Eric Bana,Daniel Craig,Geoffrey Rush"
62,Kingdom of Heaven,"$47,398,413",Fox,Historical Epic,R,"May 6, 2005",2 hrs. 25 min.,$130 million,Ridley Scott,Ridley Scott,"Orlando Bloom,Eva Green,Jeremy Irons,Liam Neeson,Michael Sheen,Brendan Gleeson"
63,Boogeyman,"$46,752,382",Sony / Screen Gems,Horror,PG-13,"February 4, 2005",1 hrs. 26 min.,$20 million,N/A,Sam Raimi,N/A
64,The Legend of Zorro,"$46,464,023",Sony / Columbia,Period Adventure,PG,"October 28, 2005",2 hrs. 6 min.,$75 million,Martin Campbell,"Gary Barber,Roger Birnbaum,Steven Spielberg","Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell"
65,Must Love Dogs,"$43,894,863",Warner Bros.,Romantic Comedy,PG-13,"July 29, 2005",1 hrs. 38 min.,$30 million,N/A,N/A,"Diane Lane,John Cusack"
66,Transporter 2,"$43,095,856",Fox,Action,PG-13,"September 2, 2005",1 hrs. 28 min.,$32 million,Louis Leterrier,Luc Besson,Jason Statham
67,Rumor Has It,"$43,000,262",Warner Bros.,Romantic Comedy,PG-13,"December 25, 2005",1 hrs. 36 min.,N/A,Rob Reiner,"Jennifer Fox,Steven Soderbergh","Mike Vogel,Jennifer Aniston,Kevin Costner,Mark Ruffalo"
68,Fever Pitch,"$42,071,069",Fox,Romantic Comedy,PG-13,"April 8, 2005",1 hrs. 38 min.,$30 million,The Farrelly Bros.,"Nick Hornby,Bradley Thomas",Drew Barrymore
69,The Adventures of Sharkboy and Lavagirl in 3D,"$39,177,684",Dimension Films,Family Adventure,PG,"June 10, 2005",1 hrs. 34 min.,N/A,Robert Rodriguez,N/A,Taylor Lautner
70,The Sisterhood of the Traveling Pants,"$39,053,061",Warner Bros.,Comedy / Drama,PG,"June 1, 2005",1 hrs. 59 min.,$25 million,Ken Kwapis,"Debra Martin Chase,Denise Di Novi,Alison Greenspan,Broderick Johnson,Andrew A. Kosove","America Ferrera,Blake Lively,Mike Vogel"
71,Pride and Prejudice,"$38,405,088",Focus Features,Period Comedy,PG,"November 11, 2005",2 hrs. 6 min.,N/A,Joe Wright,"Tim Bevan,Eric Fellner","Keira Knightley,Judi Dench,Jena Malone,Carey Mulligan,Rosamund Pike"
72,The Brothers Grimm,"$37,916,267",Dimension Films,Adventure Comedy,PG-13,"August 26, 2005",2 hrs. 0 min.,$88 million,Terry Gilliam,Charles Roven,"Matt Damon,Heath Ledger,Lena Headey,Jonathan Pryce,Monica Bellucci"
73,Beauty Shop,"$36,351,350",MGM,Comedy,PG-13,"March 30, 2005",1 hrs. 45 min.,N/A,Bille Woodruff,"Matt Alvarez,Ice Cube,David Hoberman,George Tillman, Jr.","Kevin Bacon,Queen Latifah,Alicia Silverstone"
74,Derailed,"$36,024,076",Weinstein Company,Thriller,R,"November 11, 2005",1 hrs. 46 min.,$22 million,Mikael Hafstrom,Lorenzo di Bonaventura,"Clive Owen,Jennifer Aniston"
75,The Island,"$35,818,913",DreamWorks,Sci-Fi Action,PG-13,"July 22, 2005",2 hrs. 7 min.,$126 million,Michael Bay,"Michael Bay,Ian Bryce","Ewan McGregor,Scarlett Johansson,Djimon Hounsou,Sean Bean,Michael Clarke Duncan"
76,The Ringer,"$35,428,675",Fox Searchlight,Comedy,PG-13,"December 23, 2005",1 hrs. 34 min.,N/A,N/A,"John Jacobs,Bradley Thomas","Johnny Knoxville,Brian Cox,Katherine Heigl"
77,Hostage,"$34,639,939",Miramax,Action Thriller,R,"March 11, 2005",1 hrs. 53 min.,N/A,N/A,"Mark Gordon,Bob Yari","Bruce Willis,Ben Foster"
78,Magnificent Desolation (IMAX),"$34,137,524",IMAX,IMAX,Unrated,"September 23, 2005",0 hrs. 40 min.,N/A,N/A,"Gary Goetzman,Tom Hanks",N/A
79,The Constant Gardener,"$33,579,797",Focus Features,Thriller,R,"August 31, 2005",2 hrs. 9 min.,$25 million,N/A,N/A,"Ralph Fiennes,Rachel Weisz"
80,In Her Shoes,"$32,880,591",Fox,Comedy / Drama,PG-13,"October 7, 2005",2 hrs. 10 min.,N/A,Curtis Hanson,"Ridley Scott,Tony Scott","Cameron Diaz,Toni Collette"
81,Bad News Bears,"$32,868,349",Paramount,Sports Comedy,PG-13,"July 22, 2005",1 hrs. 51 min.,$35 million,Richard Linklater,N/A,"Billy Bob Thornton,Greg Kinnear"
82,Dreamer: Inspired by a True Story,"$32,751,093",DreamWorks,Family,PG,"October 21, 2005",1 hrs. 42 min.,$32 million,N/A,"Jon Jashni,Bill Johnson,Brian Robbins,Michael Tollin","Kurt Russell,Dakota Fanning"
83,Because of Winn-Dixie,"$32,647,042",Fox,Family,PG,"February 18, 2005",1 hrs. 46 min.,$14 million,N/A,N/A,AnnaSophia Robb
84,Just Friends,"$32,619,671",New Line,Romantic Comedy,PG-13,"November 23, 2005",1 hrs. 28 min.,N/A,Roger Kumble,"Chris Bender,J.C. Spink","Ryan Reynolds,Anna Faris,Chris Klein"
85,Stealth,"$32,116,746",Sony / Columbia,Action,PG-13,"July 29, 2005",2 hrs. 1 min.,$135 million,Rob Cohen,"Neal H. Moritz,Laura Ziskin","Josh Lucas,Jessica Biel,Jamie Foxx"
86,House of Wax,"$32,064,800",Warner Bros.,Horror,R,"May 6, 2005",1 hrs. 50 min.,$40 million,Jaume Collet-Serra,"Susan Downey,Joel Silver",N/A
87,The Wedding Date,"$31,726,995",Universal,Romantic Comedy,PG-13,"February 4, 2005",1 hrs. 30 min.,$15 million,N/A,"Jessica Bendinger,Paul Brooks,Scott Niemeyer","Amy Adams,Jack Davenport"
88,"Good Night, and Good Luck.","$31,558,003",Warner Independent,Period Drama,PG,"October 7, 2005",1 hrs. 30 min.,$7 million,George Clooney,"Jennifer Fox,Samuel Hadida,Grant Heslov,Jeff Skoll,Steven Soderbergh","George Clooney,Robert Downey, Jr.,Frank Langella"
89,A History of Violence,"$31,504,633",New Line,Crime Drama,R,"September 23, 2005",1 hrs. 36 min.,$32 million,N/A,"Chris Bender,J.C. Spink","Viggo Mortensen,Maria Bello,Ed Harris,William Hurt"
90,Get Rich or Die Tryin',"$30,985,352",Paramount,Music Drama,R,"November 9, 2005",2 hrs. 14 min.,$40 million,Jim Sheridan,"Daniel Lupi,Heather Parry","50 Cent,Terrence Howard,Viola Davis"
91,The Fog (2005),"$29,550,869",Sony (Revolution),Horror,PG-13,"October 14, 2005",1 hrs. 40 min.,$18 million,N/A,Todd Garner,N/A
92,Zathura,"$29,258,869",Sony / Columbia,Family Adventure,PG,"November 11, 2005",1 hrs. 53 min.,$65 million,Jon Favreau,"Michael De Luca,Ted Field","Josh Hutcherson,Kristen Stewart,Tim Robbins"
93,Rent,"$29,077,547",Sony (Revolution),Musical,PG-13,"November 23, 2005",2 hrs. 15 min.,$40 million,Chris Columbus,Chris Columbus,Rosario Dawson
94,Capote,"$28,750,530",Sony Classics,Drama,R,"September 30, 2005",1 hrs. 54 min.,$7 million,Bennett Miller,Philip Seymour Hoffman,"Chris Cooper,Amy Ryan,Philip Seymour Hoffman"
95,Doom,"$28,212,337",Universal,Sci-Fi Horror,R,"October 21, 2005",1 hrs. 40 min.,$60 million,Andrzej Bartkowiak,"Lorenzo di Bonaventura,John Wells","Dwayne Johnson,Karl Urban,Rosamund Pike"
96,XXX: State of the Union,"$26,873,932",Sony (Revolution),Action Thriller,PG-13,"April 29, 2005",1 hrs. 33 min.,N/A,Lee Tamahori,"Todd Garner,Neal H. Moritz","Ice Cube,Samuel L. Jackson,Willem Dafoe"
97,Elizabethtown,"$26,850,426",Paramount,Comedy / Drama,PG,"October 14, 2005",2 hrs. 3 min.,$45 million,Cameron Crowe,"Tom Cruise,Paula Wagner","Orlando Bloom,Kirsten Dunst,Susan Sarandon,Alec Baldwin,Jessica Biel"
98,Aeon Flux,"$25,874,337",Paramount,Sci-Fi Action,PG-13,"December 2, 2005",1 hrs. 35 min.,$62 million,Karyn Kusama,"Gale Anne Hurd,Gary Lucchesi,Tom Rosenberg","Charlize Theron,Frances McDormand,Sophie Okonedo"
99,Serenity,"$25,514,517",Universal,Sci-Fi Adventure,PG-13,"September 30, 2005",1 hrs. 59 min.,$39 million,Joss Whedon,Barry Mendel,"Chiwetel Ejiofor,Sarah Paulson"
100,Dark Water,"$25,473,352",Buena Vista,Horror,PG-13,"July 8, 2005",1 hrs. 51 min.,N/A,N/A,"Doug Davison,Roy Lee","Jennifer Connelly,John C. Reilly"
101,Unleashed,"$24,537,621",Rogue Pictures,Action Drama,R,"May 13, 2005",1 hrs. 43 min.,$45 million,Louis Leterrier,Luc Besson,"Jet Li,Morgan Freeman"
102,Elektra,"$24,409,722",Fox,Action / Adventure,PG-13,"January 14, 2005",1 hrs. 37 min.,$43 million,Rob Bowman,"Avi Arad,Kevin Feige,Stan Lee,Arnon Milchan","Jennifer Garner,Goran Visnjic"
103,Ice Princess,"$24,402,491",Buena Vista,Family,G,"March 18, 2005",1 hrs. 32 min.,N/A,N/A,N/A,"Michelle Trachtenberg,Hayden Panettiere"
104,Lord of War,"$24,149,632",Lions Gate,Crime,R,"September 16, 2005",2 hrs. 2 min.,$50 million,Andrew Niccol,"Nicolas Cage,James D. Stern","Nicolas Cage,Ethan Hawke,Bridget Moynahan"
105,Match Point,"$23,151,529",DreamWorks,Thriller,R,"December 28, 2005",2 hrs. 4 min.,$15 million,Woody Allen,N/A,"Ewen Bremner,Jonathan Rhys Meyers,Scarlett Johansson,Matthew Goode,Brian Cox"
106,Two for the Money,"$22,991,379",Universal,Drama / Thriller,R,"October 7, 2005",2 hrs. 2 min.,$35 million,D.J. Caruso,James G. Robinson,"Al Pacino,Matthew McConaughey,Rene Russo"
107,Prime,"$22,827,153",Universal,Comedy,PG-13,"October 28, 2005",1 hrs. 45 min.,$22 million,N/A,"Mark Gordon,Bob Yari","Uma Thurman,Meryl Streep"
108,Deuce Bigalow: European Gigolo,"$22,400,154",Sony / Columbia,Comedy,R,"August 12, 2005",1 hrs. 23 min.,$22 million,N/A,"Jack Giarraputo,Adam Sandler",Rob Schneider
109,Hustle and Flow,"$22,202,809",Paramount Classics,Music Drama,R,"July 22, 2005",1 hrs. 54 min.,$2.8 million,Craig Brewer,Stephanie Allain,"Terrence Howard,Taraji P. Henson,Chris 'Ludacris' Bridges"
110,A Lot Like Love,"$21,845,719",Buena Vista,Romantic Comedy,PG-13,"April 22, 2005",1 hrs. 37 min.,$30 million,N/A,N/A,"Ashton Kutcher,Amanda Peet,Ali Larter,Kal Penn"
111,George A. Romero's Land of the Dead,"$20,700,082",Universal,Horror,R,"June 24, 2005",1 hrs. 33 min.,$15 million,N/A,"Mark Canton,Bernie Goldmann,Ryan Kavanaugh",John Leguizamo
112,Assault on Precinct 13,"$20,040,895",Rogue Pictures,Action Thriller,R,"January 19, 2005",1 hrs. 49 min.,$30 million,N/A,"Don Carmody,Jeffrey Silver","Ethan Hawke,Laurence Fishburne,Maria Bello,John Leguizamo"
113,Man of the House,"$19,699,706",Sony / Columbia,Family Comedy,PG-13,"February 25, 2005",1 hrs. 37 min.,N/A,N/A,Todd Garner,"Tommy Lee Jones,Cedric the Entertainer"
114,Valiant,"$19,478,106",Buena Vista,Animation,G,"August 19, 2005",1 hrs. 16 min.,$35 million,N/A,N/A,"Ewan McGregor,Ben Kingsley,Jim Broadbent,Hugh Laurie"
115,The Producers,"$19,398,532",Universal,Musical,PG-13,"December 16, 2005",2 hrs. 3 min.,$45 million,N/A,N/A,"Matthew Broderick,Uma Thurman,Will Ferrell"
116,Cursed,"$19,297,522",Dimension Films,Horror,PG-13,"February 25, 2005",1 hrs. 36 min.,$38 million,Wes Craven,N/A,"Christina Ricci,Jesse Eisenberg"
117,Into the Blue,"$18,801,234",Sony / Columbia,Action,PG-13,"September 30, 2005",1 hrs. 50 min.,N/A,John Stockwell,David Zelon,"Paul Walker,Jessica Alba,Josh Brolin"
118,The Upside of Anger,"$18,761,993",New Line,Comedy / Drama,R,"March 11, 2005",1 hrs. 58 min.,$12 million,Mike Binder,N/A,"Kevin Costner,Joan Allen,Erika Christensen,Mike Binder"
119,North Country,"$18,337,722",Warner Bros.,Drama,R,"October 21, 2005",2 hrs. 6 min.,$35 million,Niki Caro,"Jeff Skoll,Nick Wechsler","Charlize Theron,Frances McDormand,Sean Bean,Woody Harrelson,Jeremy Renner"
