,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
13,Eraser,"$101,295,562",Warner Bros.,Action,R,"June 21, 1996",1 hrs. 55 min.,$100 million,N/A,"Anne Kopelson,Arnold Kopelson,Michael Tadross",Arnold Schwarzenegger
14,The Hunchback of Notre Dame,"$100,138,851",Buena Vista,Animation,G,"June 21, 1996",1 hrs. 31 min.,$100 million,N/A,Don Hahn,N/A
15,Michael,"$95,318,203",New Line,Comedy,PG,"December 25, 1996",1 hrs. 46 min.,N/A,Nora Ephron,Nora Ephron,John Travolta
16,Star Trek: First Contact,"$92,027,888",Paramount,Sci-Fi Adventure,PG-13,"November 22, 1996",1 hrs. 53 min.,N/A,N/A,N/A,Patrick Stewart
17,Space Jam,"$90,418,342",Warner Bros.,Family Comedy,PG,"November 15, 1996",1 hrs. 28 min.,N/A,N/A,"Joe Medjuck,Ivan Reitman",N/A
18,The English Patient,"$78,676,425",Miramax,Romance,R,"November 15, 1996",2 hrs. 42 min.,$27 million,Anthony Minghella,N/A,"Ralph Fiennes,Willem Dafoe,Colin Firth"
19,Broken Arrow (1996),"$70,770,147",Fox,Action,R,"February 9, 1996",1 hrs. 48 min.,N/A,John Woo,"Bill Badalato,Mark Gordon,Allison Lyon Segan",John Travolta
20,Beavis and Butt-Head Do America,"$63,118,386",Paramount,Animation,PG-13,"December 20, 1996",1 hrs. 20 min.,$12 million,Mike Judge,N/A,N/A
21,Jingle All the Way,"$60,592,389",Fox,Family Comedy,PG,"November 22, 1996",1 hrs. 28 min.,$60 million,N/A,"Chris Columbus,Richard Vane",Arnold Schwarzenegger
22,The Cable Guy,"$60,240,295",Sony / Columbia,Comedy,PG-13,"June 14, 1996",1 hrs. 36 min.,$47 million,Ben Stiller,"Judd Apatow,Brad Grey","Jim Carrey,Matthew Broderick,Leslie Mann"
23,Courage Under Fire,"$59,031,057",Fox,War Drama,R,"July 12, 1996",1 hrs. 57 min.,N/A,Edward Zwick,John Davis,"Meg Ryan,Denzel Washington,Matt Damon"
24,Jack,"$58,620,973",Buena Vista,Family Comedy,PG-13,"August 9, 1996",1 hrs. 53 min.,$45 million,N/A,N/A,"Robin Williams,Diane Lane,Jennifer Lopez"
25,Executive Decision,"$56,569,216",Warner Bros.,Action Thriller,R,"March 15, 1996",2 hrs. 13 min.,N/A,N/A,Joel Silver,"Kurt Russell,Halle Berry,John Leguizamo"
26,Primal Fear,"$56,116,183",Paramount,Drama / Thriller,R,"April 5, 1996",2 hrs. 10 min.,N/A,Gregory Hoblit,Gary Lucchesi,"Richard Gere,Laura Linney,Edward Norton,Frances McDormand"
27,Tin Cup,"$53,854,588",Warner Bros.,Sports Comedy,R,"August 16, 1996",2 hrs. 15 min.,N/A,N/A,Arnon Milchan,"Kevin Costner,Rene Russo"
28,Sleepers,"$53,315,285",Warner Bros.,Crime Drama,R,"October 18, 1996",2 hrs. 28 min.,N/A,Barry Levinson,"Steve Golin,Barry Levinson","Kevin Bacon,Billy Crudup,Robert DeNiro,Dustin Hoffman,Brad Pitt"
29,Dragonheart,"$51,367,375",Universal,Fantasy,PG-13,"May 31, 1996",1 hrs. 28 min.,N/A,Rob Cohen,N/A,"Sean Connery,Dennis Quaid"
30,Up Close and Personal,"$51,088,705",Buena Vista,Romance,PG-13,"March 1, 1996",2 hrs. 4 min.,N/A,N/A,Jordan Kerner,"Robert Redford,Michelle Pfeiffer"
31,Evita,"$50,047,179",Buena Vista,Musical,PG,"December 25, 1996",2 hrs. 10 min.,$55 million,N/A,N/A,"Madonna,Antonio Banderas,Jonathan Pryce"
32,The Preacher's Wife,"$48,102,795",Buena Vista,Comedy,PG,"December 13, 1996",2 hrs. 4 min.,N/A,Penny Marshall,Debra Martin Chase,"Whitney Houston,Denzel Washington"
33,Romeo + Juliet,"$46,351,345",Fox,Romance,PG-13,"November 1, 1996",2 hrs. 0 min.,N/A,Baz Luhrmann,Baz Luhrmann,"Leonardo DiCaprio,Claire Danes,John Leguizamo,Paul Rudd"
34,One Fine Day,"$46,151,454",Fox,Romantic Comedy,PG,"December 20, 1996",1 hrs. 48 min.,N/A,Michael Hoffman,Lynda Obst,"Michelle Pfeiffer,George Clooney"
35,The Mirror Has Two Faces,"$41,083,864",Sony / Columbia,Romantic Comedy,PG-13,"November 15, 1996",2 hrs. 7 min.,N/A,Barbra Streisand,Arnon Milchan,"Barbra Streisand,Jeff Bridges,Pierce Brosnan"
36,Happy Gilmore,"$38,824,099",Universal,Sports Comedy,PG-13,"February 16, 1996",1 hrs. 32 min.,$12 million,Dennis Dugan,"Brad Grey,Robert Simonds",Adam Sandler
37,The Ghost and the Darkness,"$38,619,405",Paramount,Period Adventure,R,"October 11, 1996",1 hrs. 49 min.,N/A,Stephen Hopkins,"Michael Douglas,Gale Anne Hurd","Michael Douglas,Val Kilmer,Tom Wilkinson"
38,Mars Attacks!,"$37,771,017",Warner Bros.,Sci-Fi Comedy,PG-13,"December 13, 1996",1 hrs. 46 min.,N/A,Tim Burton,"Tim Burton,Larry J. Franco","Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito,Sarah Jessica Parker"
39,Set It Off,"$36,461,139",New Line,Crime Drama,R,"November 8, 1996",2 hrs. 3 min.,$9 million,F. Gary Gray,Mary Parent,"Queen Latifah,Jada Pinkett-Smith"
40,Shine,"$35,892,330",Fine Line,Music Drama,PG-13,"November 22, 1996",1 hrs. 45 min.,N/A,Scott Hicks,N/A,Geoffrey Rush
41,The Truth About Cats & Dogs,"$34,861,807",Fox,Romantic Comedy,PG-13,"April 26, 1996",1 hrs. 37 min.,N/A,Michael Lehman,N/A,"Jamie Foxx,Uma Thurman"
42,A Thin Line Between Love and Hate,"$34,767,836",New Line,Comedy,R,"April 5, 1996",1 hrs. 48 min.,N/A,N/A,N/A,Martin Lawrence
43,Muppet Treasure Island,"$34,327,391",Buena Vista,Family Adventure,G,"February 16, 1996",1 hrs. 39 min.,N/A,N/A,N/A,N/A
44,Matilda,"$33,459,416",Sony / Columbia,Family Adventure,PG,"August 2, 1996",1 hrs. 35 min.,$36 million,Danny DeVito,"Michael Shamberg,Stacey Sher",Danny DeVito
45,The Long Kiss Goodnight,"$33,447,612",New Line,Action,R,"October 11, 1996",2 hrs. 3 min.,$65 million,Renny Harlin,"Shane Black,Michael De Luca,Steve Tisch",Samuel L. Jackson
46,Striptease,"$33,109,743",Sony / Columbia,Crime Comedy,R,"June 28, 1996",1 hrs. 57 min.,N/A,N/A,N/A,Demi Moore
47,Daylight,"$33,023,469",Universal,Action Drama,PG-13,"December 6, 1996",1 hrs. 45 min.,N/A,Rob Cohen,John Davis,"Sylvester Stallone,Viggo Mortensen"
48,Homeward Bound II: Lost in San Francisco,"$32,772,492",Buena Vista,Family Adventure,G,"March 8, 1996",1 hrs. 29 min.,N/A,David R. Ellis,N/A,Sally Field
49,Black Sheep,"$32,417,995",Paramount,Comedy,PG-13,"February 2, 1996",1 hrs. 26 min.,N/A,Penelope Spheeris,"Lorne Michaels,Robert K. Weiss","Chris Farley,David Spade"
50,Rumble in the Bronx,"$32,392,047",New Line,Action,R,"February 23, 1996",1 hrs. 31 min.,$7.5 million,N/A,N/A,Jackie Chan
51,Eddie,"$31,387,164",Buena Vista,Sports Comedy,PG-13,"May 31, 1996",1 hrs. 40 min.,N/A,N/A,N/A,Frank Langella
52,Sgt. Bilko,"$30,356,793",Universal,Action Comedy,PG,"March 29, 1996",1 hrs. 35 min.,N/A,N/A,Brian Grazer,Steve Martin
53,James and the Giant Peach,"$28,946,127",Buena Vista,Animation,PG,"April 12, 1996",1 hrs. 20 min.,N/A,Henry Selick,"Tim Burton,Denise Di Novi",N/A
54,The Island of Dr. Moreau,"$27,663,982",New Line,Sci-Fi Horror,PG-13,"August 23, 1996",1 hrs. 36 min.,$40 million,N/A,N/A,"Marlon Brando,Val Kilmer"
55,Spy Hard,"$26,960,191",Buena Vista,Comedy,PG-13,"May 24, 1996",1 hrs. 25 min.,$18 million,N/A,N/A,Leslie Nielsen
56,Eye for an Eye,"$26,877,589",Paramount,Thriller,R,"January 12, 1996",1 hrs. 41 min.,N/A,N/A,N/A,"Sally Field,Ed Harris,Kiefer Sutherland"
57,Harriet the Spy,"$26,570,048",Paramount,Family Adventure,PG,"July 12, 1996",1 hrs. 36 min.,$12 million,N/A,N/A,Michelle Trachtenberg
58,First Kid,"$26,491,793",Buena Vista,Family Comedy,PG,"August 30, 1996",1 hrs. 41 min.,N/A,N/A,"Roger Birnbaum,Tim Kelleher",N/A
59,That Thing You Do!,"$25,857,416",Fox,Music Drama,PG,"October 4, 1996",1 hrs. 48 min.,N/A,Tom Hanks,Gary Goetzman,"Liv Tyler,Tom Hanks"
60,From Dusk Till Dawn,"$25,836,616",Miramax,Action Horror,R,"January 19, 1996",1 hrs. 40 min.,$19 million,Robert Rodriguez,"Lawrence Bender,Gianni Nunnari,Robert Rodriguez,Quentin Tarantino","George Clooney,Quentin Tarantino,Salma Hayek"
61,Down Periscope,"$25,785,603",Fox,Comedy,PG-13,"March 1, 1996",1 hrs. 32 min.,N/A,N/A,N/A,"Kelsey Grammer,Rob Schneider"
62,Escape From L.A.,"$25,477,365",Paramount,Sci-Fi Action,R,"August 9, 1996",1 hrs. 45 min.,N/A,John Carpenter,N/A,Kurt Russell
63,Fly Away Home,"$25,143,818",Sony / Columbia,Family,PG,"September 13, 1996",1 hrs. 40 min.,N/A,N/A,N/A,Anna Paquin
64,Kingpin,"$25,023,434",MGM,Sports Comedy,PG-13,"July 26, 1996",1 hrs. 53 min.,N/A,The Farrelly Bros.,Bradley Thomas,"Woody Harrelson,Randy Quaid,Bill Murray"
65,The Craft,"$24,819,936",Sony / Columbia,Fantasy Drama,R,"May 3, 1996",1 hrs. 45 min.,N/A,Andrew Fleming,Douglas Wick,Neve Campbell
66,Fargo,"$24,611,975",Gramercy,Crime Comedy,R,"March 8, 1996",1 hrs. 35 min.,$7 million,Joel Coen,"Tim Bevan,Ethan Coen,Eric Fellner","William H. Macy,Frances McDormand"
67,Sling Blade,"$24,444,121",Miramax,Drama,R,"November 29, 1996",2 hrs. 15 min.,"$1,000,000",N/A,N/A,"Billy Bob Thornton,Lucas Black,Robert Duvall"
68,D3: The Mighty Ducks,"$22,955,097",Buena Vista,Family Comedy,PG,"October 4, 1996",1 hrs. 44 min.,N/A,N/A,Jordan Kerner,N/A
69,The Juror,"$22,754,725",Sony / Columbia,Thriller,R,"February 2, 1996",1 hrs. 58 min.,N/A,N/A,"Rob Cowan,Irwin Winkler","Demi Moore,Alec Baldwin,James Gandolfini,Joseph Gordon-Levitt"
70,My Fellow Americans,"$22,313,201",Warner Bros.,Comedy,PG-13,"December 20, 1996",1 hrs. 41 min.,N/A,Peter Segal,"Neil Meron,Jon Peters,Craig Zadan",James Garner
71,Emma,"$22,231,658",Miramax,Period Comedy,PG,"August 2, 1996",2 hrs. 1 min.,N/A,Douglas McGrath,N/A,"Gwyneth Paltrow,Toni Collette,Ewan McGregor"
72,The Quest,"$21,686,547",Universal,Period Action,R,"April 26, 1996",1 hrs. 35 min.,N/A,N/A,N/A,Roger Moore
73,Bulletproof,"$21,576,954",Universal,Action Comedy,R,"September 6, 1996",1 hrs. 25 min.,N/A,Ernest R. Dickerson,"Brad Grey,Robert Simonds","Damon Wayans,Adam Sandler"
74,A Very Brady Sequel,"$21,440,752",Paramount,Comedy,PG-13,"August 23, 1996",1 hrs. 29 min.,$12 million,N/A,N/A,Christine Taylor
75,High School High,"$21,302,121",Sony / Columbia,Comedy,PG-13,"October 25, 1996",1 hrs. 36 min.,N/A,N/A,David Zucker,N/A
76,Chain Reaction,"$21,226,204",Fox,Action Thriller,PG-13,"August 2, 1996",1 hrs. 46 min.,N/A,Andrew Davis,Erwin Stoff,"Keanu Reeves,Morgan Freeman,Rachel Weisz,Brian Cox"
77,Multiplicity,"$21,075,014",Sony / Columbia,Sci-Fi Comedy,PG-13,"July 19, 1996",1 hrs. 56 min.,N/A,Harold Ramis,Lee R. Mayes,Michael Keaton
78,Oliver & Company (Re-issue),"$20,872,291Domestic Lifetime Gross $74,151,346",Buena Vista,Animation,G,"March 29, 1996",1 hrs. 14 min.,N/A,N/A,N/A,N/A
79,Fear,"$20,831,000",Universal,Thriller,R,"April 12, 1996",1 hrs. 35 min.,N/A,James Foley,Brian Grazer,"Mark Wahlberg,Reese Witherspoon"
80,The Glimmer Man,"$20,351,264",Warner Bros.,Action Comedy,R,"October 4, 1996",1 hrs. 32 min.,N/A,John Gray,N/A,"Steven Seagal,Keenen Ivory Wayans,Brian Cox"
81,City Hall,"$20,340,204",Sony / Columbia,Drama / Thriller,R,"February 16, 1996",1 hrs. 51 min.,N/A,N/A,N/A,"Al Pacino,John Cusack"
82,The People Vs. Larry Flynt,"$20,300,385",Sony / Columbia,Comedy / Drama,R,"December 27, 1996",2 hrs. 10 min.,N/A,N/A,N/A,"Woody Harrelson,Edward Norton"
83,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115",Miramax,Comedy,R,"January 12, 1996",1 hrs. 29 min.,N/A,N/A,N/A,"Marlon Wayans,Shawn Wayans"
84,Flipper,"$20,080,020",Universal,Family Adventure,PG,"May 17, 1996",1 hrs. 37 min.,N/A,N/A,N/A,Elijah Wood
85,Mother (1996),"$19,145,198",Paramount,Comedy,PG-13,"December 27, 1996",1 hrs. 43 min.,N/A,Albert Brooks,"Sidney Kimmel,Scott Rudin","Albert Brooks,Lisa Kudrow"
86,Bed of Roses,"$19,030,691",New Line,Romance,PG,"January 26, 1996",1 hrs. 28 min.,N/A,Michael Goldenberg,N/A,Josh Brolin
87,Kazaam,"$18,937,262",Buena Vista,Family Comedy,PG,"July 19, 1996",1 hrs. 34 min.,N/A,N/A,"Ted Field,Scott Kroopf",N/A
88,The Fan,"$18,626,419",Sony / Columbia,Thriller,R,"August 16, 1996",1 hrs. 56 min.,N/A,Tony Scott,N/A,"Benicio Del Toro,Robert DeNiro,Wesley Snipes,John Leguizamo"
89,Last Man Standing,"$18,115,927",New Line,Period Action,R,"September 20, 1996",1 hrs. 41 min.,$67 million,Walter Hill,"Michael De Luca,Walter Hill,Arthur M. Sarkissian","Bruce Willis,Christopher Walken,Leslie Mann"
90,The Crow: City of Angels,"$17,917,287",Miramax,Action Horror,R,"August 30, 1996",1 hrs. 31 min.,N/A,N/A,N/A,N/A
91,Extreme Measures,"$17,380,126",Sony / Columbia,Thriller,R,"September 27, 1996",1 hrs. 58 min.,N/A,Michael Apted,N/A,"Hugh Grant,Sarah Jessica Parker"
92,The Phantom,"$17,323,326",Paramount,Period Action,PG,"June 7, 1996",1 hrs. 40 min.,N/A,N/A,Richard Vane,Catherine Zeta-Jones
93,Fled,"$17,193,231",MGM,Action Comedy,R,"July 19, 1996",1 hrs. 38 min.,N/A,N/A,N/A,Laurence Fishburne
94,Diabolique (1996),"$17,100,266",Warner Bros.,Thriller,R,"March 22, 1996",1 hrs. 47 min.,N/A,N/A,"Gary Barber,James G. Robinson","Sharon Stone,Kathy Bates"
95,The Frighteners,"$16,759,216",Universal,Horror Comedy,R,"July 19, 1996",1 hrs. 50 min.,N/A,Peter Jackson,Peter Jackson,N/A
96,Trainspotting,"$16,491,080",Miramax,Crime Comedy,R,"July 19, 1996",1 hrs. 34 min.,N/A,Danny Boyle,N/A,"Ewen Bremner,Ewan McGregor"
97,Supercop,"$16,270,600",Miramax,Action,R,"July 26, 1996",1 hrs. 31 min.,N/A,N/A,N/A,Jackie Chan
98,Stephen King's Thinner,"$15,315,484",Paramount,Horror,R,"October 25, 1996",1 hrs. 32 min.,N/A,N/A,Richard P. Rubinstein,N/A
99,The Adventures of Pinocchio,"$15,094,530",New Line,Family Adventure,G,"July 26, 1996",1 hrs. 34 min.,N/A,N/A,Samuel Hadida,Rob Schneider
100,The Substitute,"$14,818,176",Orion Pictures,Action,R,"April 19, 1996",1 hrs. 54 min.,N/A,N/A,N/A,N/A
101,Flirting with Disaster,"$14,702,438",Miramax,Comedy,R,"March 22, 1996",1 hrs. 26 min.,N/A,David O. Russell,N/A,"Ben Stiller,Tea Leoni,Alan Alda,Lily Tomlin,Josh Brolin"
102,The Chamber,"$14,551,359",Universal,Drama / Thriller,R,"October 11, 1996",1 hrs. 53 min.,N/A,James Foley,"John Davis,Brian Grazer,Ron Howard",Chris O'Donnell
103,Maximum Risk,"$14,502,483",Sony / Columbia,Action,R,"September 13, 1996",1 hrs. 40 min.,N/A,N/A,Roger Birnbaum,N/A
104,In Love and War,"$14,481,231",New Line,Romance,PG-13,"December 18, 1996",1 hrs. 53 min.,N/A,N/A,N/A,"Sandra Bullock,Chris O'Donnell"
105,The Arrival,"$14,063,331",Orion Pictures,Sci-Fi Thriller,PG-13,"May 31, 1996",1 hrs. 49 min.,N/A,David Twohy,Ted Field,Charlie Sheen
106,Bio-Dome,"$13,427,615",MGM,Comedy,PG-13,"January 12, 1996",1 hrs. 35 min.,N/A,N/A,Jason Blumenthal,N/A
107,Secrets & Lies,"$13,417,292",October,Drama,R,"September 28, 1996",2 hrs. 16 min.,$4.5 million,Mike Leigh,N/A,N/A
108,Ghosts of Mississippi,"$13,323,144",Sony / Columbia,Period Drama,PG-13,"December 20, 1996",2 hrs. 10 min.,N/A,Rob Reiner,N/A,"Alec Baldwin,Virginia Madsen,Craig T. Nelson"
109,The Associate,"$12,844,057",Buena Vista,Comedy,PG-13,"October 25, 1996",1 hrs. 54 min.,N/A,N/A,"Ted Field,Scott Kroopf",N/A
110,Mr. Wrong,"$12,825,141",Buena Vista,Romantic Comedy,PG-13,"February 16, 1996",1 hrs. 37 min.,N/A,N/A,N/A,Ellen DeGeneres
111,Marvin's Room,"$12,803,305",Miramax,Drama,PG-13,"December 20, 1996",1 hrs. 38 min.,N/A,N/A,Scott Rudin,"Meryl Streep,Leonardo DiCaprio,Diane Keaton,Robert DeNiro"
112,The Evening Star,"$12,767,815",Paramount,Comedy / Drama,PG-13,"December 27, 1996",2 hrs. 9 min.,N/A,N/A,N/A,"Bill Paxton,Jack Nicholson"
113,The Spitfire Grill,"$12,658,486",Sony / Columbia,Drama,PG-13,"August 23, 1996",1 hrs. 56 min.,N/A,N/A,N/A,N/A
114,Lone Star,"$12,408,986",Sony Classics,Drama / Thriller,PG-13,"June 21, 1996",2 hrs. 18 min.,N/A,N/A,John Sloss,"Chris Cooper,Matthew McConaughey,Frances McDormand"
115,Big Night,"$12,008,376",Samuel Goldwyn,Comedy / Drama,R,"September 20, 1996",1 hrs. 47 min.,N/A,Stanley Tucci,N/A,"Ian Holm,Stanley Tucci"
116,Alaska,"$11,829,959",Sony / Columbia,Family Adventure,PG,"August 14, 1996",1 hrs. 49 min.,N/A,N/A,N/A,N/A
117,Mulholland Falls,"$11,526,099",MGM,Crime Thriller,R,"April 26, 1996",1 hrs. 47 min.,N/A,Lee Tamahori,N/A,"Jennifer Connelly,John Malkovich"
118,2 Days in the Valley,"$11,132,210",MGM,Crime,R,"September 27, 1996",1 hrs. 45 min.,N/A,John Herzfeld,N/A,Charlize Theron
119,Michael Collins,"$11,092,559",Warner Bros.,Period Drama,R,"October 11, 1996",2 hrs. 13 min.,$25 million,Neil Jordan,N/A,"Liam Neeson,Julia Roberts,Alan Rickman"
120,Two If by Sea,"$10,658,278",Warner Bros.,Romantic Comedy,R,"January 12, 1996",1 hrs. 36 min.,N/A,N/A,"Gary Barber,James G. Robinson",Sandra Bullock
121,Beautiful Girls,"$10,597,759",Miramax,Comedy / Drama,R,"February 9, 1996",1 hrs. 50 min.,N/A,N/A,Cathy Konrad,"Matt Dillon,Natalie Portman,Uma Thurman"
122,White Squall,"$10,292,300",Buena Vista,Action Drama,PG-13,"February 2, 1996",2 hrs. 9 min.,N/A,Ridley Scott,Ridley Scott,"Jeff Bridges,Ryan Phillippe"
123,Sunset Park,"$10,163,782",Sony / Columbia,Sports Drama,R,"April 26, 1996",1 hrs. 39 min.,N/A,N/A,Michael Shamberg,Terrence Howard
124,A Family Thing,"$10,125,417",MGM,Comedy / Drama,PG-13,"March 29, 1996",1 hrs. 49 min.,N/A,N/A,"Todd Black,Robert Duvall",Robert Duvall
125,Mrs. Winterbourne,"$10,082,005",Sony / Columbia,Romantic Comedy,PG-13,"April 19, 1996",1 hrs. 46 min.,N/A,N/A,N/A,Brendan Fraser
126,Dunston Checks In,"$9,871,065",Fox,Family Comedy,PG,"January 12, 1996",1 hrs. 28 min.,N/A,Ken Kwapis,"Todd Black,Jason Blumenthal,Rodney M. Liber",N/A
127,Everyone Says I Love You,"$9,759,200",Miramax,Romantic Comedy,R,"December 6, 1996",1 hrs. 37 min.,N/A,Woody Allen,N/A,"Alan Alda,Woody Allen,Drew Barrymore,Lukas Haas,Goldie Hawn,Edward Norton,Julia Roberts"
128,She's the One,"$9,538,948",Fox Searchlight,Romantic Comedy,R,"August 23, 1996",1 hrs. 36 min.,N/A,N/A,Ted Hope,"Jennifer Aniston,Cameron Diaz,Leslie Mann,Amanda Peet"
129,Hellraiser 4: Bloodline,"$9,336,886",Miramax,Horror,R,"March 8, 1996",1 hrs. 25 min.,N/A,N/A,N/A,Adam Scott
130,Celtic Pride,"$9,255,027",Buena Vista,Sports Comedy,PG-13,"April 19, 1996",1 hrs. 30 min.,N/A,N/A,"Judd Apatow,Roger Birnbaum,Jonathan Glickman",Damon Wayans
131,Before and After,"$8,797,839",Buena Vista,Drama,PG-13,"February 23, 1996",1 hrs. 48 min.,N/A,Barbet Schroeder,"Roger Birnbaum,Joe Roth","Meryl Streep,Liam Neeson,Alfred Molina"
132,All Dogs Go to Heaven 2,"$8,620,678",MGM,Animation,G,"March 29, 1996",1 hrs. 21 min.,N/A,N/A,N/A,N/A
133,The Rich Man's Wife,"$8,543,587",Buena Vista,Thriller,R,"September 13, 1996",1 hrs. 35 min.,N/A,N/A,Roger Birnbaum,"Halle Berry,Clive Owen"
134,Larger Than Life,"$8,315,693",MGM,Family Comedy,PG,"November 1, 1996",1 hrs. 33 min.,N/A,N/A,N/A,"Bill Murray,Matthew McConaughey"
135,The Great White Hype,"$8,008,255",Fox,Sports Comedy,R,"May 3, 1996",1 hrs. 31 min.,N/A,N/A,N/A,"Jamie Foxx,Samuel L. Jackson,Damon Wayans"
136,The Crucible,"$7,343,114",Fox,Period Drama,PG-13,"November 29, 1996",2 hrs. 4 min.,N/A,N/A,N/A,"Daniel Day-Lewis,Joan Allen,Winona Ryder"
137,Dear God,"$7,138,523",Paramount,Comedy,PG,"November 1, 1996",1 hrs. 52 min.,N/A,Garry Marshall,Steve Tisch,Greg Kinnear
138,House Arrest,"$7,032,782",MGM,Family Comedy,PG,"August 16, 1996",1 hrs. 51 min.,N/A,N/A,N/A,Jamie Lee Curtis
139,Last Dance,"$5,939,449",Buena Vista,Drama / Thriller,R,"May 3, 1996",1 hrs. 43 min.,N/A,N/A,N/A,"Sharon Stone,Randy Quaid"
140,Bordello of Blood,"$5,781,045",Universal,Horror Comedy,R,"August 16, 1996",1 hrs. 27 min.,N/A,Gilbert Adler,"Gilbert Adler,Joel Silver",N/A
141,Get on the Bus,"$5,754,249",Sony / Columbia,Drama,R,"October 18, 1996",2 hrs. 1 min.,N/A,Spike Lee,N/A,N/A
142,Screamers,"$5,711,695",Sony / Columbia,Sci-Fi Horror,R,"January 26, 1996",1 hrs. 48 min.,N/A,N/A,N/A,N/A
143,Mary Reilly,"$5,707,094",Sony / Columbia,Period Horror,R,"February 23, 1996",1 hrs. 48 min.,N/A,Stephen Frears,N/A,"Julia Roberts,John Malkovich,Glenn Close,Michael Sheen"
144,Cold Comfort Farm,"$5,682,429",Gramercy,Period Comedy,PG,"May 10, 1996",1 hrs. 45 min.,N/A,N/A,N/A,"Kate Beckinsale,Ian McKellen,Rufus Sewell"
145,The Pallbearer,"$5,656,388",Miramax,Romantic Comedy,PG-13,"May 3, 1996",1 hrs. 38 min.,N/A,Matt Reeves,J.J. Abrams,"David Schwimmer,Gwyneth Paltrow,Toni Collette"
146,Jane Eyre (1996),"$5,200,601",Miramax,Romance,PG,"April 12, 1996",1 hrs. 52 min.,N/A,N/A,N/A,Anna Paquin
147,Solo,"$5,107,669",Sony / Columbia,Sci-Fi Action,PG-13,"August 23, 1996",1 hrs. 33 min.,N/A,N/A,N/A,N/A
148,Heaven's Prisoners,"$5,009,305",New Line,Thriller,R,"May 17, 1996",2 hrs. 13 min.,N/A,N/A,N/A,Alec Baldwin
149,Girl 6,"$4,939,939",Fox Searchlight,Comedy,R,"March 22, 1996",1 hrs. 48 min.,N/A,Spike Lee,Jon Kilik,N/A
150,Stealing Beauty,"$4,722,310",Fox Searchlight,Romance,R,"June 14, 1996",1 hrs. 53 min.,N/A,N/A,N/A,"Jeremy Irons,Liv Tyler"
