,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
39,Kill Bill Vol. 1,"$70,099,045",Miramax,Action,R,"October 10, 2003",1 hrs. 50 min.,$30 million,Quentin Tarantino,Lawrence Bender,"Uma Thurman,Lucy Liu"
40,Holes,"$67,406,573",Buena Vista,Family Adventure,PG,"April 18, 2003",1 hrs. 57 min.,$20 million,Andrew Davis,N/A,"Sigourney Weaver,Shia LaBeouf,Jon Voight"
41,Kangaroo Jack,"$66,934,963",Warner Bros.,Family Comedy,PG,"January 17, 2003",1 hrs. 29 min.,$60 million,N/A,Jerry Bruckheimer,N/A
42,Big Fish,"$66,809,693",Sony / Columbia,Fantasy Drama,PG-13,"December 10, 2003",2 hrs. 5 min.,$70 million,Tim Burton,N/A,"Marion Cotillard,Ewan McGregor,Helena Bonham Carter,Billy Crudup,Danny DeVito"
43,The League of Extraordinary Gentlemen,"$66,465,204",Fox,Period Adventure,PG-13,"July 11, 2003",1 hrs. 52 min.,$78 million,N/A,"Mark Gordon,Don Murphy",Sean Connery
44,Lara Croft Tomb Raider: The Cradle of Life,"$65,660,196",Paramount,Action / Adventure,PG-13,"July 25, 2003",1 hrs. 50 min.,$95 million,Jan DeBont,"Lawrence Gordon,Lloyd Levin","Angelina Jolie,Gerard Butler,Djimon Hounsou"
45,Mona Lisa Smile,"$63,860,942",Sony (Revolution),Period Drama,PG-13,"December 19, 2003",1 hrs. 57 min.,$65 million,Mike Newell,Joe Roth,"Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal"
46,Shanghai Knights,"$60,476,872",Buena Vista,Western Comedy,PG-13,"February 7, 2003",1 hrs. 54 min.,$50 million,David Dobkin,"Gary Barber,Roger Birnbaum,Jonathan Glickman","Donnie Yen,Jackie Chan,Owen Wilson,Aaron Johnson"
47,Bad Santa,"$60,060,328",Dimension Films,Crime Comedy,R,"November 26, 2003",1 hrs. 33 min.,$23 million,N/A,"Ethan Coen,Joel Coen","Tony Cox,Billy Bob Thornton,Bernie Mac"
48,Love Actually,"$59,696,144",Universal,Romantic Comedy,R,"November 7, 2003",2 hrs. 8 min.,$40 million,N/A,"Tim Bevan,Eric Fellner","Hugh Grant,Liam Neeson,Colin Firth,Laura Linney,Emma Thompson,Alan Rickman,Keira Knightley,Martin Freeman"
49,Gothika,"$59,694,580",Warner Bros.,Horror,R,"November 21, 2003",1 hrs. 35 min.,$40 million,N/A,"Don Carmody,Susan Downey,Joel Silver","Halle Berry,Robert Downey, Jr.,Penelope Cruz"
50,Open Range,"$58,331,254",Buena Vista,Western,R,"August 15, 2003",2 hrs. 19 min.,$22 million,Kevin Costner,"Kevin Costner,David Valdes","Robert Duvall,Kevin Costner,Annette Bening,Diego Luna"
51,Once Upon a Time in Mexico,"$56,359,780",Sony / Columbia,Action,R,"September 12, 2003",1 hrs. 37 min.,$29 million,Robert Rodriguez,Robert Rodriguez,"Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Eva Mendes,Willem Dafoe"
52,Just Married,"$56,127,162",Fox,Romantic Comedy,PG-13,"January 10, 2003",1 hrs. 35 min.,$18 million,Shawn Levy,"Lauren Schuler Donner,Robert Simonds","Ashton Kutcher,Brittany Murphy"
53,Paycheck,"$53,790,451",Paramount,Sci-Fi Action,PG-13,"December 25, 2003",1 hrs. 59 min.,$60 million,John Woo,John Davis,"Ben Affleck,Aaron Eckhart,Uma Thurman,Paul Giamatti"
54,The Recruit,"$52,802,140",Buena Vista,Action Thriller,PG-13,"January 31, 2003",1 hrs. 45 min.,N/A,Roger Donaldson,"Gary Barber,Roger Birnbaum,Jonathan Glickman","Al Pacino,Colin Farrell,Bridget Moynahan"
55,Radio,"$52,333,738",Sony (Revolution),Sports Drama,PG,"October 24, 2003",1 hrs. 45 min.,$35 million,N/A,"Todd Garner,Brian Robbins,Michael Tollin","Cuba Gooding, Jr.,Ed Harris"
56,Identity,"$52,159,536",Sony / Columbia,Thriller,R,"April 25, 2003",1 hrs. 27 min.,$28 million,James Mangold,Cathy Konrad,"John Cusack,Alfred Molina,Amanda Peet"
57,Underworld,"$51,970,690",Sony / Screen Gems,Action Horror,R,"September 19, 2003",1 hrs. 55 min.,$22 million,Len Wiseman,"Gary Lucchesi,Tom Rosenberg,Richard Wright","Kate Beckinsale,Michael Sheen"
58,Runaway Jury,"$49,443,628",Fox,Thriller,PG-13,"October 17, 2003",2 hrs. 3 min.,$60 million,N/A,Arnon Milchan,"John Cusack,Dustin Hoffman,Rachel Weisz"
59,Peter Pan,"$48,462,608",Universal,Family Adventure,PG,"December 25, 2003",1 hrs. 53 min.,$100 million,P.J. Hogan,"Lucy Fisher,Gail Lyon,Douglas Wick",Jeremy Sumpter
60,Agent Cody Banks,"$47,938,330",MGM,Family Adventure,PG,"March 14, 2003",1 hrs. 50 min.,$28 million,Harald Zwart,"Dylan Sellers,Bob Yari","Frankie Muniz,Hilary Duff,Martin Donovan"
61,The Jungle Book 2,"$47,901,582",Buena Vista,Animation,G,"February 14, 2003",1 hrs. 18 min.,$20 million,N/A,N/A,N/A
62,The Rundown,"$47,726,342",Universal,Action Comedy,PG-13,"September 26, 2003",1 hrs. 44 min.,$85 million,Peter Berg,"Marc Abraham,Kevin Misher","Ewen Bremner,Dwayne Johnson,Rosario Dawson,Christopher Walken"
63,Final Destination 2,"$46,961,214",New Line,Horror,R,"January 31, 2003",1 hrs. 40 min.,N/A,David R. Ellis,N/A,Ali Larter
64,Phone Booth,"$46,566,212",Fox,Thriller,R,"April 4, 2003",1 hrs. 21 min.,$13 million,Joel Schumacher,David Zucker,"Colin Farrell,Kiefer Sutherland,Radha Mitchell,Katie Holmes"
65,28 Days Later,"$45,064,915Domestic Lifetime Gross $45,064,915",Fox Searchlight,Horror,R,"June 27, 2003",1 hrs. 53 min.,$8 million,Danny Boyle,N/A,"Cillian Murphy,Naomie Harris,Brendan Gleeson"
66,Lost in Translation,"$44,585,453",Focus Features,Comedy,R,"September 12, 2003",1 hrs. 42 min.,$4 million,Sofia Coppola,Ross Katz,"Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris"
67,Tears of the Sun,"$43,734,876",Sony (Revolution),Action Drama,R,"March 7, 2003",1 hrs. 58 min.,$75 million,Antoine Fuqua,"Ian Bryce,Joe Roth","Monica Bellucci,Bruce Willis"
68,Under the Tuscan Sun,"$43,610,723",Buena Vista,Romance,PG-13,"September 26, 2003",1 hrs. 53 min.,$18 million,N/A,N/A,Diane Lane
69,The Lizzie McGuire Movie,"$42,734,455",Buena Vista,Family Adventure,PG,"May 2, 2003",1 hrs. 30 min.,$17 million,N/A,N/A,Hilary Duff
70,Secondhand Lions,"$42,070,939",New Line,Family Adventure,PG,"September 19, 2003",1 hrs. 47 min.,$30 million,N/A,N/A,"Michael Caine,Robert Duvall,Josh Lucas"
71,Out of Time,"$41,088,845",MGM,Crime Thriller,PG-13,"October 3, 2003",1 hrs. 45 min.,$50 million,Carl Franklin,Neal H. Moritz,"Denzel Washington,Eva Mendes,Sanaa Lathan"
72,Rugrats Go Wild,"$39,402,572",Paramount,Animation,PG,"June 13, 2003",1 hrs. 21 min.,$25 million,N/A,N/A,N/A
73,Head of State,"$38,125,247",DreamWorks,Comedy,PG-13,"March 28, 2003",1 hrs. 35 min.,$35.2 million,Chris Rock,N/A,"Chris Rock,Bernie Mac,Tracy Morgan"
74,Good Boy!,"$37,667,746",MGM,Family Comedy,PG,"October 10, 2003",1 hrs. 36 min.,$18 million,N/A,"Stephanie Allain,Kristine Belson",N/A
75,Uptown Girls,"$37,182,494",MGM,Comedy,PG-13,"August 15, 2003",1 hrs. 33 min.,$20 million,Boaz Yakin,N/A,"Brittany Murphy,Dakota Fanning"
76,Matchstick Men,"$36,906,460",Warner Bros.,Crime,PG-13,"September 12, 2003",2 hrs. 0 min.,N/A,Ridley Scott,"Sean Bailey,Ridley Scott","Nicolas Cage,Sam Rockwell"
77,National Security,"$36,381,186",Sony / Columbia,Action Comedy,PG-13,"January 17, 2003",1 hrs. 30 min.,N/A,Dennis Dugan,Jeffrey Silver,Martin Lawrence
78,What a Girl Wants,"$36,105,433",Warner Bros.,Family Comedy,PG,"April 4, 2003",1 hrs. 44 min.,$25 million,N/A,"Denise Di Novi,Bill Gerber,Alison Greenspan,Hunt Lowry","Amanda Bynes,Colin Firth,Jonathan Pryce"
79,Jeepers Creepers 2,"$35,667,218",United Artists,Horror,R,"August 29, 2003",1 hrs. 46 min.,$17 million,Victor Salva,N/A,N/A
80,Intolerable Cruelty,"$35,327,628",Universal,Romantic Comedy,PG-13,"October 10, 2003",1 hrs. 40 min.,N/A,Joel Coen,"Ethan Coen,Brian Grazer","George Clooney,Catherine Zeta-Jones,Geoffrey Rush,Cedric the Entertainer,Billy Bob Thornton"
81,Cradle 2 the Grave,"$34,712,347",Warner Bros.,Action,R,"February 28, 2003",1 hrs. 40 min.,$25 million,Andrzej Bartkowiak,Joel Silver,"Tom Arnold,Jet Li"
82,Monster,"$34,469,210",Newmarket,Drama / Thriller,R,"December 24, 2003",1 hrs. 51 min.,$8 million,Patty Jenkins,N/A,"Charlize Theron,Christina Ricci"
83,Malibu's Most Wanted,"$34,432,201",Warner Bros.,Comedy,PG-13,"April 18, 2003",1 hrs. 20 min.,$15 million,John Whitesell,Bill Johnson,Regina Hall
84,The Hunted,"$34,244,097",Paramount,Action,R,"March 14, 2003",1 hrs. 34 min.,$55 million,William Friedkin,N/A,"Benicio Del Toro,Tommy Lee Jones"
85,Stuck on You,"$33,832,741",Fox,Comedy,PG-13,"December 12, 2003",1 hrs. 58 min.,N/A,The Farrelly Bros.,"Bradley Thomas,Charles B. Wessler","Matt Damon,Greg Kinnear,Eva Mendes,Cher"
86,Dreamcatcher,"$33,715,436",Warner Bros.,Sci-Fi Horror,R,"March 21, 2003",2 hrs. 14 min.,$68 million,Lawrence Kasdan,Lawrence Kasdan,"Morgan Freeman,Thomas Jane,Timothy Olyphant"
87,Darkness Falls,"$32,551,396",Sony (Revolution),Horror,PG-13,"January 24, 2003",1 hrs. 25 min.,$11 million,Jonathan Liebesman,N/A,N/A
88,Bend It Like Beckham,"$32,543,449",Fox Searchlight,Sports Comedy,PG-13,"March 12, 2003",1 hrs. 52 min.,N/A,N/A,N/A,"Keira Knightley,Jonathan Rhys Meyers"
89,The Core,"$31,186,896",Paramount,Action Drama,PG-13,"March 28, 2003",2 hrs. 16 min.,$60 million,N/A,Sean Bailey,"Aaron Eckhart,Hilary Swank,Stanley Tucci"
90,Calendar Girls,"$31,041,759",Buena Vista,Comedy,PG-13,"December 19, 2003",1 hrs. 48 min.,$10 million,N/A,N/A,Helen Mirren
91,Hollywood Homicide,"$30,940,691",Sony (Revolution),Action Comedy,PG-13,"June 13, 2003",1 hrs. 51 min.,$75 million,N/A,Joe Roth,"Harrison Ford,Josh Hartnett"
92,Honey,"$30,308,417",Universal,Music Drama,PG-13,"December 5, 2003",1 hrs. 34 min.,$18 million,Bille Woodruff,Marc Platt,Jessica Alba
93,The Fighting Temptations,"$30,250,745",Paramount,Music Drama,PG-13,"September 19, 2003",2 hrs. 3 min.,$30 million,N/A,N/A,"Cuba Gooding, Jr.,Beyonce Knowles"
94,Johnny English,"$28,082,366",Universal,Comedy,PG,"July 18, 2003",1 hrs. 28 min.,$40 million,N/A,"Tim Bevan,Eric Fellner",John Malkovich
95,The Missing,"$27,011,180",Sony (Revolution),Western,R,"November 26, 2003",2 hrs. 10 min.,N/A,Ron Howard,"Brian Grazer,Ron Howard","Tommy Lee Jones,Cate Blanchett,Aaron Eckhart"
96,Basic,"$26,793,311",Sony / Columbia,Thriller,R,"March 28, 2003",1 hrs. 38 min.,N/A,John McTiernan,Michael Tadross,"John Travolta,Samuel L. Jackson,Giovanni Ribisi"
97,A Man Apart,"$26,736,098",New Line,Action,R,"April 4, 2003",1 hrs. 45 min.,$36 million,F. Gary Gray,"Michael De Luca,Vin Diesel,Tucker Tooley,George Zakk","Vin Diesel,Timothy Olyphant"
98,Sinbad: Legend of the Seven Seas,"$26,483,452",DreamWorks,Animation,PG,"July 2, 2003",1 hrs. 26 min.,$60 million,Tim Johnson,"Jeffrey Katzenberg,Mireille Soria","Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer"
99,Dumb and Dumberer: When Harry Met Lloyd,"$26,276,465",New Line,Comedy,PG-13,"June 13, 2003",1 hrs. 36 min.,$19 million,N/A,Charles B. Wessler,N/A
100,Bulletproof Monk,"$23,358,708",MGM,Action,PG-13,"April 16, 2003",1 hrs. 43 min.,$52 million,N/A,Charles Roven,N/A
101,Piglet's Big Movie,"$23,103,423",Buena Vista,Animation,G,"March 21, 2003",1 hrs. 15 min.,N/A,N/A,N/A,N/A
102,Dickie Roberts: Former Child Star,"$22,738,671",Paramount,Comedy,PG-13,"September 5, 2003",1 hrs. 32 min.,$17 million,N/A,"Jack Giarraputo,Adam Sandler",David Spade
103,The Medallion,"$22,219,192",TriStar,Action Comedy,PG-13,"August 22, 2003",1 hrs. 28 min.,N/A,N/A,N/A,Jackie Chan
104,Biker Boyz,"$22,076,772",DreamWorks,Action / Crime,PG-13,"January 31, 2003",1 hrs. 51 min.,$24 million,N/A,"Stephanie Allain,Gina Prince-Bythewood,Erwin Stoff","Laurence Fishburne,Derek Luke"
105,Love Don't Cost a Thing,"$21,924,226",Warner Bros.,Romantic Comedy,PG-13,"December 12, 2003",1 hrs. 40 min.,N/A,N/A,"Broderick Johnson,Andrew A. Kosove",Kal Penn
106,Cold Creek Manor,"$21,386,011",Buena Vista,Thriller,R,"September 19, 2003",1 hrs. 58 min.,N/A,N/A,N/A,"Dennis Quaid,Sharon Stone,Kristen Stewart"
107,Cabin Fever,"$21,158,188",Lions Gate,Horror Comedy,R,"September 12, 2003",1 hrs. 34 min.,$1.5 million,Eli Roth,N/A,N/A
108,Looney Tunes: Back in Action,"$20,991,364",Warner Bros.,Family Adventure,PG,"November 14, 2003",1 hrs. 30 min.,$80 million,N/A,Bernie Goldmann,Brendan Fraser
109,Whale Rider,"$20,779,666",Newmarket,Drama,PG-13,"June 6, 2003",1 hrs. 41 min.,$3.5 million,Niki Caro,N/A,N/A
110,The In-Laws,"$20,453,431",Warner Bros.,Action Comedy,PG-13,"May 23, 2003",1 hrs. 38 min.,N/A,Andrew Fleming,Bill Gerber,"Michael Douglas,Albert Brooks,Ryan Reynolds"
111,Down with Love,"$20,305,251",Fox,Romantic Comedy,PG-13,"May 9, 2003",1 hrs. 41 min.,N/A,Peyton Reed,Arnon Milchan,"Ewan McGregor,Sarah Paulson,Renee Zellweger"
112,The Life of David Gale,"$19,955,598",Universal,Drama / Thriller,R,"February 21, 2003",2 hrs. 10 min.,$38 million,N/A,Nicolas Cage,"Kevin Spacey,Kate Winslet,Laura Linney"
113,Timeline,"$19,481,943",Paramount,Sci-Fi Adventure,PG-13,"November 26, 2003",1 hrs. 56 min.,$80 million,Richard Donner,"Lauren Schuler Donner,Jim Van Wyck","Paul Walker,Gerard Butler,Anna Friel,Michael Sheen"
114,Bugs! (IMAX),"$19,063,544",SK Films,IMAX,Unrated,"March 12, 2003",0 hrs. 40 min.,N/A,N/A,N/A,N/A
115,A Mighty Wind,"$17,781,006",Warner Bros.,Comedy,PG-13,"April 16, 2003",1 hrs. 32 min.,N/A,Christopher Guest,N/A,"Jennifer Coolidge,Parker Posey"
116,Deliver Us from Eva,"$17,573,594",Focus Features,Romantic Comedy,R,"February 7, 2003",1 hrs. 45 min.,N/A,N/A,N/A,N/A
117,Ghosts of the Abyss (IMAX & 35mm),"$17,040,871",Buena Vista,IMAX,G,"April 11, 2003",1 hrs. 1 min.,N/A,James Cameron,James Cameron,N/A
118,21 Grams,"$16,290,476",Focus Features,Drama,R,"November 21, 2003",2 hrs. 5 min.,$20 million,Alejandro González Iñárritu,"Alejandro González Iñárritu,Ted Hope","Sean Penn,Naomi Watts,Benicio Del Toro"
119,View from the Top,"$15,614,000",Miramax,Comedy,PG-13,"March 21, 2003",1 hrs. 27 min.,N/A,N/A,"Bobby Cohen,Brad Grey","Gwyneth Paltrow,Christina Applegate,Mark Ruffalo,Rob Lowe,Mike Myers"
120,My Boss's Daughter,"$15,550,605",Dimension Films,Comedy,PG-13,"August 22, 2003",1 hrs. 26 min.,$14 million,David Zucker,John Jacobs,Ashton Kutcher
121,A Guy Thing,"$15,545,431",MGM,Romantic Comedy,PG-13,"January 17, 2003",1 hrs. 41 min.,$20 million,N/A,N/A,Julia Stiles
122,In America,"$15,539,656",Fox Searchlight,Drama,PG-13,"November 26, 2003",1 hrs. 47 min.,N/A,Jim Sheridan,N/A,N/A
123,Wrong Turn,"$15,418,790",Fox,Horror,R,"May 30, 2003",1 hrs. 21 min.,$12.6 million,N/A,"Don Carmody,Robert Kulzer,Aaron Ryder",N/A
124,Alex and Emma,"$14,218,698",Warner Bros.,Romantic Comedy,PG-13,"June 20, 2003",1 hrs. 40 min.,$30 million,Rob Reiner,"Todd Black,Jason Blumenthal,Steve Tisch","Kate Hudson,Luke Wilson"
125,How to Deal,"$14,195,227",New Line,Romance,PG-13,"July 18, 2003",1 hrs. 42 min.,$16 million,N/A,"Ted Field,Scott Kroopf",Mandy Moore
126,House of Sand and Fog,"$13,040,288",DreamWorks,Drama / Thriller,R,"December 19, 2003",2 hrs. 6 min.,$16.5 million,N/A,Michael London,"Jennifer Connelly,Ben Kingsley"
127,Gods and Generals,"$12,882,934",Warner Bros.,War,PG-13,"February 21, 2003",3 hrs. 30 min.,$56 million,N/A,N/A,Robert Duvall
128,"House of 1,000 Corpses","$12,634,962",Lions Gate,Horror,R,"April 11, 2003",1 hrs. 28 min.,$7 million,Rob Zombie,N/A,N/A
129,Confidence,"$12,251,640",Lions Gate,Crime Thriller,R,"April 25, 2003",1 hrs. 38 min.,$15 million,James Foley,N/A,"Edward Burns,Rachel Weisz,Morris Chestnut,Paul Giamatti,Dustin Hoffman"
