,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
44,The Jungle Book (re-issue) (1984),"$23,456,945Domestic Lifetime Gross $141,843,612",Buena Vista,Animation,G,"July 27, 1984",1 hrs. 18 min.,N/A,N/A,N/A,N/A
45,Missing in Action,"$22,812,411",Cannon Films,Action,R,"November 16, 1984",1 hrs. 41 min.,N/A,N/A,N/A,Chuck Norris
46,A Soldier's Story,"$21,821,347",Columbia,War Drama,PG,"September 14, 1984",1 hrs. 41 min.,N/A,N/A,N/A,Denzel Washington
47,Against All Odds,"$21,689,062",Columbia,Romance,R,"March 2, 1984",2 hrs. 2 min.,N/A,Taylor Hackford,Taylor Hackford,Jeff Bridges
48,"Oh, God! You Devil!","$21,538,850",Warner Bros.,Fantasy Comedy,PG,"November 9, 1984",1 hrs. 36 min.,N/A,N/A,N/A,N/A
49,Rhinestone,"$21,435,321",Fox,Comedy,PG,"June 22, 1984",1 hrs. 51 min.,N/A,N/A,N/A,Sylvester Stallone
50,Weekend Pass,"$21,058,033",Crown,Comedy,R,"February 3, 1984",1 hrs. 32 min.,N/A,N/A,N/A,N/A
51,Top Secret!,"$20,458,340",Paramount,Comedy,PG,"June 22, 1984",1 hrs. 30 min.,N/A,"Jim Abrahams,David Zucker,Jerry Zucker","Jim Abrahams,Hunt Lowry,David Zucker,Jerry Zucker",Val Kilmer
52,Hot Dog... The Movie,"$20,307,325",MGM,Comedy,R,"January 13, 1984",1 hrs. 36 min.,N/A,N/A,N/A,N/A
53,The Neverending Story,"$20,158,808",Warner Bros.,Fantasy,PG,"July 20, 1984",1 hrs. 32 min.,N/A,Wolfgang Petersen,Bernd Eichinger,N/A
54,Unfaithfully Yours (1984),"$19,928,200",Fox,Romantic Comedy,PG,"February 10, 1984",1 hrs. 36 min.,N/A,N/A,N/A,Albert Brooks
55,Best Defense,"$19,265,302",Paramount,Comedy,R,"July 20, 1984",1 hrs. 34 min.,N/A,N/A,N/A,Eddie Murphy
56,Blame It on Rio,"$18,644,570",Fox,Romantic Comedy,R,"February 17, 1984",1 hrs. 40 min.,N/A,N/A,N/A,"Michael Caine,Demi Moore"
57,Lassiter,"$17,513,452",Warner Bros.,Period Action,R,"February 17, 1984",1 hrs. 40 min.,N/A,N/A,N/A,N/A
58,Angel,"$17,488,564",New World,Action Thriller,R,"January 13, 1984",1 hrs. 34 min.,N/A,N/A,N/A,N/A
59,Johnny Dangerously,"$17,124,395",Fox,Crime Comedy,PG-13,"December 21, 1984",1 hrs. 30 min.,N/A,Amy Heckerling,N/A,"Michael Keaton,Danny DeVito"
60,Firestarter,"$17,080,167",Universal,Horror Thriller,R,"May 11, 1984",1 hrs. 55 min.,N/A,N/A,N/A,Drew Barrymore
61,Beat Street,"$16,595,791",Orion Pictures,Music Drama,PG,"June 8, 1984",1 hrs. 46 min.,N/A,N/A,N/A,N/A
62,Breakin' 2: Electric Boogaloo,"$15,101,131",TriStar,Music Drama,PG,"December 21, 1984",1 hrs. 34 min.,N/A,N/A,Pieter Jan Brugge,N/A
63,Children of the Corn,"$14,568,989",New World,Horror,R,"March 9, 1984",1 hrs. 33 min.,N/A,N/A,N/A,N/A
64,Night of the Comet,"$14,418,922",Atlantic,Horror Comedy,PG-13,"November 16, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
65,Supergirl,"$14,296,438",TriStar,Action / Adventure,PG,"November 21, 1984",2 hrs. 5 min.,N/A,N/A,N/A,N/A
66,Ice Pirates,"$14,255,801",MGM,Sci-Fi Comedy,PG,"March 16, 1984",1 hrs. 31 min.,N/A,N/A,N/A,N/A
67,The Evil That Men Do,"$13,102,025",TriStar,Action / Crime,R,"September 21, 1984",1 hrs. 30 min.,N/A,N/A,N/A,N/A
68,Irreconcilable Differences,"$12,414,210",Warner Bros.,Comedy,PG,"September 28, 1984",1 hrs. 53 min.,N/A,Charles Shyer,N/A,"Drew Barrymore,Sharon Stone"
69,Dreamscape,"$12,145,169",Fox,Sci-Fi Thriller,PG-13,"August 17, 1984",1 hrs. 39 min.,N/A,Joseph Ruben,N/A,Dennis Quaid
70,Up the Creek,"$11,708,269",Orion Pictures,Comedy,R,"April 6, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
71,The River,"$11,489,982",Universal,Unknown,PG-13,"December 21, 1984",2 hrs. 4 min.,N/A,N/A,N/A,Mel Gibson
72,Tank,"$11,302,884",Universal,Unknown,PG,"March 16, 1984",1 hrs. 44 min.,N/A,N/A,N/A,James Garner
73,Falling in Love,"$11,129,057",Paramount,Romance,PG-13,"November 21, 1984",1 hrs. 46 min.,N/A,N/A,N/A,"Robert DeNiro,Meryl Streep"
74,Hard to Hold,"$11,113,806",Universal,Unknown,PG,"April 6, 1984",1 hrs. 33 min.,N/A,N/A,N/A,N/A
75,The Wild Life,"$11,020,375",Universal,Comedy,R,"September 28, 1984",1 hrs. 36 min.,N/A,N/A,N/A,Randy Quaid
76,Broadway Danny Rose,"$10,600,497",Orion Pictures,Unknown,PG,"January 27, 1984",1 hrs. 24 min.,N/A,Woody Allen,N/A,Woody Allen
77,Where the Boys Are (1984),"$10,530,000",TriStar,Comedy,R,"April 6, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
78,Thief of Hearts,"$10,435,015",Paramount,Unknown,R,"October 19, 1984",1 hrs. 39 min.,N/A,N/A,Jerry Bruckheimer,N/A
79,Terror in the Aisles,"$10,004,817",Universal,Documentary,R,"October 26, 1984",1 hrs. 24 min.,N/A,N/A,N/A,N/A
80,Cloak and Dagger,"$9,719,952",Universal,Unknown,PG,"August 10, 1984",1 hrs. 42 min.,N/A,N/A,N/A,N/A
81,Country,"$9,640,000",Buena Vista,Unknown,PG,"September 28, 1984",1 hrs. 50 min.,N/A,N/A,N/A,Jessica Lange
82,Bolero,"$8,914,881",Cannon Films,Unknown,R,"August 31, 1984",1 hrs. 45 min.,N/A,N/A,N/A,N/A
83,Body Double,"$8,801,940",Columbia,Unknown,R,"October 26, 1984",1 hrs. 49 min.,N/A,Brian De Palma,N/A,N/A
84,Oxford Blues,"$8,793,152",MGM,Comedy,PG-13,"August 24, 1984",1 hrs. 37 min.,N/A,N/A,N/A,Rob Lowe
85,The Bounty,"$8,613,462",Orion Pictures,Unknown,PG,"May 4, 1984",2 hrs. 10 min.,N/A,Roger Donaldson,N/A,"Mel Gibson,Anthony Hopkins,Daniel Day-Lewis,Liam Neeson"
86,1984,"$8,430,492",Samuel Goldwyn,Unknown,R,"December 14, 1984",1 hrs. 53 min.,N/A,Michael Radford,N/A,N/A
87,Reckless,"$8,289,916",MGM,Unknown,R,"February 3, 1984",1 hrs. 30 min.,N/A,James Foley,Scott Rudin,N/A
88,The Philadelphia Experiment,"$8,103,330",New World,Unknown,PG,"August 3, 1984",1 hrs. 41 min.,N/A,N/A,N/A,N/A
89,Streets of Fire,"$8,089,290",Universal,Unknown,PG,"June 1, 1984",1 hrs. 33 min.,N/A,Walter Hill,"Lawrence Gordon,Joel Silver","Willem Dafoe,Diane Lane"
90,Just the Way You Are,"$7,889,694",MGM,Unknown,PG,"November 16, 1984",1 hrs. 34 min.,N/A,N/A,N/A,N/A
91,The Little Drummer Girl,"$7,828,841",Warner Bros.,Unknown,R,"October 19, 1984",2 hrs. 10 min.,N/A,N/A,N/A,Diane Keaton
92,Ninja 3: The Domination,"$7,610,785",Cannon Films,Action,R,"September 14, 1984",1 hrs. 32 min.,N/A,N/A,N/A,N/A
93,Iceman,"$7,343,032",Universal,Unknown,PG,"April 13, 1984",1 hrs. 41 min.,N/A,N/A,N/A,N/A
94,Hardbodies,"$7,121,719",Columbia,Comedy,R,"May 4, 1984",1 hrs. 28 min.,N/A,N/A,N/A,N/A
95,Alphabet City,"$7,035,585",Atlantic,Unknown,R,"May 4, 1984",1 hrs. 26 min.,N/A,N/A,N/A,N/A
96,The Pope of Greenwich Village,"$6,836,201",MGM,Unknown,R,"June 22, 1984",2 hrs. 0 min.,N/A,N/A,N/A,Mickey Rourke
97,Runaway,"$6,770,587",TriStar,Unknown,PG-13,"December 14, 1984",1 hrs. 40 min.,N/A,N/A,N/A,N/A
98,Swing Shift,"$6,650,206",Warner Bros.,Unknown,PG,"April 13, 1984",1 hrs. 40 min.,N/A,Jonathan Demme,N/A,"Goldie Hawn,Kurt Russell,Holly Hunter,Ed Harris"
99,The Razor's Edge,"$6,551,987",Columbia,Unknown,PG-13,"October 19, 1984",2 hrs. 8 min.,N/A,N/A,N/A,Bill Murray
100,The Adventures of Buckaroo Banzai,"$6,254,148",Fox,Unknown,PG,"August 10, 1984",1 hrs. 43 min.,N/A,N/A,N/A,Jamie Lee Curtis
101,Firstborn,"$6,250,994",Paramount,Unknown,PG-13,"October 26, 1984",1 hrs. 43 min.,N/A,Michael Apted,Sherry Lansing,"Corey Haim,Sarah Jessica Parker,Robert Downey, Jr."
102,Racing with the Moon,"$6,045,647",Paramount,Unknown,PG,"March 23, 1984",1 hrs. 48 min.,N/A,N/A,N/A,"Nicolas Cage,Sean Penn"
103,Sheena,"$5,778,353",Columbia,Action / Adventure,PG,"August 17, 1984",1 hrs. 57 min.,N/A,N/A,N/A,N/A
104,The Lonely Guy,"$5,718,573",Universal,Unknown,R,"January 27, 1984",1 hrs. 31 min.,N/A,N/A,N/A,Steve Martin
105,Meatballs II,"$5,410,972",TriStar,Unknown,PG,"July 27, 1984",1 hrs. 27 min.,N/A,N/A,N/A,N/A
106,Once Upon a Time in America,"$5,321,508",Warner Bros.,Unknown,R,"June 1, 1984",3 hrs. 49 min.,N/A,N/A,Arnon Milchan,Robert DeNiro
107,Love Letters (1984),"$5,269,990",New World,Thriller,R,"April 27, 1984",1 hrs. 38 min.,N/A,N/A,N/A,Jamie Lee Curtis
108,The Hotel New Hampshire,"$5,142,858",Orion Pictures,Unknown,R,"March 9, 1984",1 hrs. 49 min.,N/A,N/A,N/A,"Rob Lowe,Jodie Foster,Seth Green"
109,American Dreamer,"$5,021,751",Warner Bros.,Romantic Comedy,PG,"October 26, 1984",1 hrs. 45 min.,N/A,N/A,N/A,N/A
110,No Small Affair,"$4,994,094",Columbia,Romantic Comedy,R,"November 9, 1984",1 hrs. 42 min.,N/A,N/A,N/A,Demi Moore
111,Stop Making Sense,"$4,949,438Domestic Lifetime Gross $5,095,592",Cinecom,Unknown,Unrated,"October 19, 1984",1 hrs. 28 min.,N/A,Jonathan Demme,N/A,N/A
112,Harry and Son,"$4,864,980",Orion Pictures,Unknown,PG,"March 2, 1984",1 hrs. 57 min.,N/A,N/A,N/A,Paul Newman
113,"Grandview, USA","$4,743,119",Warner Bros.,Unknown,R,"August 3, 1984",1 hrs. 37 min.,N/A,N/A,N/A,"Jamie Lee Curtis,Patrick Swayze"
114,C.H.U.D.,"$4,654,423",New World,Horror,R,"August 31, 1984",1 hrs. 36 min.,N/A,N/A,N/A,N/A
115,Making the Grade,"$4,561,346",Cannon Films,Comedy,R,"May 18, 1984",1 hrs. 44 min.,N/A,N/A,N/A,N/A
116,This Is Spinal Tap,"$4,491,645Domestic Lifetime Gross $4,736,202",Embassy,Unknown,R,"March 2, 1984",1 hrs. 22 min.,N/A,Rob Reiner,N/A,N/A
117,Joy of Sex,"$4,463,841",Paramount,Comedy,R,"August 3, 1984",1 hrs. 33 min.,N/A,Martha Coolidge,N/A,N/A
118,Mrs. Soffel,"$4,385,312",MGM,Unknown,PG-13,"December 28, 1984",1 hrs. 52 min.,N/A,Gillian Armstrong,Scott Rudin,"Diane Keaton,Mel Gibson"
119,Until September,"$4,239,154",MGM,Unknown,R,"September 21, 1984",1 hrs. 36 min.,N/A,N/A,N/A,N/A
120,Pete's Dragon (Re-issue),"$4,100,000Domestic Lifetime Gross $39,588,000",Buena Vista,Family Adventure,G,"March 9, 1984",2 hrs. 8 min.,N/A,N/A,N/A,N/A
121,Entre Nous,"$3,974,975",MGM,Foreign,PG,"January 25, 1984",1 hrs. 52 min.,N/A,N/A,N/A,N/A
122,Flashpoint (1984),"$3,854,833",TriStar,Unknown,R,"August 31, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
123,Cheech and Chong's Corsican Bros.,,,,,,,,N/A,N/A,N/A
124,Exterminator II,"$3,739,406",Cannon Films,Unknown,R,"September 14, 1984",1 hrs. 29 min.,N/A,N/A,N/A,N/A
125,The Brother From Another Planet,"$3,677,209",Cinecom,Unknown,PG-13,"September 7, 1984",1 hrs. 50 min.,N/A,N/A,N/A,N/A
126,"Careful, He Might Hear You","$2,938,179",Fox,Unknown,PG,"June 15, 1984",1 hrs. 50 min.,N/A,N/A,N/A,N/A
127,Crimes of Passion,"$2,912,945",New World,Unknown,R,"October 19, 1984",1 hrs. 50 min.,N/A,N/A,N/A,N/A
128,The Warrior and the Sorceress,"$2,886,225",New World,Unknown,R,"September 7, 1984",1 hrs. 21 min.,N/A,N/A,N/A,N/A
129,Phar Lap,"$2,878,404",Fox,Sports Drama,PG,"April 13, 1984",1 hrs. 47 min.,N/A,N/A,N/A,N/A
130,Impulse,"$2,773,433",Fox,Unknown,R,"September 28, 1984",1 hrs. 31 min.,N/A,N/A,N/A,N/A
131,The Bear (1984),"$2,687,148",Embassy,Unknown,PG,"September 28, 1984",1 hrs. 50 min.,N/A,N/A,N/A,N/A
132,Under the Volcano,"$2,556,800",Universal,Unknown,R,"June 15, 1984",1 hrs. 49 min.,N/A,N/A,N/A,N/A
133,"Silent Night, Deadly Night","$2,491,460",TriStar,Unknown,R,"November 9, 1984",1 hrs. 19 min.,N/A,N/A,N/A,N/A
134,Choose Me,"$2,490,233",Island Alive,Unknown,R,"August 29, 1984",1 hrs. 46 min.,N/A,N/A,N/A,N/A
135,Stranger Than Paradise,"$2,436,000",Samuel Goldwyn,Unknown,R,"October 1, 1984",1 hrs. 29 min.,N/A,Jim Jarmusch,N/A,N/A
136,A Sunday in the Country,"$2,411,143",MGM,Unknown,G,"November 16, 1984",1 hrs. 34 min.,N/A,N/A,N/A,N/A
137,Electric Dreams,"$2,193,612",MGM,Unknown,PG,"July 20, 1984",1 hrs. 36 min.,N/A,N/A,N/A,Virginia Madsen
138,"Paris, Texas","$2,181,987",Fox,Unknown,R,"November 2, 1984",2 hrs. 27 min.,N/A,N/A,N/A,N/A
139,Purple Hearts,"$2,075,282",Warner Bros.,Unknown,R,"March 30, 1984",1 hrs. 55 min.,N/A,N/A,N/A,N/A
140,Mass Appeal,"$1,945,658",Universal,Unknown,PG,1984,1 hrs. 40 min.,N/A,N/A,N/A,N/A
141,The Buddy System,"$1,820,049",Fox,Unknown,PG,"January 20, 1984",1 hrs. 50 min.,N/A,N/A,N/A,Susan Sarandon
142,Body Rock,"$1,689,501",New World,Music Drama,PG-13,"September 28, 1984",1 hrs. 33 min.,N/A,N/A,N/A,N/A
143,Misunderstood,"$1,525,532",MGM,Unknown,PG,"March 30, 1984",1 hrs. 31 min.,N/A,N/A,N/A,N/A
144,Garbo Talks,"$1,493,782",MGM,Unknown,PG-13,"October 12, 1984",1 hrs. 43 min.,N/A,N/A,N/A,"Anne Bancroft,Carrie Fisher"
145,Finders Keepers,"$1,467,396",Warner Bros.,Unknown,R,"May 18, 1984",1 hrs. 36 min.,N/A,N/A,N/A,N/A
146,Birdy,"$1,455,045",TriStar,Unknown,R,"December 21, 1984",2 hrs. 0 min.,N/A,N/A,N/A,Nicolas Cage
147,Escape 2000,"$1,414,828",New World,Unknown,R,1984,1 hrs. 20 min.,N/A,N/A,N/A,N/A
148,Sahara (1984),"$1,402,962",MGM,Period Adventure,PG,"March 2, 1984",1 hrs. 51 min.,$25 million,N/A,N/A,N/A
149,Give My Regards to Broad St.,"$1,393,501",Fox,Unknown,PG,October 1984,1 hrs. 48 min.,N/A,N/A,N/A,N/A
150,Gabriela (1984),"$1,318,839",MGM,Unknown,R,"January 1, 1984",1 hrs. 44 min.,N/A,N/A,N/A,N/A
151,A Christmas Story (Re-issue),"$1,311,065Domestic Lifetime Gross $20,605,209",MGM,Unknown,PG,"November 21, 1984",1 hrs. 18 min.,N/A,N/A,N/A,N/A
152,The River Rat,"$1,142,944",Paramount,Unknown,PG,"September 21, 1984",1 hrs. 33 min.,N/A,N/A,Michael Apted,Tommy Lee Jones
153,Mike's Murder,"$1,059,966",Warner Bros.,Unknown,R,"March 9, 1984",1 hrs. 37 min.,N/A,N/A,N/A,N/A
154,Comfort and Joy,"$1,057,368",Universal,Unknown,PG,"October 10, 1984",1 hrs. 30 min.,N/A,N/A,N/A,N/A
155,The Bostonians,"$1,009,700",ALMI,Unknown,Unrated,"July 20, 1984",2 hrs. 2 min.,N/A,James Ivory,N/A,Christopher Reeve
156,The Power,,Film Ventures Intl,Unknown,R,"January 20, 1984",1 hrs. 24 min.,N/A,N/A,N/A,N/A
157,Songwriter,"$865,915",TriStar,Unknown,R,"October 12, 1984",1 hrs. 34 min.,N/A,N/A,Sydney Pollack,N/A
158,Scandalous,"$526,805",Orion Pictures,Unknown,PG,"January 20, 1984",1 hrs. 34 min.,N/A,Rob Cohen,N/A,N/A
159,Windy City,"$343,890",Warner Bros.,Unknown,R,"September 21, 1984",1 hrs. 44 min.,N/A,N/A,N/A,N/A
160,The Stone Boy,"$261,033",Fox,Unknown,PG,"April 6, 1984",1 hrs. 31 min.,N/A,N/A,Joe Roth,"Robert Duvall,Glenn Close"
161,Champions,"$200,498",AVCO Embassy,Sports Drama,PG,"April 20, 1984",1 hrs. 46 min.,N/A,N/A,N/A,N/A
162,Razorback,"$150,140",Warner Bros.,Horror,R,"November 16, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
163,Heartbreakers (1984),"$148,750",Orion Pictures,Drama,R,"September 28, 1984",1 hrs. 38 min.,N/A,N/A,N/A,N/A
164,Crackers,"$129,268",Universal,Crime Comedy,PG,"February 17, 1984",1 hrs. 31 min.,N/A,N/A,N/A,Sean Penn
165,Repo Man,,Universal,Unknown,R,"March 2, 1984",1 hrs. 35 min.,N/A,N/A,N/A,N/A
166,Eureka,"$123,572",United Artists,Unknown,R,"October 5, 1984",2 hrs. 10 min.,N/A,N/A,N/A,"Rutger Hauer,Mickey Rourke"
167,Slayground,,Universal,Unknown,R,"January 27, 1984",1 hrs. 25 min.,N/A,N/A,N/A,N/A
