,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
20,Maze Runner: The Death Cure,"$58,032,443",Fox,Sci-Fi Adventure,PG-13,"January 26, 2018",2 hrs. 22 min.,$62 million,Wes Ball,N/A,N/A
21,Tomb Raider,"$57,421,715",Warner Bros.,Action / Adventure,PG-13,"March 16, 2018",1 hrs. 58 min.,$94 million,N/A,N/A,Alicia Vikander
22,Life of the Party ,,Warner Bros. (New Line),Comedy,PG-13,"May 11, 2018",1 hrs. 45 min.,N/A,N/A,N/A,Melissa McCarthy
23,Tag,,Warner Bros. (New Line),Comedy,R,"June 15, 2018",1 hrs. 40 min.,$28 million,N/A,N/A,"Ed Helms,Jeremy Renner"
24,Overboard (2018),"$50,316,123",Pantelion,Romantic Comedy,PG-13,"May 4, 2018",1 hrs. 52 min.,N/A,N/A,N/A,"Eugenio Derbez,Anna Faris"
25,The First Purge,,Universal,Thriller,R,"July 4, 2018",1 hrs. 37 min.,$13 million,Gerard McMurray,"Michael Bay,Jason Blum,James DeMonaco,Andrew Form,Brad Fuller",Marisa Tomei
26,I Feel Pretty,"$48,795,601",STX Entertainment,Comedy,PG-13,"April 20, 2018",1 hrs. 50 min.,$32 million,"Abby Kohn,Marc Silverstein",N/A,"Michelle Williams,Emily Ratajkowski"
27,Red Sparrow,"$46,874,505",Fox,Thriller,R,"March 2, 2018",2 hrs. 19 min.,$69 million,Francis Lawrence,"Peter Chernin,Steven Zaillian","Jennifer Lawrence,Matthias Schoenaerts,Jeremy Irons"
28,Breaking In (2018),"$46,383,120",Universal,Thriller,PG-13,"May 11, 2018",1 hrs. 28 min.,$6 million,James McTeigue,Will Packer,Billy Burke
29,12 Strong,"$45,500,164",Warner Bros.,War Drama,R,"January 19, 2018",2 hrs. 9 min.,N/A,N/A,N/A,"Chris Hemsworth,Michael Shannon"
30,Hotel Transylvania 3: Summer Vacation,,Sony / Columbia,Animation,PG,"July 13, 2018",1 hrs. 37 min.,$80 million,N/A,N/A,"Adam Sandler,Selena Gomez,Andy Samberg"
31,Den of Thieves,"$44,947,622",STX Entertainment,Action Thriller,R,"January 19, 2018",2 hrs. 20 min.,N/A,N/A,"Gerard Butler,Mark Canton,Tucker Tooley","Gerard Butler,50 Cent"
32,Tyler Perry's Acrimony,"$43,549,096",Lionsgate,Thriller,R,"March 30, 2018",2 hrs. 0 min.,N/A,Tyler Perry,N/A,Taraji P. Henson
33,Sherlock Gnomes,"$43,242,871",Paramount,Animation,PG,"March 23, 2018",1 hrs. 26 min.,$59 million,N/A,N/A,"Johnny Depp,James McAvoy,Emily Blunt,Maggie Smith,Michael Caine,Chiwetel Ejiofor"
34,Sicario: Day of the Soldado,,Sony / Columbia,Action / Adventure,R,"June 29, 2018",2 hrs. 2 min.,$35 million,N/A,N/A,"Benicio Del Toro,Josh Brolin"
35,Hereditary,,A24,Horror,R,"June 8, 2018",2 hrs. 6 min.,N/A,N/A,N/A,Toni Collette
36,"Love, Simon","$40,826,341",Fox,Romantic Comedy,PG-13,"March 16, 2018",1 hrs. 49 min.,$17 million,Greg Berlanti,N/A,"Josh Duhamel,Jennifer Garner"
37,Truth or Dare,"$40,717,020",Universal,Thriller,PG-13,"April 13, 2018",1 hrs. 40 min.,$3.5 million,Jeff Wadlow,Jason Blum,N/A
38,Paddington 2,"$40,442,052",Warner Bros.,Family Adventure,PG,"January 12, 2018",1 hrs. 43 min.,N/A,Paul King,David Heyman,"Hugh Grant,Brendan Gleeson,Sally Hawkins,Jim Broadbent,Ben Whishaw"
39,Uncle Drew,,Lionsgate/Summit,Comedy,PG-13,"June 29, 2018",1 hrs. 43 min.,N/A,Charles Stone III,N/A,Tiffany Haddish
40,The Commuter,"$36,343,858",Lionsgate,Action,PG-13,"January 12, 2018",1 hrs. 45 min.,N/A,Jaume Collet-Serra,N/A,"Liam Neeson,Vera Farmiga"
41,The 15:17 to Paris,"$36,250,957",Warner Bros.,Drama,PG-13,"February 9, 2018",1 hrs. 34 min.,$30 million,Clint Eastwood,N/A,Jenna Fischer
42,Death Wish (2018),"$34,017,028",MGM,Action / Crime,R,"March 2, 2018",1 hrs. 47 min.,$30 million,Eli Roth,Roger Birnbaum,"Bruce Willis,Dean Norris"
43,Annihilation,"$32,732,301",Paramount,Sci-Fi,R,"February 23, 2018",1 hrs. 55 min.,$40 million,Alex Garland,N/A,"Tessa Thompson,Natalie Portman,Oscar Isaac,Gina Rodriguez"
44,Isle Of Dogs,,Fox Searchlight,Animation,PG-13,"March 23, 2018",1 hrs. 41 min.,N/A,Wes Anderson,N/A,"Bryan Cranston,Greta Gerwig,Jeff Goldblum,Scarlett Johansson,Frances McDormand,Bill Murray,Edward Norton,Liev Schreiber,Tilda Swinton"
45,Adrift,,STX Entertainment,Drama,PG-13,"June 1, 2018",1 hrs. 36 min.,$35 million,Baltasar Kormakur,N/A,Shailene Woodley
46,Super Troopers 2,"$30,617,396",Fox,Comedy,R,"April 20, 2018",1 hrs. 40 min.,$13.5 million,Jay Chandrasekhar,N/A,"Jay Chandrasekhar,Rob Lowe,Brian Cox"
47,Winchester,"$25,091,816",Lionsgate,Horror,PG-13,"February 2, 2018",1 hrs. 39 min.,N/A,N/A,N/A,Helen Mirren
48,Skyscraper,,Universal,Action,PG-13,"July 13, 2018",1 hrs. 42 min.,$125 million,Rawson Marshall Thurber,Beau Flynn,"Dwayne Johnson,Neve Campbell"
49,Strangers: Prey at Night,"$24,586,708",Aviron,Horror,R,"March 9, 2018",1 hrs. 25 min.,N/A,N/A,N/A,N/A
50,Proud Mary,"$20,877,013",Sony / Screen Gems,Drama,R,"January 12, 2018",1 hrs. 28 min.,$14 million,N/A,N/A,"Taraji P. Henson,Danny Glover"
51,Superfly,,Columbia,Action / Crime,R,"June 13, 2018",1 hrs. 56 min.,$16 million,N/A,N/A,N/A
52,Show Dogs,,Global Road,Comedy,PG,"May 18, 2018",1 hrs. 30 min.,N/A,Raja Gosnell,N/A,"Chris 'Ludacris' Bridges,Stanley Tucci"
53,"Paul, Apostle of Christ","$17,560,475",Sony / Columbia,Drama,PG-13,"March 23, 2018",1 hrs. 47 min.,$5 million,N/A,N/A,James Caviezel
54,Chappaquiddick,,Entertainment Studios,Thriller,PG-13,"April 6, 2018",1 hrs. 41 min.,N/A,John Curran,N/A,"Kate Mara,Ed Helms,Olivia Thirlby"
55,Forever My Girl,"$16,376,066",Roadside Attractions,Romance,PG,"January 19, 2018",1 hrs. 44 min.,$3.5 million,N/A,N/A,N/A
56,Won't You Be My Neighbor?,,Focus Features,Documentary,PG-13,"June 8, 2018",1 hrs. 34 min.,N/A,N/A,N/A,N/A
57,RBG,,Magnolia,Documentary,Unrated,"May 4, 2018",1 hrs. 37 min.,N/A,N/A,N/A,N/A
58,Upgrade,"$11,871,365",BH Tilt,Thriller,R,"June 1, 2018",1 hrs. 35 min.,N/A,Leigh Whannell,Jason Blum,N/A
59,Padmaavat,"$11,846,060",Viva Pictures Distribution,Drama,Unrated,"January 25, 2018",2 hrs. 44 min.,N/A,N/A,N/A,N/A
60,The Miracle Season,"$10,230,620",Mirror/LD,Drama,PG,"April 6, 2018",1 hrs. 39 min.,N/A,Sean McNamara,N/A,"Helen Hunt,William Hurt"
61,Midnight Sun,"$9,561,064",Global Road,Romance,PG-13,"March 23, 2018",1 hrs. 31 min.,N/A,N/A,N/A,"Bella Thorne,Rob Riggle"
62,Tully (2018),"$9,227,130",Focus Features,Comedy,R,"May 4, 2018",1 hrs. 36 min.,N/A,Jason Reitman,N/A,"Charlize Theron,Mark Duplass"
63,Traffik,"$9,186,156",Lionsgate,Thriller,R,"April 20, 2018",1 hrs. 36 min.,N/A,N/A,N/A,"Omar Epps,Paula Patton"
64,Early Man,"$8,267,544",Lionsgate,Animation,PG,"February 16, 2018",1 hrs. 29 min.,N/A,N/A,N/A,"Tom Hiddleston,Eddie Redmayne"
65,The Death of Stalin,,IFC,Comedy / Drama,R,"March 9, 2018",1 hrs. 46 min.,N/A,N/A,N/A,Olga Kurylenko
66,Unsane,"$7,732,899",Bleecker Street,Thriller,R,"March 23, 2018",1 hrs. 38 min.,N/A,Steven Soderbergh,N/A,"Claire Foy,Juno Temple"
67,Sanju,,FIP,Drama,Unrated,"June 29, 2018",2 hrs. 35 min.,N/A,N/A,N/A,N/A
68,Hotel Artemi,,Global Road,Action Thriller,R,"June 8, 2018",1 hrs. 33 min.,N/A,Drew Pearce,N/A,"Jodie Foster,Sofia Boutella,Jeff Goldblum,Charlie Day,Dave Bautista"
69,The Hurricane Heist,"$6,115,825",Entertainment Studios,Action Thriller,PG-13,"March 9, 2018",1 hrs. 43 min.,$35 million,Rob Cohen,N/A,N/A
70,Every Day (2018),"$6,102,076",Orion Pictures,Drama,PG-13,"February 23, 2018",1 hrs. 35 min.,$4.9 million,Michael Sucsy,N/A,N/A
71,God's Not Dead: A Light in Darkness,"$5,728,940",Pure Flix,Drama,PG,"March 30, 2018",1 hrs. 46 min.,N/A,N/A,N/A,N/A
72,Sorry to Bother You,,Annapurna Pictures,Sci-Fi Comedy,R,"July 6, 2018",1 hrs. 45 min.,N/A,N/A,N/A,"Lakeith Stanfield,Tessa Thompson,Armie Hammer,Forest Whitaker,Rosario Dawson,Danny Glover,Steven Yeun"
73,Action Point,"$5,059,608",Paramount,Comedy,R,"June 1, 2018",1 hrs. 25 min.,$19 million,N/A,N/A,Johnny Knoxville
74,Beirut,"$5,019,226",Bleecker Street,War Drama,R,"April 11, 2018",1 hrs. 49 min.,N/A,N/A,N/A,"Jon Hamm,Rosamund Pike"
75,Gringo,"$4,969,853",STX Entertainment,Comedy,R,"March 9, 2018",1 hrs. 50 min.,N/A,N/A,N/A,"David Oyelowo,Amanda Seyfried,Charlize Theron"
76,Samson,"$4,719,928",Pure Flix,Drama,PG-13,"February 16, 2018",1 hrs. 50 min.,N/A,N/A,N/A,"Jackson Rathbone,Rutger Hauer"
77,Gotti,,Vertical Entertainment,Crime Drama,R,"June 15, 2018",1 hrs. 45 min.,N/A,N/A,"Randall Emmett,George Furla",John Travolta
78,The Oscar Nominated Short Films 2018,"$3,508,777",Shorts International,Drama,Unrated,"February 9, 2018",N/A,N/A,N/A,N/A,N/A
79,Disobedience,"$3,480,702",Bleecker Street,Drama,R,"April 27, 2018",1 hrs. 54 min.,N/A,N/A,N/A,"Rachel Weisz,Rachel McAdams"
80,Bad Samaritan,"$3,435,047",Electric Entertainment,Horror Thriller,R,"May 4, 2018",1 hrs. 48 min.,N/A,Dean Devlin,N/A,N/A
81,First Reformed,,A24,Thriller,R,"May 18, 2018",1 hrs. 53 min.,N/A,Paul Schrader,N/A,"Ethan Hawke,Amanda Seyfried,Cedric the Entertainer"
82,7 Days in Entebbe,"$3,347,813",Focus Features,Action Thriller,PG-13,"March 16, 2018",1 hrs. 47 min.,N/A,Jose Padilha,N/A,Rosamund Pike
83,Sgt. Stubby: An American Hero,,Fun Academy,Animation,PG,"April 13, 2018",1 hrs. 30 min.,N/A,N/A,N/A,"Helena Bonham Carter,Logan Lerman"
84,Pandas,,Warner Bros.,Documentary,G,"April 6, 2018",0 hrs. 40 min.,N/A,N/A,N/A,N/A
85,Thoroughbreds,"$2,830,775",Focus Features,Drama / Thriller,R,"March 9, 2018",1 hrs. 32 min.,N/A,N/A,N/A,Anton Yelchin
86,La Boda de Valentina,"$2,783,739",Pantelion,Romantic Comedy,R,"February 9, 2018",1 hrs. 47 min.,N/A,N/A,N/A,N/A
87,American Animals,,The Orchard,Crime Drama,R,"June 1, 2018",1 hrs. 57 min.,N/A,N/A,N/A,N/A
88,Bharat Ane Nenu,,Great India Films,Action Drama,Unrated,"April 20, 2018",2 hrs. 53 min.,N/A,N/A,N/A,N/A
89,Three Identical Strangers,,Neon,Documentary,PG-13,"June 29, 2018",1 hrs. 36 min.,N/A,N/A,N/A,N/A
90,You Were Never Really Here,"$2,528,078",Amazon Studios,Drama / Thriller,R,"April 6, 2018",1 hrs. 25 min.,N/A,Lynne Ramsay,N/A,Joaquin Phoenix
91,Mary and the Witch's Flower,"$2,418,404",GKIDS,Animation,PG,"January 18, 2018",1 hrs. 42 min.,N/A,N/A,N/A,"Kate Winslet,Jim Broadbent"
92,Whitney,,Roadside Attractions,Documentary,R,"July 6, 2018",2 hrs. 0 min.,N/A,Kevin Macdonald,N/A,Whitney Houston
93,The Rider,,Sony Classics,Drama,R,"April 13, 2018",1 hrs. 44 min.,N/A,N/A,N/A,N/A
94,Leave No Trace,,Bleecker Street,Drama,PG,"June 29, 2018",1 hrs. 48 min.,N/A,Debra Granik,N/A,Ben Foster
95,Hearts Beat Loud,,Gunpowder & Sky,Comedy / Drama,PG-13,"June 8, 2018",1 hrs. 37 min.,N/A,N/A,N/A,Toni Collette
96,A Fantastic Woman,"$2,020,988",Sony Classics,Drama,R,"February 2, 2018",1 hrs. 44 min.,N/A,N/A,N/A,N/A
97,Met Opera: Tosca,"$2,000,000",Fathom,Musical,Unrated,"January 27, 2018",3 hrs. 30 min.,N/A,N/A,N/A,N/A
98,Detective Chinatown 2,"$1,983,984",Warner Bros.,Action Comedy,R,"February 16, 2018",2 hrs. 0 min.,N/A,N/A,N/A,N/A
99,Met Opera: La Bohème (2018),,Fathom,Musical,Unrated,"February 24, 2018",3 hrs. 20 min.,N/A,N/A,N/A,N/A
100,Pope Francis - A Man of His Word,"$1,823,465",Focus Features,Documentary,PG,"May 18, 2018",1 hrs. 36 min.,N/A,N/A,N/A,N/A
101,Race 3,,Yash Raj,Action,Unrated,"June 15, 2018",2 hrs. 40 min.,N/A,N/A,N/A,N/A
102,Pad Man,"$1,670,192",Sony / Columbia,Drama,PG-13,"February 9, 2018",2 hrs. 20 min.,N/A,N/A,N/A,N/A
103,Operation Red Sea,"$1,543,547",Well Go USA,Action,Unrated,"February 23, 2018",2 hrs. 21 min.,N/A,N/A,N/A,N/A
104,Finding Your Feet,"$1,418,682",Roadside Attractions,Comedy,PG-13,"March 30, 2018",1 hrs. 51 min.,N/A,Richard Loncraine,N/A,Imelda Staunton
105,102 Not Out,"$1,343,797",Sony / Columbia,Comedy,PG,"May 4, 2018",1 hrs. 42 min.,N/A,N/A,N/A,N/A
106,Baaghi 2,"$1,319,579",FIP,Action,Unrated,"March 30, 2018",2 hrs. 17 min.,N/A,N/A,N/A,N/A
107,Met Opera: Cendrillon,,Fathom,Musical,Unrated,"April 28, 2018",3 hrs. 15 min.,N/A,N/A,N/A,N/A
108,2001: A Space Odyssey (2018 re-release),,Warner Bros.,Sci-Fi,G,"May 18, 2018",2 hrs. 29 min.,N/A,N/A,N/A,N/A
109,The Seagull,,Sony Classics,Drama,PG-13,"May 11, 2018",1 hrs. 38 min.,N/A,N/A,N/A,"Saoirse Ronan,Elisabeth Moss,Annette Bening"
110,Met Opera: Semiramide,"$1,200,000",Fathom,Musical,Unrated,"March 10, 2018",3 hrs. 29 min.,N/A,N/A,N/A,N/A
111,Met Opera: L'Elisir d'Amore (2018),,Fathom,Musical,Unrated,"February 10, 2018",3 hrs. 0 min.,N/A,N/A,N/A,N/A
112,Lean on Pete,"$1,163,056",A24,Adventure,R,"April 6, 2018",2 hrs. 1 min.,N/A,N/A,N/A,Chloe Sevigny
113,Labyrinth (2018 Fathom Event),"$1,028,445Domestic Lifetime Gross $13,758,362",Fathom,Fantasy,PG,"April 29, 2018",1 hrs. 41 min.,N/A,N/A,N/A,N/A
114,Nothing to Lose (2018),"$1,016,188",Swen,Drama,PG,"May 11, 2018",2 hrs. 15 min.,N/A,N/A,N/A,N/A
115,Raid (2018),"$1,010,385",Eros,Action / Crime,Unrated,"March 16, 2018",2 hrs. 0 min.,N/A,N/A,N/A,N/A
116,The Insult,"$1,001,305",Cohen Media Group,Foreign,R,"January 12, 2018",1 hrs. 53 min.,N/A,N/A,N/A,N/A
117,Let the Sunshine In,,IFC,Comedy / Drama,Unrated,"April 27, 2018",1 hrs. 34 min.,N/A,Claire Denis,N/A,N/A
118,Bandstand: The Broadway Musical,"$855,333",Fathom,Musical,Unrated,"June 25, 2018",2 hrs. 10 min.,N/A,N/A,N/A,N/A
119,Like Arrows,"$843,885",Fathom,Drama,Unrated,"May 1, 2018",1 hrs. 40 min.,N/A,N/A,N/A,N/A
120,Kirk Cameron: Connect,"$836,020",Fathom,Documentary,Unrated,"February 27, 2018",1 hrs. 10 min.,N/A,N/A,N/A,N/A
121,Beast,,Roadside Attractions,Thriller,R,"May 11, 2018",1 hrs. 47 min.,N/A,N/A,N/A,N/A
122,The Dark Crystal (special re-release),"$780,491Domestic Lifetime Gross $41,357,492",Fathom,Fantasy,PG,"February 25, 2018",1 hrs. 40 min.,N/A,N/A,N/A,N/A
123,The Party (2017),"$749,827",Roadside Attractions,Comedy,R,"February 16, 2018",1 hrs. 11 min.,N/A,N/A,N/A,Cillian Murphy
124,How Long Will I Love U,,Well Go USA,Comedy,Unrated,"May 25, 2018",1 hrs. 41 min.,N/A,N/A,N/A,N/A
125,On Chesil Beach,"$745,971",Bleecker Street,Drama,R,"May 18, 2018",1 hrs. 50 min.,N/A,N/A,N/A,Saoirse Ronan
126,Monster Hunt 2,"$706,153",Lionsgate,Fantasy,Unrated,"February 16, 2018",1 hrs. 50 min.,N/A,N/A,N/A,N/A
127,Foxtrot,"$618,883",Sony Classics,Drama,R,"March 2, 2018",1 hrs. 48 min.,N/A,N/A,N/A,N/A
128,Itzhak,,Greenwich,Documentary,Unrated,"March 9, 2018",1 hrs. 23 min.,N/A,N/A,N/A,N/A
129,The Catcher Was a Spy,,IFC,Drama,R,"June 22, 2018",1 hrs. 38 min.,N/A,N/A,N/A,"Paul Rudd,Paul Giamatti,Mark Strong,Guy Pearce,Tom Wilkinson"
130,Loveless (2018),"$566,356",Sony Classics,Drama,R,"February 16, 2018",2 hrs. 7 min.,N/A,N/A,N/A,N/A
131,Boundaries,,Sony Classics,Comedy / Drama,R,"June 22, 2018",1 hrs. 50 min.,N/A,N/A,N/A,N/A
132,Fireworks (2018),,GKIDS,Animation,Unrated,"July 3, 2018",1 hrs. 30 min.,N/A,N/A,N/A,N/A
133,Yellow Submarine (2018 re-release),,Abramorama,Animation,G,"July 8, 2018",1 hrs. 30 min.,N/A,N/A,N/A,N/A
134,Bilal: A New Breed of Hero,"$490,973",Vertical Entertainment,Animation,PG-13,"February 2, 2018",1 hrs. 49 min.,N/A,N/A,N/A,N/A
135,Final Portrait,"$461,972",Sony Classics,Comedy / Drama,R,"March 23, 2018",1 hrs. 30 min.,N/A,Stanley Tucci,N/A,"Armie Hammer,Geoffrey Rush"
136,Condorito: La Pelicula,"$447,719",Lionsgate,Animation,PG,"January 12, 2018",1 hrs. 28 min.,N/A,N/A,N/A,N/A
137,TCM: West Side Story,,Fathom,Musical,Unrated,"June 24, 2018",2 hrs. 33 min.,N/A,N/A,N/A,N/A
138,Bag of Marbles,,Gaumont British Picture Corporation,Drama,Unrated,"March 23, 2018",1 hrs. 50 min.,N/A,N/A,N/A,N/A
139,Leaning Into The Wind,"$400,530",Magnolia,Documentary,PG,"March 9, 2018",1 hrs. 33 min.,N/A,N/A,N/A,N/A
140,The Gospel According to André,,Magnolia,Documentary,Unrated,"May 25, 2018",1 hrs. 34 min.,N/A,N/A,N/A,N/A
141,Attack on Titan Season 3,,FUNimation Films,Animation,Unrated,"July 10, 2018",2 hrs. 21 min.,N/A,N/A,N/A,N/A
142,Oh Lucy!,,Film Movement,Comedy / Drama,Unrated,"March 2, 2018",1 hrs. 35 min.,N/A,N/A,N/A,Josh Hartnett
143,Grace Jones: Bloodlight and Bami,,Kino Lorber,Documentary,Unrated,"April 13, 2018",1 hrs. 55 min.,N/A,N/A,N/A,N/A
144,Believer,,Well Go USA,Crime Thriller,Unrated,"June 8, 2018",2 hrs. 3 min.,N/A,N/A,N/A,N/A
145,Mountain,,Greenwich,Documentary,PG,"May 11, 2018",1 hrs. 14 min.,N/A,N/A,N/A,N/A
146,Hichki,"$330,279",Yash Raj,Drama,Unrated,"March 23, 2018",1 hrs. 46 min.,N/A,N/A,N/A,N/A
147,Flower,"$328,188",The Orchard,Comedy / Drama,R,"March 16, 2018",1 hrs. 33 min.,N/A,N/A,N/A,Adam Scott
148,But Deliver Us from Evil,"$285,169",Indican,Horror Thriller,Unrated,"February 9, 2018",1 hrs. 49 min.,N/A,N/A,N/A,N/A
149,Kings (2018),"$274,635",The Orchard,Crime Drama,R,"April 27, 2018",1 hrs. 37 min.,N/A,N/A,N/A,"Daniel Craig,Halle Berry"
150,The Endless,,Well Go USA,Sci-Fi Thriller,Unrated,"April 6, 2018",1 hrs. 52 min.,N/A,N/A,N/A,N/A
151,Eighth Grade,,A24,Comedy,R,"July 13, 2018",1 hrs. 33 min.,N/A,N/A,N/A,N/A
152,Damsel,,Magnolia,Drama,Unrated,"June 22, 2018",1 hrs. 53 min.,N/A,N/A,N/A,N/A
153,The Son of Bigfoot,,Viva Pictures Distribution,Animation,PG,"March 30, 2018",1 hrs. 32 min.,N/A,N/A,N/A,N/A
154,Back to Burgundy,"$257,610",Music Box Films,Comedy / Drama,Unrated,"March 23, 2018",1 hrs. 53 min.,N/A,N/A,N/A,N/A
155,Suicide: The Ripple Effect,,Gathr Films,Documentary,Unrated,"February 23, 2018",1 hrs. 33 min.,N/A,N/A,N/A,N/A
156,The Cakemaker,,Strand,Drama,Unrated,"June 29, 2018",1 hrs. 44 min.,N/A,N/A,N/A,N/A
157,Borg vs. McEnroe,"$231,346",Neon,Drama,R,"April 13, 2018",1 hrs. 47 min.,N/A,N/A,N/A,"Shia LaBeouf,Stellan Skarsgard"
158,Getting Grace,"$217,812",Hannover House,Comedy / Drama,PG-13,"March 23, 2018",1 hrs. 52 min.,N/A,N/A,N/A,N/A
159,Little Pink House,,Dada Films,Drama,Unrated,"April 20, 2018",1 hrs. 38 min.,N/A,N/A,N/A,N/A
160,Agent Mr. Chan,"$208,351",China Lion,Comedy,Unrated,"February 23, 2018",1 hrs. 41 min.,N/A,N/A,N/A,N/A
161,Keep the Change,"$202,788",Kino Lorber,Romantic Comedy,Unrated,"March 16, 2018",1 hrs. 33 min.,N/A,N/A,N/A,N/A
162,Gemini,"$200,340",Neon,Thriller,R,"March 30, 2018",1 hrs. 33 min.,N/A,N/A,N/A,N/A
163,Zama,,Strand,Drama,Unrated,"April 13, 2018",1 hrs. 55 min.,N/A,N/A,N/A,N/A
164,The Final Year,"$191,900",Magnolia,Documentary,Unrated,"January 19, 2018",1 hrs. 29 min.,N/A,N/A,N/A,N/A
165,The Monkey King 3,"$187,074",Well Go USA,Action / Adventure,Unrated,"February 16, 2018",1 hrs. 54 min.,N/A,N/A,N/A,N/A
166,Goldbuster,"$186,135",Well Go USA,Comedy,Unrated,"January 5, 2018",1 hrs. 29 min.,N/A,N/A,N/A,N/A
