,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
119,Adventureland,"$16,044,025",Miramax,Comedy,R,"April 3, 2009",1 hrs. 46 min.,N/A,Greg Mottola,"Ted Hope,Sidney Kimmel","Jesse Eisenberg,Ryan Reynolds,Kristen Stewart,Kristen Wiig"
120,Armored,"$15,988,876",Sony / Screen Gems,Thriller,PG-13,"December 4, 2009",1 hrs. 28 min.,$20 million,Nimród Antal,N/A,"Matt Dillon,Laurence Fishburne"
121,A Perfect Getaway,"$15,515,460",Universal,Thriller,R,"August 7, 2009",1 hrs. 37 min.,$14 million,David Twohy,"Mark Canton,Ryan Kavanaugh,Tucker Tooley","Chris Hemsworth,Milla Jovovich,Timothy Olyphant"
122,"The Goods: Live Hard, Sell Hard","$15,122,676",Paramount Vantage,Comedy,R,"August 14, 2009",1 hrs. 29 min.,$10 million,N/A,"Chris Henchy,Adam McKay","Ed Helms,Rob Riggle"
123,Ponyo,"$15,090,399",Buena Vista,Animation,G,"August 14, 2009",1 hrs. 40 min.,N/A,Hayao Miyazaki,John Lasseter,"Cate Blanchett,Matt Damon,Tina Fey,Liam Neeson,Lily Tomlin"
124,The Box,"$15,051,977",Warner Bros.,Horror Thriller,PG-13,"November 6, 2009",1 hrs. 56 min.,$30 million,N/A,Dan Lin,"Michael Rooker,Cameron Diaz,James Marsden,Frank Langella"
125,I Love You Beth Cooper,"$14,800,725",Fox,Comedy,PG-13,"July 10, 2009",1 hrs. 42 min.,$18 million,Chris Columbus,Chris Columbus,Hayden Panettiere
126,Capitalism: A Love Story,"$14,363,397",Overture Films,Documentary,R,"September 23, 2009",2 hrs. 7 min.,$20 million,Michael Moore,N/A,N/A
127,Amelia,"$14,245,415",Fox Searchlight,Historical Drama,PG,"October 23, 2009",2 hrs. 0 min.,$40 million,Mira Nair,Hilary Swank,"Hilary Swank,Ewan McGregor,Richard Gere,Virginia Madsen,Mia Wasikowska"
128,Cirque du Freak: The Vampire's Assistant,"$13,869,515",Universal,Fantasy,PG-13,"October 23, 2009",1 hrs. 48 min.,$40 million,Paul Weitz,N/A,"John C. Reilly,Josh Hutcherson,Ray Stevenson,Willem Dafoe,Salma Hayek"
129,Crank: High Voltage,"$13,684,249",Lionsgate,Action / Crime,R,"April 17, 2009",1 hrs. 25 min.,N/A,"Mark Neveldine,Brian Taylor","Gary Lucchesi,Tom Rosenberg,Richard Wright","Corey Haim,Jamie Harris,Jason Statham"
130,Whip It,"$13,043,363",Fox Searchlight,Comedy,PG-13,"October 2, 2009",1 hrs. 51 min.,$15 million,Drew Barrymore,Barry Mendel,"Ellen Page,Kristen Wiig"
131,An Education,"$12,574,914",Sony Classics,Period Drama,PG-13,"October 9, 2009",1 hrs. 35 min.,$7.5 million,Lone Scherfig,"Nick Hornby,James D. Stern","Carey Mulligan,Peter Sarsgaard,Alfred Molina,Rosamund Pike,Emma Thompson,Dominic Cooper"
132,12 Rounds,"$12,234,694",Fox,Action / Adventure,PG-13,"March 27, 2009",1 hrs. 48 min.,N/A,Renny Harlin,Mark Gordon,John Cena
133,Sunshine Cleaning,"$12,062,558",Overture Films,Comedy,R,"March 13, 2009",1 hrs. 42 min.,N/A,N/A,N/A,"Amy Adams,Emily Blunt"
134,Sorority Row,"$11,965,282",Summit Entertainment,Horror,R,"September 11, 2009",1 hrs. 41 min.,$12.5 million,N/A,N/A,Jamie Chung
135,The Young Victoria,"$11,001,272",Apparition,Historical Drama,PG,"December 18, 2009",1 hrs. 44 min.,$35 million,Jean-Marc Vallee,"Tim Headington,Graham King,Martin Scorsese","Emily Blunt,Paul Bettany,Jim Broadbent,Mark Strong"
136,Extract,"$10,823,158",Miramax,Comedy,R,"September 4, 2009",1 hrs. 30 min.,$8 million,Mike Judge,Tom Lassally,"Jason Bateman,Ben Affleck,Mila Kunis,Kristen Wiig"
137,Not Easily Broken,"$10,572,742",Sony / Screen Gems,Drama,PG-13,"January 9, 2009",1 hrs. 39 min.,$5 million,Bill Duke,T.D. Jakes,"Morris Chestnut,Taraji P. Henson,Kevin Hart"
138,Pandorum,"$10,330,853",Overture Films,Sci-Fi Horror,R,"September 25, 2009",1 hrs. 48 min.,$33 million,Christian Alvart,"Paul W.S. Anderson,Jeremy Bolt,Robert Kulzer","Dennis Quaid,Ben Foster,Cam Gigandet"
139,Whiteout,"$10,275,638",Warner Bros.,Thriller,R,"September 11, 2009",1 hrs. 46 min.,$35 million,Dominic Sena,"Don Carmody,Susan Downey,Joel Silver",Kate Beckinsale
140,The Boondock Saints II: All Saints Day,"$10,273,188",Apparition,Action / Crime,R,"October 30, 2009",1 hrs. 58 min.,$8 million,N/A,Don Carmody,N/A
141,Next Day Air,"$10,027,047",Summit Entertainment,Action Comedy,R,"May 8, 2009",1 hrs. 24 min.,N/A,N/A,N/A,N/A
142,Away We Go,"$9,451,946",Focus Features,Comedy,R,"June 5, 2009",1 hrs. 38 min.,$17 million,Sam Mendes,N/A,"John Krasinski,Maggie Gyllenhaal,Allison Janney"
143,Dragonball Evolution,"$9,362,785",Fox,Sci-Fi Adventure,PG,"April 10, 2009",1 hrs. 40 min.,N/A,James Wong,N/A,"Emmy Rossum,Jamie Chung"
144,A Serious Man,"$9,228,768",Focus Features,Comedy,R,"October 2, 2009",1 hrs. 45 min.,N/A,"Ethan Coen,Joel Coen","Tim Bevan,Ethan Coen,Joel Coen,Eric Fellner",N/A
145,Everybody's Fine,"$9,208,876",Miramax,Comedy,PG-13,"December 4, 2009",1 hrs. 35 min.,$21 million,Kirk Jones,N/A,"Robert DeNiro,Kate Beckinsale,Drew Barrymore,Sam Rockwell,Melissa Leo"
146,A Single Man,"$9,176,000",Weinstein Company,Drama,R,"December 11, 2009",1 hrs. 39 min.,$7 million,Tom Ford,Chris Weitz,"Colin Firth,Julianne Moore,Nicholas Hoult,Matthew Goode,Ginnifer Goodwin"
147,Street Fighter: The Legend of Chun-Li,"$8,742,261",Fox,Action,PG-13,"February 27, 2009",1 hrs. 36 min.,N/A,Andrzej Bartkowiak,Patrick Aiello,"Chris Klein,Michael Clarke Duncan"
148,My Life in Ruins,"$8,665,206",Fox Searchlight,Comedy,PG-13,"June 5, 2009",1 hrs. 38 min.,N/A,N/A,"Gary Goetzman,Peter Safran",Nia Vardalos
149,The Road,"$8,117,000",Weinstein / Dimension,Drama / Thriller,R,"November 25, 2009",1 hrs. 59 min.,$25 million,John Hillcoat,Nick Wechsler,"Kodi Smit-McPhee,Michael K. Williams,Viggo Mortensen,Guy Pearce,Robert Duvall,Charlize Theron"
150,Pirate Radio,"$8,017,917",Focus Features,Comedy,R,"November 13, 2009",1 hrs. 55 min.,$50 million,N/A,"Tim Bevan,Eric Fellner","Philip Seymour Hoffman,Rhys Ifans,Kenneth Branagh,Emma Thompson,Jack Davenport,Gemma Arterton,Tom Sturridge,Nick Frost"
151,The Collector,"$7,712,114",Freestyle Releasing,Horror,R,"July 31, 2009",1 hrs. 25 min.,N/A,Marcus Dunstan,N/A,N/A
152,The Imaginarium of Doctor Parnassus,"$7,689,607",Sony Classics,Fantasy,PG-13,"December 25, 2009",2 hrs. 2 min.,$30 million,Terry Gilliam,N/A,"Johnny Depp,Heath Ledger,Colin Farrell,Jude Law,Christopher Plummer,Andrew Garfield"
153,Taking Woodstock,"$7,460,204",Focus Features,Comedy,R,"August 26, 2009",2 hrs. 1 min.,$30 million,Ang Lee,N/A,"Demetri Martin,Imelda Staunton,Paul Dano,Jeffrey Dean Morgan,Dan Fogler"
154,3 Idiots,"$6,532,874",Reliance Big Pictures,Comedy / Drama,PG,"December 23, 2009",2 hrs. 40 min.,N/A,N/A,N/A,N/A
155,Post Grad,"$6,380,019",Fox,Comedy,PG-13,"August 21, 2009",1 hrs. 29 min.,N/A,Vicky Jenson,"Joe Medjuck,Tom Pollock",Michael Keaton
156,Coco Before Chanel,"$6,113,834",Sony Classics,Foreign,PG-13,"September 25, 2009",1 hrs. 50 min.,$23 million,N/A,N/A,N/A
157,Whatever Works,"$5,306,706",Sony Classics,Comedy,PG-13,"June 19, 2009",1 hrs. 32 min.,N/A,Woody Allen,N/A,Henry Cavill
158,Bandslam,"$5,210,988",Summit Entertainment,Comedy,PG,"August 14, 2009",1 hrs. 51 min.,N/A,Todd Graff,Ron Schmidt,"Alyson Michalka,Vanessa Hudgens,Lisa Kudrow"
159,Broken Embraces,"$5,014,305",Sony Classics,Foreign,R,"November 20, 2009",1 hrs. 45 min.,N/A,Pedro Almodovar,N/A,Penelope Cruz
160,Moon,"$5,010,163",Sony Classics,Sci-Fi,R,"June 12, 2009",1 hrs. 37 min.,N/A,Duncan Jones,N/A,Sam Rockwell
161,Miss March,"$4,543,320",Fox Searchlight,Comedy,R,"March 13, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
162,Bright Star,"$4,444,637",Apparition,Period Drama,PG,"September 16, 2009",1 hrs. 59 min.,$8.5 million,Jane Campion,N/A,Abbie Cornish
163,"Food, Inc.","$4,417,674",Magnolia,Documentary,PG,"June 12, 2009",1 hrs. 34 min.,N/A,N/A,Jeff Skoll,N/A
164,Good Hair,"$4,157,223",Roadside Attractions,Documentary,PG-13,"October 9, 2009",1 hrs. 35 min.,N/A,N/A,N/A,Chris Rock
165,The September Issue,"$3,820,067",Roadside Attractions,Documentary,PG-13,"August 28, 2009",1 hrs. 29 min.,N/A,R.J. Cutler,R.J. Cutler,N/A
166,The Brothers Bloom,"$3,531,756",Summit Entertainment,Crime Comedy,PG-13,"May 15, 2009",1 hrs. 49 min.,N/A,Rian Johnson,"Ram Bergman,James D. Stern","Rachel Weisz,Adrien Brody,Mark Ruffalo"
167,Two Lovers,"$3,149,034",Magnolia,Romance,R,"February 13, 2009",1 hrs. 48 min.,N/A,James Gray,N/A,"Joaquin Phoenix,Gwyneth Paltrow"
168,Cheri,"$2,715,657",Miramax,Romance,R,"June 26, 2009",1 hrs. 40 min.,$23 million,Stephen Frears,N/A,"Michelle Pfeiffer,Kathy Bates,Felicity Jones"
169,Easy Virtue,"$2,656,784",Sony Classics,Period Comedy,PG-13,"May 22, 2009",1 hrs. 33 min.,N/A,Stephan Elliot,James D. Stern,"Jessica Biel,Ben Barnes,Colin Firth"
170,Sin Nombre,"$2,536,665",Focus Features,Thriller,R,"March 20, 2009",1 hrs. 36 min.,N/A,Cary Fukunaga,N/A,N/A
171,My One and Only,"$2,479,538",Freestyle Releasing,Period Comedy,PG-13,"August 21, 2009",1 hrs. 25 min.,N/A,Richard Loncraine,Aaron Ryder,"Logan Lerman,Renee Zellweger,Kevin Bacon"
172,Love Aaj Kal,"$2,430,083",Eros,Foreign,Unrated,"July 31, 2009",2 hrs. 10 min.,N/A,N/A,N/A,N/A
173,In the Loop,"$2,388,804",IFC,Comedy,Unrated,"July 24, 2009",1 hrs. 46 min.,N/A,N/A,N/A,"James Gandolfini,Steve Coogan"
174,Adam,"$2,277,396",Fox Searchlight,Comedy / Drama,PG-13,"July 29, 2009",1 hrs. 35 min.,N/A,N/A,N/A,Rose Byrne
175,The White Ribbon,"$2,222,862",Sony Classics,Foreign,R,"December 30, 2009",2 hrs. 24 min.,$18 million,Michael Haneke,N/A,N/A
176,Is Anybody There?,"$2,026,756",Story Island Entertainment,Drama,PG-13,"April 17, 2009",1 hrs. 34 min.,N/A,John Crowley,N/A,Michael Caine
177,Rudo Y Cursi,"$1,827,660",Sony Classics,Foreign,R,"May 8, 2009",1 hrs. 30 min.,N/A,N/A,"Guillermo del Toro,Alejandro González Iñárritu","Gael Garcia Bernal,Diego Luna"
178,Valentino: The Last Emperor,"$1,755,134",Truly Indie,Documentary,PG-13,"March 18, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
179,Every Little Step,"$1,725,141",Sony Classics,Documentary,PG-13,"April 17, 2009",1 hrs. 36 min.,N/A,"Adam Del Deo,James D. Stern","Adam Del Deo,James D. Stern",N/A
180,Bad Lieutenant: Port of Call New Orleans,"$1,702,112",First Look,Crime Drama,R,"November 20, 2009",2 hrs. 1 min.,$25 million,Werner Herzog,"Nicolas Cage,Randall Emmett,George Furla","Nicolas Cage,Eva Mendes,Val Kilmer"
181,Summer Hours,"$1,657,001",IFC,Foreign,Unrated,"May 15, 2009",1 hrs. 39 min.,N/A,N/A,N/A,N/A
182,Battle for Terra,"$1,647,083",Lionsgate,Animation,PG,"May 1, 2009",1 hrs. 25 min.,N/A,N/A,Keith Calder,Rosanna Arquette
183,It Might Get Loud,"$1,610,163",Sony Classics,Documentary,PG,"August 14, 2009",1 hrs. 37 min.,N/A,Davis Guggenheim,"Davis Guggenheim,Thomas Tull",N/A
184,"New York, I Love You","$1,588,015",Vivendi Entertainment,Romance,R,"October 16, 2009",1 hrs. 43 min.,N/A,N/A,N/A,N/A
185,Departures,"$1,498,210",Regent Releasing,Foreign,PG-13,"May 29, 2009",2 hrs. 10 min.,N/A,N/A,N/A,N/A
186,Kambakkht Ishq,"$1,445,739",Eros,Foreign,Unrated,"July 3, 2009",2 hrs. 20 min.,N/A,N/A,N/A,N/A
187,I Hope They Serve Beer in Hell,"$1,429,299",Freestyle Releasing,Comedy,R,"September 25, 2009",1 hrs. 45 min.,N/A,N/A,N/A,N/A
188,X Games 3D The Movie,"$1,391,434",Buena Vista,Documentary,PG,"August 21, 2009",1 hrs. 32 min.,N/A,N/A,N/A,N/A
189,The Secrets of Jonathan Sperry,"$1,355,079",Five & Two Pictures,Drama,PG,"September 18, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
190,Kaminey,"$1,291,827",UTV Communications,Foreign,Unrated,"August 14, 2009",2 hrs. 15 min.,N/A,N/A,N/A,N/A
191,Paper Heart,"$1,274,062",Overture Films,Comedy,PG-13,"August 7, 2009",1 hrs. 29 min.,N/A,N/A,N/A,"Michael Cera,Jake Johnson"
192,Me and Orson Welles,"$1,190,003",Freestyle Releasing,Drama,PG-13,"November 25, 2009",1 hrs. 47 min.,$25 million,Richard Linklater,John Sloss,"Zac Efron,Claire Danes,Zoe Kazan"
193,The Wizard of Oz (NCM Fathom Events),,Warner Bros.,Fantasy,G,"September 23, 2009",1 hrs. 41 min.,N/A,N/A,N/A,N/A
194,"Yoo-Hoo, Mrs. Goldberg","$1,134,623",International Film Circuit,Documentary,Unrated,"July 10, 2009",1 hrs. 32 min.,N/A,N/A,N/A,N/A
195,The Messenger,"$1,109,660",Oscilloscope Pictures,Drama,R,"November 13, 2009",1 hrs. 45 min.,$6.5 million,Oren Moverman,Mark Gordon,"Ben Foster,Jena Malone,Woody Harrelson"
196,Sugar,"$1,082,124",Sony Classics,Sports Drama,R,"April 3, 2009",1 hrs. 54 min.,N/A,"Anna Boden,Ryan Fleck",Anna Boden,N/A
197,Paris,"$1,010,194",IFC,Foreign,R,"September 18, 2009",2 hrs. 10 min.,N/A,N/A,N/A,N/A
198,New York,"$997,437",Yash Raj,Foreign,Unrated,"June 26, 2009",2 hrs. 34 min.,N/A,N/A,N/A,N/A
199,More Than a Game,"$950,675",Lionsgate,Documentary,PG,"October 2, 2009",1 hrs. 42 min.,N/A,N/A,N/A,N/A
200,De Dana Dan,"$944,979",Eros,Foreign,Unrated,"November 27, 2009",2 hrs. 46 min.,N/A,N/A,N/A,N/A
201,Management,"$934,658",Samuel Goldwyn,Romantic Comedy,R,"May 15, 2009",1 hrs. 33 min.,N/A,N/A,"Jennifer Aniston,Marty Bowen,Wyck Godfrey,Sidney Kimmel","Jennifer Aniston,Woody Harrelson"
202,Chandni Chowk to China,"$921,738",Warner Bros.,Foreign / Action,PG-13,"January 16, 2009",2 hrs. 34 min.,N/A,N/A,N/A,N/A
203,Cold Souls,"$905,209",Samuel Goldwyn,Comedy / Drama,PG-13,"August 7, 2009",1 hrs. 41 min.,N/A,N/A,N/A,Paul Giamatti
204,Tyson,"$887,918",Sony Classics,Documentary,R,"April 24, 2009",1 hrs. 30 min.,N/A,N/A,Nicholas Jarecki,N/A
205,Seraphine,"$884,613",Music Box Films,Foreign,Unrated,"June 5, 2009",2 hrs. 10 min.,N/A,N/A,N/A,N/A
206,Delhi 6,"$879,913",UTV Communications,Foreign,Unrated,"February 20, 2009",2 hrs. 20 min.,N/A,N/A,N/A,N/A
207,Goodbye Solo,"$870,781",Roadside Attractions,Drama,R,"March 27, 2009",1 hrs. 31 min.,N/A,N/A,N/A,N/A
208,The Cove,"$857,005",Roadside Attractions,Documentary,PG-13,"July 31, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
209,Paris 36,"$851,540",Sony Classics,Foreign,PG-13,"April 3, 2009",2 hrs. 0 min.,N/A,N/A,N/A,N/A
210,The Boys Are Back,"$809,752",Miramax,Drama,PG-13,"September 25, 2009",1 hrs. 40 min.,N/A,Scott Hicks,N/A,Clive Owen
211,The Wonder of It All,"$781,016",Indican,Documentary,Unrated,"July 17, 2009",1 hrs. 22 min.,N/A,N/A,N/A,N/A
212,Billu,"$754,928",Eros,Foreign,Unrated,"February 13, 2009",N/A,N/A,N/A,N/A,N/A
213,Kurbaan,"$754,268",UTV Communications,Foreign,Unrated,"November 20, 2009",2 hrs. 32 min.,N/A,N/A,N/A,N/A
214,The Great Buck Howard,"$750,587",Magnolia,Comedy / Drama,PG,"March 20, 2009",1 hrs. 27 min.,N/A,N/A,Gary Goetzman,"John Malkovich,Emily Blunt,Tom Hanks,Adam Scott"
215,The Cross: The Arthur Blessit Story,"$741,557",8X Entertainment,Documentary,PG,"March 27, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
216,Wake Up Sid,"$718,766",UTV Communications,Foreign,Unrated,"October 2, 2009",2 hrs. 18 min.,N/A,N/A,N/A,N/A
217,The Girlfriend Experience,"$695,840",Magnolia,Comedy,R,"May 22, 2009",1 hrs. 17 min.,N/A,Steven Soderbergh,Gregory Jacobs,N/A
218,Fanboys,"$688,529",Weinstein Company,Comedy,PG-13,"February 6, 2009",1 hrs. 30 min.,N/A,N/A,Dana Brunetti,"Jay Baruchel,Dan Fogler,Kristen Bell"
219,Anvil! The Story of Anvil,"$667,911",Abramorama,Documentary,Unrated,"April 10, 2009",1 hrs. 30 min.,N/A,Sacha Gervasi,Sacha Gervasi,N/A
220,Echelon Conspiracy,"$666,009",After Dark Films,Thriller,PG-13,"February 27, 2009",1 hrs. 46 min.,N/A,N/A,N/A,N/A
221,Play the Game,"$659,483",Slowhand Cinema,Romantic Comedy,PG-13,"February 27, 2009",1 hrs. 45 min.,N/A,N/A,N/A,N/A
222,2008 Oscar Shorts,"$644,635",Shorts International,Unknown,Unrated,"February 6, 2009",N/A,N/A,N/A,N/A,N/A
223,Dil Bole Hadippa! (My Heart Goes Hooray),"$644,046",Yash Raj,Foreign,Unrated,"September 18, 2009",N/A,N/A,N/A,N/A,N/A
224,The Stoning of Soraya M.,"$637,421",Roadside Attractions,Drama,R,"June 26, 2009",1 hrs. 56 min.,N/A,N/A,N/A,James Caviezel
225,Amreeka,"$627,436",National Geographic Entertainment,Comedy,PG-13,"September 4, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
226,Red Cliff,"$627,047",Magnolia,Foreign / Action,R,"November 18, 2009",2 hrs. 28 min.,N/A,John Woo,N/A,N/A
227,Everlasting Moments,"$610,825",IFC,Foreign,Unrated,"March 6, 2009",2 hrs. 11 min.,N/A,N/A,N/A,N/A
228,Girl from Monaco,"$602,992",Magnolia,Foreign,R,"July 3, 2009",1 hrs. 35 min.,N/A,N/A,N/A,N/A
229,The Maid,"$576,608",Elephant Eye Films,Foreign,Unrated,"October 16, 2009",1 hrs. 34 min.,N/A,Sebastián Silva,N/A,N/A
230,Lemon Tree,"$569,672",IFC,Foreign,Unrated,"April 17, 2009",1 hrs. 46 min.,N/A,N/A,N/A,N/A
231,La Danse: Le Ballet de L'Opera de Paris,"$567,493",Zipporah Films,Documentary,Unrated,"November 4, 2009",2 hrs. 38 min.,N/A,N/A,N/A,N/A
232,American Violet,"$554,434",Samuel Goldwyn,Drama,PG-13,"April 17, 2009",1 hrs. 43 min.,N/A,N/A,N/A,N/A
233,From Mexico with Love,"$548,787",Roadside Attractions,Sports Drama,PG-13,"October 9, 2009",1 hrs. 38 min.,N/A,N/A,N/A,N/A
234,Shall We Kiss?,"$535,499",Music Box Films,Foreign,Unrated,"March 27, 2009",1 hrs. 42 min.,N/A,N/A,N/A,N/A
235,Tetro,"$518,522",American Zoetrope,Drama,R,"June 11, 2009",2 hrs. 7 min.,N/A,N/A,N/A,Vincent Gallo
236,The Polar Express (IMAX re-issue 2009),"$514,354Domestic Lifetime Gross $186,493,472",Warner Bros.,IMAX,G,"November 6, 2009",1 hrs. 40 min.,N/A,N/A,N/A,N/A
237,Little Ashes,"$481,586",Regent Releasing,Period Drama,R,"May 8, 2009",1 hrs. 47 min.,N/A,N/A,N/A,Robert Pattinson
238,The Baader Meinhof Complex,"$476,270",Vitagraph,Foreign,R,"August 21, 2009",2 hrs. 30 min.,N/A,N/A,N/A,N/A
239,Crossing Over,"$455,654",Weinstein Company,Drama,R,"February 27, 2009",1 hrs. 53 min.,N/A,Wayne Kramer,N/A,"Harrison Ford,Ashley Judd,Jim Sturgess,Alice Eve"
240,The Damned United,"$449,865",Sony Classics,Sports Drama,R,"October 9, 2009",1 hrs. 37 min.,N/A,Tom Hooper,Peter Morgan,"Michael Sheen,Jim Broadbent"
241,The Limits of Control,"$426,688",Focus Features,Crime Drama,R,"May 1, 2009",1 hrs. 56 min.,N/A,Jim Jarmusch,Jon Kilik,"Gael Garcia Bernal,Bill Murray,Tilda Swinton"
242,Lymelife,"$421,307",Screen Media,Drama,R,"April 8, 2009",1 hrs. 33 min.,N/A,N/A,Martin Scorsese,"Alec Baldwin,Rory Culkin,Emma Roberts"
243,Humpday,"$407,377",Magnolia,Comedy,R,"July 10, 2009",1 hrs. 33 min.,N/A,Lynn Shelton,Lynn Shelton,N/A
244,Tim Burton's The Nightmare Before Christmas in 3-D (2009 re-issue),"$406,085Domestic Lifetime Gross $75,082,668",Buena Vista,Animation,PG,"October 23, 2009",1 hrs. 16 min.,N/A,N/A,N/A,N/A
245,Antichrist,"$404,122",IFC,Horror,Unrated,"October 23, 2009",1 hrs. 44 min.,N/A,N/A,N/A,Willem Dafoe
246,The Little Traitor,"$402,088",Unknown,Drama,Unrated,"October 23, 2009",1 hrs. 28 min.,N/A,N/A,N/A,Alfred Molina
247,Transylmania,"$397,641",Full Circle Releasing,Horror Comedy,R,"December 4, 2009",1 hrs. 35 min.,N/A,N/A,N/A,N/A
248,Luck by Chance,"$356,019",AdLabs,Foreign,Unrated,"January 30, 2009",2 hrs. 36 min.,N/A,N/A,N/A,N/A
249,Tokyo!,"$351,059",Liberation Entertainment,Foreign,Unrated,"March 6, 2009",1 hrs. 52 min.,N/A,Michel Gondry,N/A,N/A
250,Wanted (2009),"$349,637",Eros,Foreign,Unrated,"September 18, 2009",2 hrs. 0 min.,N/A,N/A,N/A,N/A
251,The Merry Gentleman,"$347,977",Samuel Goldwyn,Drama,R,"May 1, 2009",1 hrs. 50 min.,N/A,Michael Keaton,N/A,Michael Keaton
252,Lorna's Silence,"$338,795",Sony Classics,Foreign,R,"July 31, 2009",1 hrs. 45 min.,N/A,N/A,N/A,N/A
253,The Private Lives of Pippa Lee,"$337,356",Screen Media,Comedy / Drama,R,"November 27, 2009",1 hrs. 38 min.,N/A,N/A,"Dede Gardner,Jeremy Kleiner,Brad Pitt","Keanu Reeves,Blake Lively,Julianne Moore,Winona Ryder,Maria Bello,Mike Binder,Monica Bellucci,Zoe Kazan"
254,Thirst,"$318,574",Focus Features,Foreign / Horror,R,"July 31, 2009",2 hrs. 14 min.,N/A,N/A,N/A,Kang-ho Song
255,Unmistaken Child,"$306,140",Oscilloscope Pictures,Documentary,Unrated,"June 3, 2009",1 hrs. 42 min.,N/A,N/A,N/A,N/A
256,O'Horten,"$302,232",Sony Classics,Foreign,PG-13,"May 22, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
257,London Dreams,"$300,293",Studio 18,Foreign,Unrated,"October 30, 2009",2 hrs. 30 min.,N/A,N/A,N/A,N/A
258,The Informers,"$300,000",Senator Distribution,Drama,R,"April 24, 2009",1 hrs. 38 min.,N/A,N/A,Nicholas Jarecki,"Mickey Rourke,Kim Basinger,Billy Bob Thornton,Winona Ryder,Amber Heard"
259,Adoration,"$294,244",Sony Classics,Drama,R,"May 8, 2009",1 hrs. 40 min.,N/A,Atom Egoyan,N/A,N/A
260,A Woman in Berlin,"$294,014",Strand,Foreign,Unrated,"July 17, 2009",2 hrs. 11 min.,N/A,N/A,N/A,N/A
261,Outrage,"$287,198",Magnolia,Documentary,R,"May 8, 2009",1 hrs. 29 min.,N/A,Kirby Dick,N/A,N/A
262,That Evening Sun,"$281,350",Freestyle Releasing,Drama,PG-13,"November 6, 2009",1 hrs. 50 min.,N/A,N/A,N/A,Mia Wasikowska
263,Tokyo Sonata,"$278,356",Regent Releasing,Foreign,PG-13,"March 13, 2009",1 hrs. 59 min.,N/A,N/A,N/A,N/A
264,Tera Mera Ki Rishta,"$271,942",Eros,Foreign,Unrated,"April 10, 2009",2 hrs. 46 min.,N/A,N/A,N/A,N/A
265,What's Your Rashee?,"$257,868",UTV Communications,Foreign,Unrated,"September 25, 2009",N/A,N/A,N/A,N/A,N/A
266,Blood: The Last Vampire,"$257,412",Samuel Goldwyn,Horror Thriller,R,"July 10, 2009",1 hrs. 29 min.,N/A,N/A,N/A,N/A
267,Spread,"$250,618",Anchor Bay Films,Comedy,R,"August 14, 2009",1 hrs. 37 min.,N/A,N/A,N/A,Ashton Kutcher
268,"Larger than Life in 3D: Dave Matthews Band, Ben Harper and Gogol Bordello","$246,042",Cinedigm Entertainment,Musical,PG,"December 11, 2009",1 hrs. 25 min.,N/A,N/A,N/A,N/A
269,Black Dynamite,"$242,578",Apparition,Action Comedy,R,"October 16, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
270,Il Divo,"$240,159",Music Box Films,Foreign,Unrated,"April 24, 2009",1 hrs. 59 min.,N/A,N/A,N/A,N/A
271,The Beaches of Agnes,,Cinema Guild,Documentary,Unrated,"July 2, 2009",1 hrs. 50 min.,N/A,N/A,N/A,N/A
272,Big Fan,"$234,540",First Independent Pictures,Comedy / Drama,R,"August 28, 2009",1 hrs. 26 min.,N/A,Robert D. Siegel,N/A,N/A
273,(Untitled),"$230,600",Samuel Goldwyn,Comedy,R,"October 23, 2009",1 hrs. 36 min.,N/A,N/A,N/A,N/A
274,World's Greatest Dad,"$221,805",Magnolia,Comedy,R,"August 21, 2009",1 hrs. 39 min.,N/A,Bobcat Goldthwait,N/A,Robin Williams
275,Do Knot Disturb,"$213,525",AdLabs,Foreign,Unrated,"October 2, 2009",2 hrs. 6 min.,N/A,N/A,N/A,N/A
276,Soul Power,"$207,121",Sony Classics,Documentary,PG-13,"July 10, 2009",1 hrs. 33 min.,N/A,N/A,N/A,N/A
277,The Burning Plain,"$200,730",Magnolia,Drama,R,"September 18, 2009",1 hrs. 51 min.,N/A,Guillermo Arriaga,N/A,"Charlize Theron,Kim Basinger,Jennifer Lawrence"
278,Paa,"$199,228",Big Pictures,Foreign,Unrated,"December 4, 2009",2 hrs. 13 min.,N/A,N/A,N/A,N/A
279,Main Aurr Mrs. Khanna,"$197,183",UTV Communications,Foreign,Unrated,"October 16, 2009",2 hrs. 15 min.,N/A,N/A,N/A,N/A
280,Herb & Dorothy,"$194,721",Arthouse Films,Documentary,Unrated,"June 5, 2009",1 hrs. 29 min.,N/A,N/A,N/A,N/A
281,The Yes Men Fix the World,"$194,533",Shadow Dist.,Documentary,Unrated,"September 25, 2009",1 hrs. 27 min.,N/A,N/A,N/A,N/A
