,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
50,The Taking of Pelham 1 2 3,"$65,452,312",Sony / Columbia,Action Thriller,R,"June 12, 2009",2 hrs. 1 min.,$100 million,Tony Scott,"Todd Black,Jason Blumenthal,Ryan Kavanaugh,Tony Scott,Steve Tisch","Denzel Washington,John Travolta,James Gandolfini"
51,Friday the 13th (2009),"$65,002,019",Warner Bros. (New Line),Horror,R,"February 13, 2009",1 hrs. 35 min.,$19 million,Marcus Nispel,"Michael Bay,Andrew Form,Brad Fuller",N/A
52,17 Again,"$64,167,069",Warner Bros. (New Line),Fantasy Comedy,PG-13,"April 17, 2009",1 hrs. 42 min.,N/A,Burr Steers,Jennifer Gibgot,"Zac Efron,Leslie Mann,Matthew Perry,Michelle Trachtenberg"
53,The Time Traveler's Wife,"$63,414,846",Warner Bros. (New Line),Romance,PG-13,"August 14, 2009",1 hrs. 48 min.,$39 million,Robert Schwentke,"Dede Gardner,Brad Pitt,Nick Wechsler","Rachel McAdams,Eric Bana,Ron Livingston"
54,Bruno,"$60,054,530",Universal,Comedy,R,"July 10, 2009",1 hrs. 28 min.,N/A,Larry Charles,Sacha Baron Cohen,Sacha Baron Cohen
55,Bride Wars,"$58,715,510",Fox,Comedy,PG,"January 9, 2009",1 hrs. 30 min.,$30 million,Gary Winick,"Arnon Milchan,Julie Yorn","Kate Hudson,Anne Hathaway,Chris Pratt"
56,The Haunting in Connecticut,"$55,389,516",Lionsgate,Horror,PG-13,"March 27, 2009",1 hrs. 32 min.,N/A,N/A,"Paul Brooks,Scott Niemeyer","Kyle Gallner,Virginia Madsen,Amanda Crew"
57,Ghosts of Girlfriends Past,"$55,250,026",Warner Bros. (New Line),Fantasy Comedy,PG-13,"May 1, 2009",1 hrs. 40 min.,N/A,Mark S. Waters,Mark S. Waters,"Matthew McConaughey,Jennifer Garner,Michael Douglas,Emma Stone"
58,Funny People,"$51,855,045",Universal,Comedy,R,"July 31, 2009",2 hrs. 16 min.,$75 million,Judd Apatow,"Judd Apatow,Jack Giarraputo,Evan Goldberg,Barry Mendel,Clayton Townsend","Adam Sandler,Seth Rogen,Jonah Hill,Eric Bana,Leslie Mann,Jason Schwartzman,Aubrey Plaza"
59,Tyler Perry's I Can Do Bad All By Myself,"$51,733,921",Lionsgate,Comedy / Drama,PG-13,"September 11, 2009",1 hrs. 53 min.,N/A,Tyler Perry,N/A,"Tyler Perry,Taraji P. Henson"
60,My Bloody Valentine 3-D,"$51,545,952",Lionsgate,Horror,R,"January 16, 2009",1 hrs. 41 min.,$15 million,Patrick Lussier,N/A,N/A
61,Old Dogs,"$49,492,060",Buena Vista,Family Comedy,PG,"November 25, 2009",1 hrs. 28 min.,$35 million,N/A,Andrew Panay,"John Travolta,Robin Williams,Seth Green,Matt Dillon"
62,Land of the Lost,"$49,438,370",Universal,Adventure Comedy,PG-13,"June 5, 2009",1 hrs. 33 min.,$100 million,Brad Silberling,"Ryan Kavanaugh,Daniel Lupi,Adam McKay","Leonard Nimoy,Will Ferrell,Anna Friel,Danny McBride,Jorma Taccone"
63,My Sister's Keeper,"$49,200,230",Warner Bros. (New Line),Drama,PG-13,"June 26, 2009",1 hrs. 46 min.,$30 million,Nick Cassavetes,Mark Johnson,"Cameron Diaz,Abigail Breslin,Alec Baldwin,Thomas Dekker"
64,"Precious: Based on the Novel ""Push"" by Sapphire","$47,566,524",Lionsgate,Drama,R,"November 6, 2009",1 hrs. 49 min.,$10 million,Lee Daniels,Lee Daniels,"Gabourey Sidibe,Mo'Nique,Paula Patton,Lenny Kravitz"
65,Underworld: Rise of the Lycans,"$45,802,315",Sony / Screen Gems,Action Horror,R,"January 23, 2009",1 hrs. 32 min.,$35 million,N/A,"Gary Lucchesi,Tom Rosenberg,Richard Wright",Michael Sheen
66,Confessions of a Shopaholic,"$44,277,350",Buena Vista,Romantic Comedy,PG,"February 13, 2009",1 hrs. 52 min.,N/A,P.J. Hogan,Jerry Bruckheimer,Isla Fisher
67,The Lovely Bones,"$44,114,232",Paramount (DreamWorks),Drama / Thriller,PG-13,"December 11, 2009",2 hrs. 15 min.,$65 million,Peter Jackson,"Steven Spielberg,Fran Walsh","Saoirse Ronan,Mark Wahlberg,Rachel Weisz,Susan Sarandon,Stanley Tucci"
68,Year One,"$43,337,279",Sony / Columbia,Adventure Comedy,PG-13,"June 19, 2009",1 hrs. 40 min.,$60 million,Harold Ramis,"Judd Apatow,Rodney Rothman,Clayton Townsend","Jack Black,Michael Cera,Christopher Mintz-Plasse,Juno Temple,Olivia Wilde"
69,The Unborn (2009),"$42,670,410",Universal,Horror,PG-13,"January 9, 2009",1 hrs. 28 min.,$16 million,David S. Goyer,"Michael Bay,Andrew Form,Brad Fuller","Gary Oldman,Cam Gigandet,Idris Elba,Carla Gugino"
70,Planet 51,"$42,194,060",Sony / Columbia,Animation,PG,"November 20, 2009",1 hrs. 31 min.,$70 million,N/A,N/A,N/A
71,Drag Me to Hell,"$42,100,625",Universal,Horror,PG-13,"May 29, 2009",1 hrs. 39 min.,$30 million,Sam Raimi,N/A,Justin Long
72,Orphan,"$41,596,251",Warner Bros.,Horror,R,"July 24, 2009",2 hrs. 3 min.,N/A,Jaume Collet-Serra,"Don Carmody,Leonardo DiCaprio,Susan Downey,Joel Silver","Peter Sarsgaard,Vera Farmiga"
73,Duplicity,"$40,572,825",Universal,Thriller,PG-13,"March 20, 2009",2 hrs. 5 min.,$60 million,Tony Gilroy,"Jennifer Fox,Ryan Kavanaugh","Julia Roberts,Clive Owen,Paul Giamatti,Tom Wilkinson"
74,Crazy Heart,"$39,464,306",Fox Searchlight,Drama,R,"December 16, 2009",1 hrs. 51 min.,$7 million,Scott Cooper,"Jeff Bridges,Scott Cooper","Jeff Bridges,Colin Farrell,Maggie Gyllenhaal,Robert Duvall"
75,Surrogates,"$38,577,772",Buena Vista,Sci-Fi Action,PG-13,"September 25, 2009",1 hrs. 29 min.,$80 million,N/A,"Elizabeth Banks,Max Handelman,David Hoberman","Bruce Willis,Radha Mitchell,Rosamund Pike,Boris Kodjoe"
76,Ninja Assassin,"$38,122,883",Warner Bros.,Action,R,"November 25, 2009",1 hrs. 39 min.,$40 million,James McTeigue,"Jon Jashni,Joel Silver,Thomas Tull,Lilly & Lana Wachowski",Naomie Harris
77,Invictus,"$37,491,364",Warner Bros.,Drama,PG-13,"December 11, 2009",2 hrs. 12 min.,$60 million,Clint Eastwood,"Gary Barber,Roger Birnbaum,Robert Lorenz,Tim Moore","Matt Damon,Morgan Freeman"
78,State of Play,"$37,017,955",Universal,Thriller,PG-13,"April 17, 2009",1 hrs. 58 min.,N/A,Kevin Macdonald,"Tim Bevan,Eric Fellner","Russell Crowe,Ben Affleck,Rachel McAdams,Jason Bateman,Helen Mirren"
79,Notorious (2009),"$36,843,682",Fox Searchlight,Music Drama,R,"January 16, 2009",2 hrs. 2 min.,$20 million,"George Tillman, Jr.",N/A,"Angela Bassett,Derek Luke,Anthony Mackie"
80,The Pink Panther 2,"$35,922,978",Sony / Columbia,Action Comedy,PG,"February 6, 2009",1 hrs. 32 min.,$70 million,Harald Zwart,Robert Simonds,"Steve Martin,Alfred Molina"
81,Under the Sea 3D,,Warner Bros.,IMAX,G,"February 13, 2009",0 hrs. 40 min.,N/A,N/A,N/A,N/A
82,All About Steve,"$33,862,903",Fox,Comedy,PG-13,"September 4, 2009",1 hrs. 39 min.,N/A,N/A,N/A,"Sandra Bullock,Thomas Haden Church,Bradley Cooper"
83,Halloween II (2009),"$33,392,973",Weinstein / Dimension,Horror,R,"August 28, 2009",1 hrs. 41 min.,$15 million,Rob Zombie,N/A,N/A
84,The Informant!,"$33,316,821",Warner Bros.,Drama / Thriller,R,"September 18, 2009",1 hrs. 48 min.,$22 million,Steven Soderbergh,"Jennifer Fox,Gregory Jacobs,Jeff Skoll",Matt Damon
85,The Last House on the Left (2009),"$32,752,215",Universal,Horror,R,"March 13, 2009",1 hrs. 49 min.,N/A,N/A,N/A,N/A
86,The Men Who Stare at Goats,"$32,428,195",Overture Films,Comedy,R,"November 6, 2009",1 hrs. 30 min.,$25 million,N/A,Grant Heslov,"George Clooney,Jeff Bridges,Ewan McGregor,Kevin Spacey"
87,(500) Days of Summer,"$32,391,374",Fox Searchlight,Romance,PG-13,"July 17, 2009",1 hrs. 35 min.,$7.5 million,Marc Webb,"Mason Novick,Mark S. Waters","Zooey Deschanel,Joseph Gordon-Levitt,Chloe Moretz,Clark Gregg"
88,Earth (2009),"$32,011,576",Buena Vista,Documentary,G,"April 22, 2009",1 hrs. 30 min.,N/A,N/A,N/A,N/A
89,Push,"$31,811,527",Summit Entertainment,Sci-Fi Thriller,PG-13,"February 6, 2009",1 hrs. 51 min.,$38 million,N/A,N/A,"Chris Evans,Dakota Fanning,Djimon Hounsou"
90,9,"$31,749,894",Focus Features,Animation,PG-13,"September 9, 2009",1 hrs. 19 min.,$30 million,N/A,"Timur Bekmambetov,Tim Burton","Elijah Wood,Jennifer Connelly,Christopher Plummer,John C. Reilly"
91,The Soloist,"$31,720,158",Paramount (DreamWorks),Music Drama,PG-13,"April 24, 2009",1 hrs. 49 min.,N/A,Joe Wright,"Tim Bevan,Eric Fellner,Jeff Skoll,Patricia Whitcher","Jamie Foxx,Robert Downey, Jr."
92,Toy Story / Toy Story 2 (3D),"$30,702,446",Buena Vista,Animation,G,"October 2, 2009",2 hrs. 49 min.,N/A,N/A,N/A,"Tim Allen,Tom Hanks"
93,Did You Hear About the Morgans?,"$29,580,087",Sony / Columbia,Romantic Comedy,PG-13,"December 18, 2009",1 hrs. 43 min.,$58 million,N/A,Ryan Kavanaugh,"Elisabeth Moss,Hugh Grant,Sarah Jessica Parker"
94,The Stepfather (2009),"$29,062,561",Sony / Screen Gems,Horror Thriller,PG-13,"October 16, 2009",1 hrs. 41 min.,$20 million,N/A,N/A,"Penn Badgley,Amber Heard"
95,The Uninvited,"$28,596,818",Paramount (DreamWorks),Horror,PG-13,"January 30, 2009",1 hrs. 27 min.,N/A,N/A,"Doug Davison,Michael Grillo,Roy Lee,Tom Pollock","Elizabeth Banks,Emily Browning"
96,Brothers,"$28,544,157",Lionsgate,Drama,R,"December 4, 2009",1 hrs. 50 min.,$26 million,Jim Sheridan,"Michael De Luca,Ryan Kavanaugh,Tucker Tooley","Jake Gyllenhaal,Natalie Portman,Tobey Maguire"
97,Saw VI,"$27,693,292",Lionsgate,Horror,R,"October 23, 2009",2 hrs. 0 min.,$11 million,N/A,"James Wan,Leigh Whannell",N/A
98,Dance Flick,"$25,662,155",Paramount,Comedy,PG-13,"May 22, 2009",1 hrs. 23 min.,$25 million,N/A,Rick Alvarez,Marlon Wayans
99,The Fourth Kind,"$25,486,040",Universal,Thriller,PG-13,"November 6, 2009",1 hrs. 38 min.,N/A,N/A,"Paul Brooks,Scott Niemeyer",Milla Jovovich
100,The International,"$25,450,527",Sony / Columbia,Drama / Thriller,R,"February 13, 2009",1 hrs. 58 min.,$50 million,Tom Tykwer,Ryan Kavanaugh,"Clive Owen,Naomi Watts"
101,Aliens in the Attic,"$25,200,412",Fox,Family Adventure,PG,"July 31, 2009",1 hrs. 26 min.,$45 million,John Schultz,Arnon Milchan,N/A
102,Observe and Report,"$24,007,324",Warner Bros.,Comedy,R,"April 10, 2009",1 hrs. 46 min.,$18 million,N/A,"Jon Jashni,Thomas Tull","Jesse Plemons,Seth Rogen,Anna Faris,Aziz Ansari"
103,Fighting,"$23,091,010",Universal,Action Drama,PG-13,"April 24, 2009",1 hrs. 45 min.,N/A,N/A,Kevin Misher,"Channing Tatum,Terrence Howard"
104,Love Happens,"$22,965,110",Universal,Romance,PG-13,"September 18, 2009",1 hrs. 49 min.,$18 million,N/A,"J. Miles Dale,Ryan Kavanaugh,Scott Stuber","Jennifer Aniston,Aaron Eckhart,Dan Fogler"
105,Fame (2009),"$22,455,510",MGM,Music Drama,PG,"September 25, 2009",1 hrs. 47 min.,$18 million,N/A,"Mark Canton,Gary Lucchesi,Tom Rosenberg,Richard Wright",Naturi Naughton
106,Fantastic Mr. Fox,"$21,002,919",Fox,Animation,PG,"November 13, 2009",1 hrs. 27 min.,$40 million,Wes Anderson,"Wes Anderson,Arnon Milchan","George Clooney,Meryl Streep,Jason Schwartzman,Owen Wilson,Willem Dafoe"
107,Shorts,"$20,919,166",Warner Bros.,Family Adventure,PG,"August 21, 2009",1 hrs. 29 min.,N/A,Robert Rodriguez,"Dan Lin,Robert Rodriguez","William H. Macy,Leslie Mann,Kat Dennings"
108,Gamer,"$20,534,907",Lionsgate,Action Thriller,R,"September 4, 2009",1 hrs. 35 min.,N/A,"Mark Neveldine,Brian Taylor","Gary Lucchesi,Mark Neveldine,Tom Rosenberg,Brian Taylor,Richard Wright","Gerard Butler,John Leguizamo,Logan Lerman,Chris 'Ludacris' Bridges"
109,Nine,"$19,676,965",Weinstein Company,Drama,PG-13,"December 18, 2009",1 hrs. 50 min.,$80 million,Rob Marshall,"John DeLuca,Ryan Kavanaugh,Marc Platt,Tucker Tooley","Daniel Day-Lewis,Kate Hudson,Penelope Cruz,Nicole Kidman,Judi Dench,Marion Cotillard"
110,Astro Boy,"$19,551,067",Summit Entertainment,Animation,PG,"October 23, 2009",1 hrs. 34 min.,$65 million,David Bowers,N/A,"Freddie Highmore,Nicolas Cage"
111,Jonas Brothers: The 3D Concert Experience,"$19,162,740",Buena Vista,Concert,G,"February 27, 2009",1 hrs. 16 min.,N/A,N/A,N/A,N/A
112,The Invention of Lying,"$18,451,251",Warner Bros.,Fantasy Comedy,PG-13,"October 2, 2009",1 hrs. 40 min.,$18.5 million,Ricky Gervais,"Dan Lin,Lynda Obst","Ricky Gervais,Jennifer Garner,Rob Lowe,Jonah Hill,Tina Fey"
113,Inkheart,"$17,303,424",Warner Bros. (New Line),Fantasy,PG,"January 23, 2009",1 hrs. 46 min.,$60 million,Iain Softley,N/A,"Brendan Fraser,Paul Bettany,Helen Mirren,Andy Serkis"
114,Fired Up,"$17,231,291",Sony / Screen Gems,Comedy,PG-13,"February 20, 2009",1 hrs. 30 min.,$20 million,Will Gluck,Will Gluck,N/A
115,The Hurt Locker,"$17,017,811",Summit Entertainment,War,R,"June 26, 2009",2 hrs. 10 min.,$15 million,Kathryn Bigelow,"Kathryn Bigelow,Mark Boal,Greg Shapiro","Jeremy Renner,Anthony Mackie,Guy Pearce,Ralph Fiennes"
116,New in Town,"$16,734,283",Lionsgate,Romantic Comedy,PG,"January 30, 2009",1 hrs. 36 min.,N/A,N/A,"Paul Brooks,Scott Niemeyer,Peter Safran",Renee Zellweger
117,Jennifer's Body,"$16,204,793",Fox,Horror Comedy,R,"September 18, 2009",1 hrs. 42 min.,$16 million,Karyn Kusama,"Diablo Cody,Mason Novick,Jason Reitman","Kyle Gallner,Chris Pratt,Megan Fox,Amanda Seyfried"
118,Imagine That,"$16,123,323",Paramount,Fantasy Comedy,PG,"June 12, 2009",1 hrs. 47 min.,$55 million,N/A,"Lorenzo di Bonaventura,Ed Solomon",Eddie Murphy
