,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
780,Hearts in Atlantis,24.185781,Warner Bros.,PG-13,101,31.0,September,2001,64.02318185714286,14.417593,14.417593,0.0
781,Angel Eyes,24.174218,Warner Bros.,R,102,53.0,May,2001,164.69999825,0.0,42.79935342857143,0.0
782,Heist,23.510841,Warner Bros.,R,111,39.0,November,2001,87.75257913333334,0.0,20.46247742857143,0.0
783,Kingdom Come,23.249648999999998,Fox Searchlight,PG,94,7.0,April,2001,127.06227633333333,0.0,0.0,0.0
784,Joe Somebody,22.771646,Fox,PG,98,38.0,December,2001,232.01444766666668,0.0,167.2322111166667,0.0
785,Two Can Play That Game,22.235901000000002,Sony / Screen Gems,R,91,13.0,September,2001,0.0,0.0,0.0,0.0
786,Joy Ride,21.974919,Fox,R,97,23.0,October,2001,50.43575933333333,2.502551,75.65493453333332,0.0
787,Valentine,20.384135999999998,Warner Bros.,R,96,29.0,February,2001,96.493673,0.0,44.737059,0.0
788,Summer Catch,19.753553,Warner Bros.,PG-13,104,34.0,August,2001,142.43408820000002,0.0,85.53841699999998,0.0
789,The Pledge,19.733089,Warner Bros.,R,124,35.0,January,2001,218.41561425,0.0,0.0,0.0
790,Saving Silverman,19.40203,Sony / Columbia,PG-13,92,22.0,February,2001,48.82845233333333,101.15194699999999,41.53714928571429,0.0
791,The Last Castle,18.24406,DreamWorks,R,133,72.0,October,2001,36.663315000000004,17.872723,0.0,0.0
792,The Glass House,18.150259,Sony / Columbia,PG-13,111,30.0,September,2001,99.28353720000001,0.0,41.53714928571429,0.0
793,Max Keeble's Big Move,17.294293,Buena Vista,PG,86,25.0,October,2001,0.0,16.625807000000002,0.0,0.0
794,Pokemon 3: The Movie,17.052128,Warner Bros.,G,70,16.0,April,2001,0.0,0.0,0.0,0.0
795,Rock Star,17.008282,Warner Bros.,R,105,57.0,September,2001,67.9728008,0.0,43.577535,0.0
796,crazy/beautiful,16.937988,Buena Vista,PG-13,95,13.0,June,2001,46.0829715,0.0,0.0,0.0
797,Original Sin,16.534221,MGM,R,116,42.0,August,2001,109.6496388,0.0,112.10164013333335,0.0
798,3000 Miles to Graceland,15.749959,Warner Bros.,R,125,62.0,February,2001,151.6087498,0.0,20.46247742857143,0.0
799,Life as a House,15.667270000000002,New Line,R,124,27.0,October,2001,127.74101766666666,22.365133,87.41364188235293,0.0
800,Iron Monkey,14.694904000000001,Miramax,PG-13,85,11.0,October,2001,12.811858,0.0,25.836616,0.0
801,Josie and the Pussycats,14.271015,Universal,PG-13,98,39.0,April,2001,87.58736966666667,0.0,0.0,0.0
802,Freddy Got Fingered,14.254992999999999,Fox,R,87,14.0,April,2001,0.0,0.0,33.668996199999995,0.0
803,Out Cold,13.906394,Buena Vista,PG-13,89,24.0,November,2001,0.0,0.0,367.1620167,0.0
804,The Tailor of Panama,13.729742000000002,Sony / Columbia,R,109,21.0,March,2001,234.75456258333332,0.0,0.0,0.0
805,Tomcats,13.558739000000001,Sony (Revolution),R,95,11.0,March,2001,0.0,0.0,0.0,0.0
806,Sugar & Spice,13.305101,New Line,PG-13,84,27.0,January,2001,81.2042685,0.0,0.0,0.0
807,Get Over It,11.576464,Miramax,PG-13,86,22.0,March,2001,63.2838965,0.0,0.0,0.0
808,The Shipping News,11.434216000000001,Miramax,R,111,38.0,December,2001,279.4020998154762,64.52722750000001,44.730266,0.0
809,Head Over Heels,10.42447,Universal,PG-13,87,14.0,February,2001,74.66393800000002,0.0,65.880897375,0.0
810,The Wash,10.097538,Lions Gate,R,96,7.0,November,2001,0.0,0.0,0.0,0.0
811,John Carpenter's Ghosts of Mars,8.70964,Sony / Screen Gems,R,98,28.0,August,2001,60.2382685,14.616660500000002,0.0,0.0
812,The Curse of the Jade Scorpion,7.517191,DreamWorks,PG-13,102,33.0,August,2001,213.61819140476192,13.976600000000001,0.0,0.0
813,Bones,7.316658,New Line,R,92,16.0,October,2001,0.0,0.0,0.0,0.0
814,The Forsaken,7.288450999999999,Sony / Screen Gems,R,91,15.0,April,2001,0.0,0.0,0.0,0.0
815,Town & Country,6.7199729999999995,New Line,R,104,90.0,April,2001,31.928928499999998,0.0,42.68337588235294,0.0
816,One Night at McCool's,6.290673,USA Films,R,93,18.0,April,2001,189.61395258333334,0.0,233.83092,0.0
817,Ghost World,6.217849,MGM,R,111,7.0,July,2001,0.0,0.0,0.0,0.0
818,Megiddo: The Omega Code II,6.047691,8X Entertainment,PG-13,104,22.0,September,2001,0.0,0.0,0.0,0.0
819,Say It Isn't So,5.520393,Fox,R,110,25.0,March,2001,42.66173766666666,0.0,131.41034133333335,0.0
820,Monkeybone,5.411999,Fox,PG-13,88,75.0,February,2001,56.912146166666666,0.0,75.8650255,0.0
821,Bubble Boy,5.007898,Buena Vista,PG-13,84,13.0,August,2001,32.5478,0.0,8.302478,0.0
822,Just Visiting,4.7815389999999995,Buena Vista,PG-13,88,35.0,April,2001,19.889298999999998,0.0,0.0,0.0
823,On the Line,4.365455,Miramax,PG,86,16.0,October,2001,0.0,0.0,0.0,0.0
824,Glitter,4.274407,Fox,PG-13,104,22.0,September,2001,75.831109,0.0,49.019221833333326,0.0
825,Pootie Tang,3.3135830000000004,Paramount,PG-13,81,7.0,June,2001,80.80457433333333,0.0,0.0,0.0
826,Soul Survivors,3.111545,Artisan,PG-13,84,17.0,September,2001,39.597908000000004,0.0,41.53714928571429,0.0
827,Kabhi Khushi Kabhie Gham,2.9019999999999997,Yash Raj,Unrated,210,7.5,December,2001,0.0,0.0,0.0,0.0
828,Novocaine,2.036682,Artisan,R,95,8.0,November,2001,84.4945495,0.0,0.0,0.0
829,The Caveman's Valentine,0.687194,Focus Features,R,106,13.5,March,2001,57.77532522222222,0.0,130.46363676190475,0.0
830,Donnie Darko,0.517375,Newmarket,R,113,6.0,October,2001,177.33164816666667,0.0,0.0,0.0
831,High Heels and Low Lifes,0.228194,Buena Vista,R,86,10.0,October,2001,0.0,0.0,0.0,0.0
832,Company Man,0.14619300000000002,Paramount Classics,PG-13,81,16.0,March,2001,59.689787,125.305545,108.29227250000001,0.0
833,Spider-Man,403.706375,Sony / Columbia,PG-13,121,139.0,May,2002,86.02144146666666,26.9125885,584.168284,0.0
834,The Lord of the Rings: The Two Towers,339.789881,New Line,PG-13,179,94.0,December,2002,1089.40293375,313.36411400000003,626.7282280000001,0.0
835,Star Wars: Episode II - Attack of the Clones,302.191252,Fox,PG,132,115.0,May,2002,1505.78876025,431.088295,862.17659,0.0
836,Harry Potter and the Chamber of Secrets,261.988482,Warner Bros.,PG,161,100.0,November,2002,1011.9830685000001,155.64569100000003,278.4983775,0.0
837,Signs,227.966634,Buena Vista,PG-13,107,72.0,August,2002,198.07549873333335,129.59993533333332,568.1438467,0.0
838,Austin Powers in Goldmember,213.30788900000002,New Line,PG-13,94,63.0,July,2002,323.6617773333333,108.76493575,0.0,0.0
839,Men in Black II,190.418803,Sony / Columbia,PG-13,88,140.0,July,2002,272.37578410000003,182.24761,148.18483066666667,0.0
840,Ice Age,176.387405,Fox,PG,81,59.0,March,2002,71.669906,0.0,68.856263,0.0
841,Chicago,170.68751799999998,Miramax,PG-13,107,45.0,December,2002,314.77565384999997,0.0,20.006634916666666,0.0
842,Catch Me If You Can,164.615351,DreamWorks,PG-13,140,52.0,December,2002,566.0355949,142.1184295,148.18483066666667,0.0
843,Die Another Day,160.942139,MGM,PG-13,123,142.0,November,2002,234.00546379999997,74.078174,253.887368,0.0
844,Scooby-Doo,153.294164,Warner Bros.,PG,86,84.0,June,2002,160.5531135322129,67.97223633333333,60.652035999999995,0.0
845,Lilo & Stitch,145.79433799999998,Buena Vista,PG,85,80.0,June,2002,0.0,0.0,0.0,0.0
846,XXX,142.109382,Sony (Revolution),PG-13,113,70.0,August,2002,151.0606987222222,89.7900225,78.50174116666668,0.0
847,The Santa Clause 2,139.236327,Buena Vista,G,105,65.0,November,2002,92.962684,0.0,39.011466000000006,0.0
848,Minority Report,132.072926,Fox,PG-13,144,102.0,June,2002,121.51831083333333,142.1184295,210.8946252,0.0
849,The Ring,129.12813300000002,DreamWorks,PG-13,109,48.0,October,2002,37.607244,64.38121100000001,2.5741135,0.0
850,Sweet Home Alabama,127.223418,Buena Vista,PG-13,102,30.0,September,2002,124.40472657142857,52.4845955,42.85084066666668,0.0
851,Mr. Deeds,126.293452,Sony / Columbia,PG-13,91,50.0,June,2002,198.640205,39.464775,170.80830509523815,0.0
852,The Bourne Identity,121.66168300000001,Universal,PG-13,118,60.0,June,2002,275.2959103333334,16.943454,222.6504895,0.0
853,The Sum of All Fears,118.907036,Paramount,PG-13,118,68.0,May,2002,167.94858693333333,0.0,0.0,0.0
854,8 Mile,116.750901,Universal,R,118,41.0,November,2002,46.57632025,19.393557,90.65022363636363,0.0
855,Road to Perdition,104.454762,DreamWorks,R,119,80.0,July,2002,331.02745326666667,130.096601,0.0,0.0
856,Panic Room,96.397334,Sony / Columbia,R,112,48.0,March,2002,109.8707555,68.57787250000001,59.82264766666667,0.0
857,Maid in Manhattan,94.011225,Sony (Revolution),PG-13,105,55.0,December,2002,134.246185,0.0,0.0,0.0
858,Two Weeks Notice,93.354851,Warner Bros.,PG-13,100,60.0,December,2002,108.65694816666667,0.0,0.0,0.0
859,Red Dragon,93.149898,Universal,R,126,78.0,October,2002,234.12639537500002,147.71481833333334,0.0,0.0
860,The Scorpion King,91.047077,Universal,PG-13,92,60.0,April,2002,121.80225279999999,0.0,0.0,0.0
861,Spy Kids 2: The Island of Lost Dreams,85.846429,Dimension Films,PG,100,38.0,August,2002,277.8594968333333,59.61297933333333,69.2778085,0.0
862,Blade II,82.34831899999999,New Line,R,117,54.0,March,2002,43.96198,25.48049,364.21381705,0.0
863,Snow Dogs,81.17256,Buena Vista,PG,99,33.0,January,2002,144.35995586554623,0.0,84.472902,0.0
864,We Were Soldiers,78.122718,Paramount,R,138,75.0,March,2002,249.22472574285715,0.0,198.542554,68.754079
865,Gangs of New York,77.812,Miramax,R,160,100.0,December,2002,748.8774494166668,11.24099,35.658073,0.0
866,Barbershop,75.782105,MGM,PG-13,102,12.0,September,2002,72.9463125,0.0,22.235901000000002,0.0
867,The Rookie,75.600072,Buena Vista,G,129,22.0,March,2002,68.738623,0.0,24.0073498,0.0
868,Spirit: Stallion of the Cimarron,73.280117,DreamWorks,G,82,80.0,May,2002,0.0,0.0,197.39989725,0.0
869,John Q.,71.75680200000001,New Line,PG-13,112,36.0,February,2002,132.784428,0.0,49.61438305,0.0
870,Divine Secrets of the Ya-Ya Sisterhood,69.599016,Warner Bros.,PG-13,116,27.0,June,2002,152.70315306666666,0.0,72.59890250000001,0.0
871,Insomnia,67.355513,Warner Bros.,R,118,46.0,May,2002,121.3085993,25.544867,124.40708533333333,0.0
872,Changing Lanes,66.81854799999999,Paramount,R,98,45.0,April,2002,363.06905082222227,0.0,46.23021535714285,0.0
873,About Schmidt,65.016287,New Line,R,124,30.0,December,2002,351.1992236666666,14.902041,31.187876250000002,0.0
874,Stuart Little 2,64.956806,Sony / Columbia,PG,70,120.0,July,2002,140.03536699999998,226.44546399999996,364.07564,0.0
875,The Time Machine,56.832494,DreamWorks,PG-13,96,80.0,March,2002,29.64750066666667,101.413188,83.55147733333334,0.0
876,Drumline,56.399184,Fox,PG-13,118,20.0,December,2002,14.3886945,0.0,0.0,0.0
877,The Count of Monte Cristo,54.234062,Buena Vista,PG-13,131,35.0,January,2002,57.59544286666667,44.275645,200.87059135281385,0.0
878,Unfaithful,52.775765,Fox,R,100,50.0,May,2002,131.26509345,0.0,32.27467553333333,0.0
879,Like Mike,51.432759999999995,Fox,PG,100,30.0,July,2002,0.0,17.845337,0.0,0.0
880,The Tuxedo,50.547998,DreamWorks,PG-13,99,60.0,September,2002,119.60200049999999,0.0,0.0,0.0
881,Return to Never Land,48.430258,Buena Vista,G,72,20.0,February,2002,0.0,0.0,0.0,0.0
882,Big Fat Liar,48.360547,Universal,PG,87,15.0,February,2002,109.76432699999998,0.0,68.93967816666667,0.0
883,Star Trek: Nemesis,43.254409,Paramount,PG-13,116,60.0,December,2002,113.7436875,0.0,0.0,0.0
884,Reign of Fire,43.061982,Buena Vista,PG-13,109,60.0,July,2002,125.79886159999998,0.0,200.87059135281385,0.0
885,The Hours,41.675994,Paramount,PG-13,114,25.0,December,2002,504.8047491,0.0,46.23021535714285,0.0
886,High Crimes,41.543917,Fox,PG-13,115,42.0,April,2002,137.28777243333332,0.0,32.27467553333333,0.0
887,About a Boy,41.385278,Universal,PG-13,100,30.0,May,2002,377.8802368333333,147.56025499999998,92.39873166666669,0.0
888,A Walk to Remember,41.281092,Warner Bros.,PG,101,11.8,January,2002,0.0,60.400856000000005,128.41563333333335,0.0
889,Windtalkers,40.914068,MGM,R,134,115.0,June,2002,91.52193955555556,163.8430175,0.0,68.754079
890,Blue Crush,40.390646999999994,Universal,PG-13,104,25.0,August,2002,260.188676,16.937988,90.65022363636363,0.0
891,The Master of Disguise,40.388794,Sony (Revolution),PG,80,16.0,August,2002,0.0,0.0,206.45920559523816,0.0
892,Resident Evil,40.119709,Sony / Screen Gems,R,94,33.0,March,2002,230.82791050000003,14.594226,24.363679,0.0
893,The Wild Thornberrys,40.108697,Paramount,PG,79,25.0,December,2002,0.0,0.0,0.0,0.0
894,Collateral Damage,40.077257,Warner Bros.,R,108,85.0,February,2002,115.0949803,3.15017,0.0,0.0
895,Enough,40.007742,Sony / Columbia,PG-13,111,38.0,May,2002,51.1325265,126.943684,32.977746,0.0
896,Treasure Planet,38.176783,Buena Vista,PG,95,140.0,November,2002,46.609952,0.0,0.0,0.0
897,Showtime,38.082712,Warner Bros.,PG-13,95,85.0,March,2002,251.97804885714288,56.937502,58.20310500000001,0.0
898,Crossroads,37.191303999999995,Paramount,PG-13,93,12.0,February,2002,69.13274,0.0,0.0,0.0
899,Clockstoppers,36.989956,Paramount,PG,93,26.0,March,2002,0.0,0.0,94.24731566666667,0.0
900,The Mothman Prophecies,35.74637,Sony / Screen Gems,PG-13,119,32.0,January,2002,64.51568625,24.756176999999997,115.35596783333334,0.0
901,K-19: The Widowmaker,35.168966,Paramount,PG-13,138,100.0,July,2002,234.5054745,7.959291,0.0,0.0
902,I Spy,33.561137,Sony / Columbia,PG-13,96,70.0,November,2002,220.36258192380953,39.2006435,0.0,0.0
903,The Pianist,32.572577,Focus Features,R,148,35.0,December,2002,27.8443105,10.882525999999999,18.661336,68.754079
904,Analyze That,32.130627000000004,Warner Bros.,R,100,60.0,December,2002,211.34524893333332,72.386319,0.0,0.0
905,Murder by Numbers,31.945749,Warner Bros.,R,120,50.0,April,2002,48.965996666666655,0.0,0.0,0.0
906,One Hour Photo,31.597131,Fox Searchlight,R,95,12.0,August,2002,62.44221280000001,0.0,0.0,0.0
907,Halloween: Resurrection,30.354442,Dimension Films,R,94,13.0,July,2002,24.57856225,0.0,0.0,0.0
908,Queen of the Damned,30.3368,Warner Bros.,R,111,35.0,February,2002,0.0,0.0,14.967182000000001,0.0
909,Dragonfly,30.3234,Universal,PG-13,105,60.0,February,2002,298.30106126666664,112.01943899999999,270.5155147242424,0.0
910,The Banger Sisters,30.307415999999996,Fox Searchlight,R,94,10.0,September,2002,95.75057974999999,0.0,24.0073498,0.0
911,Bad Company,30.160161,Buena Vista,PG-13,117,70.0,June,2002,128.723346025,109.33987400000001,164.89729409999998,0.0
912,Ghost Ship,30.113490999999996,Warner Bros.,R,88,20.0,October,2002,0.0,0.0,108.19210400000001,0.0
913,The New Guy,29.760152,Sony (Revolution),PG-13,100,13.0,May,2002,32.53485,0.0,35.6509005,0.0
914,SwimFan,28.564995,Fox,PG-13,86,10.0,September,2002,10.92506,0.0,92.73874875,0.0
915,The Crocodile Hunter: Collision Course,28.442574,MGM,PG,90,12.0,July,2002,0.0,0.0,0.0,0.0
916,Brown Sugar,27.363891,Fox Searchlight,PG-13,108,8.0,October,2002,67.10050466666667,25.059639999999998,0.0,0.0
917,Blood Work,26.235081,Warner Bros.,R,110,50.0,August,2002,53.557270499999994,50.93410325,50.93410325,0.0
918,All About the Benjamins,25.916319,New Line,R,95,15.0,March,2002,78.843796,0.0,57.328603,0.0
919,Frida,25.885,Miramax,R,123,12.0,October,2002,147.71815974999998,0.0,0.0,0.0
920,Jonah: A VeggieTales Movie,25.581229,Artisan,G,83,14.0,October,2002,0.0,0.0,0.0,0.0
921,The Transporter,25.296447,Fox,PG-13,92,21.0,October,2002,4.9787945,0.0,17.129190333333334,0.0
922,The Sweetest Thing,24.718164,Sony / Columbia,R,84,43.0,April,2002,148.13636524999998,38.328567,53.79458314285714,0.0
923,Adaptation.,22.498520000000003,Sony / Columbia,R,114,19.0,December,2002,288.10001355555556,22.863595999999998,0.0,0.0
924,City by the Sea,22.448879,Warner Bros.,R,108,40.0,September,2002,100.25927266666666,54.93028,78.28144108333333,0.0
925,Antwone Fisher,21.078145000000003,Fox Searchlight,PG-13,120,12.5,December,2002,68.463484,0.0,56.569702,0.0
926,Hart's War,19.077641,MGM,R,125,70.0,February,2002,126.83963802272726,45.010278,0.0,68.754079
927,Rollerball,18.990798,MGM,PG-13,97,70.0,February,2002,213.0215572,67.33885966666666,136.9459855,0.0
928,The Four Feathers,18.306166,Paramount,PG-13,125,35.0,September,2002,83.76169358333334,0.0,0.0,68.754079
929,Eight Legged Freaks,17.322606,Warner Bros.,PG-13,99,30.0,July,2002,6.217849,0.0,185.27130133333333,0.0
930,The Country Bears,16.990825,Buena Vista,G,88,35.0,July,2002,83.67445260000001,0.0,31.661648,0.0
931,Serving Sara,16.930185,Paramount,PG-13,100,29.0,August,2002,75.204061,0.0,27.320829499999995,0.0
932,White Oleander,16.357770000000002,Warner Bros.,PG-13,110,16.0,October,2002,125.73321765,0.0,72.59890250000001,0.0
933,Kung Pow! Enter the Fist,16.037962,Fox,PG-13,81,10.0,January,2002,0.0,44.480039,0.0,0.0
934,Confessions of a Dangerous Mind,16.007718,Miramax,R,113,30.0,December,2002,332.8430536587301,0.0,86.09218899999999,0.0
935,Far From Heaven,15.901848999999999,Focus Features,PG-13,107,13.5,November,2002,84.9354901,0.0,40.584421,0.0
936,Solaris,14.973382,Fox,PG-13,95,47.0,November,2002,100.1854285,104.07233933333333,677.909039,0.0
937,"Life, or Something Like It",14.448589000000002,Fox,PG-13,103,40.0,April,2002,51.02301085714286,0.0,111.52373586666667,0.0
938,Ballistic: Ecks vs. Sever,14.307963,Warner Bros.,R,91,70.0,September,2002,120.47232333333332,0.0,0.0,0.0
939,The Emperor's Club,14.118751000000001,Universal,PG-13,109,12.5,November,2002,52.3502175,10.0389655,76.900215,0.0
940,The Good Girl,14.018296,Fox Searchlight,R,93,8.0,August,2002,119.75675653333332,0.0,0.0,0.0
941,fear dot com,13.258249,Warner Bros.,R,98,40.0,August,2002,0.0,0.0,0.0,0.0
942,Jason X,13.121554999999999,New Line,R,93,11.0,April,2002,0.0,0.0,0.0,0.0
943,Frailty,13.110448000000002,Lions Gate,R,100,11.0,April,2002,482.27584360000003,0.0,0.0,0.0
944,The Quiet American,12.988800999999999,Miramax,R,118,30.0,November,2002,128.38639629166667,94.353186,44.578618000000006,0.0
945,Wes Craven Presents: They,12.840842,Dimension Films,PG-13,90,17.0,November,2002,0.0,0.0,109.34115428571428,0.0
946,Undisputed,12.764657000000001,Miramax,R,96,20.0,August,2002,67.42363333333333,11.513454666666666,86.63978900000001,0.0
947,The Powerpuff Girls Movie,11.412414,Warner Bros.,PG,85,11.0,July,2002,0.0,0.0,0.0,0.0
948,Brotherhood of the Wolf,11.260096,Universal,R,142,29.0,January,2002,0.260562,0.0,0.0,0.0
949,Abandon,10.727683,Paramount,PG-13,99,25.0,October,2002,94.057545,0.0,285.7193856742424,0.0
950,Narc,10.465659,Paramount,R,102,6.5,December,2002,0.0,0.0,237.7240796,0.0
951,Sorority Boys,10.200032,Buena Vista,R,93,12.0,March,2002,0.0,0.0,0.0,0.0
952,Death to Smoochy,8.364691,Warner Bros.,R,109,50.0,March,2002,120.725236425,33.459416,45.507768,0.0
953,Big Trouble,7.267307000000001,Buena Vista,PG-13,85,40.0,April,2002,300.5569631666667,182.24761,63.413878000000004,0.0
954,Trapped,7.073250999999999,Sony / Columbia,R,110,30.0,September,2002,71.62438025,0.0,22.7962115,0.0
955,Moonlight Mile,6.835856,Buena Vista,PG-13,111,21.0,September,2002,78.15127050000001,0.0,143.7311863,0.0
956,Impostor,6.285176,Miramax,PG-13,95,30.0,January,2002,0.0,0.0,0.0,0.0
957,Slackers,5.285941,Sony / Columbia,R,86,14.0,February,2002,17.105219,0.0,42.85084066666668,0.0
958,Formula 51,5.204007,Sony / Screen Gems,R,92,27.0,October,2002,99.67061222222222,32.38385,0.687194,0.0
959,The Adventures of Pluto Nash,4.4200800000000005,Warner Bros.,PG-13,95,100.0,August,2002,221.7424379404762,50.632037,0.0,0.0
960,Spider,1.6424830000000001,Sony Classics,R,98,10.0,December,2002,28.273827,0.0,0.0,0.0
961,Ararat,1.555959,Miramax,R,126,15.5,November,2002,0.0,0.0,0.0,0.0
962,Crush,1.084935,Sony Classics,R,112,6.0,April,2002,0.0,0.0,0.0,0.0
963,Swept Away,0.598645,Sony / Screen Gems,R,90,10.0,October,2002,102.8531385,0.0,0.0,0.0
964,All or Nothing,0.201546,United Artists,R,128,9.0,October,2002,0.0,0.0,0.0,0.0
965,Eye See You (a.k.a. D-TOX),0.079161,DEJ,R,96,55.0,September,2002,63.198224333333336,0.0,0.0,0.0
966,The Lord of the Rings: The Return of the King,377.027325,New Line,PG-13,200,94.0,December,2003,1684.6309677785714,326.5769975,653.153995,0.0
967,Finding Nemo,339.714978,Buena Vista,G,104,94.0,May,2003,16.809631500000002,250.8627145,255.87325,0.0
968,Pirates of the Caribbean: The Curse of the Black Pearl,305.413918,Buena Vista,PG-13,135,140.0,July,2003,540.5183546190476,85.96351833333335,111.77756154545453,0.0
969,The Matrix Reloaded,281.576461,Warner Bros.,R,138,150.0,May,2003,611.75517425,171.47993,57.28358,0.0
970,Bruce Almighty,242.82926099999997,Universal,PG-13,101,81.0,May,2003,165.2825456666667,98.05477366666666,229.4660116,0.0
971,X2: X-Men United,214.949694,Fox,PG-13,134,110.0,May,2003,839.5965649285713,90.32064249999999,961.8780904999999,0.0
972,Elf,173.398518,New Line,PG,95,33.0,November,2003,48.670103600000004,0.0,0.0,0.0
973,Terminator 3: Rise of the Machines,150.371112,Warner Bros.,R,109,200.0,July,2003,83.90894374999999,0.0,205.21828555000002,0.0
974,The Matrix Revolutions,139.313948,Warner Bros.,R,135,150.0,November,2003,605.99484525,171.47993,57.28358,0.0
