,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
39,Junior,"$36,763,355",Universal,Sci-Fi Comedy,PG-13,"November 23, 1994",1 hrs. 50 min.,$60 million,Ivan Reitman,"Joe Medjuck,Ivan Reitman","Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella"
40,Nell,"$33,683,817",Fox,Drama,PG-13,"December 16, 1994",1 hrs. 53 min.,N/A,Michael Apted,N/A,"Jodie Foster,Liam Neeson"
41,Street Fighter,"$33,423,521",Universal,Action,PG-13,"December 23, 1994",2 hrs. 42 min.,$35 million,N/A,N/A,N/A
42,The Shadow,"$32,063,435",Universal,Period Action,PG-13,"July 1, 1994",1 hrs. 48 min.,N/A,N/A,N/A,"Alec Baldwin,Ian McKellen"
43,I Love Trouble,"$30,806,194",Buena Vista,Romantic Comedy,PG,"July 1, 1994",2 hrs. 3 min.,N/A,Charles Shyer,Nancy Meyers,Julia Roberts
44,Major League II,"$30,626,182",Warner Bros.,Sports Comedy,PG,"April 1, 1994",1 hrs. 45 min.,N/A,N/A,"Gary Barber,James G. Robinson","Charlie Sheen,Omar Epps"
45,Blank Check,"$30,577,969",Buena Vista,Family Comedy,PG,"February 11, 1994",1 hrs. 33 min.,N/A,N/A,N/A,N/A
46,Blown Away,"$30,156,002",MGM,Action Thriller,R,"July 1, 1994",2 hrs. 1 min.,N/A,Stephen Hopkins,N/A,"Jeff Bridges,Tommy Lee Jones,Forest Whitaker"
47,A Low Down Dirty Shame,"$29,392,418",Buena Vista,Action Comedy,R,"November 25, 1994",1 hrs. 40 min.,N/A,Keenen Ivory Wayans,"Roger Birnbaum,Lee R. Mayes,Joe Roth","Jada Pinkett-Smith,Keenen Ivory Wayans"
48,In the Army Now,"$28,881,266",Buena Vista,Action Comedy,PG,"August 12, 1994",1 hrs. 32 min.,N/A,N/A,N/A,N/A
49,Drop Zone,"$28,735,315",Paramount,Action,R,"December 9, 1994",1 hrs. 41 min.,$45 million,N/A,N/A,Wesley Snipes
50,The Shawshank Redemption,"$28,341,469Domestic Lifetime Gross $28,341,469",Columbia,Period Drama,R,"September 23, 1994",2 hrs. 22 min.,$25 million,Frank Darabont,N/A,"Tim Robbins,Morgan Freeman"
51,Guarding Tess,"$27,058,304",TriStar,Comedy,PG-13,"March 11, 1994",1 hrs. 35 min.,N/A,N/A,N/A,Nicolas Cage
52,I.Q.,"$26,381,221",Paramount,Romantic Comedy,PG,"December 25, 1994",1 hrs. 35 min.,$25 million,N/A,Scott Rudin,"Meg Ryan,Tim Robbins"
53,"My Father, the Hero","$25,479,558",Buena Vista,Comedy,PG,"February 4, 1994",1 hrs. 30 min.,N/A,N/A,N/A,Katherine Heigl
54,Wyatt Earp,"$25,052,000",Warner Bros.,Western,PG-13,"June 24, 1994",3 hrs. 10 min.,$63 million,Lawrence Kasdan,"Kevin Costner,Michael Grillo,Lawrence Kasdan,Jim Wilson","Kevin Costner,Dennis Quaid"
55,Quiz Show,"$24,822,619",Buena Vista,Period Drama,PG-13,"September 16, 1994",2 hrs. 13 min.,N/A,Robert Redford,N/A,Ralph Fiennes
56,Renaissance Man,"$24,332,324",Buena Vista,Comedy,PG-13,"June 3, 1994",2 hrs. 8 min.,N/A,Penny Marshall,Penny Marshall,"Danny DeVito,Mark Wahlberg"
57,Blue Chips,"$23,070,663",Paramount,Sports Drama,PG-13,"February 18, 1994",1 hrs. 47 min.,N/A,William Friedkin,N/A,N/A
58,Mary Shelley's Frankenstein,"$22,006,296",Sony / Columbia,Period Horror,R,"November 4, 1994",2 hrs. 3 min.,$45 million,Kenneth Branagh,N/A,"Helena Bonham Carter,Robert DeNiro,Kenneth Branagh"
59,Intersection,"$21,355,893",Paramount,Romance,R,"January 21, 1994",1 hrs. 38 min.,N/A,N/A,N/A,"Richard Gere,Sharon Stone"
60,The Air Up There,"$21,011,318",Miramax,Sports Comedy,PG,"January 7, 1994",1 hrs. 47 min.,N/A,N/A,"Ted Field,Scott Kroopf",Kevin Bacon
61,Iron Will,"$21,006,361",Buena Vista,Family Adventure,PG,"January 14, 1994",1 hrs. 48 min.,N/A,N/A,N/A,"Kevin Spacey,Brian Cox"
62,Reality Bites,"$20,982,557",Universal,Romantic Comedy,PG-13,"February 18, 1994",1 hrs. 39 min.,N/A,Ben Stiller,"Michael Shamberg,Stacey Sher","Winona Ryder,Ethan Hawke,Ben Stiller"
63,Jason's Lyric,"$20,851,521",Gramercy,Romance,R,"September 30, 1994",2 hrs. 0 min.,N/A,N/A,N/A,"Jada Pinkett-Smith,Forest Whitaker"
64,Speechless,"$20,667,959",MGM,Romantic Comedy,PG-13,"December 16, 1994",1 hrs. 39 min.,N/A,Ron Underwood,N/A,"Michael Keaton,Christopher Reeve"
65,The Cowboy Way,"$20,280,016",Universal,Action Comedy,PG-13,"June 3, 1994",1 hrs. 47 min.,N/A,N/A,Brian Grazer,"Woody Harrelson,Kiefer Sutherland"
66,"Corrina, Corrina","$20,164,171",New Line,Comedy / Drama,PG,"August 12, 1994",1 hrs. 55 min.,N/A,N/A,"Bernie Goldmann,Steve Tisch",N/A
67,Only You,"$20,059,210",TriStar,Romantic Comedy,PG,"October 7, 1994",1 hrs. 49 min.,N/A,N/A,N/A,"Marisa Tomei,Robert Downey, Jr.,Bonnie Hunt"
68,With Honors,"$20,016,254",Warner Bros.,Drama,PG-13,"April 29, 1994",1 hrs. 41 min.,N/A,N/A,Jon Peters,Brendan Fraser
69,Color of Night,"$19,726,050",Buena Vista,Romantic Thriller,R,"August 19, 1994",2 hrs. 1 min.,$40 million,N/A,N/A,"Lance Henriksen,Bruce Willis"
70,8 Seconds,"$19,623,396",New Line,Sports Drama,PG-13,"February 25, 1994",1 hrs. 44 min.,N/A,N/A,Michael Shamberg,N/A
71,The Professional,"$19,501,238",Sony / Columbia,Action / Crime,R,"November 18, 1994",1 hrs. 50 min.,N/A,Luc Besson,Luc Besson,"Gary Oldman,Natalie Portman"
72,Little Giants,"$19,306,362",Warner Bros.,Family Comedy,PG,"October 14, 1994",1 hrs. 46 min.,N/A,N/A,Gerald R. Molen,N/A
73,House Party 3,"$19,281,235",New Line,Comedy,R,"January 14, 1994",1 hrs. 33 min.,N/A,N/A,N/A,Bernie Mac
74,Getting Even With Dad,"$18,869,594",MGM,Family Comedy,PG,"June 17, 1994",1 hrs. 49 min.,N/A,N/A,N/A,Macaulay Culkin
75,Love Affair,"$18,272,894",Warner Bros.,Romance,PG-13,"October 21, 1994",1 hrs. 48 min.,$60 million,N/A,N/A,"Warren Beatty,Annette Bening,Katharine Hepburn,Pierce Brosnan"
76,Sugar Hill,"$18,225,518",Fox,Crime Drama,R,"February 25, 1994",2 hrs. 3 min.,N/A,Leon Ichaso,"Marc Abraham,Tom Rosenberg",Wesley Snipes
77,Milk Money,"$18,137,661",Paramount,Romantic Comedy,PG-13,"September 2, 1994",1 hrs. 48 min.,N/A,N/A,"Kathleen Kennedy,Frank Marshall",Ed Harris
78,Wes Craven's New Nightmare,"$18,090,181",New Line,Horror,R,"October 14, 1994",1 hrs. 52 min.,N/A,Wes Craven,N/A,N/A
79,My Girl 2,"$17,359,799",Columbia,Comedy / Drama,PG,"February 11, 1994",1 hrs. 39 min.,N/A,N/A,Brian Grazer,Jamie Lee Curtis
80,Miracle on 34th Street (1994),"$17,320,136",Fox,Drama,PG,"November 18, 1994",1 hrs. 54 min.,N/A,N/A,John Hughes,N/A
81,The War,"$16,928,556",Universal,Drama,PG-13,"November 4, 1994",2 hrs. 6 min.,N/A,N/A,Jordan Kerner,"Kevin Costner,Elijah Wood"
82,Baby's Day Out,"$16,827,402",Fox,Family Comedy,PG,"July 1, 1994",1 hrs. 39 min.,$48 million,N/A,"John Hughes,Richard Vane",N/A
83,Lightning Jack,"$16,821,273",Savoy,Western Comedy,PG-13,"March 11, 1994",1 hrs. 38 min.,N/A,N/A,N/A,"Cuba Gooding, Jr."
84,Andre,"$16,820,893",Paramount,Family Adventure,PG,"August 19, 1994",1 hrs. 34 min.,N/A,N/A,N/A,N/A
85,Blink,"$16,696,219",New Line,Thriller,R,"January 28, 1994",1 hrs. 46 min.,N/A,Michael Apted,N/A,N/A
86,Terminal Velocity,"$16,487,349",Buena Vista,Action,PG-13,"September 23, 1994",1 hrs. 42 min.,$50 million,N/A,"Ted Field,Scott Kroopf","Charlie Sheen,James Gandolfini"
87,Monkey Trouble,"$16,453,258",New Line,Family Comedy,PG,"March 18, 1994",1 hrs. 33 min.,N/A,N/A,Ridley Scott,N/A
88,Above the Rim,"$16,192,320",New Line,Sports Drama,R,"March 25, 1994",1 hrs. 38 min.,N/A,N/A,N/A,"Tupac Shakur,Marlon Wayans"
89,The Getaway (1994),"$16,094,974",Universal,Action / Crime,R,"February 11, 1994",2 hrs. 3 min.,N/A,Roger Donaldson,N/A,"Alec Baldwin,Kim Basinger,Philip Seymour Hoffman"
90,No Escape,"$15,339,030",Savoy,Sci-Fi Action,R,"April 29, 1994",1 hrs. 58 min.,N/A,Martin Campbell,Gale Anne Hurd,Lance Henriksen
91,Bad Girls,"$15,240,435",Fox,Western,R,"April 22, 1994",1 hrs. 39 min.,N/A,N/A,Lynda Obst,Drew Barrymore
92,The Madness of King George,"$15,238,689",Samuel Goldwyn,Period Drama,PG-13,"December 30, 1994",1 hrs. 50 min.,N/A,N/A,N/A,"Ian Holm,Helen Mirren"
93,Threesome,"$14,815,317",TriStar,Romantic Comedy,R,"April 8, 1994",1 hrs. 34 min.,N/A,Andrew Fleming,N/A,N/A
94,The Pagemaster,"$13,670,688",Fox,Animation,G,"November 23, 1994",1 hrs. 20 min.,N/A,Joe Johnston,N/A,"Leonard Nimoy,Macaulay Culkin"
95,Crooklyn,"$13,642,861",Universal,Comedy / Drama,PG-13,"May 13, 1994",1 hrs. 54 min.,N/A,Spike Lee,Jon Kilik,N/A
96,Bullets Over Broadway,"$13,383,747",Miramax,Period Comedy,R,"October 21, 1994",1 hrs. 39 min.,N/A,Woody Allen,N/A,"Jim Broadbent,John Cusack"
97,Greedy,"$13,137,484",Universal,Comedy,PG-13,"March 4, 1994",1 hrs. 53 min.,N/A,N/A,Brian Grazer,N/A
98,Little Big League,"$12,267,790",Columbia,Family Comedy,PG,"July 1, 1994",1 hrs. 59 min.,N/A,N/A,N/A,N/A
99,3 Ninjas Kick Back,"$11,798,854",TriStar,Family Adventure,PG,"May 6, 1994",1 hrs. 34 min.,N/A,N/A,N/A,N/A
100,The Ref,"$11,439,193",Buena Vista,Crime Comedy,R,"March 9, 1994",1 hrs. 37 min.,N/A,N/A,"Jerry Bruckheimer,Richard LaGravenese",Kevin Spacey
101,Cops and Robbersons,"$11,391,093",TriStar,Action Comedy,PG,"April 15, 1994",1 hrs. 33 min.,N/A,N/A,N/A,N/A
102,Thumbelina,"$11,373,501",Warner Bros.,Animation,G,"April 1, 1994",1 hrs. 26 min.,N/A,Don Bluth,N/A,N/A
103,Ready to Wear,"$11,300,653",Miramax,Comedy,R,"December 25, 1994",2 hrs. 13 min.,N/A,Robert Altman,N/A,"Kim Basinger,Tim Robbins,Julia Roberts,Forest Whitaker"
104,"The Adventures of Priscilla, Queen of the Desert","$11,220,670",Gramercy,Comedy,R,"August 10, 1994",1 hrs. 42 min.,N/A,Stephan Elliot,N/A,Guy Pearce
105,Camp Nowhere,"$10,475,705",Buena Vista,Family Comedy,PG,"August 26, 1994",1 hrs. 36 min.,N/A,N/A,N/A,N/A
106,I'll Do Anything,"$10,424,645",Columbia,Comedy / Drama,PG-13,"February 4, 1994",1 hrs. 56 min.,$40 million,James L. Brooks,N/A,Albert Brooks
107,You So Crazy,"$10,184,701",Samuel Goldwyn,Concert,Unrated,"April 29, 1994",1 hrs. 25 min.,N/A,N/A,N/A,Martin Lawrence
108,Lassie,"$9,979,683",Paramount,Family Adventure,PG,"July 22, 1994",1 hrs. 34 min.,N/A,N/A,Lorne Michaels,Michelle Williams
109,Immortal Beloved,"$9,914,409",Sony / Columbia,Period Drama,R,"December 16, 1994",2 hrs. 1 min.,N/A,N/A,N/A,Gary Oldman
110,The Swan Princess,"$9,771,658",New Line,Animation,G,"November 18, 1994",1 hrs. 29 min.,N/A,N/A,N/A,N/A
111,Angie,"$9,398,308",Buena Vista,Comedy / Drama,R,"March 4, 1994",1 hrs. 48 min.,N/A,Martha Coolidge,"Roger Birnbaum,Joe Roth",James Gandolfini
112,The Next Karate Kid,"$8,914,777",Columbia,Sports Action,PG,"August 12, 1994",1 hrs. 44 min.,N/A,N/A,N/A,Hilary Swank
113,The Inkwell,"$8,880,705",Buena Vista,Comedy,R,"April 22, 1994",1 hrs. 52 min.,N/A,N/A,Jon Jashni,Jada Pinkett-Smith
114,White Fang II: Myth of the White Wolf,"$8,878,839",Buena Vista,Family Adventure,PG,"April 15, 1994",1 hrs. 46 min.,N/A,N/A,N/A,Alfred Molina
115,The Puppet Masters,"$8,647,042",Buena Vista,Horror,R,"October 21, 1994",1 hrs. 49 min.,N/A,N/A,Ralph Winter,N/A
116,Fresh,"$8,094,616",Miramax,Crime Drama,R,"August 19, 1994",1 hrs. 54 min.,N/A,Boaz Yakin,Lawrence Bender,Samuel L. Jackson
117,Blankman,"$7,941,977",Columbia,Fantasy Comedy,PG-13,"August 19, 1994",1 hrs. 36 min.,N/A,Mike Binder,N/A,"Tony Cox,Damon Wayans"
118,The Chase,"$7,924,955",Fox,Action Comedy,PG-13,"March 4, 1994",1 hrs. 34 min.,N/A,Adam Rifkin,N/A,"Charlie Sheen,Cary Elwes"
119,Hoop Dreams,"$7,830,611",Fine Line,Documentary,PG-13,"October 14, 1994",2 hrs. 50 min.,N/A,N/A,N/A,N/A
120,Serial Mom,"$7,820,688",Savoy,Comedy Thriller,R,"April 13, 1994",1 hrs. 33 min.,$13 million,N/A,N/A,Matthew Lillard
121,Sirens,"$7,770,731",Miramax,Comedy / Drama,R,"March 4, 1994",1 hrs. 34 min.,N/A,N/A,N/A,Hugh Grant
122,Surviving the Game,"$7,727,256",New Line,Action,R,"April 15, 1994",1 hrs. 36 min.,N/A,Ernest R. Dickerson,N/A,Rutger Hauer
123,Clifford,"$7,408,745",Orion Pictures,Comedy,PG,"April 1, 1994",1 hrs. 30 min.,N/A,N/A,Pieter Jan Brugge,N/A
124,Clean Slate,"$7,355,425",MGM,Comedy,PG-13,"May 6, 1994",1 hrs. 47 min.,N/A,N/A,N/A,Dana Carvey
125,Eat Drink Man Woman,"$7,294,403",Samuel Goldwyn,Foreign,Unrated,"August 3, 1994",2 hrs. 4 min.,N/A,Ang Lee,Ted Hope,N/A
126,Barcelona,"$7,266,973",Fine Line,Romantic Comedy,PG-13,"July 29, 1994",1 hrs. 41 min.,N/A,Whit Stillman,Whit Stillman,N/A
127,North,"$7,182,747",Columbia,Family Comedy,PG,"July 22, 1994",1 hrs. 28 min.,$40 million,Rob Reiner,N/A,"Elijah Wood,Bruce Willis,Kathy Bates"
128,Trial by Jury,"$6,971,777",Warner Bros.,Thriller,R,"September 9, 1994",1 hrs. 47 min.,N/A,N/A,"Gary Barber,Mark Gordon,Christopher Meledandri,James G. Robinson",N/A
129,Exit to Eden,"$6,841,570",Savoy,Comedy,R,"October 14, 1994",1 hrs. 53 min.,N/A,Garry Marshall,N/A,N/A
130,Mixed Nuts,"$6,821,850",Sony / Columbia,Comedy,PG-13,"December 21, 1994",1 hrs. 37 min.,N/A,Nora Ephron,N/A,"Steve Martin,Adam Sandler"
131,The Road to Wellville,"$6,562,513",Sony / Columbia,Period Comedy,R,"October 28, 1994",2 hrs. 0 min.,N/A,N/A,"Marc Abraham,Tom Rosenberg","Anthony Hopkins,Matthew Broderick,John Cusack,Dana Carvey"
132,The House of the Spirits,"$6,265,311",Miramax,Period Drama,R,"April 1, 1994",2 hrs. 13 min.,$40 million,N/A,Bernd Eichinger,"Meryl Streep,Glenn Close,Jeremy Irons,Winona Ryder,Antonio Banderas"
133,Widows' Peak,"$6,243,722",Fine Line,Comedy Thriller,PG,"May 13, 1994",1 hrs. 41 min.,N/A,N/A,N/A,Jim Broadbent
134,Trapped in Paradise,"$6,017,509",Fox,Comedy,PG-13,"December 2, 1994",1 hrs. 51 min.,N/A,George Gallo,N/A,"Nicolas Cage,Dana Carvey"
135,Ed Wood,"$5,887,457",Buena Vista,Comedy / Drama,R,"September 30, 1994",2 hrs. 7 min.,$18 million,Tim Burton,"Tim Burton,Denise Di Novi","Johnny Depp,Sarah Jessica Parker"
136,The Last Seduction,"$5,842,603",October,Crime Thriller,R,"October 26, 1994",1 hrs. 50 min.,N/A,John Dahl,N/A,N/A
137,Airheads,"$5,751,882",Fox,Comedy,PG-13,"August 5, 1994",1 hrs. 32 min.,N/A,Michael Lehman,Robert Simonds,"Brendan Fraser,Adam Sandler,Chris Farley"
138,Belle Epoque,"$5,418,216",Sony Classics,Foreign,R,"February 25, 1994",1 hrs. 49 min.,N/A,N/A,N/A,Penelope Cruz
139,Little Buddha,"$4,858,139",Miramax,Drama,PG,"May 27, 1994",2 hrs. 3 min.,N/A,N/A,N/A,Keanu Reeves
140,Black Beauty,"$4,630,377",Warner Bros.,Family Adventure,G,"July 29, 1994",1 hrs. 46 min.,N/A,N/A,N/A,Sean Bean
141,Wagons East!,"$4,412,297",TriStar,Western Comedy,PG-13,"August 26, 1994",1 hrs. 47 min.,N/A,N/A,Jeffrey Silver,N/A
142,Brainscan,"$4,352,094",Triumph,Sci-Fi Horror,R,"April 22, 1994",1 hrs. 34 min.,N/A,N/A,N/A,Frank Langella
143,PCU,"$4,330,020",Fox,Comedy,PG-13,"April 29, 1994",1 hrs. 19 min.,N/A,N/A,N/A,"Jon Favreau,David Spade"
144,Jimmy Hollywood,"$3,783,003",Paramount,Crime Comedy,R,"April 1, 1994",1 hrs. 57 min.,$30 million,Barry Levinson,"Mark Johnson,Barry Levinson",N/A
145,Cabin Boy,"$3,662,459",Buena Vista,Adventure Comedy,PG-13,"January 7, 1994",1 hrs. 20 min.,N/A,N/A,"Tim Burton,Denise Di Novi",N/A
146,Red (1994),"$3,581,969",Miramax,Foreign,R,"December 1, 1994",1 hrs. 39 min.,N/A,N/A,N/A,N/A
147,A Simple Twist of Fate,"$3,430,583",Buena Vista,Comedy / Drama,PG-13,"September 2, 1994",1 hrs. 46 min.,N/A,N/A,N/A,"Steve Martin,Laura Linney"
148,Gunmen,"$3,411,885",Dimension Films,Action,R,"February 4, 1994",1 hrs. 36 min.,N/A,N/A,"John Davis,Laurence Mark",Patrick Stewart
149,Blue Sky,"$3,359,465",Orion Pictures,Romance,PG-13,"September 16, 1994",1 hrs. 41 min.,N/A,N/A,N/A,"Tommy Lee Jones,Chris O'Donnell"
150,Squanto: A Warrior's Tale,"$3,342,223",Buena Vista,Family Adventure,PG,"October 28, 1994",1 hrs. 42 min.,N/A,N/A,Don Carmody,N/A
151,Romeo Is Bleeding,"$3,275,585",Gramercy,Crime Thriller,R,"February 4, 1994",1 hrs. 50 min.,N/A,Peter Medak,"Tim Bevan,Eric Fellner",Gary Oldman
152,Mi Vida Loca,"$3,267,313",Sony Classics,Crime Drama,R,"July 15, 1994",1 hrs. 36 min.,N/A,N/A,N/A,N/A
153,Silent Fall,"$3,180,674",Warner Bros.,Thriller,R,"October 28, 1994",1 hrs. 41 min.,$30 million,N/A,"Gary Barber,James G. Robinson","Linda Hamilton,Liv Tyler"
154,Clerks,"$3,151,130",Miramax,Comedy,R,"October 19, 1994",1 hrs. 32 min.,"$27,000",Kevin Smith,N/A,Kevin Smith
155,The Favor,"$3,134,381",Orion Pictures,Romantic Comedy,R,"April 29, 1994",1 hrs. 36 min.,N/A,N/A,Lauren Schuler Donner,Brad Pitt
156,Death and the Maiden,"$3,103,716",Fine Line,Drama / Thriller,R,"December 23, 1994",1 hrs. 43 min.,$12 million,Roman Polanski,N/A,"Ben Kingsley,Sigourney Weaver"
