,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
11,Predator,"$59,735,548",Fox,Action Horror,R,"June 12, 1987",1 hrs. 47 min.,$15 million,John McTiernan,"John Davis,Lawrence Gordon,Joel Silver",Arnold Schwarzenegger
12,Throw Momma From the Train,"$57,915,972",Orion Pictures,Crime Comedy,PG-13,"December 11, 1987",1 hrs. 28 min.,N/A,Danny DeVito,N/A,"Danny DeVito,Billy Crystal"
13,Dragnet,"$57,387,516",Universal,Action Comedy,PG-13,"June 26, 1987",1 hrs. 46 min.,N/A,N/A,Robert K. Weiss,"Tom Hanks,Christopher Plummer"
14,La Bamba,"$54,215,416",Columbia,Music Drama,PG-13,"July 24, 1987",1 hrs. 49 min.,N/A,N/A,Taylor Hackford,N/A
15,Robocop,"$53,424,681",Orion Pictures,Sci-Fi Action,R,"July 17, 1987",1 hrs. 43 min.,$13 million,Paul Verhoeven,N/A,N/A
16,Outrageous Fortune,"$52,864,741",Buena Vista,Comedy,R,"January 30, 1987",1 hrs. 40 min.,N/A,N/A,"Ted Field,Scott Kroopf",Bette Midler
17,Broadcast News,"$51,249,404",Fox,Comedy,R,"December 18, 1987",2 hrs. 13 min.,N/A,James L. Brooks,N/A,"Albert Brooks,Holly Hunter,William Hurt"
18,The Living Daylights,"$51,185,897",United Artists,Action,PG,"July 31, 1987",2 hrs. 11 min.,N/A,N/A,Michael G. Wilson,N/A
19,Eddie Murphy Raw,"$50,504,655",Paramount,Concert,R,"December 18, 1987",1 hrs. 30 min.,N/A,N/A,N/A,Eddie Murphy
20,"Planes, Trains and Automobiles","$49,530,280",Paramount,Comedy,R,"November 25, 1987",1 hrs. 32 min.,N/A,John Hughes,John Hughes,Steve Martin
21,Snow White and the Seven Dwarfs (Re-issue) (1987),"$46,594,212Domestic Lifetime Gross $184,925,486",Buena Vista,Animation,G,"July 17, 1987",1 hrs. 24 min.,N/A,N/A,N/A,N/A
22,Full Metal Jacket,"$46,357,676",Warner Bros.,War,R,"June 26, 1987",1 hrs. 56 min.,$30 million,Stanley Kubrick,N/A,N/A
23,A Nightmare on Elm Street 3: Dream Warriors,"$44,793,222",New Line,Horror,R,"February 27, 1987",1 hrs. 36 min.,N/A,N/A,N/A,N/A
24,The Last Emperor,"$43,984,230",Columbia,Period Drama,PG-13,"November 20, 1987",3 hrs. 39 min.,N/A,N/A,N/A,N/A
25,Wall Street,"$43,848,069",Fox,Drama,R,"December 11, 1987",2 hrs. 5 min.,N/A,Oliver Stone,N/A,"Michael Douglas,Charlie Sheen"
26,Mannequin,"$42,721,196",Fox,Romantic Comedy,R,"February 13, 1987",1 hrs. 30 min.,N/A,N/A,N/A,N/A
27,Roxanne,"$40,050,884",Columbia,Romantic Comedy,PG,"June 19, 1987",1 hrs. 47 min.,N/A,N/A,N/A,Steve Martin
28,Blind Date,"$39,321,715",TriStar,Romantic Comedy,PG-13,"March 27, 1987",1 hrs. 35 min.,N/A,N/A,N/A,"Bruce Willis,Kim Basinger"
29,The Running Man,"$38,122,105",TriStar,Sci-Fi Action,R,"November 13, 1987",1 hrs. 41 min.,$27 million,N/A,N/A,Arnold Schwarzenegger
30,Spaceballs,"$38,119,483",MGM,Sci-Fi Comedy,PG,"June 26, 1987",1 hrs. 36 min.,N/A,Mel Brooks,N/A,N/A
31,Summer School,"$35,659,098",Paramount,Comedy,PG-13,"July 24, 1987",1 hrs. 37 min.,N/A,N/A,N/A,N/A
32,No Way Out,"$35,509,515",Orion Pictures,Romantic Thriller,R,"August 14, 1987",1 hrs. 54 min.,N/A,Roger Donaldson,Laura Ziskin,Kevin Costner
33,,,,,,,,,N/A,N/A,N/A
34,Adventures in Babysitting,"$34,368,475",Buena Vista,Comedy,PG-13,"July 3, 1987",1 hrs. 39 min.,N/A,Chris Columbus,Lynda Obst,N/A
35,Cinderella (1987 re-issue),"$34,101,149Domestic Lifetime Gross $93,141,149",Buena Vista,Animation,G,"November 20, 1987",1 hrs. 16 min.,N/A,N/A,N/A,N/A
36,* batteries not included,"$32,945,797",Universal,Sci-Fi Fantasy,PG,"December 18, 1987",1 hrs. 46 min.,N/A,N/A,"Kathleen Kennedy,Frank Marshall,Steven Spielberg",N/A
37,The Lost Boys,"$32,222,567",Warner Bros.,Horror Thriller,R,"July 31, 1987",1 hrs. 37 min.,N/A,Joel Schumacher,N/A,"Kiefer Sutherland,Corey Haim"
38,Can't Buy Me Love,"$31,623,833",Buena Vista,Romantic Comedy,PG-13,"August 14, 1987",1 hrs. 34 min.,N/A,N/A,N/A,Seth Green
39,Nuts,"$30,950,002",Warner Bros.,Drama,R,"November 20, 1987",1 hrs. 56 min.,N/A,N/A,N/A,Barbra Streisand
40,The Princess Bride,"$30,857,814",Fox,Adventure Comedy,PG,"September 25, 1987",1 hrs. 38 min.,N/A,Rob Reiner,N/A,"Cary Elwes,Billy Crystal"
41,Revenge of the Nerds II: Nerds in Paradise,"$30,063,289",Fox,Comedy,PG-13,"July 10, 1987",1 hrs. 38 min.,N/A,Joe Roth,"Ted Field,Joe Roth",N/A
42,Harry and the Hendersons,"$29,760,613",Universal,Family Comedy,PG,"June 5, 1987",1 hrs. 51 min.,N/A,N/A,Richard Vane,N/A
43,Police Academy 4: Citizens on Patrol,"$28,061,343",Warner Bros.,Comedy,PG,"April 3, 1987",1 hrs. 28 min.,N/A,N/A,N/A,Sharon Stone
44,Overboard,"$26,713,187",MGM,Romantic Comedy,PG,"December 18, 1987",1 hrs. 52 min.,N/A,Garry Marshall,N/A,"Goldie Hawn,Kurt Russell"
45,Baby Boom,"$26,712,476",United Artists,Comedy,PG,"October 9, 1987",1 hrs. 50 min.,N/A,Charles Shyer,Nancy Meyers,Diane Keaton
46,Innerspace,"$25,893,810",Warner Bros.,Sci-Fi Comedy,PG,"July 3, 1987",2 hrs. 1 min.,N/A,N/A,"Kathleen Kennedy,Frank Marshall,Jon Peters,Steven Spielberg","Dennis Quaid,Meg Ryan"
47,Tin Men,"$25,411,386",Buena Vista,Period Comedy,R,"March 6, 1987",1 hrs. 48 min.,N/A,Barry Levinson,Mark Johnson,Danny DeVito
48,Black Widow,"$25,205,460",Fox,Thriller,R,"February 6, 1987",1 hrs. 42 min.,N/A,N/A,Laurence Mark,N/A
49,Ernest Goes to Camp,"$23,509,382",Buena Vista,Family Comedy,PG,"May 22, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
50,Raising Arizona,"$22,847,564",Fox,Crime Comedy,PG-13,"March 13, 1987",1 hrs. 34 min.,N/A,Joel Coen,Ethan Coen,"Nicolas Cage,Holly Hunter,Frances McDormand"
51,Benji the Hunted,"$22,257,624",Buena Vista,Family Adventure,G,"June 5, 1987",1 hrs. 28 min.,N/A,N/A,N/A,N/A
52,Empire of the Sun,"$22,238,696",Warner Bros.,War Drama,PG,"December 11, 1987",2 hrs. 32 min.,N/A,Steven Spielberg,"Kathleen Kennedy,Frank Marshall,Steven Spielberg","Christian Bale,John Malkovich"
53,Jaws IV: The Revenge,"$20,763,013",Universal,Horror,PG-13,"July 17, 1987",1 hrs. 29 min.,N/A,N/A,N/A,Michael Caine
54,Hello Again,"$20,419,446",Buena Vista,Fantasy Comedy,PG,"November 6, 1987",1 hrs. 36 min.,N/A,N/A,N/A,N/A
55,Critical Condition,"$20,240,502",Paramount,Comedy,R,"January 16, 1987",1 hrs. 37 min.,N/A,Michael Apted,Ted Field,N/A
56,The Principal,"$19,734,940",TriStar,Action Drama,R,"September 18, 1987",1 hrs. 52 min.,N/A,N/A,N/A,N/A
57,Suspect,"$18,782,400",TriStar,Thriller,R,"October 23, 1987",2 hrs. 1 min.,N/A,N/A,N/A,"Cher,Dennis Quaid,Liam Neeson"
58,The Believers,"$18,753,438",Orion Pictures,Horror Thriller,R,"June 12, 1987",1 hrs. 55 min.,N/A,N/A,N/A,N/A
59,Some Kind of Wonderful,"$18,553,948",Paramount,Romance,PG-13,"February 27, 1987",1 hrs. 34 min.,N/A,N/A,John Hughes,N/A
60,Project X (1987),"$18,532,286",Fox,Drama / Thriller,PG,"April 17, 1987",1 hrs. 48 min.,N/A,N/A,N/A,"Matthew Broderick,Helen Hunt"
61,The Big Easy,"$17,685,307",Columbia,Romantic Thriller,R,"August 21, 1987",1 hrs. 40 min.,N/A,N/A,N/A,Dennis Quaid
62,The Aristocats (Re-issue) (1987),"$17,452,658",Buena Vista,Animation,G,"April 10, 1987",1 hrs. 18 min.,N/A,N/A,N/A,N/A
63,Born in East L.A.,"$17,355,263",Universal,Comedy,R,"August 21, 1987",1 hrs. 25 min.,N/A,N/A,N/A,N/A
64,Masters of the Universe,"$17,336,370",Cannon Films,Fantasy,PG,"August 7, 1987",1 hrs. 46 min.,N/A,N/A,N/A,"Frank Langella,Courteney Cox"
65,Angel Heart,"$17,185,632",TriStar,Horror Thriller,R,"March 6, 1987",1 hrs. 53 min.,$17 million,N/A,N/A,"Mickey Rourke,Robert DeNiro"
66,Burglar,"$16,337,355",Warner Bros.,Comedy,R,"March 20, 1987",1 hrs. 42 min.,N/A,N/A,Kevin McCormick,N/A
67,Over the Top,"$16,057,580",Warner Bros.,Action Drama,PG,"February 13, 1987",1 hrs. 33 min.,N/A,N/A,N/A,Sylvester Stallone
68,Superman IV: The Quest for Peace,"$15,681,020",Warner Bros.,Action / Adventure,PG,"July 24, 1987",1 hrs. 30 min.,$17 million,N/A,N/A,Christopher Reeve
69,Flowers in the Attic,"$15,151,736",New World,Drama / Thriller,PG-13,"November 20, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
70,Radio Days,"$14,792,779",Orion Pictures,Period Comedy,PG,"January 30, 1987",1 hrs. 26 min.,N/A,Woody Allen,N/A,Seth Green
71,Hellraiser,"$14,564,027",New World,Horror,R,"September 18, 1987",1 hrs. 33 min.,N/A,N/A,N/A,N/A
72,Ishtar,"$14,375,181",Columbia,Comedy,PG-13,"May 15, 1987",1 hrs. 43 min.,$55 million,N/A,N/A,"Warren Beatty,Dustin Hoffman"
73,Prince of Darkness,"$14,182,492",Universal,Horror,R,"October 23, 1987",1 hrs. 42 min.,N/A,John Carpenter,Larry J. Franco,N/A
74,Creepshow 2,"$14,000,000",New World,Horror,R,"May 1, 1987",1 hrs. 27 min.,N/A,N/A,N/A,N/A
75,Hamburger Hill,"$13,839,404",Paramount,War,R,"August 28, 1987",1 hrs. 50 min.,N/A,N/A,N/A,Don Cheadle
76,The Gate,"$13,539,458",New Century,Horror,PG-13,"May 15, 1987",1 hrs. 25 min.,N/A,N/A,N/A,N/A
77,The Pick-Up Artist,"$13,290,368",Fox,Romantic Comedy,PG-13,"September 18, 1987",1 hrs. 21 min.,N/A,N/A,N/A,"Robert Downey, Jr."
78,Back to the Beach,"$13,110,903",Paramount,Comedy,PG,"August 7, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
79,The Bedroom Window,"$12,640,385",DEG,Unknown,R,"January 16, 1987",1 hrs. 53 min.,N/A,Curtis Hanson,N/A,N/A
80,The Fourth Protocol,"$12,423,831",Lorimar,Unknown,R,"August 28, 1987",1 hrs. 59 min.,N/A,N/A,N/A,"Michael Caine,Pierce Brosnan"
81,Less Than Zero,"$12,396,383",Fox,Drama,R,"November 6, 1987",1 hrs. 38 min.,N/A,N/A,Jordan Kerner,"Robert Downey, Jr."
82,Fatal Beauty,"$12,046,526",MGM,Unknown,R,"October 30, 1987",1 hrs. 44 min.,N/A,N/A,N/A,Sam Elliott
83,Extreme Prejudice,"$11,307,844",TriStar,Unknown,R,"April 24, 1987",1 hrs. 44 min.,N/A,Walter Hill,N/A,N/A
84,Light of Day,"$10,489,617",TriStar,Unknown,PG-13,"February 6, 1987",1 hrs. 27 min.,N/A,Paul Schrader,N/A,"Michael Rooker,Gena Rowlands"
85,Disorderlies,"$10,348,437",Warner Bros.,Unknown,PG,"August 14, 1987",1 hrs. 26 min.,N/A,N/A,N/A,N/A
86,Someone to Watch Over Me,"$10,278,549",Columbia,Unknown,R,"October 9, 1987",1 hrs. 47 min.,N/A,Ridley Scott,Ridley Scott,N/A
87,Hope and Glory,"$10,021,120",Columbia,Drama,PG-13,"October 16, 1987",1 hrs. 53 min.,N/A,N/A,N/A,N/A
88,Maid to Order,"$9,868,521",New Century,Unknown,PG,"July 31, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
89,The Hidden,"$9,747,988",New Line,Unknown,R,"October 30, 1987",1 hrs. 38 min.,N/A,N/A,N/A,N/A
90,From the Hip,"$9,518,342",DEG,Unknown,PG,"February 6, 1987",1 hrs. 51 min.,N/A,N/A,N/A,N/A
91,My Life as a Dog,"$8,345,266",Skouras,Foreign,Unrated,"May 1, 1987",1 hrs. 41 min.,N/A,Lasse Hallstrom,N/A,N/A
92,Teen Wolf Too,"$7,888,703",Atlantic,Horror Comedy,PG,"November 20, 1987",1 hrs. 35 min.,N/A,N/A,N/A,Jason Bateman
93,House II,"$7,800,000",New World,Unknown,PG-13,"August 28, 1987",1 hrs. 28 min.,N/A,N/A,N/A,N/A
94,Wanted: Dead or Alive,"$7,555,000",New World,Action,R,"January 16, 1987",1 hrs. 46 min.,N/A,N/A,Arthur M. Sarkissian,Rutger Hauer
95,Ironweed,"$7,393,346",TriStar,Unknown,R,"December 18, 1987",2 hrs. 24 min.,N/A,N/A,N/A,"Jack Nicholson,Meryl Streep"
96,Who's That Girl,"$7,305,209",Warner Bros.,Unknown,PG,"August 7, 1987",1 hrs. 34 min.,N/A,James Foley,"Roger Birnbaum,Jon Peters",Madonna
97,Hiding Out,"$7,019,441",DEG,Unknown,PG-13,"November 6, 1987",1 hrs. 35 min.,N/A,N/A,N/A,N/A
98,Death Wish 4: The Crackdown,"$6,880,310",Cannon Films,Unknown,R,"November 6, 1987",1 hrs. 39 min.,N/A,N/A,N/A,N/A
99,The Chipmunk Adventure,"$6,804,312",Samuel Goldwyn,Animation,G,"May 22, 1987",1 hrs. 16 min.,N/A,N/A,N/A,N/A
100,Assassination,"$6,075,793",Cannon Films,Unknown,PG-13,"January 9, 1987",1 hrs. 28 min.,N/A,N/A,N/A,N/A
101,Evil Dead 2,"$5,923,044",DEG,Horror Comedy,R,"March 13, 1987",1 hrs. 25 min.,N/A,Sam Raimi,N/A,N/A
102,Cry Freedom,"$5,899,797",Universal,Unknown,PG,"November 6, 1987",2 hrs. 37 min.,N/A,N/A,N/A,"Kevin Kline,Denzel Washington"
103,Wisdom,"$5,715,174",Fox,Unknown,R,"January 2, 1987",1 hrs. 49 min.,N/A,N/A,N/A,Demi Moore
104,Surrender,"$5,711,976",Warner Bros.,Unknown,R,"October 9, 1987",1 hrs. 36 min.,N/A,N/A,N/A,"Sally Field,Michael Caine"
105,Nadine,"$5,669,831",TriStar,Unknown,PG,"August 7, 1987",1 hrs. 23 min.,N/A,Robert Benton,N/A,"Jeff Bridges,Kim Basinger"
106,The Sicilian,"$5,406,879",Fox,Unknown,R,"October 23, 1987",1 hrs. 55 min.,N/A,Michael Cimino,Michael Cimino,N/A
107,Gardens of Stone,"$5,262,047",TriStar,Drama,R,"May 8, 1987",1 hrs. 52 min.,N/A,N/A,N/A,N/A
108,Hollywood Shuffle,"$5,228,617",Samuel Goldwyn,Unknown,R,"March 20, 1987",1 hrs. 18 min.,"$100,000",N/A,N/A,N/A
109,Jean de Florette,"$4,940,939",Orion Classics,Foreign,PG,"June 26, 1987",2 hrs. 1 min.,N/A,N/A,N/A,N/A
110,Hannah and Her Sisters (re-issue),"$4,691,838Domestic Lifetime Gross $40,084,041",Orion Pictures,Romantic Comedy,PG-13,"February 13, 1987",1 hrs. 47 min.,N/A,N/A,N/A,N/A
111,Leonard Part 6,,Columbia,Comedy,PG,"December 18, 1987",1 hrs. 25 min.,N/A,N/A,N/A,N/A
112,River's Edge,"$4,600,000",Island Pictures,Unknown,R,"May 8, 1987",1 hrs. 39 min.,N/A,N/A,N/A,Keanu Reeves
113,Made in Heaven,"$4,572,845",Lorimar,Unknown,PG,"November 6, 1987",1 hrs. 43 min.,N/A,N/A,"Bruce A. Evans,Raynold Gideon",N/A
114,Death Before Dishonor,"$4,546,244",New World,Unknown,R,"February 20, 1987",1 hrs. 33 min.,N/A,N/A,N/A,N/A
115,The Dead,"$4,370,078",Vestron,Unknown,PG,"December 18, 1987",1 hrs. 23 min.,N/A,N/A,N/A,N/A
116,The Color Purple (Re-issue),"$4,292,009Domestic Lifetime Gross $98,467,863",Warner Bros.,Unknown,PG-13,"January 16, 1987",2 hrs. 34 min.,N/A,N/A,N/A,N/A
117,Best Seller,"$4,278,150",Orion Pictures,Unknown,R,"September 25, 1987",1 hrs. 35 min.,N/A,N/A,N/A,N/A
118,Hot Pursuit,"$4,215,849",Paramount,Unknown,PG-13,"May 8, 1987",1 hrs. 33 min.,N/A,Steven Lisberger,N/A,John Cusack
119,American Ninja 2,"$4,000,000",Cannon Films,Action,R,"May 1, 1987",1 hrs. 29 min.,N/A,N/A,N/A,N/A
120,Manon of the Spring,"$3,940,542",Orion Classics,Foreign,PG,"November 5, 1987",1 hrs. 53 min.,N/A,N/A,N/A,N/A
121,My Demon Lover,"$3,922,273",New Line,Unknown,PG-13,"April 24, 1987",1 hrs. 27 min.,N/A,N/A,N/A,N/A
122,North Shore,"$3,832,228",Universal,Unknown,PG,"August 14, 1987",1 hrs. 36 min.,N/A,N/A,N/A,N/A
123,The Monster Squad,"$3,769,990",TriStar,Unknown,PG-13,"August 14, 1987",1 hrs. 22 min.,N/A,N/A,N/A,N/A
124,Allan Quatermain and the Lost City of Gold,"$3,751,699",Cannon Films,Unknown,PG,"January 30, 1987",1 hrs. 39 min.,N/A,N/A,N/A,Sharon Stone
125,Three O' Clock High,"$3,685,862",Universal,Unknown,PG-13,"October 9, 1987",1 hrs. 30 min.,N/A,N/A,John Davis,N/A
126,Big Shots,"$3,390,043",Fox,Unknown,PG-13,"October 2, 1987",1 hrs. 34 min.,N/A,N/A,"Joe Medjuck,Ivan Reitman",N/A
127,Near Dark,"$3,369,307",DEG,Unknown,R,"October 2, 1987",1 hrs. 35 min.,$5 million,Kathryn Bigelow,N/A,Lance Henriksen
128,Wish You Were Here,"$3,283,832",Atlantic,Unknown,R,"July 24, 1987",1 hrs. 25 min.,N/A,N/A,N/A,N/A
129,Pinocchio and the Emperor of the Night,"$3,261,638",New World,Unknown,G,"December 25, 1987",0 hrs. 45 min.,N/A,N/A,N/A,N/A
130,Barfly,"$3,221,568",Cannon Films,Unknown,R,"October 16, 1987",1 hrs. 40 min.,N/A,Barbet Schroeder,N/A,Mickey Rourke
131,Malone,"$3,060,858",Orion Pictures,Unknown,R,"May 1, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
132,Sign O' the Times,"$3,000,073",Cineplex Odeon,Unknown,PG-13,"November 20, 1987",1 hrs. 30 min.,N/A,N/A,Simon Fields,Prince
133,No Man's Land (1987),"$2,877,571",Orion Pictures,Action / Crime,R,"October 23, 1987",1 hrs. 46 min.,N/A,N/A,Ron Howard,"Charlie Sheen,Randy Quaid"
134,Heat (1987),"$2,793,214",New Century,Unknown,R,"March 13, 1987",2 hrs. 51 min.,N/A,N/A,N/A,N/A
135,The Allnighter,"$2,700,000",Universal,Unknown,PG-13,"May 1, 1987",1 hrs. 35 min.,N/A,N/A,N/A,N/A
136,Hello Mary Lou: Prom Night II,"$2,683,519",Samuel Goldwyn,Horror,R,"October 16, 1987",1 hrs. 34 min.,N/A,N/A,N/A,N/A
137,The Care Bears Movie 3,"$2,608,000",Cineplex Odeon,Animation,G,"August 7, 1987",0 hrs. 44 min.,N/A,N/A,N/A,N/A
138,House of Games,"$2,585,639",Orion Pictures,Unknown,R,"October 16, 1987",1 hrs. 42 min.,N/A,David Mamet,N/A,N/A
139,The Stepfather,"$2,488,740",New Century,Horror Thriller,R,"January 23, 1987",1 hrs. 29 min.,N/A,Joseph Ruben,N/A,N/A
140,Maurice,"$2,438,304Domestic Lifetime Gross $2,484,230",Cinecom,Unknown,R,"September 18, 1987",2 hrs. 20 min.,N/A,James Ivory,N/A,"Hugh Grant,Ben Kingsley"
141,Dead of Winter,"$2,413,427",MGM,Thriller,R,"February 6, 1987",1 hrs. 40 min.,N/A,N/A,N/A,N/A
142,The Kindred,"$2,407,024",FM Ent. Intl.,Sci-Fi Horror,R,"January 9, 1987",1 hrs. 32 min.,N/A,N/A,N/A,N/A
143,Weeds,"$2,325,444",DEG,Unknown,R,"October 16, 1987",1 hrs. 55 min.,N/A,N/A,Bill Badalato,N/A
144,The Squeeze,"$2,228,951",TriStar,Unknown,PG-13,"July 10, 1987",1 hrs. 42 min.,N/A,N/A,N/A,Michael Keaton
145,Dark Eyes,"$2,201,428",Island Pictures,Unknown,Unrated,"November 1, 1987",1 hrs. 58 min.,N/A,N/A,N/A,N/A
146,Russkies,"$2,189,047",New Century,Unknown,PG,"November 6, 1987",1 hrs. 38 min.,N/A,N/A,N/A,Joaquin Phoenix
147,Meatballs III,"$2,147,228",Moviestore Ent.,Comedy,R,"January 9, 1987",1 hrs. 34 min.,N/A,N/A,Don Carmody,N/A
148,Morgan Stewart's Coming Home,"$2,136,381",New Century,Unknown,PG-13,"February 20, 1987",1 hrs. 35 min.,N/A,N/A,N/A,N/A
149,Date with an Angel,"$1,988,962",DEG,Romantic Comedy,PG,"November 20, 1987",1 hrs. 45 min.,N/A,N/A,N/A,N/A
150,Cop,"$1,984,315",Atlantic,Unknown,R,1987,1 hrs. 51 min.,N/A,N/A,N/A,N/A
151,The Curse,"$1,930,001",Trans World Ent.,Unknown,R,"September 11, 1987",1 hrs. 30 min.,N/A,N/A,N/A,N/A
152,Working Girls,"$1,777,378",Miramax,Drama,R,"February 27, 1987",1 hrs. 33 min.,N/A,N/A,N/A,N/A
153,Hunk,"$1,749,956",Crown,Comedy,PG,"March 6, 1987",1 hrs. 42 min.,N/A,N/A,N/A,N/A
154,Personal Services,"$1,744,164",Vestron,Unknown,R,"May 15, 1987",1 hrs. 45 min.,N/A,N/A,Tim Bevan,N/A
155,The Big Town,"$1,733,017",Columbia,Unknown,R,"September 25, 1987",1 hrs. 50 min.,N/A,N/A,Don Carmody,"Sarah Polley,Matt Dillon,Diane Lane,Tommy Lee Jones"
156,The Rosary Murders,"$1,730,337",New Line,Unknown,R,"August 28, 1987",1 hrs. 41 min.,N/A,N/A,N/A,N/A
157,Matewan,"$1,680,358",Cinecom,Unknown,PG-13,"August 28, 1987",2 hrs. 12 min.,N/A,N/A,N/A,N/A
158,Prick Up Your Ears,"$1,654,743",Samuel Goldwyn,Unknown,R,"April 17, 1987",1 hrs. 51 min.,N/A,Stephen Frears,N/A,"Gary Oldman,Alfred Molina"
159,Making Mr. Right,"$1,584,970",Orion Pictures,Unknown,PG-13,"April 10, 1987",1 hrs. 39 min.,N/A,N/A,N/A,John Malkovich
160,The Garbage Pail Kids Movie,"$1,576,615",Atlantic,Unknown,PG,"August 21, 1987",1 hrs. 36 min.,N/A,N/A,N/A,N/A
161,Withnail and I,"$1,544,889",Cineplex Odeon,Unknown,R,1987,1 hrs. 47 min.,N/A,N/A,N/A,N/A
162,Three for the Road,"$1,539,000",New Century,Comedy,PG,"April 10, 1987",1 hrs. 28 min.,N/A,N/A,N/A,Charlie Sheen
163,The Whistle Blower,"$1,500,000",Hemdale,Unknown,PG,"July 10, 1987",1 hrs. 40 min.,N/A,N/A,N/A,Michael Caine
164,A Prayer for the Dying,"$1,432,687",Samuel Goldwyn,Unknown,R,"September 11, 1987",1 hrs. 48 min.,N/A,N/A,N/A,"Mickey Rourke,Liam Neeson"
165,I've Heard Mermaids Singing,"$1,408,491",Miramax,Unknown,R,"September 11, 1987",1 hrs. 21 min.,N/A,N/A,N/A,N/A
166,Penitentiary III,"$1,392,616",Cannon Films,Unknown,R,"September 4, 1987",1 hrs. 31 min.,N/A,N/A,N/A,N/A
167,The Offspring,"$1,355,728",Moviestore Ent.,Unknown,R,"September 4, 1987",1 hrs. 36 min.,N/A,N/A,N/A,N/A
168,The Whales of August,"$1,338,198",Alive Films,Unknown,Unrated,"October 16, 1987",1 hrs. 30 min.,N/A,N/A,N/A,N/A
169,Steele Justice,"$1,327,740",Atlantic,Unknown,R,"May 8, 1987",1 hrs. 35 min.,N/A,N/A,N/A,N/A
170,China Girl,"$1,262,091",Vestron,Unknown,R,"September 25, 1987",1 hrs. 28 min.,N/A,N/A,N/A,N/A
171,Anna (1987),"$1,236,848",Vestron,Unknown,PG-13,1987,1 hrs. 41 min.,N/A,N/A,N/A,N/A
172,Sammy and Rosie Get Laid,"$1,196,336",Cinecom,Unknown,Unrated,"October 30, 1987",1 hrs. 41 min.,N/A,Stephen Frears,Tim Bevan,N/A
173,Dancers,"$1,190,416",Cannon Films,Unknown,PG,"October 9, 1987",1 hrs. 39 min.,N/A,N/A,N/A,N/A
174,Return to Horror High,"$1,189,709",New World,Unknown,R,"January 9, 1987",1 hrs. 35 min.,N/A,N/A,N/A,George Clooney
175,Nightflyers,"$1,149,470",New Century,Unknown,R,"October 23, 1987",1 hrs. 29 min.,N/A,N/A,N/A,N/A
176,Street Smart,"$1,119,112",Cannon Films,Unknown,R,"March 20, 1987",1 hrs. 37 min.,N/A,N/A,N/A,"Morgan Freeman,Christopher Reeve"
177,Swimming to Cambodia,"$1,092,911",Cinecom,Unknown,R,"March 13, 1987",1 hrs. 25 min.,N/A,Jonathan Demme,N/A,N/A
178,84 Charing Cross Road,"$1,083,486",Columbia,Unknown,PG,"February 13, 1987",1 hrs. 40 min.,N/A,N/A,N/A,"Anne Bancroft,Anthony Hopkins,Judi Dench"
179,The Outing,"$1,083,395",Moviestore Ent.,Unknown,R,1987,1 hrs. 27 min.,N/A,N/A,N/A,N/A
