,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
80,Spaced Invaders,"$15,369,573",Buena Vista,Sci-Fi Comedy,PG,"April 27, 1990",1 hrs. 40 min.,N/A,N/A,N/A,N/A
81,Quick Change,"$15,260,154",Warner Bros.,Crime Comedy,R,"July 13, 1990",1 hrs. 28 min.,N/A,N/A,N/A,"Bill Murray,Randy Quaid"
82,Fire Birds,"$14,760,451",Buena Vista,Action,PG-13,"May 25, 1990",1 hrs. 27 min.,N/A,N/A,"Bill Badalato,Arnold Kopelson","Nicolas Cage,Tommy Lee Jones"
83,Wild at Heart,"$14,560,247",Samuel Goldwyn,Crime Comedy,R,"August 17, 1990",2 hrs. 4 min.,N/A,David Lynch,Steve Golin,"Nicolas Cage,Willem Dafoe"
84,The Lord of the Flies,"$13,985,225",Columbia,Adventure,R,"March 16, 1990",1 hrs. 30 min.,N/A,N/A,N/A,N/A
85,The Grifters,"$13,446,769",Miramax,Crime Drama,R,"December 7, 1990",1 hrs. 40 min.,N/A,Stephen Frears,Martin Scorsese,"John Cusack,Annette Bening"
86,Crazy People,"$13,236,513",Paramount,Comedy,R,"April 13, 1990",1 hrs. 31 min.,N/A,N/A,Robert K. Weiss,N/A
87,Bad Influence,"$12,626,043",Triumph,Thriller,R,"March 9, 1990",1 hrs. 39 min.,N/A,Curtis Hanson,"Bernie Goldmann,Steve Tisch",Rob Lowe
88,Cinema Paradiso,"$11,990,401Domestic Lifetime Gross $12,397,210",Miramax,Foreign,PG,"February 2, 1990",2 hrs. 3 min.,N/A,N/A,N/A,N/A
89,Graveyard Shift,"$11,582,891",Paramount,Horror,R,"October 26, 1990",1 hrs. 28 min.,N/A,N/A,N/A,N/A
90,Henry & June,"$11,567,449",Universal,Romance,NC-17,"October 5, 1990",2 hrs. 17 min.,N/A,N/A,N/A,"Philip Kaufman,Uma Thurman,Kevin Spacey"
91,Pump Up the Volume,"$11,541,758",New Line,Drama,R,"August 24, 1990",1 hrs. 45 min.,N/A,N/A,N/A,N/A
92,Opportunity Knocks,"$11,359,129",Universal,Comedy,PG-13,"March 30, 1990",1 hrs. 33 min.,N/A,N/A,"Mark Gordon,Brad Grey,Christopher Meledandri",Dana Carvey
93,Q & A,"$11,207,891",TriStar,Crime Drama,R,"April 27, 1990",2 hrs. 12 min.,N/A,N/A,Arnon Milchan,N/A
94,Wild Orchid,"$11,060,485",Triumph,Romance,R,"April 27, 1990",1 hrs. 52 min.,N/A,N/A,N/A,Mickey Rourke
95,Nuns on the Run,"$10,959,015",Fox,Comedy,PG-13,"March 16, 1990",1 hrs. 29 min.,N/A,N/A,N/A,N/A
96,Narrow Margin,"$10,873,237",TriStar,Thriller,R,"September 21, 1990",1 hrs. 39 min.,N/A,Peter Hyams,N/A,N/A
97,The Witches,"$10,360,553",Warner Bros.,Family Adventure,PG,"August 24, 1990",1 hrs. 31 min.,N/A,N/A,N/A,N/A
98,Adventures of Milo and Otis (Re-issue),"$10,351,534Domestic Lifetime Gross $13,299,749",Columbia,Family Adventure,G,"June 15, 1990",1 hrs. 15 min.,N/A,N/A,N/A,N/A
99,The Two Jakes,"$10,005,969",Paramount,Crime Thriller,R,"August 10, 1990",2 hrs. 17 min.,N/A,N/A,N/A,Jack Nicholson
100,Miami Blues,"$9,888,167",Orion Pictures,Crime Comedy,R,"April 20, 1990",1 hrs. 36 min.,N/A,N/A,Gary Goetzman,Alec Baldwin
101,Havana,"$9,243,140",Universal,Romance,R,"December 14, 1990",2 hrs. 25 min.,$40 million,Sydney Pollack,Sydney Pollack,Robert Redford
102,Nightbreed,"$8,862,354",Fox,Horror,R,"February 16, 1990",1 hrs. 42 min.,N/A,N/A,Joe Roth,N/A
103,Ski Patrol,"$8,533,973",Triumph,Sports Comedy,PG,"January 12, 1990",1 hrs. 28 min.,N/A,N/A,N/A,N/A
104,Cry-Baby,"$8,266,343",Universal,Musical,PG,"April 6, 1990",1 hrs. 32 min.,N/A,N/A,"Jim Abrahams,Brian Grazer",Johnny Depp
105,Blue Steel,"$8,217,997",MGM,Thriller,R,"March 16, 1990",1 hrs. 44 min.,N/A,Kathryn Bigelow,N/A,Jamie Lee Curtis
106,Funny About Love,"$8,141,292",Paramount,Romantic Comedy,PG-13,"September 21, 1990",1 hrs. 41 min.,N/A,N/A,Jordan Kerner,N/A
107,"The Cook, The Thief, His Wife and Her Lover","$7,724,701",Miramax,Drama,NC-17,"April 6, 1990",2 hrs. 4 min.,N/A,N/A,N/A,Helen Mirren
108,Mr. & Mrs. Bridge,"$7,698,010",Miramax,Period Drama,PG-13,"November 23, 1990",2 hrs. 5 min.,N/A,James Ivory,N/A,Paul Newman
109,Alice,"$7,331,647",Orion Pictures,Fantasy Comedy,PG-13,"December 25, 1990",1 hrs. 46 min.,N/A,Woody Allen,N/A,N/A
110,Almost an Angel,"$6,939,946",Paramount,Comedy,PG,"December 22, 1990",1 hrs. 36 min.,N/A,N/A,N/A,N/A
111,Delta Force 2: Operation Stranglehold,"$6,698,361",MGM,Action,R,"August 24, 1990",1 hrs. 51 min.,N/A,N/A,N/A,Chuck Norris
112,Flashback,"$6,488,114",Paramount,Action Comedy,R,"February 2, 1990",1 hrs. 48 min.,N/A,N/A,N/A,Kiefer Sutherland
113,The Gods Must Be Crazy II,"$6,291,444",Columbia,Comedy,PG,"April 13, 1990",1 hrs. 37 min.,N/A,N/A,N/A,N/A
114,Men Don't Leave,"$6,070,725",Warner Bros.,Drama,PG-13,"February 2, 1990",1 hrs. 53 min.,N/A,N/A,N/A,"Chris O'Donnell,Kathy Bates"
115,Night of the Living Dead,"$5,835,247",Columbia,Horror,R,"October 19, 1990",1 hrs. 28 min.,N/A,N/A,N/A,N/A
116,Cyrano de Bergerac,"$5,820,020",Orion Classics,Foreign,PG,"November 16, 1990",2 hrs. 15 min.,N/A,N/A,N/A,N/A
117,Stanley & Iris,"$5,820,015",MGM,Romance,PG-13,"February 9, 1990",1 hrs. 44 min.,N/A,N/A,N/A,Robert DeNiro
118,Leatherface: The Texas Chainsaw Massacre III,"$5,765,562",New Line,Horror,R,"January 12, 1990",1 hrs. 21 min.,N/A,N/A,Michael De Luca,Viggo Mortensen
119,Hardware,"$5,728,953",Miramax,Sci-Fi Horror,R,"September 14, 1990",1 hrs. 34 min.,N/A,N/A,JoAnne Sellar,N/A
120,Loose Cannons,"$5,585,154",TriStar,Action Comedy,R,"February 9, 1990",1 hrs. 34 min.,N/A,N/A,N/A,N/A
121,Miller's Crossing,"$5,080,409",Fox,Crime Drama,R,"September 21, 1990",1 hrs. 55 min.,N/A,Joel Coen,Ethan Coen,N/A
122,The Handmaid's Tale,"$4,960,385",Cinecom,Drama,R,"March 9, 1990",1 hrs. 49 min.,N/A,N/A,N/A,Robert Duvall
123,The Long Walk Home,"$4,873,620",Miramax,Drama,PG,"December 22, 1990",1 hrs. 37 min.,N/A,N/A,Taylor Hackford,N/A
124,Longtime Companion,"$4,609,953",Samuel Goldwyn,Drama,R,"May 11, 1990",1 hrs. 40 min.,N/A,N/A,N/A,N/A
125,Graffiti Bridge,"$4,562,778",Warner Bros.,Music Drama,PG-13,"November 2, 1990",1 hrs. 31 min.,N/A,N/A,N/A,Prince
126,I Come in Peace,"$4,348,368",Triumph,Sci-Fi Action,R,"September 28, 1990",1 hrs. 31 min.,N/A,N/A,N/A,N/A
127,Lisa,"$4,347,648",United Artists,Thriller,PG-13,"April 20, 1990",1 hrs. 33 min.,N/A,N/A,N/A,N/A
128,Lambada,"$4,263,112",Warner Bros.,Music Drama,PG,"March 16, 1990",1 hrs. 44 min.,N/A,N/A,N/A,N/A
129,China Cry: A True Story,"$4,212,828",Penland,Period Drama,PG-13,"November 2, 1990",1 hrs. 41 min.,N/A,N/A,N/A,N/A
130,Heart Condition,"$4,134,992",New Line,Fantasy Comedy,R,"February 2, 1990",1 hrs. 40 min.,N/A,N/A,"Bernie Goldmann,Steve Tisch",Denzel Washington
131,Tie Me Up! Tie Me Down!,"$4,087,361",Miramax,Foreign,NC-17,"May 4, 1990",1 hrs. 41 min.,N/A,Pedro Almodovar,N/A,Antonio Banderas
132,Mountains of the Moon,"$4,011,793",TriStar,Historical Drama,R,"February 23, 1990",2 hrs. 16 min.,N/A,N/A,N/A,N/A
133,Short Time,"$4,010,647",Fox,Action Comedy,PG-13,"May 4, 1990",1 hrs. 37 min.,N/A,N/A,Todd Black,N/A
134,"Welcome Home, Roxy Carmichael","$3,989,297",Paramount,Comedy / Drama,PG-13,"October 12, 1990",1 hrs. 36 min.,N/A,Jim Abrahams,N/A,Winona Ryder
135,The Lemon Sisters,"$3,473,905",Miramax,Comedy / Drama,PG-13,"August 31, 1990",1 hrs. 32 min.,N/A,N/A,Diane Keaton,Diane Keaton
136,A Shock to the System,"$3,417,056",Corsair,Comedy Thriller,R,"March 23, 1990",1 hrs. 28 min.,N/A,N/A,N/A,Michael Caine
137,Metropolitan,"$2,938,208",New Line,Comedy / Drama,PG-13,"August 3, 1990",1 hrs. 38 min.,"$230,000",Whit Stillman,Whit Stillman,N/A
138,Desperate Hours (1990),"$2,742,912",MGM,Thriller,R,"October 5, 1990",1 hrs. 45 min.,N/A,Michael Cimino,Michael Cimino,"Mickey Rourke,Anthony Hopkins"
139,Blind Fury,"$2,692,037",TriStar,Action,R,"March 16, 1990",1 hrs. 26 min.,N/A,Phillip Noyce,N/A,Rutger Hauer
140,"After Dark, My Sweet","$2,678,414",Avenue Pict.,Romantic Thriller,R,"August 24, 1990",1 hrs. 54 min.,N/A,James Foley,N/A,N/A
141,King of New York,"$2,554,476",New Line,Crime Drama,R,"September 28, 1990",1 hrs. 43 min.,N/A,N/A,N/A,"Christopher Walken,Laurence Fishburne,Wesley Snipes"
142,Impulse (1990),"$2,544,504",Warner Bros.,Thriller,R,"April 6, 1990",1 hrs. 49 min.,N/A,N/A,N/A,N/A
143,Class of 1999,"$2,459,895",Taurus Ent.,Sci-Fi Horror,R,"May 11, 1990",1 hrs. 39 min.,N/A,N/A,N/A,N/A
144,Body Chemistry,"$2,415,312",Concorde,Romantic Thriller,R,"March 9, 1990",1 hrs. 25 min.,N/A,N/A,N/A,N/A
145,Downtown,"$2,346,150",Fox,Action Comedy,R,"January 12, 1990",1 hrs. 36 min.,N/A,N/A,Gale Anne Hurd,Forest Whitaker
146,"White Hunter, Black Heart","$2,319,124",Warner Bros.,Period Adventure,PG,"September 14, 1990",1 hrs. 52 min.,N/A,Clint Eastwood,"Clint Eastwood,David Valdes",Clint Eastwood
147,The Nasty Girl,"$2,281,569",Miramax,Foreign,PG-13,"October 26, 1990",1 hrs. 32 min.,N/A,N/A,N/A,N/A
148,Texasville,"$2,268,181",Columbia,Drama,R,"September 28, 1990",2 hrs. 6 min.,N/A,N/A,N/A,"Jeff Bridges,Randy Quaid"
149,Vincent and Theo,"$2,231,274",Hemdale,Period Drama,PG-13,"November 2, 1990",2 hrs. 20 min.,N/A,Robert Altman,N/A,N/A
150,Def by Temptation,"$2,218,579",Troma,Horror Comedy,R,"May 11, 1990",1 hrs. 35 min.,N/A,N/A,N/A,Samuel L. Jackson
151,Eating,"$2,100,538",Rainbow Releasing,Comedy / Drama,R,"November 16, 1990",1 hrs. 50 min.,N/A,N/A,N/A,N/A
152,The Sheltering Sky,"$2,075,084",Warner Bros.,Drama,R,"December 14, 1990",2 hrs. 18 min.,N/A,N/A,N/A,John Malkovich
153,The Krays,"$2,060,847",Miramax,Crime Drama,R,"November 9, 1990",1 hrs. 59 min.,N/A,Peter Medak,N/A,N/A
154,Akira Kurosawa's Dreams,"$1,963,207",Warner Bros.,Foreign,PG,"August 24, 1990",2 hrs. 0 min.,N/A,N/A,N/A,N/A
155,State of Grace,"$1,911,542",Orion Pictures,Crime Drama,R,"September 14, 1990",2 hrs. 14 min.,N/A,N/A,N/A,"Sean Penn,Ed Harris,Gary Oldman,John C. Reilly"
156,The Forbidden Dance,"$1,823,154",Columbia,Music Drama,PG-13,"March 16, 1990",1 hrs. 37 min.,N/A,N/A,N/A,N/A
157,Tune in Tomorrow,"$1,794,001",Cinecom,Romantic Comedy,PG-13,"October 26, 1990",1 hrs. 48 min.,N/A,N/A,N/A,Keanu Reeves
158,The Nutcracker Prince,"$1,781,694",Warner Bros.,Animation,G,"November 21, 1990",1 hrs. 13 min.,N/A,N/A,N/A,N/A
159,Too Beautiful For You,"$1,776,440",Orion Classics,Foreign,R,"March 2, 1990",1 hrs. 33 min.,N/A,N/A,N/A,N/A
160,Last Exit to Brooklyn,"$1,730,005",Cinecom,Drama,R,"May 4, 1990",1 hrs. 43 min.,N/A,N/A,Bernd Eichinger,N/A
161,The Rain Killer,"$1,696,066",Concorde,Unknown,R,"September 14, 1990",1 hrs. 34 min.,N/A,N/A,N/A,N/A
162,Brain Dead,"$1,627,955",Concorde,Horror Thriller,R,"January 19, 1990",1 hrs. 25 min.,N/A,N/A,N/A,N/A
163,Jesus of Montreal,"$1,601,612",Orion Classics,Foreign,R,"May 25, 1990",2 hrs. 0 min.,N/A,N/A,N/A,N/A
164,May Fools,"$1,576,702",Orion Classics,Foreign,R,"June 22, 1990",1 hrs. 58 min.,N/A,N/A,N/A,N/A
165,The Haunting of Morella,"$1,547,867",Concorde,Unknown,R,"February 9, 1990",1 hrs. 22 min.,N/A,N/A,N/A,N/A
166,The Last of the Finest,"$1,531,489",Orion Pictures,Action / Crime,R,"March 9, 1990",1 hrs. 46 min.,N/A,N/A,John Davis,N/A
167,Streets,"$1,510,053",Concorde,Drama / Thriller,R,"January 19, 1990",1 hrs. 23 min.,N/A,N/A,N/A,Christina Applegate
168,A Cry in the Wild,"$1,494,969",Concorde,Family Adventure,PG,"June 1, 1990",1 hrs. 35 min.,N/A,N/A,N/A,N/A
