,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
51,Cop and a Half,"$31,889,691",Universal,Comedy,PG,"April 2, 1993",1 hrs. 33 min.,N/A,N/A,N/A,N/A
52,The Secret Garden,"$31,181,347",Warner Bros.,Family,G,"August 13, 1993",1 hrs. 42 min.,N/A,N/A,N/A,Maggie Smith
53,A Perfect World,"$31,130,999",Warner Bros.,Action Drama,PG-13,"November 24, 1993",2 hrs. 18 min.,N/A,Clint Eastwood,"Clint Eastwood,Mark Johnson,David Valdes","Kevin Costner,Clint Eastwood"
54,Point of No Return,"$30,038,362",Warner Bros.,Action,R,"March 19, 1993",1 hrs. 49 min.,N/A,N/A,N/A,Anne Bancroft
55,Loaded Weapon 1,"$27,979,399",New Line,Action Comedy,PG-13,"February 5, 1993",1 hrs. 22 min.,N/A,N/A,"Michael De Luca,Erwin Stoff",Samuel L. Jackson
56,Menace II Society,"$27,912,072",New Line,Crime Drama,R,"May 28, 1993",1 hrs. 44 min.,N/A,"Albert Hughes,Allen Hughes",N/A,"Samuel L. Jackson,Jada Pinkett-Smith"
57,My Life,"$27,804,899",Columbia,Drama,PG-13,"November 12, 1993",1 hrs. 57 min.,N/A,N/A,"Hunt Lowry,Jerry Zucker","Michael Keaton,Nicole Kidman,Queen Latifah"
58,Poetic Justice,"$27,515,786",Columbia,Drama,R,"July 23, 1993",1 hrs. 49 min.,N/A,John Singleton,N/A,Tupac Shakur
59,Shadowlands,"$25,842,377",Savoy,Romance,PG,"December 31, 1993",2 hrs. 10 min.,$22 million,N/A,N/A,Anthony Hopkins
60,In the Name of the Father,"$25,096,862",Universal,Drama / Thriller,R,"December 31, 1993",2 hrs. 13 min.,N/A,Jim Sheridan,N/A,"Daniel Day-Lewis,Emma Thompson,Jamie Harris"
61,The Man Without a Face,"$24,760,338",Warner Bros.,Drama,PG-13,"August 27, 1993",1 hrs. 54 min.,N/A,Mel Gibson,N/A,Mel Gibson
62,Striking Distance,"$24,107,867",Columbia,Action,R,"September 17, 1993",1 hrs. 42 min.,N/A,N/A,"Hunt Lowry,Arnon Milchan","Bruce Willis,Sarah Jessica Parker"
63,The Adventures of Huck Finn,"$24,103,594",Buena Vista,Family Adventure,PG,"April 2, 1993",1 hrs. 48 min.,N/A,Stephen Sommers,Laurence Mark,Elijah Wood
64,Benny and Joon,"$23,261,580",MGM,Romantic Comedy,PG,"April 16, 1993",1 hrs. 38 min.,N/A,N/A,Bill Badalato,"Johnny Depp,Julianne Moore"
65,The Remains of the Day,"$23,237,911",Columbia,Period Drama,PG,"November 5, 1993",2 hrs. 10 min.,N/A,James Ivory,Mike Nichols,"Anthony Hopkins,Emma Thompson,Christopher Reeve,Hugh Grant"
66,The Program,"$23,032,565",Buena Vista,Sports Drama,R,"September 24, 1993",3 hrs. 47 min.,N/A,N/A,N/A,"Omar Epps,Halle Berry"
67,Guilty as Sin,"$22,866,222",Buena Vista,Thriller,R,"June 4, 1993",1 hrs. 47 min.,N/A,N/A,Don Carmody,N/A
68,Rudy,"$22,750,363",TriStar,Sports Drama,PG,"October 15, 1993",1 hrs. 54 min.,N/A,N/A,Lee R. Mayes,Jon Favreau
69,Much Ado About Nothing,"$22,549,338",Samuel Goldwyn,Period Comedy,PG-13,"May 7, 1993",1 hrs. 50 min.,$11 million,Kenneth Branagh,N/A,"Emma Thompson,Kate Beckinsale,Denzel Washington,Keanu Reeves,Michael Keaton"
70,Nowhere to Run,"$22,189,039",Columbia,Action,R,"January 15, 1993",1 hrs. 34 min.,N/A,Carl Franklin,N/A,N/A
71,Like Water for Chocolate,"$21,665,468",Miramax,Foreign,R,"February 19, 1993",1 hrs. 45 min.,N/A,N/A,N/A,N/A
72,Coneheads,"$21,274,717",Paramount,Sci-Fi Comedy,PG,"July 23, 1993",1 hrs. 26 min.,N/A,N/A,Lorne Michaels,"Chris Farley,David Spade"
73,Super Mario Bros.,"$20,915,465",Buena Vista,Family Adventure,PG,"May 28, 1993",1 hrs. 44 min.,$48 million,N/A,N/A,John Leguizamo
74,Another Stakeout,"$20,208,496",Buena Vista,Action Comedy,PG-13,"July 23, 1993",1 hrs. 49 min.,N/A,N/A,N/A,N/A
75,Fire in the Sky,"$19,885,552",Paramount,Sci-Fi,PG-13,"March 12, 1993",1 hrs. 49 min.,N/A,N/A,Todd Black,James Garner
76,Sniper,"$18,994,653",TriStar,Action,R,"January 29, 1993",1 hrs. 40 min.,N/A,N/A,N/A,N/A
77,Untamed Heart,"$18,898,806",MGM,Romance,PG-13,"February 12, 1993",1 hrs. 42 min.,N/A,N/A,N/A,Marisa Tomei
78,Geronimo: An American Legend,"$18,635,620",Columbia,Western,PG-13,"December 10, 1993",1 hrs. 55 min.,$35 million,Walter Hill,Walter Hill,"Robert Duvall,Matt Damon"
79,Posse,"$18,289,763",Gramercy,Western,R,"May 14, 1993",1 hrs. 51 min.,N/A,N/A,"Tim Bevan,Eric Fellner",N/A
80,CB4,"$17,953,778",Universal,Comedy,R,"March 12, 1993",1 hrs. 29 min.,N/A,N/A,Brian Grazer,Chris Rock
81,Born Yesterday,"$17,952,857",Buena Vista,Romantic Comedy,PG,"March 26, 1993",1 hrs. 40 min.,N/A,N/A,N/A,John Goodman
82,A Bronx Tale,"$17,287,898",Savoy,Crime Drama,R,"October 1, 1993",2 hrs. 2 min.,N/A,N/A,Jon Kilik,Robert DeNiro
83,Sidekicks,"$17,180,393",Triumph,Family Adventure,PG,"April 9, 1993",1 hrs. 41 min.,N/A,N/A,Don Carmody,Chuck Norris
84,Heart and Souls,"$16,589,540",Universal,Fantasy Comedy,PG-13,"August 13, 1993",1 hrs. 44 min.,N/A,Ron Underwood,N/A,"Robert Downey, Jr."
85,Jason Goes to Hell: The Final Friday,"$15,935,068",New Line,Horror,R,"August 13, 1993",1 hrs. 28 min.,N/A,N/A,N/A,N/A
86,Needful Things,"$15,185,672",Columbia,Horror,R,"August 27, 1993",1 hrs. 53 min.,N/A,N/A,N/A,Ed Harris
87,Indian Summer,"$14,904,910",Buena Vista,Comedy / Drama,PG-13,"April 23, 1993",1 hrs. 38 min.,N/A,Mike Binder,Jeffrey Silver,Diane Lane
88,The Vanishing,"$14,543,394",Fox,Thriller,R,"February 5, 1993",1 hrs. 49 min.,N/A,N/A,Pieter Jan Brugge,"Jeff Bridges,Kiefer Sutherland"
89,The Crush,"$13,609,396",Warner Bros.,Thriller,R,"April 2, 1993",1 hrs. 29 min.,N/A,N/A,"Gary Barber,James G. Robinson","Cary Elwes,Alicia Silverstone"
90,Body of Evidence,"$13,273,595",MGM,Romantic Thriller,R,"January 15, 1993",1 hrs. 39 min.,$30 million,N/A,Bernd Eichinger,"Madonna,Willem Dafoe,Julianne Moore,Frank Langella"
91,Man's Best Friend,"$12,974,636",New Line,Horror,R,"November 19, 1993",1 hrs. 27 min.,N/A,N/A,N/A,Lance Henriksen
92,A Far Off Place,"$12,890,752",Buena Vista,Family Adventure,PG,"March 12, 1993",1 hrs. 47 min.,N/A,N/A,"Kathleen Kennedy,Frank Marshall,Gerald R. Molen",Reese Witherspoon
93,Weekend at Bernie's II,"$12,741,891",TriStar,Comedy,PG,"July 9, 1993",1 hrs. 29 min.,N/A,N/A,Don Carmody,N/A
94,Judgment Night,"$12,526,677",Universal,Action Thriller,R,"October 15, 1993",1 hrs. 50 min.,N/A,Stephen Hopkins,N/A,"Cuba Gooding, Jr."
95,Life with Mikey,"$12,440,858",Buena Vista,Comedy,PG,"June 4, 1993",1 hrs. 31 min.,N/A,N/A,Scott Rudin,N/A
96,Undercover Blues,"$12,324,660",MGM,Action Comedy,PG-13,"September 10, 1993",1 hrs. 30 min.,N/A,N/A,N/A,"Dennis Quaid,Stanley Tucci"
97,True Romance,"$12,281,551",Warner Bros.,Crime,R,"September 10, 1993",2 hrs. 1 min.,N/A,Tony Scott,"Gary Barber,Samuel Hadida",Gary Oldman
98,Strictly Ballroom,"$11,738,022",Miramax,Music Drama,PG,"February 12, 1993",1 hrs. 34 min.,N/A,Baz Luhrmann,N/A,N/A
99,So I Married an Axe Murderer,"$11,585,483",TriStar,Romantic Comedy,PG-13,"July 30, 1993",1 hrs. 33 min.,N/A,N/A,N/A,Mike Myers
100,Army of Darkness,"$11,502,976",Universal,Horror Comedy,R,"February 19, 1993",1 hrs. 21 min.,N/A,Sam Raimi,N/A,N/A
101,Manhattan Murder Mystery,"$11,330,911",TriStar,Comedy Thriller,PG,"August 18, 1993",1 hrs. 47 min.,N/A,Woody Allen,N/A,"Woody Allen,Diane Keaton,Alan Alda"
102,Who's the Man?,"$11,299,730",New Line,Comedy,R,"April 23, 1993",1 hrs. 30 min.,N/A,N/A,N/A,N/A
103,For Love or Money,"$11,146,270",Universal,Romantic Comedy,PG,"October 1, 1993",1 hrs. 36 min.,$30 million,Barry Sonnenfeld,Brian Grazer,N/A
104,Mad Dog and Glory,"$11,081,586",Universal,Crime Comedy,R,"March 5, 1993",1 hrs. 37 min.,N/A,N/A,Martin Scorsese,"Robert DeNiro,Bill Murray,Uma Thurman"
105,Gettysburg,"$10,769,960",New Line,War,PG,"October 8, 1993",4 hrs. 14 min.,N/A,N/A,N/A,Sam Elliott
106,Robocop 3,"$10,696,210",Orion Pictures,Sci-Fi Action,PG-13,"November 5, 1993",1 hrs. 45 min.,$22 million,N/A,Patrick Crowley,N/A
107,The Dark Half,"$10,611,160",Orion Pictures,Horror,R,"April 23, 1993",2 hrs. 1 min.,N/A,N/A,N/A,Michael Rooker
108,Look Who's Talking Now,"$10,340,263",TriStar,Family Comedy,PG-13,"November 5, 1993",1 hrs. 35 min.,N/A,N/A,Leslie Dixon,"John Travolta,Danny DeVito,Diane Keaton"
109,Boiling Point,"$10,058,318",Warner Bros.,Action,R,"April 16, 1993",1 hrs. 33 min.,N/A,N/A,N/A,"Viggo Mortensen,Wesley Snipes"
110,What's Eating Gilbert Grape,"$10,032,765",Paramount,Comedy / Drama,PG-13,"December 17, 1993",1 hrs. 58 min.,N/A,Lasse Hallstrom,N/A,"Johnny Depp,Leonardo DiCaprio"
111,Amos & Andrew,"$9,745,803",Columbia,Crime Comedy,PG-13,"March 5, 1993",1 hrs. 36 min.,N/A,N/A,Gary Goetzman,"Nicolas Cage,Samuel L. Jackson"
112,Flesh and Bone,"$9,709,451",Paramount,Drama,R,"November 5, 1993",2 hrs. 6 min.,N/A,N/A,Sydney Pollack,"Gwyneth Paltrow,Dennis Quaid,Meg Ryan"
113,Matinee,"$9,532,895",Universal,Period Comedy,PG,"January 29, 1993",1 hrs. 39 min.,N/A,N/A,N/A,N/A
114,We're Back! A Dinosaur's Story,"$9,317,021",Universal,Animation,G,"November 24, 1993",1 hrs. 11 min.,N/A,Simon Wells,"Kathleen Kennedy,Frank Marshall,Steven Spielberg",N/A
115,Lost in Yonkers,"$9,285,189",Columbia,Period Comedy,PG,"May 14, 1993",1 hrs. 54 min.,N/A,Martha Coolidge,N/A,N/A
116,Leprechaun,"$8,556,940",Trimark,Horror,R,"January 8, 1993",1 hrs. 31 min.,N/A,N/A,N/A,Jennifer Aniston
117,Mr. Jones,"$8,345,845",TriStar,Romance,R,"October 8, 1993",1 hrs. 54 min.,N/A,N/A,N/A,"Anne Bancroft,Richard Gere"
118,Aspen Extreme,"$8,041,049",Buena Vista,Sports Comedy,PG-13,"January 22, 1993",1 hrs. 58 min.,N/A,N/A,N/A,N/A
119,The Meteor Man,"$8,016,708",MGM,Fantasy Comedy,PG,"August 6, 1993",1 hrs. 40 min.,N/A,N/A,N/A,N/A
120,Dazed and Confused,"$7,993,039",Gramercy,Comedy,R,"September 24, 1993",1 hrs. 35 min.,N/A,Richard Linklater,N/A,"Matthew McConaughey,Milla Jovovich,Ben Affleck,Parker Posey"
121,Fatal Instinct,"$7,839,327",MGM,Comedy,PG-13,"October 29, 1993",1 hrs. 30 min.,N/A,N/A,Pieter Jan Brugge,N/A
122,Lorenzo's Oil,"$7,286,388",Universal,Drama,PG-13,"January 1, 1993",2 hrs. 16 min.,N/A,George Miller,George Miller,Susan Sarandon
123,Searching for Bobby Fischer,"$7,266,383",Paramount,Drama,PG,"August 13, 1993",1 hrs. 50 min.,N/A,Steven Zaillian,"Sydney Pollack,Scott Rudin","Ben Kingsley,Joan Allen,Laurence Fishburne"
124,Fearless,"$6,995,302",Warner Bros.,Drama,R,"October 15, 1993",2 hrs. 2 min.,N/A,Peter Weir,N/A,"Jeff Bridges,Benicio Del Toro"
125,Children of the Corn II,"$6,980,986",Miramax,Horror,R,"January 29, 1993",1 hrs. 30 min.,N/A,N/A,N/A,N/A
126,The Wedding Banquet,"$6,933,459",Samuel Goldwyn,Foreign,R,"August 6, 1993",1 hrs. 51 min.,"$1,000,000",Ang Lee,Ted Hope,N/A
127,Fortress,"$6,739,141",Miramax,Sci-Fi Action,R,"September 3, 1993",1 hrs. 35 min.,$8 million,N/A,John Davis,N/A
128,Best of the Best II,"$6,608,687",Fox,Action,R,"March 5, 1993",1 hrs. 41 min.,N/A,N/A,N/A,N/A
129,Once Upon a Forest,"$6,582,052",Fox,Animation,G,"June 18, 1993",1 hrs. 11 min.,N/A,N/A,N/A,N/A
130,The Real McCoy,"$6,484,246",Universal,Crime Comedy,PG-13,"September 10, 1993",1 hrs. 46 min.,N/A,N/A,N/A,"Kim Basinger,Val Kilmer"
131,The Temp,"$6,419,876",Paramount,Thriller,R,"February 12, 1993",1 hrs. 36 min.,N/A,N/A,N/A,N/A
132,Six Degrees of Separation,"$6,405,918",MGM,Drama,R,"December 10, 1993",1 hrs. 52 min.,N/A,N/A,Arnon Milchan,"Will Smith,Ian McKellen"
133,Short Cuts,"$6,110,979",Fine Line,Drama,R,"October 1, 1993",3 hrs. 7 min.,N/A,Robert Altman,N/A,"Robert Downey, Jr.,Julianne Moore,Tim Robbins,Lily Tomlin"
134,The Cemetary Club,"$6,011,745",Buena Vista,Comedy,PG-13,"February 5, 1993",1 hrs. 47 min.,N/A,Bill Duke,N/A,Christina Ricci
135,Heaven and Earth,"$5,864,949",Warner Bros.,War Drama,PG-13,"December 25, 1993",2 hrs. 20 min.,$33 million,Oliver Stone,Arnon Milchan,Tommy Lee Jones
136,Hear No Evil,"$5,679,569",Fox,Thriller,R,"March 26, 1993",1 hrs. 37 min.,N/A,N/A,N/A,N/A
137,Swing Kids,"$5,632,086",Buena Vista,War Drama,PG-13,"March 5, 1993",1 hrs. 54 min.,N/A,Thomas Carter,"Mark Gordon,Frank Marshall,Christopher Meledandri","Christian Bale,Kenneth Branagh"
138,Batman: Mask of the Phantasm,"$5,617,391",Warner Bros.,Animation,PG,"December 25, 1993",1 hrs. 16 min.,N/A,N/A,N/A,N/A
139,Three of Hearts,"$5,495,507",New Line,Romantic Comedy,R,"April 30, 1993",1 hrs. 40 min.,N/A,N/A,N/A,N/A
140,Orlando,"$5,319,445Domestic Lifetime Gross $5,377,643",Sony Classics,Period Drama,PG-13,"June 9, 1993",1 hrs. 32 min.,N/A,N/A,N/A,Tilda Swinton
141,Farewell My Concubine,"$5,216,888",Miramax,Foreign,R,"October 15, 1993",2 hrs. 52 min.,N/A,N/A,N/A,N/A
142,Jack the Bear,"$5,145,823",Fox,Comedy / Drama,PG-13,"April 2, 1993",1 hrs. 39 min.,N/A,N/A,N/A,Danny DeVito
143,Ghost in the Machine,"$5,086,909",Fox,Horror,R,"December 31, 1993",1 hrs. 44 min.,N/A,N/A,N/A,N/A
144,Surf Ninjas,"$4,916,135",New Line,Family Adventure,PG,"August 20, 1993",1 hrs. 27 min.,N/A,N/A,N/A,"Leslie Nielsen,Rob Schneider"
145,Into the West,"$4,790,801",Miramax,Family Adventure,PG,"September 17, 1993",1 hrs. 37 min.,N/A,Mike Newell,N/A,Brendan Gleeson
146,Bound by Honor,"$4,496,583",Buena Vista,Crime Drama,R,"April 30, 1993",2 hrs. 40 min.,N/A,Taylor Hackford,Taylor Hackford,Benjamin Bratt
147,Mr. Nanny,"$4,348,572",New Line,Family Comedy,PG,"October 8, 1993",1 hrs. 24 min.,N/A,N/A,N/A,N/A
148,This Boy's Life,"$4,104,962",Warner Bros.,Drama,R,"April 9, 1993",1 hrs. 54 min.,N/A,Michael Caton-Jones,Jon Peters,"Chris Cooper,Robert DeNiro,Leonardo DiCaprio"
149,Warlock: The Armageddon,"$3,902,679",Trimark,Horror,R,"September 24, 1993",1 hrs. 38 min.,N/A,N/A,N/A,N/A
150,Tom & Jerry - The Movie,"$3,560,469",Miramax,Animation,G,"July 30, 1993",1 hrs. 24 min.,N/A,N/A,N/A,N/A
151,Father Hood,"$3,418,141",Buena Vista,Crime Comedy,PG-13,"August 27, 1993",1 hrs. 35 min.,N/A,N/A,Jeffrey Chernov,"Patrick Swayze,Halle Berry"
152,My Boyfriend's Back,"$3,335,984",Buena Vista,Horror Comedy,PG-13,"August 6, 1993",1 hrs. 25 min.,N/A,N/A,N/A,N/A
153,The Snapper,"$3,323,524",Miramax,Comedy / Drama,R,"November 24, 1993",1 hrs. 35 min.,N/A,Stephen Frears,N/A,N/A
154,Happily Ever After,"$3,299,382",1st National Film Group,Animation,G,"May 28, 1993",1 hrs. 14 min.,N/A,N/A,N/A,N/A
155,Only the Strong,"$3,283,371",Fox,Action,PG-13,"August 27, 1993",1 hrs. 39 min.,N/A,N/A,Samuel Hadida,N/A
156,Splitting Heirs,"$3,246,063",Universal,Comedy,PG-13,"April 30, 1993",1 hrs. 28 min.,N/A,N/A,N/A,Catherine Zeta-Jones
157,Mr. Wonderful,"$3,125,424",Warner Bros.,Romantic Comedy,PG-13,"October 15, 1993",1 hrs. 39 min.,N/A,Anthony Minghella,N/A,Matt Dillon
158,Airborne,"$2,850,263",Warner Bros.,Comedy,PG,"September 17, 1993",2 hrs. 9 min.,N/A,Rob Bowman,N/A,Seth Green
159,The Judas Project,"$2,850,135",RS,Fantasy Drama,PG-13,"February 19, 1993",1 hrs. 37 min.,N/A,N/A,N/A,N/A
160,Map of the Human Heart,"$2,806,881",Miramax,War Romance,R,"April 23, 1993",1 hrs. 49 min.,N/A,N/A,Tim Bevan,N/A
161,Hexed,"$2,786,807",Columbia,Comedy,R,"January 22, 1993",1 hrs. 33 min.,N/A,N/A,N/A,N/A
