,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
16,Caddyshack,"$39,846,344",Warner Bros.,Sports Comedy,R,"July 25, 1980",1 hrs. 39 min.,N/A,Harold Ramis,Jon Peters,Bill Murray
17,Friday the 13th (1980),"$39,754,601",Paramount,Horror,R,"May 9, 1980",1 hrs. 35 min.,N/A,N/A,N/A,Kevin Bacon
18,Brubaker,"$37,121,708",Fox,Drama,R,"June 20, 1980",2 hrs. 12 min.,N/A,N/A,N/A,Robert Redford
19,Little Darlings,"$34,326,249",Paramount,Comedy / Drama,R,"March 21, 1980",1 hrs. 35 min.,N/A,N/A,N/A,Matt Dillon
20,Dressed to Kill,"$31,899,000",Orion Pictures,Thriller,R,"June 23, 1980",1 hrs. 45 min.,$6.5 million,Brian De Palma,N/A,Michael Caine
21,The Jazz Singer,"$27,118,000",Universal,Music Drama,PG,"December 19, 1980",1 hrs. 55 min.,N/A,N/A,N/A,N/A
22,Flash Gordon,"$27,107,960",Universal,Sci-Fi Adventure,PG,"December 5, 1980",1 hrs. 51 min.,N/A,N/A,N/A,N/A
23,Lady and the Tramp (Re-issue) (1980),"$26,114,207Domestic Lifetime Gross $93,602,326",Buena Vista,Animation,G,"March 7, 1980",1 hrs. 16 min.,N/A,N/A,N/A,N/A
24,The Elephant Man,"$26,010,864",Paramount,Period Drama,PG,"October 3, 1980",2 hrs. 3 min.,N/A,David Lynch,N/A,"Anthony Hopkins,Anne Bancroft"
25,Bronco Billy,"$24,265,659",Warner Bros.,Comedy,PG,"June 11, 1980",1 hrs. 56 min.,N/A,Clint Eastwood,N/A,Clint Eastwood
26,Raging Bull,"$23,334,953Domestic Lifetime Gross $23,383,987",MGM,Sports Drama,R,"November 14, 1980",2 hrs. 9 min.,N/A,Martin Scorsese,Irwin Winkler,Robert DeNiro
27,Xanadu,"$22,762,571",Universal,Musical,PG,"August 8, 1980",1 hrs. 36 min.,N/A,N/A,"Lawrence Gordon,Joel Silver",N/A
28,American Gigolo,"$22,743,674",Paramount,Romantic Thriller,R,"February 1, 1980",1 hrs. 57 min.,N/A,Paul Schrader,Jerry Bruckheimer,Richard Gere
29,My Bodyguard,"$22,482,952",Fox,Comedy,PG,"July 11, 1980",1 hrs. 36 min.,N/A,N/A,N/A,Matt Dillon
30,The Fog,"$21,378,361",AVCO Embassy,Horror,R,"February 1, 1980",1 hrs. 30 min.,N/A,John Carpenter,N/A,Jamie Lee Curtis
31,Fame (1980),"$21,202,829",MGM,Music Drama,R,"May 16, 1980",2 hrs. 14 min.,N/A,N/A,N/A,N/A
32,Tess,"$20,093,330",Columbia,Romance,PG,"December 12, 1980",2 hrs. 52 min.,N/A,Roman Polanski,N/A,N/A
33,Altered States,"$19,853,892",Warner Bros.,Sci-Fi Horror,R,"December 25, 1980",1 hrs. 43 min.,N/A,N/A,N/A,William Hurt
34,Song of the South (Re-issue) (1980),"$19,800,000Domestic Lifetime Gross $37,459,346",Buena Vista,Family,G,"October 8, 1980",1 hrs. 34 min.,N/A,N/A,N/A,N/A
35,Cruising,"$19,784,223Domestic Lifetime Gross $19,798,718",MGM,Thriller,R,"February 15, 1980",1 hrs. 46 min.,N/A,William Friedkin,N/A,Al Pacino
36,The Octagon,"$18,971,000",American Cinema,Action,R,"August 14, 1980",1 hrs. 43 min.,N/A,N/A,N/A,Chuck Norris
37,The Aristocats (Re-issue) (1980),"$18,000,000",Buena Vista,Animation,G,"December 19, 1980",1 hrs. 18 min.,N/A,N/A,N/A,N/A
38,Honeysuckle Rose,"$17,815,212",Warner Bros.,Music Drama,PG,"July 18, 1980",1 hrs. 59 min.,N/A,N/A,Sydney Pollack,N/A
39,Herbie Goes Bananas,"$17,000,000Domestic Lifetime Gross $18,000,000",Buena Vista,Family Comedy,G,"June 25, 1980",1 hrs. 42 min.,N/A,N/A,N/A,N/A
40,Rough Cut,"$16,656,125",Paramount,Romantic Adventure,PG,"June 20, 1980",1 hrs. 51 min.,N/A,N/A,N/A,N/A
41,The Final Countdown,"$16,647,800",MGM,Sci-Fi Adventure,PG,"August 1, 1980",1 hrs. 42 min.,N/A,N/A,N/A,N/A
42,The Hunter,"$16,274,150",Paramount,Action Drama,PG,"August 1, 1980",1 hrs. 37 min.,N/A,N/A,N/A,N/A
43,Hero at Large,"$15,934,737",MGM,Comedy,PG,"February 8, 1980",1 hrs. 55 min.,N/A,N/A,N/A,N/A
44,The Long Riders,"$15,795,189",United Artists,Western,R,"May 16, 1980",1 hrs. 39 min.,N/A,Walter Hill,James Keach,"Dennis Quaid,Randy Quaid"
45,The Island (1980),"$15,716,828",Universal,Adventure,R,"June 13, 1980",1 hrs. 54 min.,$22 million,N/A,N/A,Michael Caine
46,Close Encounters of the Third Kind (Special Edition),"$15,693,175Domestic Lifetime Gross $135,189,114",Columbia,Sci-Fi Adventure,PG,"November 14, 1980",2 hrs. 17 min.,N/A,N/A,N/A,N/A
47,First Family,"$15,198,912",Warner Bros.,Comedy,R,"December 25, 1980",1 hrs. 44 min.,N/A,N/A,N/A,N/A
48,Prom Night,"$14,796,236",Embassy,Horror,R,"August 15, 1980",1 hrs. 34 min.,N/A,N/A,N/A,"Jamie Lee Curtis,Leslie Nielsen"
49,The Nude Bomb,"$14,662,035",Universal,Comedy,PG,"May 9, 1980",1 hrs. 34 min.,N/A,N/A,N/A,N/A
50,"Oh, God! Book II","$14,504,277",Warner Bros.,Fantasy Comedy,PG,"October 3, 1980",1 hrs. 34 min.,N/A,N/A,N/A,N/A
51,The Competition,"$14,287,755",Columbia,Music Drama,PG,"December 3, 1980",2 hrs. 6 min.,N/A,N/A,N/A,N/A
52,Wholly Moses,"$14,155,617",Columbia,Comedy,PG,"June 13, 1980",1 hrs. 44 min.,N/A,N/A,N/A,N/A
53,Mary Poppins (re-issue),"$14,000,000Domestic Lifetime Gross $102,272,727",Buena Vista,Musical,G,"May 23, 1980",2 hrs. 19 min.,N/A,N/A,N/A,N/A
54,Last Married Couple in America,"$12,835,544",Universal,Comedy,R,"February 8, 1980",1 hrs. 43 min.,N/A,N/A,N/A,N/A
55,Used Cars,"$11,715,321",Columbia,Comedy,R,"July 18, 1980",1 hrs. 53 min.,$8 million,Robert Zemeckis,Steven Spielberg,Kurt Russell
56,The Mirror Crack'd,"$11,000,000",Associated Film Dist.,Thriller,PG,"December 19, 1980",1 hrs. 45 min.,N/A,N/A,N/A,N/A
57,The Last Flight of Noah's Ark,"$11,000,000",Buena Vista,Family Adventure,G,"July 27, 1980",1 hrs. 38 min.,N/A,N/A,N/A,N/A
58,The Fiendish Plot of Dr. Fu Manchu,"$10,697,276",Warner Bros.,Comedy,PG,"August 8, 1980",1 hrs. 48 min.,N/A,N/A,N/A,Helen Mirren
59,Stardust Memories,"$10,389,003",United Artists,Comedy,PG,"September 26, 1980",1 hrs. 31 min.,$10 million,Woody Allen,N/A,Woody Allen
60,The Hollywood Knights,"$10,000,000",Columbia,Comedy,R,"May 16, 1980",1 hrs. 32 min.,N/A,N/A,N/A,Michelle Pfeiffer
61,Serial,"$9,870,727",Paramount,Comedy,R,"March 28, 1980",1 hrs. 30 min.,N/A,N/A,N/A,N/A
62,Somewhere in Time,"$9,709,597",Universal,Romance,PG,"October 3, 1980",1 hrs. 43 min.,N/A,N/A,N/A,Christopher Reeve
63,Tribute,"$9,000,000",Fox,Unknown,PG,"December 14, 1980",2 hrs. 1 min.,N/A,N/A,N/A,N/A
64,Saturn 3,"$9,000,000",Associated Film Dist.,Sci-Fi Thriller,R,"February 15, 1980",1 hrs. 28 min.,N/A,N/A,N/A,N/A
65,The Formula,"$8,894,289",MGM,Unknown,R,"December 19, 1980",1 hrs. 57 min.,N/A,N/A,N/A,Marlon Brando
66,Mad Max,"$8,750,000",Filmways,Sci-Fi Action,R,"March 21, 1980",1 hrs. 34 min.,N/A,George Miller,N/A,Mel Gibson
67,The Big Brawl,"$8,527,743",Warner Bros.,Period Action,R,"August 29, 1980",1 hrs. 35 min.,N/A,N/A,N/A,Jackie Chan
68,The Awakening,"$8,415,112",Warner Bros.,Unknown,R,"October 31, 1980",1 hrs. 45 min.,N/A,Mike Newell,N/A,N/A
69,Fatso,"$7,653,061",Fox,Unknown,PG,"February 1, 1980",1 hrs. 33 min.,N/A,N/A,N/A,Anne Bancroft
70,How to Become a Detective,"$7,500,000",Filmways,Unknown,Unrated,"June 1, 1980",N/A,N/A,N/A,N/A,N/A
71,How to Beat the High Cost of Living,"$7,500,000",Filmways,Crime Comedy,PG,"January 1, 1980",1 hrs. 45 min.,N/A,N/A,N/A,N/A
72,Foxes,"$7,470,348",MGM,Unknown,R,"February 29, 1980",1 hrs. 46 min.,N/A,N/A,N/A,"Jodie Foster,Randy Quaid"
73,The Big Red One,"$7,206,220",MGM,Unknown,PG,"July 18, 1980",1 hrs. 13 min.,N/A,N/A,N/A,Mark Hamill
74,The Stunt Man,"$7,063,886",Fox,Unknown,R,"June 27, 1980",2 hrs. 11 min.,N/A,N/A,N/A,N/A
75,Where the Buffalo Roam,"$6,659,377",Universal,Unknown,R,"April 25, 1980",1 hrs. 39 min.,N/A,N/A,N/A,Bill Murray
76,The Gong Show Movie,"$6,621,520",Universal,Unknown,R,"May 23, 1980",1 hrs. 29 min.,N/A,N/A,N/A,N/A
77,Motel Hell,"$6,342,668",MGM,Horror,R,"October 24, 1980",1 hrs. 42 min.,N/A,N/A,N/A,N/A
78,Little Miss Marker,"$6,321,392",Universal,Unknown,PG,"March 21, 1980",1 hrs. 43 min.,N/A,N/A,N/A,Julie Andrews
79,"Oh, Heavenly Dog!","$6,216,067",Fox,Unknown,PG,"July 11, 1980",1 hrs. 43 min.,N/A,N/A,N/A,N/A
80,Divine Madness,"$5,318,098",Warner Bros.,Unknown,R,"September 26, 1980",1 hrs. 26 min.,N/A,N/A,N/A,N/A
81,In God We Trust,"$5,215,015",Universal,Unknown,PG,"September 26, 1980",1 hrs. 37 min.,N/A,N/A,N/A,N/A
82,He Knows You're Alone,"$4,875,436",MGM,Unknown,R,"August 29, 1980",1 hrs. 34 min.,N/A,N/A,N/A,N/A
83,Coast to Coast,"$4,495,445",Paramount,Unknown,PG,"October 3, 1980",1 hrs. 34 min.,N/A,N/A,Steve Tisch,N/A
84,Willie & Phil,"$4,400,000",Fox,Unknown,R,1980,1 hrs. 55 min.,N/A,N/A,N/A,N/A
85,Melvin and Howard,"$4,309,490",Universal,Unknown,R,"October 24, 1980",1 hrs. 35 min.,N/A,Jonathan Demme,N/A,N/A
86,Roadie,"$4,226,370",MGM,Unknown,PG,"June 13, 1980",1 hrs. 45 min.,N/A,N/A,N/A,N/A
87,Gloria,"$4,059,673",Columbia,Unknown,PG,"October 1, 1980",2 hrs. 3 min.,N/A,N/A,N/A,Gena Rowlands
88,Jaws 2 (1980 re-issue),"$4,028,735Domestic Lifetime Gross $81,766,007",Universal,Unknown,PG,"February 15, 1980",1 hrs. 57 min.,N/A,N/A,N/A,N/A
89,Kagemusha,"$4,000,000",Fox,Foreign,PG,"October 10, 1980",2 hrs. 42 min.,$6 million,N/A,George Lucas,N/A
90,Resurrection,"$3,910,019",Universal,Unknown,PG,"September 26, 1980",1 hrs. 43 min.,N/A,N/A,N/A,N/A
91,Hide in Plain Sight,"$3,806,930",MGM,Unknown,PG,"March 21, 1980",1 hrs. 32 min.,N/A,N/A,N/A,N/A
92,Guyana: Cult of the Damned,"$3,798,102",Universal,Unknown,R,"January 25, 1980",1 hrs. 30 min.,N/A,N/A,N/A,N/A
93,When Time Ran Out,"$3,763,988",Warner Bros.,Action Thriller,PG,"March 28, 1980",2 hrs. 1 min.,$20 million,N/A,N/A,Paul Newman
94,Heaven's Gate,"$3,484,331",United Artists,Western,R,"November 19, 1980",3 hrs. 39 min.,$44 million,Michael Cimino,N/A,"Jeff Bridges,Christopher Walken"
95,Ffolkes,"$2,993,772",Universal,Unknown,PG,"April 18, 1980",1 hrs. 40 min.,N/A,N/A,N/A,N/A
96,Midnight Madness,"$2,900,000",Buena Vista,Comedy,PG,"February 8, 1980",1 hrs. 52 min.,N/A,N/A,N/A,N/A
97,Loving Couples,"$2,806,659",Fox,Unknown,PG,"October 24, 1980",1 hrs. 37 min.,N/A,N/A,N/A,Susan Sarandon
98,The Idolmaker,"$2,625,716",MGM,Unknown,PG,"November 14, 1980",1 hrs. 59 min.,N/A,Taylor Hackford,N/A,N/A
99,The Black Marble,"$2,500,000",AVCO Embassy,Unknown,PG,"January 1, 1980",1 hrs. 50 min.,N/A,N/A,N/A,N/A
100,Gilda Live,"$2,261,507",Warner Bros.,Unknown,R,"March 28, 1980",1 hrs. 30 min.,N/A,Mike Nichols,Lorne Michaels,N/A
101,Windows,"$2,128,395",MGM,Unknown,R,"January 18, 1980",1 hrs. 36 min.,N/A,N/A,N/A,N/A
102,Just Tell Me What You Want,"$2,086,905",Warner Bros.,Romantic Comedy,R,"February 8, 1980",1 hrs. 52 min.,N/A,N/A,N/A,N/A
103,Bon Voyage Charlie Brown,"$2,013,193",Paramount,Unknown,G,"May 30, 1980",1 hrs. 15 min.,N/A,N/A,N/A,N/A
104,Carny,"$1,817,720",MGM,Unknown,R,"May 23, 1980",1 hrs. 46 min.,N/A,N/A,N/A,Jodie Foster
105,When a Stranger Calls (Re-issue),"$1,262,052Domestic Lifetime Gross $21,411,158",Columbia,Horror Thriller,R,"September 17, 1980",1 hrs. 37 min.,N/A,N/A,N/A,N/A
106,Why Would I Lie?,"$1,175,855",MGM,Unknown,PG,"August 8, 1980",1 hrs. 45 min.,N/A,N/A,N/A,N/A
107,Nijinsky,"$1,047,454",Paramount,Unknown,R,"March 21, 1980",2 hrs. 5 min.,N/A,N/A,N/A,N/A
108,Heart Beat,"$954,046",Warner Bros.,Unknown,R,"January 18, 1980",2 hrs. 9 min.,N/A,N/A,Michael Shamberg,N/A
109,One-Trick Pony,"$843,215",Warner Bros.,Unknown,R,"October 3, 1980",1 hrs. 38 min.,N/A,N/A,N/A,N/A
110,"Those Lips, Those Eyes","$804,713",MGM,Unknown,R,"August 15, 1980",N/A,N/A,N/A,N/A,Frank Langella
111,A Small Circle of Friends,"$766,760",MGM,Unknown,R,"March 12, 1980",1 hrs. 52 min.,N/A,Rob Cohen,N/A,N/A
112,Leo and Loree,"$517,988",MGM,Unknown,Unrated,"February 29, 1980",1 hrs. 37 min.,N/A,N/A,Ron Howard,N/A
113,Home Movies,"$89,134",United Artists,Unknown,PG,"May 16, 1980",1 hrs. 30 min.,"$400,000",N/A,Gilbert Adler,N/A
114,Phobia,"$59,167",Paramount,Unknown,R,"September 26, 1980",1 hrs. 34 min.,N/A,N/A,N/A,N/A
115,Breaking Glass,"$2,471",Paramount,Music Drama,PG,"October 17, 1980",1 hrs. 44 min.,N/A,N/A,N/A,Jonathan Pryce
